#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reERR5005335_taxonomic_profile	reERR5005334_taxonomic_profile	reERR5005331_taxonomic_profile	reERR5005330_taxonomic_profile	reERR5005329_taxonomic_profile	reERR5005328_taxonomic_profile	reERR5005327_taxonomic_profile	reERR5005326_taxonomic_profile	reERR5005325_taxonomic_profile	reERR5005324_taxonomic_profile	reERR5005323_taxonomic_profile	reERR5005322_taxonomic_profile	reERR5005321_taxonomic_profile	reERR5005320_taxonomic_profile	reERR5005319_taxonomic_profile	reERR5005318_taxonomic_profile	reERR5005317_taxonomic_profile	reERR5005316_taxonomic_profile	reERR5005315_taxonomic_profile	reERR5005314_taxonomic_profile	reERR5005313_taxonomic_profile	reERR5005312_taxonomic_profile	reERR5005311_taxonomic_profile	reERR5005310_taxonomic_profile	reERR5005309_taxonomic_profile	reERR5005308_taxonomic_profile	reERR5005307_taxonomic_profile	reERR5005306_taxonomic_profile	reERR5005305_taxonomic_profile	reERR5005304_taxonomic_profile	reERR5005303_taxonomic_profile	reERR5005302_taxonomic_profile	reERR5005301_taxonomic_profile	reERR5005293_taxonomic_profile	reERR5005292_taxonomic_profile	reERR5005291_taxonomic_profile	reERR5005290_taxonomic_profile	reERR5005289_taxonomic_profile	reERR5005288_taxonomic_profile	reERR5005287_taxonomic_profile	reERR5005286_taxonomic_profile	reERR5005285_taxonomic_profile	reERR5005284_taxonomic_profile	reERR5005283_taxonomic_profile	reERR5005171_taxonomic_profile	reERR5005170_taxonomic_profile	reERR5005169_taxonomic_profile	reERR5005168_taxonomic_profile	reERR5005167_taxonomic_profile	reERR5005166_taxonomic_profile	reERR5005165_taxonomic_profile	reERR5005164_taxonomic_profile	reERR5005163_taxonomic_profile	reERR5005162_taxonomic_profile	reERR5005161_taxonomic_profile	reERR5005160_taxonomic_profile	reERR5005159_taxonomic_profile	reERR5005158_taxonomic_profile	reERR5005157_taxonomic_profile	reERR5005156_taxonomic_profile	reERR5005155_taxonomic_profile	reERR5005154_taxonomic_profile
k__Bacteria|p__Actinobacteria	2|201174	0.0627063034394882	0.22074752834354386	0	0	2.0058330233949118	0.08722729853809748	0	0.8651917472027897	0	0	0	0	0	0	0.01570849454923603	0	0	0.04461892115358845	0.0236295745674187	0.021962334729965897	0	0.047514238161843886	0.0008362120513427829	0.017488838068601412	0.18734357372459007	2.4478822984723903	0.2436329183228159	0.22306477496487406	0	0.024212363207995427	0	0.1450607385964182	8.816145593040758	3.436749239459223	2.100517409586661	7.220752861615393	1.0458831932076762	0	0	0.2391517886820217	0.34638434393388	0.0037368267573652633	0	0	0.9936072135363336	3.5899962412090822	0.9648035050317852	11.111740695807407	0.07905083026176232	7.755401733689298	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.022928546665729917	0.22074752834354386	0	0	0.2511447771502635	0.08722729853809748	0	0.8651917472027897	0	0	0	0	0	0	0.01570849454923603	0	0	0.04461892115358845	0.0236295745674187	0.021962334729965897	0	0.047514238161843886	0.0008362120513427829	0	0	0	0	0.002797880580081591	0	0	0	0	0.4137016403985832	0.3579940905115294	1.6497114427548878	0	0	0	0	0.2391517886820217	0	0	0	0	0.9915374456937828	3.5899962412090822	0.9648035050317852	11.111740695807407	0.07905083026176232	7.7524537794727575	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0.022928546665729917	0.22074752834354386	0	0	0	0.08722729853809748	0	0.8651917472027897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4137016403985832	0.3579940905115294	0	0	0	0	0	0.22667988246693596	0	0	0	0	0.03396001249943074	0	0.014680881981004515	0.020376361644127816	0	0.3931713459038341	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0.022928546665729917	0.22074752834354386	0	0	0	0.08722729853809748	0	0.8651917472027897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4137016403985832	0.3579940905115294	0	0	0	0	0	0.22667988246693596	0	0	0	0	0.03396001249943074	0	0.014680881981004515	0.020376361644127816	0	0.3931713459038341	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia	2|201174|1760|85004|31953|240233	0	0	0	0	0	0.08722729853809748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014680881981004515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila	2|201174|1760|85004|31953|240233|218139	0	0	0	0	0	0.08722729853809748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014680881981004515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	0.022928546665729917	0.22074752834354386	0	0	0	0	0	0.8651917472027897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4137016403985832	0.3579940905115294	0	0	0	0	0	0.22667988246693596	0	0	0	0	0.03396001249943074	0	0	0.020376361644127816	0	0.3931713459038341	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0.02461087041824759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	2|201174|1760|85004|31953|1678|28025	0	0	0	0	0	0	0	0.2688193287878425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_criceti	2|201174|1760|85004|31953|1678|1960969	0	0	0	0	0	0	0	0.0008257756394850979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04995901666632658	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	2|201174|1760|85004|31953|1678|1694	0	0	0	0	0	0	0	0.5955466427754621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3579940905115294	0	0	0	0	0	0.22667988246693596	0	0	0	0	0	0	0	0.020376361644127816	0	0.34321232923750755	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium	2|201174|1760|85004|31953|1678|78346	0.022928546665729917	0.1961323948263151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01570849454923603	0	0	0.003977839523641164	0.0236295745674187	0	0	0.004162468192880921	0	0	0	0	0	0	0	0	0	0	0	0	0.2035786537985639	0	0	0	0	0.012471906215085756	0	0	0	0	0.927532841390702	2.916786820402314	0.43624451793061303	9.102181560456222	0.07905083026176232	2.851078303567754	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae	2|201174|1760|85007|1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003977839523641164	0.0236295745674187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03188331302237543	0	0	0	0	0	0	0	0	0	0	0.0035368583481157337	0	0	0.0038022676270164225	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacter	2|201174|1760|85007|1762|1073531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003977839523641164	0.0236295745674187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031751575149217	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacter|s__Mycolicibacter_heraklionensis	2|201174|1760|85007|1762|1073531|512402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003977839523641164	0.0236295745674187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae	2|201174|1760|85007|85025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01570849454923603	0	0	0	0	0	0	0.004162468192880921	0	0	0	0	0	0	0	0	0	0	0	0	0.014737989439243062	0	0	0	0	0	0	0	0	0	0	0.005016054425165922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus	2|201174|1760|85007|85025|1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01570849454923603	0	0	0	0	0	0	0.004162468192880921	0	0	0	0	0	0	0	0	0	0	0	0	0.014737989439243062	0	0	0	0	0	0	0	0	0	0	0.005016054425165922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_gordoniae	2|201174|1760|85007|85025|1827|223392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000868552146125376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_hoagii	2|201174|1760|85007|85025|1827|43767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01570849454923603	0	0	0	0	0	0	0.0032939160467555443	0	0	0	0	0	0	0	0	0	0	0	0	0.005924415338008489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	0	0	0	0	0.2511447771502635	0	0	0	0	0	0	0	0	0	0	0	0	0.040641081629947284	0	0.021962334729965897	0	0.0170304903512096	0.0008362120513427829	0	0	0	0	0.002797880580081591	0	0	0	0	0	0	0.3699864464316098	0	0	0	0	0	0	0	0	0	0.03003800018631713	0.5717658666201271	0.5138812541725017	0.9158042538944112	0	0.01062526452117124	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae	2|201174|1760|85006|85016	0	0	0	0	0.2511447771502635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia	2|201174|1760|85006|85016|162491	0	0	0	0	0.2511447771502635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia|s__Oerskovia_enterophila	2|201174|1760|85006|85016|162491|43678	0	0	0	0	0.2511447771502635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	2|201174|1760|85006|85023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040641081629947284	0	0.021962334729965897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	2|201174|1760|85006|85023|33882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040641081629947284	0	0.021962334729965897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oxydans	2|201174|1760|85006|85023|33882|82380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040641081629947284	0	0.021962334729965897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008362120513427829	0	0	0	0	0.002797880580081591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05871093171468215	0.0027622755626883085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria	2|201174|1760|85006|1268|57493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008362120513427829	0	0	0	0	0.002797880580081591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rosea	2|201174|1760|85006|1268|57493|1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008362120513427829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae	2|201174|1760|85006|85017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170304903512096	0	0	0	0	0	0	0	0	0	0	0	0	0.181123718321156	0	0	0	0	0	0	0	0	0	0	0.002010557774631325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium	2|201174|1760|85006|85017|157920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170304903512096	0	0	0	0	0	0	0	0	0	0	0	0	0.10022548399803108	0	0	0	0	0	0	0	0	0	0	0.002010557774631325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium|s__Cellulosimicrobium_cellulans	2|201174|1760|85006|85017|157920|1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170304903512096	0	0	0	0	0	0	0	0	0	0	0	0	0.10022548399803108	0	0	0	0	0	0	0	0	0	0	0.002010557774631325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales	2|201174|1760|85008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026321279617753362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae	2|201174|1760|85008|28056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026321279617753362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora	2|201174|1760|85008|28056|1873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026321279617753362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_aurantiaca	2|201174|1760|85008|28056|1873|47850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026321279617753362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.039774418313265315	0	0	0	1.7546882462446494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017488838068601412	0.18734357372459007	2.4478822984723903	0.2436329183228159	0.22026689438479244	0	0.024212363207995427	0	0.1450607385964182	8.402443952642175	3.078755148947694	0.4508053705141755	7.220752861615393	1.0458831932076762	0	0	0	0.34638434393388	0.0037368267573652633	0	0	0.0020697678425507086	0	0	0	0	0.0029479542165401595	0	0	0	0	0	0	0	0	0	0	0	0
