Taxonomy	reERR1346803	reERR1346806	reERR1346807	reERR1346808	reERR1346810	reERR1346811	reERR1346812	reERR1346813	reERR1346814	reERR1346818	reERR1346821	reERR1346823	reERR1346824	reERR1346829	reERR1346834	reERR1346837	reERR1346839	reERR1346841	reERR1346842	reERR1346846	reERR1346847	reERR1346850	reERR1346851	reERR1346854	reERR1346855	reERR1346856	reERR1346857	reERR1346861	reERR1346862	reERR1346864	reERR1346867	reERR1346869	reERR1346871	reERR1346874	reERR1346877	reERR1346878	reERR1346880	reERR1346881	reERR1346882	reERR1346883	reERR1346884	reERR1346889	reERR1346891	reERR1346892
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Kitasatospora	0.00258277539582356	0.000471903964589223	0.00022906648192454	0.000213428515640944	0.00118677213088512	5.34303943546734e-05	0.000351401883912708	0.836355907651388	0.46294912542653	0.000298083949563876	0.00298102870888454	0.00278373865643856	7.44535698905827	1.87592494299535	0.000695636109607347	9.70821387522351e-05	2.672935183164e-05	2.78316338701609e-05	7.8018054856028e-05	0.00123957542755272	9.54244664542927e-05	3.79982570642244e-05	0.00138819890134799	3.19624798569281e-05	0.000248357425707994	0.000157489815434	1.32931528839061e-05	4.16569763250658e-05	0	0.00010943762125929	4.44091473424757e-05	0	0	0.000108373276375929	7.3860128903311e-05	0	0	0	4.64481231222968e-05	0.00341842254695304	0	0.000484626738749322	0.000112567202140906	7.79384665458687e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptacidiphilus	0.00488686603172373	0.00141398363753474	0.0606774166676078	0.000531378982785828	0.000469159868141848	0.000330951527933221	0.000425426608015018	0.0205986994714958	0.000794153366065903	0.00121962439191032	0.000742034031965746	3.02179944337277	0.00291513275268234	0.000463081097566132	0.000433161576505689	0.000400667489745107	0.000114128422101441	0.00019527102594492	0.000217216935806449	0.00406708003250823	0.000409905759484786	0.00032373053700155	0.0031141564943741	0.000126802778609051	0.00142631829409892	0.00102922865967186	3.60231816293397e-05	0.000253710848050622	0	0.000271613754617486	0.000443396550361613	0	0	0.000362077896883623	0.000470210327628164	0	0	0	8.53346675349391e-05	0.0063252854237442	0	0.000325328460434455	3.45916260726527e-05	1.40836507444502e-05
k__Bacteria|p__Actinobacteria|c__CFGB12995	0.000728192497119168	2.30156233804053	0.000703034870563847	0.00518472923213139	0.00851206810579056	0.00629603122160514	0.0028755480471434	0.0297670650776496	0.00361522768522947	0.00160405673105222	0.000831420741576758	0.00336265472679502	0.149866858130082	0.0198386374726988	0.00393476919741772	0.00482682173513084	0.000900900637326033	0.00103760484613184	0.000678680220828738	0.000981978118376843	0.00308322431668366	0.0176665782157577	0.00360612462253133	0.000358651474608557	0.00135835786008739	0.0183937059990857	0.000414732770739746	0.000731150418430891	0	0.0017615228784083	0.000427581404266693	0	0	0.00128691593734482	0.000224227969621612	0	0	0	0.000731801534566222	0.0192881584237526	0	0.00164945503902901	0.00275559303520627	0.00110008632174924
k__Bacteria|p__Actinobacteria|c__CFGB12995|o__OFGB12995	0.000728192497119168	2.30156233804053	0.000703034870563847	0.00518472923213139	0.00851206810579056	0.00629603122160514	0.0028755480471434	0.0297670650776496	0.00361522768522947	0.00160405673105222	0.000831420741576758	0.00336265472679502	0.149866858130082	0.0198386374726988	0.00393476919741772	0.00482682173513084	0.000900900637326033	0.00103760484613184	0.000678680220828738	0.000981978118376843	0.00308322431668366	0.0176665782157577	0.00360612462253133	0.000358651474608557	0.00135835786008739	0.0183937059990857	0.000414732770739746	0.000731150418430891	0	0.0017615228784083	0.000427581404266693	0	0	0.00128691593734482	0.000224227969621612	0	0	0	0.000731801534566222	0.0192881584237526	0	0.00164945503902901	0.00275559303520627	0.00110008632174924
k__Bacteria|p__Actinobacteria|c__CFGB12995|o__OFGB12995|f__FGB12995	0.000728192497119168	2.30156233804053	0.000703034870563847	0.00518472923213139	0.00851206810579056	0.00629603122160514	0.0028755480471434	0.0297670650776496	0.00361522768522947	0.00160405673105222	0.000831420741576758	0.00336265472679502	0.149866858130082	0.0198386374726988	0.00393476919741772	0.00482682173513084	0.000900900637326033	0.00103760484613184	0.000678680220828738	0.000981978118376843	0.00308322431668366	0.0176665782157577	0.00360612462253133	0.000358651474608557	0.00135835786008739	0.0183937059990857	0.000414732770739746	0.000731150418430891	0	0.0017615228784083	0.000427581404266693	0	0	0.00128691593734482	0.000224227969621612	0	0	0	0.000731801534566222	0.0192881584237526	0	0.00164945503902901	0.00275559303520627	0.00110008632174924
k__Bacteria|p__Actinobacteria|c__CFGB13297	0.280800899264046	2.08073286582159	0.000467075356490917	0.00306973534950807	0.00040765914886963	4.62163039494995e-05	0.000408839167023675	0.000364654930920792	1.76558699895414e-05	0.0153065358906102	0.0240056552696427	0.000678398671842797	0.139589388990048	0.000644925169902178	0.000289691712007963	0.000106893203407592	0.00256702621667584	0.04034767758937	0.0149225322273364	0.332402839608715	0.0169741626875759	0.00360954184724348	0.0168482516768234	0.0322042135237907	0.0419992249471918	0.00334168607147447	3.06622177158376e-05	0.000980546265182783	0	0.000140049145819875	8.15392729969894e-05	0	0	0.000251691378212181	0.000215510456367632	0	0	0	0.000148296818626645	0.00483828612852651	0	0.00023364545590764	0.000218987563520689	0.000545441450065692
k__Bacteria|p__Actinobacteria|c__CFGB13297|o__OFGB13297	0.280800899264046	2.08073286582159	0.000467075356490917	0.00306973534950807	0.00040765914886963	4.62163039494995e-05	0.000408839167023675	0.000364654930920792	1.76558699895414e-05	0.0153065358906102	0.0240056552696427	0.000678398671842797	0.139589388990048	0.000644925169902178	0.000289691712007963	0.000106893203407592	0.00256702621667584	0.04034767758937	0.0149225322273364	0.332402839608715	0.0169741626875759	0.00360954184724348	0.0168482516768234	0.0322042135237907	0.0419992249471918	0.00334168607147447	3.06622177158376e-05	0.000980546265182783	0	0.000140049145819875	8.15392729969894e-05	0	0	0.000251691378212181	0.000215510456367632	0	0	0	0.000148296818626645	0.00483828612852651	0	0.00023364545590764	0.000218987563520689	0.000545441450065692
k__Bacteria|p__Actinobacteria|c__CFGB13297|o__OFGB13297|f__FGB13297	0.280800899264046	2.08073286582159	0.000467075356490917	0.00306973534950807	0.00040765914886963	4.62163039494995e-05	0.000408839167023675	0.000364654930920792	1.76558699895414e-05	0.0153065358906102	0.0240056552696427	0.000678398671842797	0.139589388990048	0.000644925169902178	0.000289691712007963	0.000106893203407592	0.00256702621667584	0.04034767758937	0.0149225322273364	0.332402839608715	0.0169741626875759	0.00360954184724348	0.0168482516768234	0.0322042135237907	0.0419992249471918	0.00334168607147447	3.06622177158376e-05	0.000980546265182783	0	0.000140049145819875	8.15392729969894e-05	0	0	0.000251691378212181	0.000215510456367632	0	0	0	0.000148296818626645	0.00483828612852651	0	0.00023364545590764	0.000218987563520689	0.000545441450065692
k__Bacteria|p__Actinobacteria|c__CFGB23017	0.00147385946205784	0.00236308956078509	0.000668589191491781	0.00223734945008318	0.000367217782348576	0.000267972664958969	0.00090006542465703	0.000481392736167702	0.000191948922604633	0.000207327651389989	0.00288842341493887	0.000563508474429365	0.907434320552889	0.000103647054450163	0.00156040180517844	0.000203368974001273	2.46427204282364e-05	0.00021081555371976	0.000450256253252568	0.00381309743896299	0.00132760878231488	3.08383296635113e-05	0	0.000115506758830531	3.34752217263654e-05	2.60428192939243e-05	0	8.88348555264822e-05	0	0	8.86468670816468e-06	0	0	0	0.000117148007813559	0	0	0	2.30319310056581e-05	0.000830530830322387	0	9.40784452139836e-06	0.000182058281561557	4.56143344726085e-05
k__Bacteria|p__Actinobacteria|c__CFGB23017|o__OFGB23017	0.00147385946205784	0.00236308956078509	0.000668589191491781	0.00223734945008318	0.000367217782348576	0.000267972664958969	0.00090006542465703	0.000481392736167702	0.000191948922604633	0.000207327651389989	0.00288842341493887	0.000563508474429365	0.907434320552889	0.000103647054450163	0.00156040180517844	0.000203368974001273	2.46427204282364e-05	0.00021081555371976	0.000450256253252568	0.00381309743896299	0.00132760878231488	3.08383296635113e-05	0	0.000115506758830531	3.34752217263654e-05	2.60428192939243e-05	0	8.88348555264822e-05	0	0	8.86468670816468e-06	0	0	0	0.000117148007813559	0	0	0	2.30319310056581e-05	0.000830530830322387	0	9.40784452139836e-06	0.000182058281561557	4.56143344726085e-05
k__Bacteria|p__Actinobacteria|c__CFGB23017|o__OFGB23017|f__FGB23017	0.00147385946205784	0.00236308956078509	0.000668589191491781	0.00223734945008318	0.000367217782348576	0.000267972664958969	0.00090006542465703	0.000481392736167702	0.000191948922604633	0.000207327651389989	0.00288842341493887	0.000563508474429365	0.907434320552889	0.000103647054450163	0.00156040180517844	0.000203368974001273	2.46427204282364e-05	0.00021081555371976	0.000450256253252568	0.00381309743896299	0.00132760878231488	3.08383296635113e-05	0	0.000115506758830531	3.34752217263654e-05	2.60428192939243e-05	0	8.88348555264822e-05	0	0	8.86468670816468e-06	0	0	0	0.000117148007813559	0	0	0	2.30319310056581e-05	0.000830530830322387	0	9.40784452139836e-06	0.000182058281561557	4.56143344726085e-05
k__Bacteria|p__Actinobacteria|c__CFGB23364	0.0151027561039719	1.46628470378601	1.22827187493717	0.182776293450875	0.0258322314442462	0.0410171275879261	0.0334172969218082	0.0249440765297435	0.00277186543661064	0.0377732228109875	0.00843481349829149	0.627058782949674	0.00915889460712232	0.0012620051541313	0.00138594178740679	0.0143322483270866	0.0594802695309785	0.000411216129625807	0.00650316529936723	0.000178970995341605	0.0131431672634752	0.00135988538306081	0.00284021942622075	0.00141891400240358	0.0204590033546996	0.00110635546376185	0	0.000330899287194725	0	3.98783027807407e-05	0.000818236836483418	0	0	0.00242836193162268	0	0	0	0	0.000385205786710058	0.00326292178287133	0	0.000300951773469072	2.7665594302093e-05	0.000117752132884003
k__Bacteria|p__Actinobacteria|c__CFGB23364|o__OFGB23364	0.0151027561039719	1.46628470378601	1.22827187493717	0.182776293450875	0.0258322314442462	0.0410171275879261	0.0334172969218082	0.0249440765297435	0.00277186543661064	0.0377732228109875	0.00843481349829149	0.627058782949674	0.00915889460712232	0.0012620051541313	0.00138594178740679	0.0143322483270866	0.0594802695309785	0.000411216129625807	0.00650316529936723	0.000178970995341605	0.0131431672634752	0.00135988538306081	0.00284021942622075	0.00141891400240358	0.0204590033546996	0.00110635546376185	0	0.000330899287194725	0	3.98783027807407e-05	0.000818236836483418	0	0	0.00242836193162268	0	0	0	0	0.000385205786710058	0.00326292178287133	0	0.000300951773469072	2.7665594302093e-05	0.000117752132884003
k__Bacteria|p__Actinobacteria|c__CFGB23364|o__OFGB23364|f__FGB23364	0.0151027561039719	1.46628470378601	1.22827187493717	0.182776293450875	0.0258322314442462	0.0410171275879261	0.0334172969218082	0.0249440765297435	0.00277186543661064	0.0377732228109875	0.00843481349829149	0.627058782949674	0.00915889460712232	0.0012620051541313	0.00138594178740679	0.0143322483270866	0.0594802695309785	0.000411216129625807	0.00650316529936723	0.000178970995341605	0.0131431672634752	0.00135988538306081	0.00284021942622075	0.00141891400240358	0.0204590033546996	0.00110635546376185	0	0.000330899287194725	0	3.98783027807407e-05	0.000818236836483418	0	0	0.00242836193162268	0	0	0	0	0.000385205786710058	0.00326292178287133	0	0.000300951773469072	2.7665594302093e-05	0.000117752132884003
k__Bacteria|p__Actinobacteria|c__CFGB24874	0.00408411747972846	0.000716312330347926	2.99038693659453e-05	0.000602826876782397	0.000519013699786845	0.000189371935357523	0.00213591067563806	0.000680384875293827	0.000352682693659784	3.05400676287859	0.000327095539464255	7.02745231448011e-05	0.000473899755961868	7.75542621703178e-05	0.00103189436351893	0	0.000531145628793381	0.000638485422984014	0.000556830382949928	0.00372352203632879	0.000500373114883407	0.000261515367881271	0.00188279838780213	0.000689292578785592	0.00222370123992527	0.000404888834603559	0.000353359279727347	6.27781513492495e-05	0	0.00102815380024085	0.000100232484743639	0	0	0.000552486885405718	8.27865967834025e-05	0	0	0	0	0.0230856248302865	0	0.000864288244579897	3.95869643959691e-05	3.22349102302874e-05
k__Bacteria|p__Actinobacteria|c__CFGB24874|o__OFGB24874	0.00408411747972846	0.000716312330347926	2.99038693659453e-05	0.000602826876782397	0.000519013699786845	0.000189371935357523	0.00213591067563806	0.000680384875293827	0.000352682693659784	3.05400676287859	0.000327095539464255	7.02745231448011e-05	0.000473899755961868	7.75542621703178e-05	0.00103189436351893	0	0.000531145628793381	0.000638485422984014	0.000556830382949928	0.00372352203632879	0.000500373114883407	0.000261515367881271	0.00188279838780213	0.000689292578785592	0.00222370123992527	0.000404888834603559	0.000353359279727347	6.27781513492495e-05	0	0.00102815380024085	0.000100232484743639	0	0	0.000552486885405718	8.27865967834025e-05	0	0	0	0	0.0230856248302865	0	0.000864288244579897	3.95869643959691e-05	3.22349102302874e-05
k__Bacteria|p__Actinobacteria|c__CFGB24874|o__OFGB24874|f__FGB24874	0.00408411747972846	0.000716312330347926	2.99038693659453e-05	0.000602826876782397	0.000519013699786845	0.000189371935357523	0.00213591067563806	0.000680384875293827	0.000352682693659784	3.05400676287859	0.000327095539464255	7.02745231448011e-05	0.000473899755961868	7.75542621703178e-05	0.00103189436351893	0	0.000531145628793381	0.000638485422984014	0.000556830382949928	0.00372352203632879	0.000500373114883407	0.000261515367881271	0.00188279838780213	0.000689292578785592	0.00222370123992527	0.000404888834603559	0.000353359279727347	6.27781513492495e-05	0	0.00102815380024085	0.000100232484743639	0	0	0.000552486885405718	8.27865967834025e-05	0	0	0	0	0.0230856248302865	0	0.000864288244579897	3.95869643959691e-05	3.22349102302874e-05
k__Bacteria|p__Actinobacteria|c__CFGB33616	7.25783205552358e-05	4.81896479136798e-06	0	1.37791984557748e-05	6.66222020444838e-06	0	4.3847375233558e-05	2.23478191447001e-05	5.04950679190681e-06	2.29644948115526e-05	5.85395589938015e-06	6.53997481001991e-06	9.80058815618502e-06	3.20775595988804e-06	2.25956312372932e-05	1.52855100579875e-05	4.73439870063441	0.0228369030036705	0.504272100100121	1.82380539335694e-05	0.00399306393424612	2.6365589718627e-05	5.00626623278543e-05	0.0231793013375714	0.000572400627016922	5.48076607550172e-05	0.000201693191225553	5.55022125469063e-05	0	4.45038715444595e-05	9.32795977880068e-06	0	0	0.000154248658762492	0.000662577447237039	0	0	0	0.000233267568420215	0.000218483699293224	0	2.22738824198912e-05	3.31568204994004e-05	0.000239990814850436
k__Bacteria|p__Actinobacteria|c__CFGB33616|o__OFGB33616	7.25783205552358e-05	4.81896479136798e-06	0	1.37791984557748e-05	6.66222020444838e-06	0	4.3847375233558e-05	2.23478191447001e-05	5.04950679190681e-06	2.29644948115526e-05	5.85395589938015e-06	6.53997481001991e-06	9.80058815618502e-06	3.20775595988804e-06	2.25956312372932e-05	1.52855100579875e-05	4.73439870063441	0.0228369030036705	0.504272100100121	1.82380539335694e-05	0.00399306393424612	2.6365589718627e-05	5.00626623278543e-05	0.0231793013375714	0.000572400627016922	5.48076607550172e-05	0.000201693191225553	5.55022125469063e-05	0	4.45038715444595e-05	9.32795977880068e-06	0	0	0.000154248658762492	0.000662577447237039	0	0	0	0.000233267568420215	0.000218483699293224	0	2.22738824198912e-05	3.31568204994004e-05	0.000239990814850436
k__Bacteria|p__Actinobacteria|c__CFGB33616|o__OFGB33616|f__FGB33616	7.25783205552358e-05	4.81896479136798e-06	0	1.37791984557748e-05	6.66222020444838e-06	0	4.3847375233558e-05	2.23478191447001e-05	5.04950679190681e-06	2.29644948115526e-05	5.85395589938015e-06	6.53997481001991e-06	9.80058815618502e-06	3.20775595988804e-06	2.25956312372932e-05	1.52855100579875e-05	4.73439870063441	0.0228369030036705	0.504272100100121	1.82380539335694e-05	0.00399306393424612	2.6365589718627e-05	5.00626623278543e-05	0.0231793013375714	0.000572400627016922	5.48076607550172e-05	0.000201693191225553	5.55022125469063e-05	0	4.45038715444595e-05	9.32795977880068e-06	0	0	0.000154248658762492	0.000662577447237039	0	0	0	0.000233267568420215	0.000218483699293224	0	2.22738824198912e-05	3.31568204994004e-05	0.000239990814850436
k__Bacteria|p__Actinobacteria|c__CFGB35133	3.0429258201569	0.0882817967283733	0.00113524649137294	0.000974603715607058	0.00219361185043679	0.00166939635769784	0.0107528398565062	0.000690257537696205	0.000589725163844335	0.0107465842968094	0.722334888188154	0.00121081635748234	0.251422693150932	0.000407164658734965	0.0189281491751164	0.00330344554661438	0.00239920476785301	0.00359028360572833	0.00567852308859337	0.0696288301499451	0.015262359738199	0.00367957200088308	0.00677291529684639	0.00389940409000898	0.0144946021422709	0.00217303482214603	0.000961624511150987	0.00058299378405372	0	0.00167160777414854	0.00108426106779525	0	0	0.00299395426791603	0.00662374770895164	0	0	0	0.000825510151507753	0.023638890988298	0	0.00165685675136105	0.000658491889211768	0.00285863170032755
k__Bacteria|p__Actinobacteria|c__CFGB35133|o__OFGB35133	3.0429258201569	0.0882817967283733	0.00113524649137294	0.000974603715607058	0.00219361185043679	0.00166939635769784	0.0107528398565062	0.000690257537696205	0.000589725163844335	0.0107465842968094	0.722334888188154	0.00121081635748234	0.251422693150932	0.000407164658734965	0.0189281491751164	0.00330344554661438	0.00239920476785301	0.00359028360572833	0.00567852308859337	0.0696288301499451	0.015262359738199	0.00367957200088308	0.00677291529684639	0.00389940409000898	0.0144946021422709	0.00217303482214603	0.000961624511150987	0.00058299378405372	0	0.00167160777414854	0.00108426106779525	0	0	0.00299395426791603	0.00662374770895164	0	0	0	0.000825510151507753	0.023638890988298	0	0.00165685675136105	0.000658491889211768	0.00285863170032755
k__Bacteria|p__Actinobacteria|c__CFGB35133|o__OFGB35133|f__FGB35133	3.0429258201569	0.0882817967283733	0.00113524649137294	0.000974603715607058	0.00219361185043679	0.00166939635769784	0.0107528398565062	0.000690257537696205	0.000589725163844335	0.0107465842968094	0.722334888188154	0.00121081635748234	0.251422693150932	0.000407164658734965	0.0189281491751164	0.00330344554661438	0.00239920476785301	0.00359028360572833	0.00567852308859337	0.0696288301499451	0.015262359738199	0.00367957200088308	0.00677291529684639	0.00389940409000898	0.0144946021422709	0.00217303482214603	0.000961624511150987	0.00058299378405372	0	0.00167160777414854	0.00108426106779525	0	0	0.00299395426791603	0.00662374770895164	0	0	0	0.000825510151507753	0.023638890988298	0	0.00165685675136105	0.000658491889211768	0.00285863170032755
k__Bacteria|p__Actinobacteria|c__CFGB6200	5.0843764843561e-05	5.92074060926901e-05	3.19127781612981e-05	6.85244987979641e-05	0.000129602571814717	9.02204160958514e-05	0.000323234071707945	0.000106778290735971	3.10199609397181e-05	0.000211612072647313	1.19872752478619e-05	4.01761541302829e-05	1.72018985117736e-05	3.94115578730809e-05	0.000115673937289696	4.17339703312899e-05	1.32746464486422e-05	2.43349344976592e-05	1.5159123235359e-05	3.73464672855147e-05	0	2.49181857503477e-05	0.000102514423285679	3.45675982209912e-06	0.000144260609375979	1.40288577172104e-05	4.48925671950192e-06	0.000101689625485422	0	0.00176795234524999	9.550534996455e-05	0	0	8.42289059902345e-05	0	0	0	0	1.86104092293705e-05	0	0	7.7233346300423	0.000211231863908297	0.000159716216060753
