Taxa	reSRR3584976	reSRR3584977	reSRR3584978	reSRR3584979	reSRR3584980	reSRR3584981	reSRR3584982	reSRR3584983	reSRR3584984	reSRR3584985	reSRR3584986	reSRR3584987
k__archaea|p__euryarchaeota	0.0814462373071963	0.076467464208903	0.0522979516948898	0.0409968890156714	0.0557615747389636	0.0682184983153339	0.047998862722454	0.0400913562895292	0.0777977449243502	0.0724586822405055	0.0493140279840154	0.0686816357242104
k__archaea|p__euryarchaeota|c__halobacteria	0.0760241383811449	0.0707840715987819	0.0422218546034229	0.0259124234762076	0.0425232152685622	0.0578039604064159	0.0390939156449937	0.0283907238229093	0.0731030534202946	0.0654072233958178	0.0352658274777635	0.0563829078676907
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales	0.0298358882703361	0.028036257325526	0.017670767287274	0.00948379764114803	0.0160464963277593	0.0231870844009872	0.0171709741852373	0.0111033028812368	0.0295447878864252	0.0257345297088835	0.0144357370719416	0.0220256037752149
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae	0.0167826871520641	0.0165878923070522	0.0102640839775017	0.00855035299142874	0.00922673538846161	0.0131000476841736	0.00986332703198513	0.00769501054111033	0.0156372055360649	0.0146630803078786	0.00901022515228572	0.0127273698461571
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halapricum	0.00195080807921428	0.00182194882716803	0.00139110295665774	0.00126948472361824	0.00136395218785954	0.0018340066757843	0.00119797494315609	0.00126493323963457	0.0019061153475113	0.00168048785550968	0.00116260969706913	0.0015826781155843
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halapricum|s__halapricum_desulfuricans	0.00140572935119853	0.00127808350562534	0.00139110295665774	0.000746755719775436	0.000936045619119293	0.00137550500683822	0.00119797494315609	0.00084328882642305	0.0019061153475113	0.00115327597927135	0.00116260969706913	0.00108809120446421
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halapricum|s__halapricum_salinum	0.000545078728015756	0.000543865321542696	0	0.000522729003842805	0.000427906568740248	0.000458501668946075	0	0.000421644413211525	0	0.000494261133973435	0	0.000461614450378755
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__haloarcula	0.00195080807921428	0.00174036902893663	0.00112792131620898	0.0011948091516407	0.00101627810075809	0.00225975822551994	0.000878514958314465	0.0005621925509487	0.000953057673755651	0.000856719298887286	0.000936546700416796	0.0020772650267044
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__haloarcula|s__haloarcula_sp._jp-l23	0.000946715685501049	0.00067983165192837	0.00112792131620898	0.000522729003842805	0.00101627810075809	0.000818752980260848	0.000878514958314465	0.0005621925509487	0.000953057673755651	0.000856719298887286	0.000936546700416796	0.00089025644001617
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__haloarcula|s__haloarcula_taiwanensis	0.000975404039607142	0.00103334411093112	0	0.000672080147797892	0	0.00140825512604866	0	0	0	0	0	0.00115403612594689
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halococcoides	0.000545078728015756	0.000652638385851235	0	0	0.000320929926555186	0.000655002384208679	0.00039932498105203	0	0.000670670214865088	0.000823768556622391	0.00045212599330466	0.000395669528896075
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halococcoides|s__halococcoides_cellulosivorans	0.000545078728015756	0.000652638385851235	0	0	0.000320929926555186	0.000655002384208679	0.00039932498105203	0	0.000670670214865088	0.000823768556622391	0.00045212599330466	0.000395669528896075
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halomicrobium	0.00232375668259348	0.0025833602773278	0.00225584263241796	0.00149351143955087	0.00117674306403568	0.001735756318153	0.00151743492799771	0.00172171468728039	0.00232969653584715	0.00260310863892676	0.00180850397321864	0.0015826781155843
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halomicrobium|s__halomicrobium_salinisoli	0.00129097593477416	0.00130527677170247	0.00124071344782988	0.000933444649719295	0.00117674306403568	0.001735756318153	0.00151743492799771	0.00101897399859452	0.00120014670028489	0.00138393117512562	0.00122719912468408	0.0015826781155843
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halomicrobium|s__halomicrobium_sp._lc1hm	0.00103278074781933	0.00127808350562534	0.000977531807381117	0.000560066789831577	0	0	0	0.000702740688685875	0.00109425140320093	0.00118622672153624	0.000581304848534563	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorhabdus	0.00126228758066807	0.00111492390916253	0	0	0.00117674306403568	0.000393001430525207	0.00103824495073528	0	0.0013766388620915	0.000626064103033017	0.000645894276149514	0.00125295350817091
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorhabdus|s__halorhabdus_sp._cba1104	0.000315571895167016	0.000380705725079887	0	0	0.000320929926555186	0	0.00039932498105203	0	0	0	0.000322947138074757	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorhabdus|s__halorhabdus_tiamatea	0.000459013665697478	0.000407898991157022	0	0	0.000347674087101452	0	0	0	0.000564774917781126	0	0	0.000758366597050811
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorhabdus|s__halorhabdus_utahensis	0.000459013665697478	0.000271932660771348	0	0	0.000481394889832779	0.000393001430525207	0.000598987471578044	0	0.000776565511949049	0.000626064103033017	0.000322947138074757	0.000494586911120094
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorientalis	0.00109015745603151	0.00114211717523966	0.000751947544139321	0.000522729003842805	0.000320929926555186	0.000491251788156509	0.000798649962104059	0.0005621925509487	0.00091775924139433	0.0007578670720926	0.000484420707112136	0.000560531832602774
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halorientalis|s__halorientalis_sp._im1011	0.00109015745603151	0.00114211717523966	0.000751947544139321	0.000522729003842805	0.000320929926555186	0.000491251788156509	0.000798649962104059	0.0005621925509487	0.00091775924139433	0.0007578670720926	0.000484420707112136	0.000560531832602774
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosiccatus	0.0011475341642437	0.00138685656993387	0.000902337052967185	0.000597404575820348	0.000641859853110373	0.000622252264998245	0	0.000667603654251581	0.00091775924139433	0.00102147301021176	0.000549010134727087	0.000791339057792151
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosiccatus|s__halosiccatus_urmianus	0.0011475341642437	0.00138685656993387	0.000902337052967185	0.000597404575820348	0.000641859853110373	0.000622252264998245	0	0.000667603654251581	0.00091775924139433	0.00102147301021176	0.000549010134727087	0.000791339057792151
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosimplex	0.00364342097147373	0.00337196499356471	0.00259421902728066	0.00280033394915788	0.00176511459605352	0.00294751072893905	0.00259561237683819	0.00200281096275474	0.00321215734488016	0.00326212348422467	0.00219604053890835	0.00276968670227253
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosimplex|s__halosimplex_litoreum	0.000918027331394957	0.000761411450159774	0.000789544921346287	0.00041071564587649	0.000481394889832779	0.00091700333789215	0.00067885246778845	0.000597329585382994	0.000670670214865088	0.00121917746380114	0.000871957272801844	0.000791339057792151
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosimplex|s__halosimplex_pelagicum	0.00123359922656197	0.00141404983601101	0.000751947544139321	0.00126948472361824	0.000508139050379045	0.00121175441078606	0.00111810994694568	0.000702740688685875	0.000953057673755651	0.000856719298887286	0.000807367845186893	0.00082431151853349
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__halosimplex|s__halosimplex_rubrum	0.00146310605941071	0.0011693104413168	0.00101512918458808	0.00112013357966315	0.000748836495295435	0.000786002861050414	0.000798649962104059	0.000667603654251581	0.0015531310238981	0.00115327597927135	0.000516715420919611	0.00115403612594689
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas	0.00272539364007878	0.00266494007555921	0.00112792131620898	0.000522729003842805	0.00136395218785954	0.00206325751025734	0.0013177724374717	0.000773014757554462	0.00324745577724148	0.00289966531931082	0.000645894276149514	0.00161565057632564
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas|s__natronomonas_halophila	0.000545078728015756	0.000407898991157022	0.000488765903690559	0	0.000401162408193983	0.000458501668946075	0.000519122475367638	0.000386507378777231	0.000670670214865088	0.000494261133973435	0	0.000593504293344113
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas|s__natronomonas_moolapensis	0.00071720885265231	0.000299125926848483	0	0	0.000374418247647717	0.000360251311314773	0	0	0.000776565511949049	0.000560162618503226	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas|s__natronomonas_pharaonis	0.000459013665697478	0.0006254451197741	0	0	0	0.000360251311314773	0	0	0.000458879620697165	0.000494261133973435	0	0.000362697068154736
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__haloarculaceae|g__natronomonas|s__natronomonas_salina	0.000946715685501049	0.00130527677170247	0.000639155412518423	0.000522729003842805	0.000561627371471576	0.000851503099471282	0.000798649962104059	0.000386507378777231	0.00127074356500753	0.00135098043286072	0.000645894276149514	0.000626476754085453
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae	0.013024512764166	0.0114483650184737	0.00740668330977231	0.000896106863730523	0.00679301677875144	0.0100542865976032	0.00730764715325214	0.00340829234012649	0.0138722839179989	0.01103849865874	0.00542551191965592	0.00926526146831643
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__haladaptatus	0.00131966428888025	0.00163159596462809	0.00135350557945078	0	0.00106976642185062	0.00150650548367996	0.00143756993178731	0.000386507378777231	0.0015531310238981	0.00154868488645009	0.0013240832661065	0.00145078827261894
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__haladaptatus|s__haladaptatus_pallidirubidus	0	0	0.00037597377206966	0	0	0	0	0.000386507378777231	0	0	0.000419831279497184	0.000461614450378755
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__haladaptatus|s__haladaptatus_sp._psr5	0.00060245543622794	0.000353512459002752	0.000413571149276627	0	0.000347674087101452	0.000818752980260848	0.00067885246778845	0	0.000811863944310369	0.000659014845297913	0.000516715420919611	0.000428641989637415
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__haladaptatus|s__haladaptatus_sp._psr8	0.00071720885265231	0.00127808350562534	0.000526363280897525	0	0.000695348174202904	0.000687752503419112	0.000758717463998856	0	0.000705968647226408	0.000856719298887286	0.000387536565689709	0.000560531832602774
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halalkalicoccus	0.000487702019803571	0.000842991248391178	0.000676752789725389	0.00041071564587649	0.000401162408193983	0.000425751549735641	0.000439257479157233	0.000456781447645819	0.000494178053058486	0.000461310391708539	0.000419831279497184	0.000461614450378755
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halalkalicoccus|s__halalkalicoccus_jeotgali	0.000487702019803571	0.000842991248391178	0.000676752789725389	0.00041071564587649	0.000401162408193983	0.000425751549735641	0.000439257479157233	0.000456781447645819	0.000494178053058486	0.000461310391708539	0.000419831279497184	0.000461614450378755
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halanaeroarchaeum	0.000372948603379201	0	0	0	0.000374418247647717	0	0	0.000386507378777231	0.000529476485419806	0	0	0.000494586911120094
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halanaeroarchaeum|s__halanaeroarchaeum_sulfurireducens	0.000372948603379201	0	0	0	0.000374418247647717	0	0	0.000386507378777231	0.000529476485419806	0	0	0.000494586911120094
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halarchaeum	0.0011188458101376	0.000978957578776852	0.000676752789725389	0.000448053431865261	0.000615115692564107	0.000327501192104339	0.000598987471578044	0.000456781447645819	0.00144723572681414	0.0007578670720926	0.000581304848534563	0.00108809120446421
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halarchaeum|s__halarchaeum_sp._cba1220	0.0011188458101376	0.000978957578776852	0.000676752789725389	0.000448053431865261	0.000615115692564107	0.000327501192104339	0.000598987471578044	0.000456781447645819	0.00144723572681414	0.0007578670720926	0.000581304848534563	0.00108809120446421
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halobacterium	0.00616799613280987	0.00557461954581263	0.00315817968538515	0	0.00304883430227427	0.00448676633182945	0.00283520736546941	0	0.00645961312212163	0.00517326653558861	0.00303570309790272	0.00323130115265128
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halobacterium|s__halobacterium_hubeiense	0.00109015745603151	0.00122369697347107	0.00116551869341595	0	0.000641859853110373	0.00108075393394432	0.00111810994694568	0	0.0015531310238981	0.000955571525681973	0.000839662558994369	0.000791339057792151
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halobacterium|s__halobacterium_litoreum	0.000975404039607142	0.000707024918005505	0.000526363280897525	0	0.000508139050379045	0.00101525369552345	0.000519122475367638	0	0.00112954983556225	0.000955571525681973	0.000484420707112136	0.000725394136309472
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halobacterium|s__halobacterium_noricense	0.00109015745603151	0.000652638385851235	0	0	0	0.00075325274183998	0	0	0.00091775924139433	0.000988522267946869	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halobacterium|s__halobacterium_sp._dl1	0.0011475341642437	0.00108773064308539	0.000902337052967185	0	0.000722092334749169	0.000949753457102584	0.00115804244505089	0	0.00109425140320093	0.000988522267946869	0.000710483703764466	0.000626476754085453
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halobacterium|s__halobacterium_sp._gai3-17	0.000774585560864495	0.00103334411093112	0	0	0.000641859853110373	0.000589502145787811	0	0	0.00102365453847829	0.000724916329827704	0.000387536565689709	0.000560531832602774
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halobacterium|s__halobacterium_sp._xzyjt26	0.00100409239371323	0.000815797982314044	0.000488765903690559	0	0.000454650729286514	0	0	0	0.000635371782503767	0.000494261133973435	0.000516715420919611	0.000428641989637415
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halodesulfurarchaeum	0.000372948603379201	0	0	0	0.000294185766008921	0.000360251311314773	0.000519122475367638	0.000386507378777231	0.000741267079587728	0.000659014845297913	0	0.000329724607413396
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halodesulfurarchaeum|s__halodesulfurarchaeum_formicicum	0.000372948603379201	0	0	0	0.000294185766008921	0.000360251311314773	0.000519122475367638	0.000386507378777231	0.000741267079587728	0.000659014845297913	0	0.000329724607413396
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halorussus	0.00129097593477416	0.000788604716236909	0.00101512918458808	0	0.000481394889832779	0.00075325274183998	0.00039932498105203	0.000808151791988756	0.00109425140320093	0.000823768556622391	0	0.00082431151853349
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halorussus|s__halorussus_halophilus	0.000545078728015756	0.000462285523311291	0.000488765903690559	0	0	0.000425751549735641	0.00039932498105203	0.000351370344342938	0.000564774917781126	0.000461310391708539	0	0.000362697068154736
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__halorussus|s__halorussus_sp._rc-68	0.00071720885265231	0.000326319192925617	0.000526363280897525	0	0.000481394889832779	0.000327501192104339	0	0.000456781447645819	0.000494178053058486	0.000362458164913852	0	0.000461614450378755
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__natranaeroarchaeum	0.000286883541060924	0.000299125926848483	0.000451168526483593	0	0	0.000622252264998245	0	0	0.000352984323613204	0.000395408907178748	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__natranaeroarchaeum|s__natranaeroarchaeum_sulfidigenum	0.000286883541060924	0.000299125926848483	0.000451168526483593	0	0	0.000622252264998245	0	0	0.000352984323613204	0.000395408907178748	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__salarchaeum	0.00154917112172899	0.0012508902395482	0	0	0.000481394889832779	0.00147375536446953	0.000998312452630074	0.000421644413211525	0.00112954983556225	0.00115327597927135	0	0.00128592596891225
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__salarchaeum|s__salarchaeum_japonicum	0.00109015745603151	0.000815797982314044	0	0	0.000481394889832779	0.000687752503419112	0.000998312452630074	0	0.000635371782503767	0.000494261133973435	0	0.000758366597050811
k__archaea|p__euryarchaeota|c__halobacteria|o__halobacteriales|f__halobacteriaceae|g__salarchaeum|s__salarchaeum_sp._jor-1	0.000430325311591386	0.000435092257234157	0	0	0	0.00075325274183998	0	0.000421644413211525	0.000494178053058486	0.000626064103033017	0	0.000494586911120094
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales	0.0275695082959548	0.0239572674139557	0.0146629771107168	0.00877437970736137	0.0150302182270012	0.0202723237912586	0.0135371168576638	0.00990864371047084	0.0259443477855705	0.02369158368846	0.0121751071054183	0.0182667432507021
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae	0.00926633837626785	0.0081307865570633	0.00590278822149367	0.00515261446645051	0.00569650619635456	0.0076307777760311	0.00602980721388565	0.00456781447645819	0.00857751906380086	0.00761162146319089	0.00442437579162417	0.00652854722678524
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__halobellus	0.00134835264298634	0.000842991248391178	0.00101512918458808	0.000746755719775436	0.000561627371471576	0.00104800381473389	0.00103824495073528	0.0011243851018974	0.00151783259153678	0.00144983265965541	0.000775073131379417	0.000593504293344113
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__halobellus|s__halobellus_limi	0.00134835264298634	0.000842991248391178	0.00101512918458808	0.000746755719775436	0.000561627371471576	0.00104800381473389	0.00103824495073528	0.0011243851018974	0.00151783259153678	0.00144983265965541	0.000775073131379417	0.000593504293344113
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloferax	0.00174998960047164	0.00138685656993387	0.000977531807381117	0.00123214693762947	0.00136395218785954	0.0016375059605217	0.00107817744884048	0.000913562895291637	0.00187081691514998	0.00135098043286072	0.000775073131379417	0.00148376073336028
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloferax|s__haloferax_gibbonsii	0.00140572935119853	0.00138685656993387	0.000977531807381117	0.000821431291752979	0.000989533940211824	0.00117900429157562	0.00107817744884048	0.000913562895291637	0.00148253415917546	0.00135098043286072	0.000775073131379417	0.00148376073336028
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloferax|s__haloferax_mediterranei	0.000315571895167016	0	0	0.000373377859887718	0.000374418247647717	0.000458501668946075	0	0	0.000388282755974524	0	0	0
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__halogeometricum	0.000516390373909663	0.000326319192925617	0.000451168526483593	0.00041071564587649	0.000347674087101452	0.000655002384208679	0.00039932498105203	0.000421644413211525	0.000388282755974524	0.000329507422648956	0	0.000461614450378755
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__halogeometricum|s__halogeometricum_borinquense	0.000516390373909663	0.000326319192925617	0.000451168526483593	0.00041071564587649	0.000347674087101452	0.000655002384208679	0.00039932498105203	0.000421644413211525	0.000388282755974524	0.000329507422648956	0	0.000461614450378755
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloplanus	0.00304096553524579	0.00280090640594488	0.00180467410593437	0.00175487594147227	0.00171162627496099	0.00281651025209732	0.00203655740336535	0.00147575544624034	0.00285917302126695	0.00266901012345655	0.00177620925941116	0.00220915486966975
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloplanus|s__haloplanus_aerogenes	0.00103278074781933	0.000815797982314044	0.000714350166932355	0.000373377859887718	0.000454650729286514	0.00091700333789215	0.000598987471578044	0	0.000741267079587728	0.000856719298887286	0.000516715420919611	0.000428641989637415
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloplanus|s__haloplanus_rallus	0.00109015745603151	0.000924571046622583	0.000526363280897525	0.000858769077741751	0.000481394889832779	0.000982503576313018	0.000718784965893653	0.000632466619817287	0.00088246080903301	0.000889670041152182	0.000516715420919611	0.00115403612594689
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloplanus|s__haloplanus_rubicundus	0.000889338977288864	0.00103334411093112	0.000526363280897525	0.000485391217854033	0.000748836495295435	0.000884253218681716	0.00067885246778845	0.000808151791988756	0.00120014670028489	0.000889670041152182	0.000742778417571941	0.000593504293344113
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloprofundus	0.00255326351544222	0.00271932660771348	0.00157908984269257	0.000560066789831577	0.00165813795386846	0.00137550500683822	0.00143756993178731	0.000597329585382994	0.00187081691514998	0.00174638934003947	0.00103343084183922	0.00171456795854966
k__archaea|p__euryarchaeota|c__halobacteria|o__haloferacales|f__haloferacaceae|g__haloprofundus|s__haloprofundus_sp._gai1-5	0.000516390373909663	0.000598251853696965	0.000451168526483593	0.000560066789831577	0.000347674087101452	0.000393001430525207	0	0	0	0.000560162618503226	0	0.000362697068154736
