Taxonomy	reERR4183438	reERR4183440	reERR4183441	reERR4183442	reERR4183443	reERR4183444	reERR4183445	reERR4183446	reERR4183447	reERR4183448	reERR4183449	reERR4183450	reERR4183451	reERR4183452	reERR4183454	reERR4183455	reERR4183456	reERR4183457	reERR4183459	reERR4183460	reERR4183461	reERR4183462	reERR4183463	reERR4183464	reERR4183465	reERR4183466	reERR4183467	reERR4183468	reERR4183470	reERR4183471	reERR4183473	reERR4183474	reERR4183475	reERR4183477	reERR4183478	reERR4183480	reERR4183481	reERR4183482	reERR4183484	reERR4183486	reERR4183488	reERR4183490	reERR4183491	reERR4183492	reERR4183493	reERR4183494	reERR4183495	reERR4183497	reERR4183498	reERR4183499
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165933512942106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__SGB17237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165933512942106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	0.134856401483689	0	0.654011882567696	0.1017685236536	0	0	0	0	0	0	0.859428831255784	0.111157746921584	0	0	0.153565058010445	0.219835709810353	0	0	0	0.456820088620663	0	0	0.303519820374506	0.421907597965407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	0.134856401483689	0	0.654011882567696	0.1017685236536	0	0	0	0	0	0	0.859428831255784	0	0	0	0	0.219835709810353	0	0	0	0.456820088620663	0	0	0	0.421907597965407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB21507	0	0	0	0	0	0	0	0	0	0	0	0.111157746921584	0	0	0.153565058010445	0	0	0	0	0	0	0	0.303519820374506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0	0	0	0	0	0	0	0	0.078973041977817	0.193067585846826	0.142626652778134	0	0	0	0.151549346245695	0.123402011230624	0	0	0	0.271220166728505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0987282078324227	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	0	0	0	0	0	0	0	0	0.078973041977817	0.193067585846826	0.142626652778134	0	0	0	0.151549346245695	0.123402011230624	0	0	0	0.271220166728505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0987282078324227	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	0	0	0	0	0	0	0	0	0.078973041977817	0.193067585846826	0.142626652778134	0	0	0	0.151549346245695	0.123402011230624	0	0	0	0.271220166728505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0987282078324227	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB47238	0	0	0	0	0	0	0	0	0.078973041977817	0.193067585846826	0.142626652778134	0	0	0	0.151549346245695	0.123402011230624	0	0	0	0.170169696946719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0987282078324227	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB47238|t__SGB47238	0	0	0	0	0	0	0	0	0.078973041977817	0.193067585846826	0.142626652778134	0	0	0	0.151549346245695	0.123402011230624	0	0	0	0.170169696946719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0987282078324227	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB53811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101050469781786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB53811|t__SGB53811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101050469781786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14679	0	0	0	0	0	0	0	0	0.255322127027135	0	0	0	0.194985820064866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14679|o__OFGB14679	0	0	0	0	0	0	0	0	0.255322127027135	0	0	0	0.194985820064866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14679|o__OFGB14679|f__FGB14679	0	0	0	0	0	0	0	0	0.255322127027135	0	0	0	0.194985820064866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB22650	0	0	0	0	0	0	0	0	0	0	0.175338846173147	0.213594987621405	0	0	0.120034254912297	0	0	0	0.781849704209142	0	0	0	0	0	0	0	0	0.138786006642922	0	0	0.0913984114664864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB22650|o__OFGB22650	0	0	0	0	0	0	0	0	0	0	0.175338846173147	0.213594987621405	0	0	0.120034254912297	0	0	0	0.781849704209142	0	0	0	0	0	0	0	0	0.138786006642922	0	0	0.0913984114664864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB22650|o__OFGB22650|f__FGB22650	0	0	0	0	0	0	0	0	0	0	0.175338846173147	0.213594987621405	0	0	0.120034254912297	0	0	0	0.781849704209142	0	0	0	0	0	0	0	0	0.138786006642922	0	0	0.0913984114664864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB22650|o__OFGB22650|f__FGB22650|g__GGB48214	0	0	0	0	0	0	0	0	0	0	0.175338846173147	0.213594987621405	0	0	0.120034254912297	0	0	0	0.781849704209142	0	0	0	0	0	0	0	0	0.138786006642922	0	0	0.0913984114664864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB22650|o__OFGB22650|f__FGB22650|g__GGB48214|s__GGB48214_SGB66221	0	0	0	0	0	0	0	0	0	0	0.175338846173147	0.213594987621405	0	0	0.120034254912297	0	0	0	0.781849704209142	0	0	0	0	0	0	0	0	0.138786006642922	0	0	0.0913984114664864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB22650|o__OFGB22650|f__FGB22650|g__GGB48214|s__GGB48214_SGB66221|t__SGB66221	0	0	0	0	0	0	0	0	0	0	0.175338846173147	0.213594987621405	0	0	0.120034254912297	0	0	0	0.781849704209142	0	0	0	0	0	0	0	0	0.138786006642922	0	0	0.0913984114664864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB29473	0.191214506553032	0	0.295939106992475	0.106633631100863	0	0	0	0.865896037935862	0	0	0.855808941042578	2.34271099155783	0	0	1.74219512410379	1.68457835486332	0	0	3.33704779340932	1.19339744242607	0	0	0.316787315579428	0.101909698189204	0	0	0	0.18507951735721	0	0	0.13208750680852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB29473|o__OFGB29473	0.191214506553032	0	0.295939106992475	0.106633631100863	0	0	0	0.865896037935862	0	0	0.855808941042578	2.34271099155783	0	0	1.74219512410379	1.68457835486332	0	0	3.33704779340932	1.19339744242607	0	0	0.316787315579428	0.101909698189204	0	0	0	0.18507951735721	0	0	0.13208750680852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB29473|o__OFGB29473|f__FGB29473	0.191214506553032	0	0.295939106992475	0.106633631100863	0	0	0	0.865896037935862	0	0	0.855808941042578	2.34271099155783	0	0	1.74219512410379	1.68457835486332	0	0	3.33704779340932	1.19339744242607	0	0	0.316787315579428	0.101909698189204	0	0	0	0.18507951735721	0	0	0.13208750680852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB29473|o__OFGB29473|f__FGB29473|g__GGB47954	0	0	0	0	0	0	0	0.404723494997041	0	0	0.34270087441469	0.192168529865471	0	0	0	0	0	0	0.185802004952542	0.134045810036905	0	0	0.0654825285520225	0	0	0	0	0.18507951735721	0	0	0.13208750680852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB29473|o__OFGB29473|f__FGB29473|g__GGB47954|s__GGB47954_SGB65944	0	0	0	0	0	0	0	0.404723494997041	0	0	0.34270087441469	0.192168529865471	0	0	0	0	0	0	0.185802004952542	0.134045810036905	0	0	0.0654825285520225	0	0	0	0	0.18507951735721	0	0	0.13208750680852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB29473|o__OFGB29473|f__FGB29473|g__GGB47954|s__GGB47954_SGB65944|t__SGB65944	0	0	0	0	0	0	0	0.404723494997041	0	0	0.34270087441469	0.192168529865471	0	0	0	0	0	0	0.185802004952542	0.134045810036905	0	0	0.0654825285520225	0	0	0	0	0.18507951735721	0	0	0.13208750680852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0	0.470568056338069	0.222610654996676	0	7.78641034006526	0	0.106044430075714	0.584576608939571	4.52452378058068	0.0640517550843042	1.08181486547082	0.125280347904341	1.57391370034845	4.70771711674247	2.02767028068494	0.986488131746097	0	0.949874409840512	0.370180248853896	0.334146364349299	1.02656250215391	1.30431830725416	0.197919328101727	0	4.58390527995045	2.83346290261861	0	0.27698980991579	2.13382429618387	0.204692395893956	0.716242883467946	4.09900217337742	0.563814361910435	2.0015329548558	2.58445304774929	3.23894469770547	3.71412537542554	1.46842914693263	8.25333219241282	0	0	0.072743972411382	2.85213010628099	3.26803909192041	1.54147142561572	1.588062534056	1.13753584973283	0.287343310957214	0.758876471253498	0.778756344295952
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0	0.470568056338069	0	0	7.71879930209753	0	0.106044430075714	0	4.52452378058068	0	0.594719952820063	0.125280347904341	1.45065126974039	4.70771711674247	2.02767028068494	0.906673408926003	0	0.949874409840512	0.370180248853896	0.334146364349299	1.02656250215391	1.23233979792015	0.197919328101727	0	4.58390527995045	2.83346290261861	0	0.186424872866757	2.13382429618387	0.204692395893956	0.716242883467946	4.09900217337742	0.563814361910435	2.0015329548558	2.4863977916623	3.23894469770547	3.71412537542554	1.46842914693263	8.25333219241282	0	0	0.072743972411382	2.85213010628099	3.26803909192041	1.54147142561572	1.588062534056	1.13753584973283	0.287343310957214	0.758876471253498	0.778756344295952
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0	0.470568056338069	0	0	7.71879930209753	0	0.106044430075714	0	4.52452378058068	0	0.594719952820063	0.125280347904341	1.45065126974039	4.70771711674247	2.02767028068494	0.906673408926003	0	0.949874409840512	0.370180248853896	0.334146364349299	1.02656250215391	1.23233979792015	0.197919328101727	0	4.58390527995045	2.83346290261861	0	0.186424872866757	2.13382429618387	0.204692395893956	0.716242883467946	4.09900217337742	0.563814361910435	2.0015329548558	2.4863977916623	3.23894469770547	3.71412537542554	1.46842914693263	8.25333219241282	0	0	0.072743972411382	2.85213010628099	3.26803909192041	1.54147142561572	1.588062534056	1.13753584973283	0.287343310957214	0.758876471253498	0.778756344295952
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0	0.470568056338069	0	0	7.71879930209753	0	0.106044430075714	0	4.52452378058068	0	0	0	1.45065126974039	4.70771711674247	0	0.0931072656218372	0	0.949874409840512	0	0	1.02656250215391	1.23233979792015	0.13158527488638	0	4.58390527995045	2.83346290261861	0	0	2.13382429618387	0.204692395893956	0	4.09900217337742	0.563814361910435	2.0015329548558	2.4863977916623	3.23894469770547	3.71412537542554	1.46842914693263	8.25333219241282	0	0	0.072743972411382	2.85213010628099	3.26803909192041	1.54147142561572	1.588062534056	1.13753584973283	0.287343310957214	0.758876471253498	0.778756344295952
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	0	0.351872704517628	0	0	1.58585390830853	0	0.106044430075714	0	1.41461651743582	0	0	0	0.728647066177302	0.95386164444779	0	0	0	0	0	0	0.924241075464107	1.13124506618766	0.13158527488638	0	4.45684011319244	1.68489008641125	0	0	1.70125764810817	0	0	3.98764425082046	0	1.59907421805712	2.19533815965551	3.23894469770547	3.71412537542554	1.25087035696052	1.88143010601236	0	0	0.072743972411382	0.831292361527858	0.954066050626878	0.491284661529572	0.504067620418718	0.602695536385269	0.181138903498205	0.319883818029952	0.608717366946403
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis|t__SGB14741	0	0.351872704517628	0	0	1.58585390830853	0	0.106044430075714	0	1.41461651743582	0	0	0	0.728647066177302	0.95386164444779	0	0	0	0	0	0	0.924241075464107	1.13124506618766	0.13158527488638	0	4.45684011319244	1.68489008641125	0	0	1.70125764810817	0	0	3.98764425082046	0	1.59907421805712	2.19533815965551	3.23894469770547	3.71412537542554	1.25087035696052	1.88143010601236	0	0	0.072743972411382	0.831292361527858	0.954066050626878	0.491284661529572	0.504067620418718	0.602695536385269	0.181138903498205	0.319883818029952	0.608717366946403
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14744	0	0.118695351820441	0	0	6.06862552305391	0	0	0	2.69617075681549	0	0	0	0.421450870423133	3.61492774637565	0	0	0	0.949874409840512	0	0	0.102321426689799	0.101094731732495	0	0	0	1.07062815171025	0	0	0.351452601024483	0	0	0.11135792255696	0.12941407962185	0.402458736798671	0.291059632006789	0	0	0.217558789972112	6.37190208640045	0	0	0	2.02083774475313	2.31397304129353	1.05018676408615	1.08399491363728	0	0.106204407459009	0.438992653223546	0.170038977349549
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14744|t__SGB14744	0	0.118695351820441	0	0	6.06862552305391	0	0	0	2.69617075681549	0	0	0	0.421450870423133	3.61492774637565	0	0	0	0.949874409840512	0	0	0.102321426689799	0.101094731732495	0	0	0	1.07062815171025	0	0	0.351452601024483	0	0	0.11135792255696	0.12941407962185	0.402458736798671	0.291059632006789	0	0	0.217558789972112	6.37190208640045	0	0	0	2.02083774475313	2.31397304129353	1.05018676408615	1.08399491363728	0	0.106204407459009	0.438992653223546	0.170038977349549
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB58410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434400282288584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB58410|t__SGB58410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434400282288584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB65924	0	0	0	0	0.0643198707350956	0	0	0	0	0	0	0	0	0	0	0.0931072656218372	0	0	0	0	0	0	0	0	0.127065166758017	0.0779446644971129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447168657235058	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB65924|t__SGB65924	0	0	0	0	0.0643198707350956	0	0	0	0	0	0	0	0	0	0	0.0931072656218372	0	0	0	0	0	0	0	0	0.127065166758017	0.0779446644971129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447168657235058	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	0	0	0	0	0	0	0	0	0.413736506329369	0	0	0	0.300553333139957	0.138927725919024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0811140470512179	0.204692395893956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0876716561125044	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei|t__SGB14737	0	0	0	0	0	0	0	0	0.413736506329369	0	0	0	0.300553333139957	0.138927725919024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0811140470512179	0.204692395893956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0876716561125044	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0.594719952820063	0.125280347904341	0	0	2.02767028068494	0.813566143304166	0	0	0.370180248853896	0.334146364349299	0	0	0.0663340532153468	0	0	0	0	0.186424872866757	0	0	0.716242883467946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0.439876057921564	0.125280347904341	0	0	1.54186114627965	0.276030730324327	0	0	0.370180248853896	0.334146364349299	0	0	0.0663340532153468	0	0	0	0	0.186424872866757	0	0	0.173878502605362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_bacterium|t__SGB33579	0	0	0	0	0	0	0	0	0	0	0.439876057921564	0.125280347904341	0	0	1.54186114627965	0.276030730324327	0	0	0.370180248853896	0.334146364349299	0	0	0.0663340532153468	0	0	0	0	0.186424872866757	0	0	0.173878502605362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_unclassified_SGB63087	0	0	0	0	0	0	0	0	0	0	0.154843894898499	0	0	0	0.485809134405296	0.537535412979839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542364380862584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_unclassified_SGB63087|t__SGB63087	0	0	0	0	0	0	0	0	0	0	0.154843894898499	0	0	0	0.485809134405296	0.537535412979839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542364380862584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0	0	0.222610654996676	0	0.0676110379677276	0	0	0.584576608939571	0	0.0640517550843042	0.487094912650759	0	0.123262430608063	0	0	0.079814722820094	0	0	0	0	0	0.071978509334004	0	0	0	0	0	0.0905649370490326	0	0	0	0	0	0	0.0980552560869854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
