Taxonomy	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	7.80580922163791	12.5389047731681	13.8892723691658	30.4282644381718	19.3686440541684	34.318125748001	65.3330694396616	73.5876351079027	11.0985319899463	40.703937041138	49.0244483341782	36.3651489656591	52.3079355457261	26.1791464107667	39.3642808429425	46.282359669252	25.8573659425002	39.8417340627064	0	0	20.3573580645305	82.1570521895659	9.01109007542676	17.3297474600586	24.4850536968814	57.0976954690148	59.7046025008054	27.2122681028238	26.8686684335027	26.4904491537615	24.5459473952858	5.94047265686131	66.274132473562	39.79741616414	28.8208111870886	33.7637927045626	16.2489732909589	51.3761455465578	35.899647865427	14.1491565722288	18.4434825881054	32.2856094467285	48.99823537285	9.3315420210306	28.2117949073092	45.6224666272869	23.6218753925994	23.3720565836657	30.6968791269856	17.8299621527996	19.0328485142939	8.22331947933082	45.2132170227503	30.4149915823566	15.1221550988442	22.9729807508211	53.2322129229002	21.6021509825952	30.6985328738427	23.547830351836	21.4456937300594	1.57539697303274	33.9177553817972	5.70804830961657	9.49051921291403	37.6945190421278	10.6076937483304	27.8939838297387	18.0104143992602	14.9297665040003	16.1816822444485	0	64.0399753894884	35.9054913579588	12.3445460142576	1.92301033591639	66.556807642642	61.8926682755174	32.6965547909264	8.19887486705766	10.3570471836685	14.0521748176715	2.65267626330938	6.53866565931894	10.724897440079	7.24990290746161	11.6579164514619	26.5336491015631	5.90366814299958	46.3680392328918	0	23.0756769201756	36.7625245107831	22.4380756499918	0	6.90965606962054	54.303851821863	18.0498860050337	23.2525949903081	4.77180181202415
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	7.80580922163791	4.55887229655104	6.87987097985022	14.2057863251522	11.7364476886248	24.8503260980795	62.790690104524	71.3140310088076	11.0985319899463	27.8167586261601	0	32.4886216562978	44.835425742362	20.4122304898787	37.6316010956774	0	24.0026176394608	23.757403893037	0	0	20.3573580645305	79.2528891033511	0	12.210487057494	6.20750201904004	0	53.6063472634891	23.472464587231	17.9847624635999	0	16.9139274334619	0	63.4154336191846	36.1113837369915	24.0597138847514	23.0783433913766	6.08281404186784	51.3761455465578	20.1223033639695	2.31608622401027	15.6580387963278	29.5104484109336	0	5.77629743281125	8.25138543019268	31.6616449937822	20.0319082134398	14.182666066941	1.8214964677822	4.68513233384773	1.6554338853842	1.28907482676551	38.5743060953882	25.9825492639979	1.0685596139898	0	47.5614145779714	8.30099357019946	8.0648235334494	1.65446762130787	13.8404692299416	0	26.7897408660788	1.47710910409329	1.92143434536806	33.221111770688	10.6076937483304	25.6628857130156	14.6664223258807	6.97878780477873	16.1816822444485	0	60.67554602801	23.1349562820264	0	1.92301033591639	60.5310558815483	55.7219698821072	3.93038317261976	5.82019980398331	10.3570471836685	14.0521748176715	2.65267626330938	0	5.85422188997211	3.64724800608776	10.557553689792	21.7712387828655	3.49073035735008	39.8799594343026	0	19.2723049974342	34.4903385910717	17.7604944527495	0	0	2.74296414821494	5.33605541500839	11.7930822065962	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	7.80580922163791	4.55887229655104	6.87987097985022	14.2057863251522	11.7364476886248	24.8503260980795	62.790690104524	71.3140310088076	11.0985319899463	27.8167586261601	0	32.4886216562978	44.835425742362	20.4122304898787	37.6316010956774	0	24.0026176394608	23.757403893037	0	0	20.3573580645305	79.2528891033511	0	12.210487057494	6.20750201904004	0	53.6063472634891	23.472464587231	17.9847624635999	0	16.9139274334619	0	63.4154336191846	36.1113837369915	24.0597138847514	23.0783433913766	6.08281404186784	51.3761455465578	20.1223033639695	2.31608622401027	15.6580387963278	29.5104484109336	0	5.77629743281125	8.25138543019268	31.6616449937822	20.0319082134398	14.182666066941	1.8214964677822	4.68513233384773	1.6554338853842	1.28907482676551	38.5743060953882	25.9825492639979	1.0685596139898	0	47.5614145779714	8.30099357019946	8.0648235334494	1.65446762130787	13.8404692299416	0	26.7897408660788	1.47710910409329	1.92143434536806	33.221111770688	10.6076937483304	25.6628857130156	14.6664223258807	6.97878780477873	16.1816822444485	0	23.3353402439707	23.1349562820264	0	1.92301033591639	60.5310558815483	55.7219698821072	3.93038317261976	5.82019980398331	10.3570471836685	14.0521748176715	2.65267626330938	0	5.85422188997211	3.64724800608776	10.557553689792	21.7712387828655	3.49073035735008	28.4857581050093	0	19.2723049974342	34.4903385910717	17.7604944527495	0	0	2.74296414821494	5.33605541500839	11.7930822065962	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0	0	0	3.37796483465763	0	0	0	5.00051581164904	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11877326235222	0	0	0	0	0	0	0	0	0	0	7.67535590301245	0	0	0	0	0	0	0	0	22.9947249405837	0	0	0	0	0	0	1.8214964677822	0	0	0	0	0	0	0	0	0	2.1901008927782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803068296416732	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__SGB1877	0	0	0	3.37796483465763	0	0	0	5.00051581164904	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11877326235222	0	0	0	0	0	0	0	0	0	0	7.67535590301245	0	0	0	0	0	0	0	0	22.9947249405837	0	0	0	0	0	0	1.8214964677822	0	0	0	0	0	0	0	0	0	2.1901008927782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803068296416732	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.153877418778	8.30099357019946	0	0	0	0	21.8052059539407	0	0	30.8602561319856	10.6076937483304	23.2668093209233	4.03954425580664	0	10.1884252926747	0	0	15.1064212143471	0	0	50.0096248193824	39.8580764038051	0	0	10.3570471836685	14.0521748176715	0	0	0	0	0	0	0	0	0	12.3792170666204	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__SGB1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.153877418778	8.30099357019946	0	0	0	0	21.8052059539407	0	0	30.8602561319856	10.6076937483304	23.2668093209233	4.03954425580664	0	10.1884252926747	0	0	15.1064212143471	0	0	50.0096248193824	39.8580764038051	0	0	10.3570471836685	14.0521748176715	0	0	0	0	0	0	0	0	0	12.3792170666204	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0	0	0	3.25351156297169	0	0	0	0	6.57490058546665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43192883328727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__SGB1829	0	0	0	0	3.25351156297169	0	0	0	0	6.57490058546665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43192883328727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99272222428547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99272222428547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0	1.50464504756209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.2398261872214	0	0	0	0	0	1.82502271290745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis|t__SGB1812	0	1.50464504756209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.2398261872214	0	0	0	0	0	1.82502271290745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_mediterraneensis	0	0	0	0	0	12.9608529332382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_mediterraneensis|t__SGB1912	0	0	0	0	0	12.9608529332382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0	0	0	0	0	0	9.01893005648394	0	0	0	0	0	0	0	12.9966942228016	0	3.03307268065565	0	0	0	0	11.8044569765962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8850761497363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__SGB1871	0	0	0	0	0	0	9.01893005648394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8044569765962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__SGB48567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9966942228016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8850761497363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__SGB48568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03307268065565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.557553689792	8.3000111791824	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius|t__SGB1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.557553689792	8.3000111791824	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85547429348148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
