Taxonomy	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978327453718609	0	0	0	3.40642762729493	0	0	0	0	0	2.02739257002417	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978327453718609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978327453718609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978327453718609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978327453718609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978327453718609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40642762729493	0	0	0	0	0	2.02739257002417	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40642762729493	0	0	0	0	0	2.02739257002417	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40642762729493	0	0	0	0	0	2.02739257002417	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_SGB48533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40642762729493	0	0	0	0	0	2.02739257002417	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_SGB48533|t__SGB48533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40642762729493	0	0	0	0	0	2.02739257002417	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes	8.36192471543779	35.2595125057243	25.0302156527696	31.3881616523047	16.8604713188834	56.8732605747306	53.5917041896821	13.0379459061658	28.2949173692845	52.3713634335881	55.7852274876601	64.2361981479397	27.1585049050302	19.7945781745861	53.0616156565279	40.099529262954	59.2586792312103	0	6.66564902969309	43.9884520955555	84.050057572218	18.5745086073123	22.7602359950877	21.6557483843555	58.7051198833109	33.631183444284	16.058204713215	21.6314955914172	27.0966031503947	29.3262297283006	9.64900542879985	58.8367114869093	46.3553216270345	6.99114712954399	35.1450451196025	56.3985689040967	29.8925847222604	29.3428328444129	20.2522341089606	25.498133859406	35.6943513828454	49.302930330325	59.9157437031516	29.4679035843451	45.0114172689022	32.0164159262775	47.6896492212146	34.9661533702972	6.6165020685264	20.807781777235	14.055749322656	47.735165734183	22.6440158130585	16.8890009938651	31.4029282179096	65.7441531756712	22.4374795580889	29.1784623326005	27.4498834204891	1.41264020973125	56.1431377108297	7.24017407448904	15.8602709230917	29.2347087930532	10.7344768845035	25.2627581789746	23.1273480391857	43.9718910553103	15.5055379727041	5.55003896341636	37.3654399502862	25.2209190355191	2.13486697569278	38.999463217346	64.9200406890225	23.4788322416204	15.1969464275929	15.5000193097827	20.7280074308684	8.70260735399927	12.9141666536548	17.0240675160431	11.2578865794991	14.1085695750237	28.7161859272767	48.986763945784	2.91685723692402	23.1534304679984	25.7718512924637	15.808981341864	0	8.88438156735412	56.1397343152897	18.7669052573228	25.8988109512346	3.12892565014699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	8.36192471543779	14.4053811283068	11.1090274444358	16.8005718512462	16.8604713188834	56.8732605747306	53.5917041896821	13.0379459061658	28.2949173692845	52.3713634335881	55.7852274876601	64.2361981479397	27.1585049050302	19.7945781745861	53.0616156565279	40.099529262954	59.2586792312103	0	6.66564902969309	43.9884520955555	84.050057572218	15.8793942963624	21.5973732411696	21.6557483843555	58.7051198833109	33.631183444284	16.058204713215	21.6314955914172	27.0966031503947	29.3262297283006	9.64900542879985	58.8367114869093	27.8588968725631	4.19573689483026	35.1450451196025	56.3985689040967	29.8925847222604	29.3428328444129	13.1959373074359	25.498133859406	35.6943513828454	49.302930330325	59.9157437031516	29.4679035843451	34.488357629704	32.0164159262775	47.6896492212146	34.9661533702972	6.6165020685264	20.807781777235	7.57917875574439	47.735165734183	22.6440158130585	16.8890009938651	31.4029282179096	65.7441531756712	22.4374795580889	29.1784623326005	27.4498834204891	1.41264020973125	56.1431377108297	7.24017407448904	15.8602709230917	29.2347087930532	10.7344768845035	25.2627581789746	23.1273480391857	18.6886661885624	15.5055379727041	1.68514200632234	37.3654399502862	25.2209190355191	2.13486697569278	38.999463217346	64.9200406890225	23.4788322416204	15.1969464275929	15.5000193097827	20.7280074308684	8.70260735399927	12.9141666536548	8.85184710648332	4.295217931017	14.1085695750237	28.7161859272767	48.986763945784	2.91685723692402	23.1534304679984	9.41070661037778	15.808981341864	0	8.88438156735412	56.1397343152897	18.7669052573228	25.8988109512346	3.12892565014699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	8.36192471543779	14.4053811283068	11.1090274444358	16.8005718512462	16.8604713188834	56.8732605747306	53.5917041896821	13.0379459061658	28.2949173692845	52.3713634335881	55.7852274876601	64.2361981479397	27.1585049050302	19.7945781745861	53.0616156565279	40.099529262954	59.2586792312103	0	6.66564902969309	43.9884520955555	84.050057572218	15.8793942963624	21.5973732411696	21.6557483843555	58.7051198833109	33.631183444284	16.058204713215	21.6314955914172	27.0966031503947	29.3262297283006	9.64900542879985	58.8367114869093	27.8588968725631	4.19573689483026	35.1450451196025	56.3985689040967	29.8925847222604	29.3428328444129	13.1959373074359	25.498133859406	35.6943513828454	49.302930330325	59.9157437031516	29.4679035843451	34.488357629704	32.0164159262775	47.6896492212146	34.9661533702972	6.6165020685264	20.807781777235	7.57917875574439	47.735165734183	22.6440158130585	16.8890009938651	31.4029282179096	65.7441531756712	22.4374795580889	29.1784623326005	27.4498834204891	1.41264020973125	56.1431377108297	7.24017407448904	15.8602709230917	29.2347087930532	10.7344768845035	25.2627581789746	23.1273480391857	18.6886661885624	15.5055379727041	1.68514200632234	37.3654399502862	25.2209190355191	2.13486697569278	38.999463217346	64.9200406890225	23.4788322416204	15.1969464275929	15.5000193097827	20.7280074308684	8.70260735399927	12.9141666536548	8.85184710648332	4.295217931017	14.1085695750237	28.7161859272767	48.986763945784	2.91685723692402	23.1534304679984	9.41070661037778	15.808981341864	0	8.88438156735412	56.1397343152897	18.7669052573228	25.8988109512346	3.12892565014699
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	8.36192471543779	4.46733035316493	3.36756312344071	12.5654892798329	10.2320176540168	54.660426688091	51.8741117202121	13.0379459061658	22.2821202055662	0	47.919434638403	53.4189497493732	20.3853842232229	17.5607694995125	2.5131407045023	36.8626905138446	39.1310446029569	0	6.66564902969309	43.9884520955555	81.1065768881053	3.97137756989537	13.5626508545401	5.67050436915171	0	28.4214204731351	12.0551261772029	9.14637816398703	0	17.0879330298132	0	56.3492131495442	24.1505607457322	0	25.1283611985499	36.1761032230268	29.8925847222604	16.6410510609329	1.57510267830142	19.3209286862697	35.6943513828454	0	9.23896798773902	7.2427367915286	18.4068509159708	23.5079184294807	17.3435821887436	2.11434059992871	4.22573944105777	1.79640765488781	1.16224767413168	41.6950883835001	13.235498038565	1.30230996001947	0	58.555529875551	8.55641923340372	7.79078694962927	5.21106229079004	0	44.2802211757859	0	0	25.69478791788	10.7344768845035	23.3124335997332	18.842989031915	11.4435863502475	15.5055379727041	0	25.8916235410222	9.92919296050263	2.13486697569278	35.3378143576415	58.5114255307358	3.00476417784248	12.9160134865017	15.5000193097827	17.7801101663373	8.70260735399927	6.7438511026082	4.7844029685143	4.295217931017	12.6153353866886	23.5075264301369	42.1354918167297	2.91685723692402	19.3308839868804	7.16710115833727	9.47795595563757	0	0	2.03288506077824	5.1298693718231	16.2883052348719	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	8.36192471543779	4.46733035316493	3.36756312344071	12.5654892798329	10.2320176540168	54.660426688091	51.8741117202121	13.0379459061658	22.2821202055662	0	47.919434638403	53.4189497493732	20.3853842232229	17.5607694995125	2.5131407045023	36.8626905138446	39.1310446029569	0	6.66564902969309	43.9884520955555	81.1065768881053	3.97137756989537	13.5626508545401	5.67050436915171	0	28.4214204731351	12.0551261772029	9.14637816398703	0	17.0879330298132	0	56.3492131495442	24.1505607457322	0	25.1283611985499	36.1761032230268	29.8925847222604	16.6410510609329	1.57510267830142	19.3209286862697	35.6943513828454	0	9.23896798773902	7.2427367915286	18.4068509159708	23.5079184294807	17.3435821887436	2.11434059992871	4.22573944105777	1.79640765488781	1.16224767413168	41.6950883835001	13.235498038565	1.30230996001947	0	58.555529875551	8.55641923340372	7.79078694962927	5.21106229079004	0	44.2802211757859	0	0	25.69478791788	10.7344768845035	23.3124335997332	18.842989031915	11.4435863502475	15.5055379727041	0	25.8916235410222	9.92919296050263	2.13486697569278	35.3378143576415	58.5114255307358	3.00476417784248	12.9160134865017	15.5000193097827	17.7801101663373	8.70260735399927	6.7438511026082	4.7844029685143	4.295217931017	12.6153353866886	23.5075264301369	30.1600868191476	2.91685723692402	19.3308839868804	7.16710115833727	9.47795595563757	0	0	2.03288506077824	5.1298693718231	16.2883052348719	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0	0	0	3.41090739641925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15828036942304	0	0	0	0	0	0	0	0	0	0	6.81871803555058	0	0	0	0	0	0	0	0	23.6277236961037	0	0	0	0	0	0	2.11434059992871	0	0	0	0	0	0	0	0	0	2.03439272765171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__SGB1877	0	0	0	3.41090739641925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15828036942304	0	0	0	0	0	0	0	0	0	0	6.81871803555058	0	0	0	0	0	0	0	0	23.6277236961037	0	0	0	0	0	0	2.11434059992871	0	0	0	0	0	0	0	0	0	2.03439272765171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.6902433518518	8.55641923340372	0	0	0	36.1456582210292	0	0	23.7635782570475	10.7344768845035	21.1299238304184	5.25537563568182	0	9.70754276700769	0	13.3576772883118	0	0	0	42.2921851534605	0	7.29269885730758	10.7217900731788	12.7212115504617	5.58229826813668	0	0	0	0	0	0	0	12.3043963821766	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__SGB1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.6902433518518	8.55641923340372	0	0	0	36.1456582210292	0	0	23.7635782570475	10.7344768845035	21.1299238304184	5.25537563568182	0	9.70754276700769	0	13.3576772883118	0	0	0	42.2921851534605	0	7.29269885730758	10.7217900731788	12.7212115504617	5.58229826813668	0	0	0	0	0	0	0	12.3043963821766	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0	0	0	2.78550606455081	0	0	0	5.30982689323124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.734974778916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__SGB1829	0	0	0	0	2.78550606455081	0	0	0	5.30982689323124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.734974778916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.45800267320281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__SGB1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.45800267320281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
