clade_name	NCBI_tax_id	reERR3589593_taxonomic_profile	reERR3589592_taxonomic_profile	reERR3589591_taxonomic_profile	reERR3589590_taxonomic_profile	reERR3589589_taxonomic_profile	reERR3589588_taxonomic_profile	reERR3589587_taxonomic_profile	reERR3589586_taxonomic_profile	reERR3589585_taxonomic_profile	reERR3589584_taxonomic_profile	reERR3589583_taxonomic_profile	reERR3589582_taxonomic_profile	reERR3589581_taxonomic_profile	reERR3589580_taxonomic_profile	reERR3589579_taxonomic_profile	reERR3589578_taxonomic_profile	reERR3589577_taxonomic_profile	reERR3589576_taxonomic_profile	reERR3589575_taxonomic_profile	reERR3589574_taxonomic_profile	reERR3589573_taxonomic_profile	reERR3589572_taxonomic_profile	reERR3589571_taxonomic_profile	reERR3589570_taxonomic_profile	reERR3589569_taxonomic_profile	reERR3589568_taxonomic_profile	reERR3589567_taxonomic_profile	reERR3589566_taxonomic_profile	reERR3589565_taxonomic_profile	reERR3589564_taxonomic_profile	reERR3589563_taxonomic_profile	reERR3589562_taxonomic_profile	reERR3589561_taxonomic_profile	reERR3589560_taxonomic_profile	reERR3589559_taxonomic_profile	reERR3589558_taxonomic_profile	reERR3589557_taxonomic_profile	reERR3589556_taxonomic_profile	reERR3589555_taxonomic_profile	reERR3589554_taxonomic_profile	reERR3589553_taxonomic_profile
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae	2157|28890|183963|2235|1963268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014793737276170486	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas	2157|28890|183963|2235|1963268|63743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014793737276170486	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas_sp_C90	2157|28890|183963|2235|1963268|63743|2747817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.303632662158687e-05	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas_sp_C90|t__SGB86049	2157|28890|183963|2235|1963268|63743|2747817|SGB86049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.303632662158687e-05	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas_sp_CBA1123	2157|28890|183963|2235|1963268|63743|2668070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010355616093319339	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Haloarculaceae|g__Natronomonas|s__Natronomonas_sp_CBA1123|t__SGB86048	2157|28890|183963|2235|1963268|63743|2668070|SGB86048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010355616093319339	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales	2157|28890|183963|1644055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013058835359237766	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae	2157|28890|183963|1644055|1644056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013058835359237766	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum	2157|28890|183963|1644055|1644056|293431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013058835359237766	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum|s__Haloquadratum_walsbyi	2157|28890|183963|1644055|1644056|293431|293091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013058835359237766	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum|s__Haloquadratum_walsbyi|t__SGB203	2157|28890|183963|1644055|1644056|293431|293091|SGB203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013058835359237766	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	2157|28890|224756	0.00028365978307509795	0	0	0	0	0	0.009388283979430288	0.00012544768731062274	0	0	0	2.4241336338258992e-05	0	0	0.0002520244415714861	0.0018604730787279173	0	0.0003823883956088456	0	0	0	0	0	0	0	0	0.00022470208615518183	0	0.0007778294767816585	0	0	0.0001400431947982191	0.00027265680046978445	1.944339256389319e-05	0	0	0.013455455470467571	0	0	0	0.00046753744609242414
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	2157|28890|224756|2191	0.00028365978307509795	0	0	0	0	0	0.009388283979430288	0.00012544768731062274	0	0	0	2.4241336338258992e-05	0	0	0.0002520244415714861	0.0018604730787279173	0	0.0003823883956088456	0	0	0	0	0	0	0	0	0.00022470208615518183	0	0.0007778294767816585	0	0	0.0001400431947982191	0.00027265680046978445	1.944339256389319e-05	0	0	0.013455455470467571	0	0	0	0.00046753744609242414
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae	2157|28890|224756|2191|2194	0.00028365978307509795	0	0	0	0	0	0.009388283979430288	0.00012544768731062274	0	0	0	2.4241336338258992e-05	0	0	0.0002520244415714861	0.0018604730787279173	0	0.0003823883956088456	0	0	0	0	0	0	0	0	0.00022470208615518183	0	0.0007778294767816585	0	0	0.0001400431947982191	0.00027265680046978445	1.944339256389319e-05	0	0	0.013455455470467571	0	0	0	0.00046753744609242414
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__GGB35228	2157|28890|224756|2191|2194|66279984	0.00028365978307509795	0	0	0	0	0	0.009388283979430288	0.00012544768731062274	0	0	0	2.4241336338258992e-05	0	0	0.0002520244415714861	0.0018604730787279173	0	0.0003823883956088456	0	0	0	0	0	0	0	0	0.00022470208615518183	0	0.0007778294767816585	0	0	0.0001400431947982191	0.00027265680046978445	1.944339256389319e-05	0	0	0.013455455470467571	0	0	0	0.00046753744609242414
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__GGB35228|s__GGB35228_SGB55890	2157|28890|224756|2191|2194|66279984|33622660	0.00028365978307509795	0	0	0	0	0	0.009388283979430288	0.00012544768731062274	0	0	0	2.4241336338258992e-05	0	0	0.0002520244415714861	0.0018604730787279173	0	0.0003823883956088456	0	0	0	0	0	0	0	0	0.00022470208615518183	0	0.0007778294767816585	0	0	0.0001400431947982191	0.00027265680046978445	1.944339256389319e-05	0	0	0.013455455470467571	0	0	0	0.00046753744609242414
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__GGB35228|s__GGB35228_SGB55890|t__SGB55890	2157|28890|224756|2191|2194|66279984|33622660|SGB55890	0.00028365978307509795	0	0	0	0	0	0.009388283979430288	0.00012544768731062274	0	0	0	2.4241336338258992e-05	0	0	0.0002520244415714861	0.0018604730787279173	0	0.0003823883956088456	0	0	0	0	0	0	0	0	0.00022470208615518183	0	0.0007778294767816585	0	0	0.0001400431947982191	0.00027265680046978445	1.944339256389319e-05	0	0	0.013455455470467571	0	0	0	0.00046753744609242414
k__Archaea|p__Thaumarchaeota	2157|651137	1.5553156161393142	0.0011326026339582912	0.14582678073098648	0.010762868680266416	0.4412357619839167	0	0.4022301561629101	0.1783457679226276	1.932789897392056	2.8444635080156124	0.1089191253065174	0.3277388270705385	0.0009948315853873027	0.012187579453361014	1.1238931524832931	0.17788147637350432	0.006272300625162442	0.29173019815257323	0.02843125779909345	3.983504951919005	2.3848223386265506	0.024661308405687924	0.02607314957140215	2.9680909100285677	0.007549908628503409	0.000641341471923979	2.2409459370665448	0.12593670980222826	0	0.0002628181217199252	2.5915373085649933	5.844737745702371	0.15052638344480967	6.431313393042679	0.020663782491805744	0.013005978205357649	0.030553501036672086	0.0004428080343126506	0.005117094143964396	0.0970155625302142	0.5058636802809626
k__Archaea|p__Thaumarchaeota|c__CFGB10597	2157|651137|62992822	0.0029307213042258982	0	0	0	0	0	0	0	0.036024025935673706	0.00031489238090785527	0	0	0	0	0	0	0	0	0	0.00013151728945139422	0.00023389295548920517	0	0	0.003454581572956551	0	0	0.0011840684398106392	0	0	0	0.00019097369938329167	2.892196414311047e-05	0	0.0002617379768216391	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB10597|o__OFGB10597	2157|651137|62992822|74994169	0.0029307213042258982	0	0	0	0	0	0	0	0.036024025935673706	0.00031489238090785527	0	0	0	0	0	0	0	0	0	0.00013151728945139422	0.00023389295548920517	0	0	0.003454581572956551	0	0	0.0011840684398106392	0	0	0	0.00019097369938329167	2.892196414311047e-05	0	0.0002617379768216391	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB10597|o__OFGB10597|f__FGB10597	2157|651137|62992822|74994169|80776620	0.0029307213042258982	0	0	0	0	0	0	0	0.036024025935673706	0.00031489238090785527	0	0	0	0	0	0	0	0	0	0.00013151728945139422	0.00023389295548920517	0	0	0.003454581572956551	0	0	0.0011840684398106392	0	0	0	0.00019097369938329167	2.892196414311047e-05	0	0.0002617379768216391	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB10597|o__OFGB10597|f__FGB10597|g__GGB41279	2157|651137|62992822|74994169|80776620|93396124	0.0029307213042258982	0	0	0	0	0	0	0	0.036024025935673706	0.00031489238090785527	0	0	0	0	0	0	0	0	0	0.00013151728945139422	0.00023389295548920517	0	0	0.003454581572956551	0	0	0.0011840684398106392	0	0	0	0.00019097369938329167	2.892196414311047e-05	0	0.0002617379768216391	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB10597|o__OFGB10597|f__FGB10597|g__GGB41279|s__GGB41279_SGB58318	2157|651137|62992822|74994169|80776620|93396124|11979508	0.0029307213042258982	0	0	0	0	0	0	0	0.036024025935673706	0.00031489238090785527	0	0	0	0	0	0	0	0	0	0.00013151728945139422	0.00023389295548920517	0	0	0.003454581572956551	0	0	0.0011840684398106392	0	0	0	0.00019097369938329167	2.892196414311047e-05	0	0.0002617379768216391	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB10597|o__OFGB10597|f__FGB10597|g__GGB41279|s__GGB41279_SGB58318|t__SGB58318	2157|651137|62992822|74994169|80776620|93396124|11979508|SGB58318	0.0029307213042258982	0	0	0	0	0	0	0	0.036024025935673706	0.00031489238090785527	0	0	0	0	0	0	0	0	0	0.00013151728945139422	0.00023389295548920517	0	0	0.003454581572956551	0	0	0.0011840684398106392	0	0	0	0.00019097369938329167	2.892196414311047e-05	0	0.0002617379768216391	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB128|o__OFGB128|f__FGB128|g__GGB27349	2157|651137|9728947|29490817|48065120|16906931	0	0	0.004941347189624583	0	0	0	0	0	0	0.062461878542846634	0.0068459369917314465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.069311241547538e-06	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB128|o__OFGB128|f__FGB128|g__GGB27349|s__GGB27349_SGB39609	2157|651137|9728947|29490817|48065120|16906931|76483444	0	0	0.004941347189624583	0	0	0	0	0	0	0.062461878542846634	0.0068459369917314465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.069311241547538e-06	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB128|o__OFGB128|f__FGB128|g__GGB27349|s__GGB27349_SGB39609|t__SGB39609	2157|651137|9728947|29490817|48065120|16906931|76483444|SGB39609	0	0	0.004941347189624583	0	0	0	0	0	0	0.062461878542846634	0.0068459369917314465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.069311241547538e-06	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__CFGB13698	2157|651137|59096766	0.0684870758981817	0.0009391163506570832	0.05056425141590323	0	0.007221511068671545	0	0.02720776700697593	0.018347453616197815	0.03611012831232305	0.2832957601618293	0.03990190524320135	0.058818909142970076	0	0	0.0011675819832179005	0	0	0.006696872875308897	4.931463651011149e-05	0.004840206723049197	0.005648266052771231	0	0	0.03318058340951557	0	0	0.09314777968631477	0.00019233072900870493	0	0	0.6927718882501669	0.15289824675551214	3.470177460524529e-05	0.01293882992848	0	0	0	0	0	0	0.0009025248168239834
k__Archaea|p__Thaumarchaeota|c__CFGB13698|o__OFGB13698	2157|651137|59096766|33131063	0.0684870758981817	0.0009391163506570832	0.05056425141590323	0	0.007221511068671545	0	0.02720776700697593	0.018347453616197815	0.03611012831232305	0.2832957601618293	0.03990190524320135	0.058818909142970076	0	0	0.0011675819832179005	0	0	0.006696872875308897	4.931463651011149e-05	0.004840206723049197	0.005648266052771231	0	0	0.03318058340951557	0	0	0.09314777968631477	0.00019233072900870493	0	0	0.6927718882501669	0.15289824675551214	3.470177460524529e-05	0.01293882992848	0	0	0	0	0	0	0.0009025248168239834
k__Archaea|p__Thaumarchaeota|c__CFGB13698|o__OFGB13698|f__FGB13698	2157|651137|59096766|33131063|15244233	0.0684870758981817	0.0009391163506570832	0.05056425141590323	0	0.007221511068671545	0	0.02720776700697593	0.018347453616197815	0.03611012831232305	0.2832957601618293	0.03990190524320135	0.058818909142970076	0	0	0.0011675819832179005	0	0	0.006696872875308897	4.931463651011149e-05	0.004840206723049197	0.005648266052771231	0	0	0.03318058340951557	0	0	0.09314777968631477	0.00019233072900870493	0	0	0.6927718882501669	0.15289824675551214	3.470177460524529e-05	0.01293882992848	0	0	0	0	0	0	0.0009025248168239834
k__Archaea|p__Thaumarchaeota|c__CFGB13698|o__OFGB13698|f__FGB13698|g__GGB37660	2157|651137|59096766|33131063|15244233|86130613	0.0684870758981817	0.0009391163506570832	0.05056425141590323	0	0.007221511068671545	0	0.02720776700697593	0.018347453616197815	0.03611012831232305	0.2832957601618293	0.03990190524320135	0.058818909142970076	0	0	0.0011675819832179005	0	0	0.006696872875308897	4.931463651011149e-05	0.004840206723049197	0.005648266052771231	0	0	0.03318058340951557	0	0	0.09314777968631477	0.00019233072900870493	0	0	0.6927718882501669	0.15289824675551214	3.470177460524529e-05	0.01293882992848	0	0	0	0	0	0	0.0009025248168239834
k__Archaea|p__Thaumarchaeota|c__CFGB13698|o__OFGB13698|f__FGB13698|g__GGB37660|s__GGB37660_SGB63983	2157|651137|59096766|33131063|15244233|86130613|41041313	0.0684870758981817	0.0009391163506570832	0.05056425141590323	0	0.007221511068671545	0	0.02720776700697593	0.018347453616197815	0.03611012831232305	0.2832957601618293	0.03990190524320135	0.058818909142970076	0	0	0.0011675819832179005	0	0	0.006696872875308897	4.931463651011149e-05	0.004840206723049197	0.005648266052771231	0	0	0.03318058340951557	0	0	0.09314777968631477	0.00019233072900870493	0	0	0.6927718882501669	0.15289824675551214	3.470177460524529e-05	0.01293882992848	0	0	0	0	0	0	0.0009025248168239834
