clade_name	NCBI_tax_id	reSRR9697569_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697535_taxonomic_profile
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified	2157|651137|1643678|1033996|36797867|47120203	0	0	0.5698322487610992	0.1396488476317653	0	0	0	0	0.0508684426046842	0.018825744016324957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5888	2157|651137|1643678|1033996|36797867|47120203|2721607	0	0	0.5008855793324738	0.1396488476317653	0	0	0	0	0	0.01639992996131454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5888|t__SGB74792	2157|651137|1643678|1033996|36797867|47120203|2721607|SGB74792	0	0	0.5008855793324738	0.1396488476317653	0	0	0	0	0	0.01639992996131454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5894	2157|651137|1643678|1033996|36797867|47120203|2721610	0	0	0.0689466694286254	0	0	0	0	0	0.0508684426046842	0.0024258140550104165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5894|t__SGB74809	2157|651137|1643678|1033996|36797867|47120203|2721610|SGB74809	0	0	0.0689466694286254	0	0	0	0	0	0.0508684426046842	0.0024258140550104165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	2	14.922352754611161	22.637177830007268	4.849523483191882	2.5629478657157727	11.778424587903546	48.58614107453236	29.460634197447284	9.291088250716204	3.863684614001794	14.23302874819316	34.3440527154434	40.91724530586483	20.444119593608953	7.41217348793887	5.140898348012162	8.10789009179979	24.617238532880677	10.328791941804283	7.400790828773205	35.13632028741623	3.279013874904856	14.58859335995374	22.84568358398015	9.855032193967789	33.55316694582349	15.709990979466415	12.726516916382757	9.95893780415802	12.859349634901081	10.497320311929613	17.645742849504114	15.0965790505536	14.399899432443194	19.772517690924367
k__Bacteria|p__Acidobacteria	2|57723	0	0	0.002359587485692328	0	0	0	0	0.0025578365954221703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	2|57723|204432	0	0	0	0	0	0	0	0.0025578365954221703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	2|57723|204432|204433	0	0	0	0	0	0	0	0.0025578365954221703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	2|57723|204432|204433|204434	0	0	0	0	0	0	0	0.0025578365954221703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Occallatibacter	2|57723|204432|204433|204434|1742983	0	0	0	0	0	0	0	0.0025578365954221703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Occallatibacter|s__Occallatibacter_savannae	2|57723|204432|204433|204434|1742983|1002691	0	0	0	0	0	0	0	0.0025578365954221703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Occallatibacter|s__Occallatibacter_savannae|t__SGB30536	2|57723|204432|204433|204434|1742983|1002691|SGB30536	0	0	0	0	0	0	0	0.0025578365954221703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria	2|57723|1813735	0	0	0.002359587485692328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|o__Vicinamibacteria_unclassified	2|57723|1813735|46823330	0	0	0.002359587485692328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|o__Vicinamibacteria_unclassified|f__Vicinamibacteraceae	2|57723|1813735|46823330|2211325	0	0	0.002359587485692328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|o__Vicinamibacteria_unclassified|f__Vicinamibacteraceae|g__Luteitalea	2|57723|1813735|46823330|2211325|2004797	0	0	0.002359587485692328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|o__Vicinamibacteria_unclassified|f__Vicinamibacteraceae|g__Luteitalea|s__Luteitalea_pratensis	2|57723|1813735|46823330|2211325|2004797|1855912	0	0	0.002359587485692328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Vicinamibacteria|o__Vicinamibacteria_unclassified|f__Vicinamibacteraceae|g__Luteitalea|s__Luteitalea_pratensis|t__SGB13282	2|57723|1813735|46823330|2211325|2004797|1855912|SGB13282	0	0	0.002359587485692328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria	2|201174	2.33113562591402	0.13135448807640016	0.5478199096490526	0.8401097556148795	0.6361798023692226	0.8303760198766174	0.9171301650104722	0.4717838083036924	0.5000438330849946	0.9365497286617568	5.066558295171985	1.1678641072445246	0.9946636617639376	0.213551389143658	0.21905573496813746	0	12.962987315949812	0.4068542132252533	2.4329988837729486	0.09239798145981848	0.8770194786431023	0.14296821492754666	4.668412634810216	0.9284534235291192	0.023453663695130626	0.3309513829707333	0	1.5329090802946137	0	3.4584416669768565	3.4829273110808328	0.362850806453771	0.7769105741288914	0.22201769214431336
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	2.3252129441057146	0.13135448807640016	0.5210531697533636	0.8401097556148795	0.6361798023692226	0.8303760198766174	0.9168443968587568	0.4549334906521935	0.3961367196610435	0.9292965446372756	5.066558295171985	1.1678641072445246	0.9946636617639376	0.213551389143658	0.18787413012810447	0	12.962987315949812	0.4068542132252533	2.4329988837729486	0.09174795953450128	0.8770194786431023	0.14296821492754666	4.668412634810216	0.8852735999712491	0.023453663695130626	0.3201052051985097	0	1.0535662848636893	0	3.4225003599354284	3.475906070001015	0.35369473125961026	0.7616438007506151	0.22201769214431336
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0.1397791704877182	0.03216742969644032	0.17934490697981276	0.022005353219089658	0.17060812447086526	0.17534252452387974	0.013740439789689413	0.02078509352567721	0.26028372165273833	0.8146325951052656	0.0044956365004515395	0.059207253957586414	0	0	0	0	0	0	0.06820050772439372	0.02366431171357483	0	0.14296821492754666	2.6539556471306733	0.058421616349060464	0	0.04265262550925132	0	0.015489708576344909	0	0.17486690950726075	0.22544377521954956	0	0.0016862282235390982	0.0027108121754257307
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	2|201174|1760|85007|1653	0	0	0	0	0	0	0.005367727550774895	0	0	0	0	0	0	0	0	0	0	0	0.014488528205489303	0	0	0	0	0.007454346351517238	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	2|201174|1760|85007|1653|1716	0	0	0	0	0	0	0.005367727550774895	0	0	0	0	0	0	0	0	0	0	0	0.014488528205489303	0	0	0	0	0.007454346351517238	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile	2|201174|1760|85007|1653|1716|1727	0	0	0	0	0	0	0.005367727550774895	0	0	0	0	0	0	0	0	0	0	0	0.014488528205489303	0	0	0	0	0.007454346351517238	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile|t__SGB34111	2|201174|1760|85007|1653|1716|1727|SGB34111	0	0	0	0	0	0	0.005367727550774895	0	0	0	0	0	0	0	0	0	0	0	0.014488528205489303	0	0	0	0	0.007454346351517238	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae	2|201174|1760|85007|85026	0	0	0	0	0	0	0	0	0	0.01354603107306699	0	0	0	0	0	0	0	0	0	0	0	0	0.0052933448864082005	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia	2|201174|1760|85007|85026|2053	0	0	0	0	0	0	0	0	0	0.01354603107306699	0	0	0	0	0	0	0	0	0	0	0	0	0.0052933448864082005	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_iterans	2|201174|1760|85007|85026|2053|1004901	0	0	0	0	0	0	0	0	0	0.01354603107306699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_iterans|t__SGB23587	2|201174|1760|85007|85026|2053|1004901|SGB23587	0	0	0	0	0	0	0	0	0	0.01354603107306699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_lacunae	2|201174|1760|85007|85026|2053|417102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004139637865417203	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_lacunae|t__SGB15790	2|201174|1760|85007|85026|2053|417102|SGB15790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004139637865417203	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_terrae	2|201174|1760|85007|85026|2053|2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011537070209909975	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_terrae|t__SGB15789	2|201174|1760|85007|85026|2053|2055|SGB15789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011537070209909975	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae	2|201174|1760|85007|1762	0.06381096484926824	0.03216742969644032	0.17934490697981276	0	0.17060812447086526	0	0.008369766175494774	0.02078509352567721	0.26028372165273833	0.5201102298381186	0.0044956365004515395	0.059207253957586414	0	0	0	0	0	0	0.05371197951890441	0.01073414584780566	0	0.14296821492754666	2.4592944310166542	0.02601334297919738	0	0.024308069042528385	0	0.015489708576344909	0	0.15912605316367026	0.1968117928719442	0	0.0016862282235390982	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium	2|201174|1760|85007|1762|1763	0	0	0	0	0	0	0	0.006087521021869255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020705422639526326	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_paragordonae	2|201174|1760|85007|1762|1763|1389713	0	0	0	0	0	0	0	0.0017402208293591447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020705422639526326	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_paragordonae|t__SGB15579	2|201174|1760|85007|1762|1763|1389713|SGB15579	0	0	0	0	0	0	0	0.0017402208293591447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020705422639526326	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_1245111_1	2|201174|1760|85007|1762|1763|1834073	0	0	0	0	0	0	0	0.00434637108368504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_1245111_1|t__SGB15763	2|201174|1760|85007|1762|1763|1834073|SGB15763	0	0	0	0	0	0	0	0.00434637108368504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacter	2|201174|1760|85007|1762|1073531	0	0	0	0	0	0	0	0	0	0.3900980120851133	0	0	0	0	0	0	0	0	0	0.004785566823146091	0	0.14296821492754666	1.7305628160548547	0	0	0	0	0	0	0	0.1024335372413714	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium	2|201174|1760|85007|1762|1866885	0.06381096484926824	0.03216742969644032	0.17934490697981276	0	0.17060812447086526	0	0.008369766175494774	0.01469757250380796	0.26028372165273833	0.1300107908035612	0.0044956365004515395	0.059207253957586414	0	0	0	0	0	0	0.05371197951890441	0.0059485790246595685	0	0	0.7287316149617988	0.02394280071524475	0	0.024308069042528385	0	0.015489708576344909	0	0.15912605316367026	0.09437825563057277	0	0.0016862282235390982	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_aurum	2|201174|1760|85007|1762|1866885|1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002892263541731887	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_aurum|t__SGB33851	2|201174|1760|85007|1762|1866885|1791|SGB33851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002892263541731887	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_bacteremicum	2|201174|1760|85007|1762|1866885|564198	0	0	0.013809060340589388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031070129674213014	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_bacteremicum|t__SGB15711	2|201174|1760|85007|1762|1866885|564198|SGB15711	0	0	0.013809060340589388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031070129674213014	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_chubuense	2|201174|1760|85007|1762|1866885|1800	0	0	0	0	0	0	0.0004389634495419645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00904460613089774	0	0	0	0	0	0	0	0.00458789314087107	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_chubuense|t__SGB15679	2|201174|1760|85007|1762|1866885|1800|SGB15679	0	0	0	0	0	0	0.0004389634495419645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00904460613089774	0	0	0	0	0	0	0	0.00458789314087107	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_fluoranthenivorans	2|201174|1760|85007|1762|1866885|258505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059485790246595685	0	0	0.0421228713921426	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_fluoranthenivorans|t__SGB15708	2|201174|1760|85007|1762|1866885|258505|SGB15708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059485790246595685	0	0	0.0421228713921426	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_fortuitum	2|201174|1760|85007|1762|1866885|1766	0	0	0	0	0	0	0	0	0	0.06355918214016115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_fortuitum|t__SGB15733	2|201174|1760|85007|1762|1866885|1766|SGB15733	0	0	0	0	0	0	0	0	0	0.06355918214016115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_madagascariense	2|201174|1760|85007|1762|1866885|212765	0.04119613924965503	0.010705121395810436	0	0	0.0013792535192435052	0	0.0008425741380469924	0.0006252902392732003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024003959741687942	0.013150554959630622	0	0	0	0	0	0.01391628596042654	0	0	0.0016862282235390982	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_madagascariense|t__SGB86904	2|201174|1760|85007|1762|1866885|212765|SGB86904	0.04119613924965503	0.010705121395810436	0	0	0.0013792535192435052	0	0.0008425741380469924	0.0006252902392732003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024003959741687942	0.013150554959630622	0	0	0	0	0	0.01391628596042654	0	0	0.0016862282235390982	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_murale	2|201174|1760|85007|1762|1866885|182220	0	0	0.025781501023619917	0	0.16923004879408052	0	0	0	0	0	0.0044956365004515395	0	0	0	0	0	0	0	0	0	0	0	0.1973592913452877	0.0026795832535398425	0	0.024308069042528385	0	0	0	0.019699691162296626	0.006804198442768787	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_murale|t__SGB15744	2|201174|1760|85007|1762|1866885|182220|SGB15744	0	0	0.025781501023619917	0	0.16923004879408052	0	0	0	0	0	0.0044956365004515395	0	0	0	0	0	0	0	0	0	0	0	0.1973592913452877	0.0026795832535398425	0	0.024308069042528385	0	0	0	0.019699691162296626	0.006804198442768787	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_neoaurum	2|201174|1760|85007|1762|1866885|1795	0	0	0	0	0	0	0	0.0020747000063849282	0	0	0	0.059207253957586414	0	0	0	0	0	0	0.03725188063662993	0	0	0	0.40772919949165215	0	0	0	0	0	0	0	0.08298616404693293	0	0	0
