sample_accession	study_accession	_links.structuredData.href	accession	climatic_zone	collection date	common name	depth	ENA first public	ENA last update	ENA-CHECKLIST	enrichment	environment (biome)	environment (feature)	environment (material)	External Id	geographic location (country and/or sea)	geographic location (elevation)	geographic location (latitude)	geographic location (longitude)	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	investigation type	mean_annual_temperatuere_celsius	name	organism	project name	release	sample weight for DNA extraction	sequencing method	soil environmental package	soil_classification	SRA accession	submitted	Submitter Id	substrate	taxId	title	tree_cover	update	webinSubmissionAccountId	Chlorophyll Sensor	Citation	description	environment (feature) further details	environmental package	Event Date/Time End	event date/time start	event label	further details	last update date	Latitude End	latitude start	Longitude End	longitude start	marine region	nitrate sensor	oxygen sensor	protocol description	protocol label	Salinity Sensor	sample collection device	sample material label	sample status	sampling campaign	sampling platform	sampling station	size fraction lower threshold	size fraction upper threshold	temperature	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_rar10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	barcode_prefix	collection_timestamp	depth_sample	elevation	emp500_principal_investigator	emp500_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env biome	env feature	env package	env_material	environmental_package	gcms_analysis_batch	gcms_run_location	gcms_sample_name	gcms_sequence	geo loc name	latitude	lcms_batch	lcms_extraction_protocol	lcms_position	lcms_replicate	lcms_sample_name_cmn	lcms_sample_name_fbmn	lcms_sample_type	lcms_sample_type_sub	longitude	original sample id	physical_specimen_location	physical_specimen_remaining	read_count_shotgun_r1	read_count_shotgun_rep200	read_count_shotgun_woltka_uniq	sample type	sample_name_original	sample_name_plus_plate	sampling method	songbird_train_empo_3	study_sample_number	subject id	tier	body habitat	body product	body site	class	diet	host_family	host_flight	host_phylum	life stage	order	scientific name	sex	taxid	samp_store_loc	samp_store_temp	cur_land_use	cur_vegetation	experimental_factor	fao_class	link_climate_info	ph	ph_meth	salinity_1soil_5water_decisiemens_per_m	store_cond	texture	water content	water_content_soil_meth	elev	INSDC secondary accession	lat lon	NCBI submission model	NCBI submission package	isolation source	replicate	season	site name	host	samp_collect_device
SAMEA7723977	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723977	SAMEA7723977	NA	NA	Sloth bear	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723977	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:06Z	2020-12-16T00:40:02Z	public	NA	NA	qiita_sid_13114:13114.song.51.s007	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 51	2020-12-17T04:08:06Z	NA	NA	NA	NA	ERS5471354	2020-12-16T00:40:02Z	qiita_sid_13114:13114.song.51.s007	NA	749906	13114.song.51.s007	NA	2021-08-23T04:27:21.497Z	Webin-34	NA	NA	sloth bear fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	167.0	NA	NA	51.0	NA	NA	NA	NA	10/23/15 0:00	0	16	Song	51	Captive terrestrial mammal feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	7	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Mammalia	omnivore	Ursidae	NA	NA	NA	Carnivora	Melursus ursinus	not determined	9636	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723978	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723978	SAMEA7723978	NA	NA	Dwarf mongoose	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723978	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:06Z	2020-12-16T00:40:02Z	public	NA	NA	qiita_sid_13114:13114.song.51.s009	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 51	2020-12-17T04:08:06Z	NA	NA	NA	NA	ERS5471355	2020-12-16T00:40:02Z	qiita_sid_13114:13114.song.51.s009	NA	749906	13114.song.51.s009	NA	2021-08-23T04:27:21.587Z	Webin-34	NA	NA	dwarf mongoose fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	178.0	NA	NA	92.0	NA	NA	NA	NA	10/20/15 0:00	0	16	Song	51	Captive terrestrial mammal feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	9	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Mammalia	insectivore	Herpestidae	NA	NA	NA	Carnivora	Helogale parvula	not determined	210647	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723979	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723979	SAMEA7723979	NA	NA	Sand cat	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723979	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:05Z	2020-12-16T00:40:02Z	public	NA	NA	qiita_sid_13114:13114.song.51.s010	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 51	2020-12-17T04:08:05Z	NA	NA	NA	NA	ERS5471356	2020-12-16T00:40:02Z	qiita_sid_13114:13114.song.51.s010	NA	749906	13114.song.51.s010	NA	2021-08-23T04:27:21.237Z	Webin-34	NA	NA	sand cat fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	197.0	NA	NA	109.0	NA	NA	NA	NA	10/22/15 0:00	0	16	Song	51	Captive terrestrial mammal feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	10	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Mammalia	carnivore	Felidae	NA	NA	NA	Carnivora	Felis margarita	female http://purl.obolibrary.org/obo/PATO_0000383	61378	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723980	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723980	SAMEA7723980	NA	NA	Southern three-banded armadillo	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723980	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:05Z	2020-12-16T00:40:02Z	public	NA	NA	qiita_sid_13114:13114.song.51.s011	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 51	2020-12-17T04:08:05Z	NA	NA	NA	NA	ERS5471357	2020-12-16T00:40:02Z	qiita_sid_13114:13114.song.51.s011	NA	749906	13114.song.51.s011	NA	2021-08-23T04:27:21.350Z	Webin-34	NA	NA	threebanded amradillo fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	405.0	NA	NA	208.0	NA	NA	NA	NA	10/22/15 0:00	0	16	Song	51	Captive terrestrial mammal feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	11	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Mammalia	insectivore	Chlamyphoridae	NA	NA	NA	Cingulata	Tolypeutes matacus	male http://purl.obolibrary.org/obo/PATO_0000384	183749	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723981	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723981	SAMEA7723981	NA	NA	Banded mongoose	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723981	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:05Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.51.s012	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 51	2020-12-17T04:08:05Z	NA	NA	NA	NA	ERS5471358	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.51.s012	NA	749906	13114.song.51.s012	NA	2021-08-23T04:27:21.524Z	Webin-34	NA	NA	banded mongoose fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	176.0	NA	NA	90.0	NA	NA	NA	NA	10/22/15 0:00	0	16	Song	51	Captive terrestrial mammal feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	12	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Mammalia	carnivore	Herpestidae	NA	NA	NA	Carnivora	Mungos mungo	not determined	210652	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723985	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723985	SAMEA7723985	NA	NA	Giant anteater	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723985	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:05Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.51.s020	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 51	2020-12-17T04:08:05Z	NA	NA	NA	NA	ERS5471362	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.51.s020	NA	749906	13114.song.51.s020	NA	2021-08-23T04:27:21.782Z	Webin-34	NA	NA	giant anteater fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	252.0	NA	NA	97.0	NA	NA	NA	NA	10/21/15 0:00	0	16	Song	51	Captive terrestrial mammal feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	20	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Mammalia	insectivore	Myrmecophagidae	NA	NA	NA	Pilosa	Myrmecophaga tridactyla	not determined	71006	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723986	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723986	SAMEA7723986	NA	NA	Aldabra giant tortoise	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723986	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:05Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.52.s002	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 52	2020-12-17T04:08:05Z	NA	NA	NA	NA	ERS5471363	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.52.s002	NA	749906	13114.song.52.s002	NA	2021-08-23T04:27:21.358Z	Webin-34	NA	NA	Aldabra giant tortoise fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	393.0	NA	NA	206.0	NA	NA	NA	NA	10/7/15 0:00	0	283	Song	52	Captive herp feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Georgia:Atlanta Zoo	33.73	7.00	NA	NA	NA	NA	NA	NA	NA	-84.37	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	2	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Reptilia	herbivore	Testudinidae	NA	NA	NA	Testudines	Aldabrachelys gigantea	not determined	167804	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723987	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723987	SAMEA7723987	NA	NA	Glass lizard	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723987	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:06Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.52.s003	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 52	2020-12-17T04:08:06Z	NA	NA	NA	NA	ERS5471364	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.52.s003	NA	749906	13114.song.52.s003	NA	2021-08-23T04:27:21.291Z	Webin-34	NA	NA	Glass lizard fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.0	NA	NA	82.0	NA	NA	NA	NA	10/6/15 0:00	0	283	Song	52	Captive herp feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Georgia:Atlanta Zoo	33.73	7.00	NA	NA	NA	NA	NA	NA	NA	-84.37	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	3	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Reptilia	omnivore	Anguidae	NA	NA	NA	Squamata	Ophisaurus apodus	not determined	102190	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723988	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723988	SAMEA7723988	NA	NA	Spiny-tailed monitor	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723988	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:06Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.52.s005	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 52	2020-12-17T04:08:06Z	NA	NA	NA	NA	ERS5471365	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.52.s005	NA	749906	13114.song.52.s005	NA	2021-08-23T04:27:21.633Z	Webin-34	NA	NA	spinytailed monitor, or northern blue tongued skink fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	223.0	NA	NA	110.0	NA	NA	NA	NA	10/20/15 0:00	0	16	Song	52	Captive herp feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	5	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Reptilia	carnivore	Varanidae	NA	NA	NA	Squamata	Varanus acanthurus acanthurus	not determined	62035	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723989	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723989	SAMEA7723989	NA	NA	Spider tortoise	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723989	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:06Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.52.s006	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 52	2020-12-17T04:08:06Z	NA	NA	NA	NA	ERS5471366	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.52.s006	NA	749906	13114.song.52.s006	NA	2021-08-23T04:27:21.282Z	Webin-34	NA	NA	spider tortoise fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	226.0	NA	NA	115.0	NA	NA	NA	NA	10/20/15 0:00	0	16	Song	52	Captive herp feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	6	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Reptilia	herbivore	Testudinidae	NA	NA	NA	Testudines	Pyxis arachnoides	not determined	66194	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723990	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723990	SAMEA7723990	NA	NA	Green anaconda	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723990	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:06Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.52.s007	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 52	2020-12-17T04:08:06Z	NA	NA	NA	NA	ERS5471367	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.52.s007	NA	749906	13114.song.52.s007	NA	2021-08-23T04:27:21.388Z	Webin-34	NA	NA	green anaconda fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200.0	NA	NA	91.0	NA	NA	NA	NA	11/5/15 0:00	0	16	Song	52	Captive herp feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Maryland:National Zoo	38.93	7.00	NA	NA	NA	NA	NA	NA	NA	-77.05	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	7	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Reptilia	carnivore	Boidae	NA	NA	NA	Squamata	Eunectes murinus	not determined	51876	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723991	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723991	SAMEA7723991	NA	NA	Paraguay horned frog	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723991	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:06Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.52.s012	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 52	2020-12-17T04:08:06Z	NA	NA	NA	NA	ERS5471368	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.52.s012	NA	749906	13114.song.52.s012	NA	2021-08-23T04:27:21.356Z	Webin-34	NA	NA	Dwarf budgetts frog fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	260.0	NA	NA	164.0	NA	NA	NA	NA	10/7/15 0:00	0	283	Song	52	Captive herp feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Georgia:Atlanta Zoo	33.73	7.00	NA	NA	NA	NA	NA	NA	NA	-84.37	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	12	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Amphibia http://purl.obolibrary.org/obo/NCBITaxon_65951	omnivore	Ceratophyridae	NA	NA	NA	Anura	Lepidobatrachus asper	not determined	1594397	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA7723992	PRJEB42019	https://www.ebi.ac.uk/biosamples/structureddata/SAMEA7723992	SAMEA7723992	NA	NA	Misson golden-eyed tree frog	NA	2020-12-17	2020-12-16	ERC000011	NA	NA	NA	NA	SAMEA7723992	NA	NA	NA	NA	UCSDMI	University of California San Diego Microbiome Initiative	2020-12-17T04:08:06Z	2020-12-16T00:40:03Z	public	NA	NA	qiita_sid_13114:13114.song.52.s015	gut metagenome http://purl.obolibrary.org/obo/NCBITaxon_749906	EMP500 Song Study 52	2020-12-17T04:08:06Z	NA	NA	NA	NA	ERS5471369	2020-12-16T00:40:03Z	qiita_sid_13114:13114.song.52.s015	NA	749906	13114.song.52.s015	NA	2021-08-23T04:27:21.746Z	Webin-34	NA	NA	Misson goldeneyed tree frog fecal sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	223.0	NA	NA	120.0	NA	NA	NA	NA	10/7/15 0:00	0	283	Song	52	Captive herp feces	NA	NA	Animal http://purl.obolibrary.org/obo/MONDO_0025082	Animal distal gut	urban biome	animal-associated habitat	host-associated	feces http://purl.obolibrary.org/obo/NCIT_C13234	host-associated	NA	NA	NA	NA	United States of America:State of Georgia:Atlanta Zoo	33.73	7.00	NA	NA	NA	NA	NA	NA	NA	-84.37	NA	UCSD Knight Lab Freezer I	NA	NA	NA	NA	stool	NA	NA	bulk http://purl.obolibrary.org/obo/ENVO_00005802	NA	15	NA	NA	UBERON:feces	UBERON:feces	UBERON:feces	Amphibia http://purl.obolibrary.org/obo/NCBITaxon_65951	insectivore	Hylidae	NA	NA	NA	Anura	Trachycephalus resinifictrix	not determined	318376	NA	-20C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
