#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	PSMA265L_taxonomic_profile	PSM7J1DL_taxonomic_profile	PSM7J19R_taxonomic_profile	PSM7J19P_taxonomic_profile	PSM7J17V_taxonomic_profile	PSM7J15M_taxonomic_profile	PSM7J154_taxonomic_profile	PSM6XBTR_taxonomic_profile	MSMB4LZZ_taxonomic_profile	MSMB4LZX_taxonomic_profile	MSMAPC7T_taxonomic_profile	MSMAPC6M_taxonomic_profile	MSMAPC5H_taxonomic_profile	MSMA26DI_taxonomic_profile	MSMA26BV_taxonomic_profile	MSMA26BR_taxonomic_profile	MSMA26BN_taxonomic_profile	MSMA26BJ_taxonomic_profile	MSMA26BH_taxonomic_profile	MSMA26BF_taxonomic_profile	MSMA26BB_taxonomic_profile	MSM9VZPT_taxonomic_profile	MSM9VZOO_taxonomic_profile	MSM9VZOI_taxonomic_profile	MSM9VZNL_taxonomic_profile	MSM9VZMW_taxonomic_profile	MSM9VZMS_taxonomic_profile	MSM9VZMI_taxonomic_profile	MSM9VZLJ_taxonomic_profile	MSM9VZL7_taxonomic_profile	MSM9VZKE_taxonomic_profile	MSM9VZJZ_taxonomic_profile	MSM9VZHR_taxonomic_profile	MSM9VZHP_taxonomic_profile	MSM9VZHN_taxonomic_profile	MSM9VZHB_taxonomic_profile	MSM9VZGO_taxonomic_profile	MSM79HCP_taxonomic_profile	MSM79HC8_taxonomic_profile	MSM79HBL_taxonomic_profile	MSM79HA7_taxonomic_profile	MSM79H9A_taxonomic_profile	MSM79H8H_taxonomic_profile	MSM79H83_taxonomic_profile	MSM79H6L_taxonomic_profile	MSM79H6D_taxonomic_profile	MSM79H5U_taxonomic_profile	MSM79H5S_taxonomic_profile	MSM79H5M_taxonomic_profile	MSM79H5E_taxonomic_profile	MSM79H58_taxonomic_profile	MSM6J2RU_taxonomic_profile	MSM6J2RM_taxonomic_profile	MSM6J2QH_taxonomic_profile	MSM6J2QF_taxonomic_profile	MSM6J2KA_taxonomic_profile	MSM6J2K6_taxonomic_profile	MSM6J2JZ_taxonomic_profile	MSM6J2JR_taxonomic_profile	HSMA33SG_taxonomic_profile	HSMA33SE_taxonomic_profile	HSMA33NY_taxonomic_profile	HSM7J4R2_taxonomic_profile	HSM7J4O5_taxonomic_profile	HSM7J4NY_taxonomic_profile	HSM7J4LN_taxonomic_profile	HSM7J4LD_taxonomic_profile	HSM7J4KO_taxonomic_profile	HSM7J4HY_taxonomic_profile	HSM7J4HW_taxonomic_profile	HSM7J4HC_taxonomic_profile	HSM7CZ2A_taxonomic_profile	HSM7CZ28_taxonomic_profile	HSM7CZ24_taxonomic_profile	HSM7CZ1E_taxonomic_profile	HSM7CZ1C_taxonomic_profile	HSM7CZ1A_taxonomic_profile	HSM7CYZJ_taxonomic_profile	HSM7CYXO_taxonomic_profile	HSM7CYXI_taxonomic_profile	HSM6XRVK_taxonomic_profile	HSM6XRVC_taxonomic_profile	HSM6XRUN_taxonomic_profile	HSM6XRUL_taxonomic_profile	HSM6XRTG_taxonomic_profile	HSM6XRRJ_taxonomic_profile	HSM67VIB_taxonomic_profile	HSM67VI9_taxonomic_profile	HSM67VI7_taxonomic_profile	HSM67VGK_taxonomic_profile	HSM67VFZ_taxonomic_profile	HSM67VFX_taxonomic_profile	HSM67VF3_taxonomic_profile	HSM5MD6W_taxonomic_profile	HSM5MD6Q_taxonomic_profile	HSM5MD5D_taxonomic_profile	CSMAHYLR_taxonomic_profile	CSM7KOOP_taxonomic_profile	CSM7KOON_taxonomic_profile	CSM67UH7_taxonomic_profile
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	2157|28890|183967|1235850|1577788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02006382844722676	0.10246643847549676	0	0	0.16891560082748322	0.001954522349088307	0	0	0	0	0	0	0	0	0	0.009441110580980176	0.015646699929738446	0.0012501111581362636	0	0	0	0	0	0.2864021049538464	0.30577821023592466	0	0	0	0.0035589587779550906	0.2530541970594464	0	0.3312038404668208	0.09825945210021858	0.12316509050482725	0	0	0	0	0	0	0	0	0	0	0	0	0.1086236723757425	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus	2157|28890|183967|1235850|1577788|1080709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02006382844722676	0.10246643847549676	0	0	0.16891560082748322	0.001954522349088307	0	0	0	0	0	0	0	0	0	0.009441110580980176	0.015646699929738446	0.0012501111581362636	0	0	0	0	0	0.2864021049538464	0.30577821023592466	0	0	0	0.0035589587779550906	0.2530541970594464	0	0.3312038404668208	0.09825945210021858	0.12316509050482725	0	0	0	0	0	0	0	0	0	0	0	0	0.1086236723757425	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis	2157|28890|183967|1235850|1577788|1080709|1406512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02006382844722676	0.10246643847549676	0	0	0.16891560082748322	0.001954522349088307	0	0	0	0	0	0	0	0	0	0.009441110580980176	0.015646699929738446	0.0012501111581362636	0	0	0	0	0	0.2864021049538464	0.30577821023592466	0	0	0	0.0035589587779550906	0.2530541970594464	0	0.3312038404668208	0.09825945210021858	0.12316509050482725	0	0	0	0	0	0	0	0	0	0	0	0	0.1086236723757425	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	2	56.580036444522044	73.9063611717597	56.20326579363822	75.29257369125555	73.302415781279	52.5401728690134	79.05016197568736	77.76156537342264	72.9133211912885	55.68186951018121	63.244140412475794	62.73952862617862	85.48624574605675	64.45050927501666	62.315120214355794	71.54696348338958	63.621100816464704	67.78266117475614	69.10795111062039	67.94133628089821	69.58995516546942	36.98652981445932	98.52416099544249	99.98934	35.81984442486468	58.74918290443792	71.90540603143528	45.2774725308179	33.66482298468603	70.47585092894451	72.93210512530963	72.59922540514106	81.03987352174279	65.9343617870714	81.70044769799205	34.296638300322485	38.17256656996544	86.9082292778312	54.251253011740815	52.589867012246415	63.25281049267155	44.07653325665584	67.55067683109772	96.73289336118187	58.58668063725501	59.54246754116298	67.72454868859012	79.0166463650969	35.247461500702705	52.70884237962938	42.14005719032494	63.91855531659251	68.24059390565293	74.30445500038705	72.83351288790897	58.900859845528814	72.2221184419837	67.52300405110888	81.55017906943749	67.26623296707064	62.73719471688619	66.06500559466875	57.975871378251504	71.63063899588597	66.95600261048797	78.3386458630007	82.01701824879457	78.0546707035567	77.02604411197346	64.13315938824837	65.73354399152679	72.71248178417294	73.00761367214332	73.95664394644166	60.51870396948351	54.10383725928491	60.7716236316362	68.14916966237807	77.53124407999782	71.39104830159576	55.94393142630751	60.84258069760868	68.17005375522858	73.52854149129546	74.1826090524333	61.34308457895936	71.27250702066895	75.68565370574512	73.55258668658509	74.08188814544124	62.83821217270995	56.42701319815872	81.19192172449789	75.7629627909084	59.69814145808849	55.705257042352216	45.163817192849905	41.408665229867225	41.61298298218319	55.75655433130886
k__Bacteria|p__Actinobacteria	2|201174	0.5121963681556684	0.14362223166508065	0.7288776727713766	0.005631884512105916	0.43504184447108013	0.6469299512279675	0.11672362476380015	0.4715850132071216	0.02152401241566837	0.2700682034982808	0.0007218231140777648	0.039997215895353384	0	0.18684225764771184	0.7764837869430017	0.1356101145864166	0.48109056501420094	0.08005523534926991	0.007922818313200351	0.06306314833592971	0.02932642746790045	1.2734148940059802	0.13501751022815436	0.16955	2.316383077396821	0.10737013051617113	0.007502089604135117	0.0018416313343409816	0.1143947555057401	0	0.025764505922810755	0.7812106372807542	0.1039600397684907	0	0.02461852623364695	0.060753164926602675	0.06949510744530109	0	0.5037066088381099	0	0.004966920634207824	0.3623746100602017	0.4124914530014151	0.01579130882645544	0	0.0562878600899029	0.002513345818813941	0.040741954423751066	0.08138140664571324	0.029035743540035824	1.389569640182725	0.14704463650582106	0.2500616060947953	0	0.008809060055059463	0.16066989312266447	0.04310427446017974	0.012811950031493814	1.1518345855852683	0.7424332352223415	7.703961945540152	0.2923297045697611	0.020291062182215533	0.9367326375472852	0.5259269500557342	0.1787075093392657	0.15305950101961396	0.18304859074857044	0.10888719118267362	1.2090086797988202	0.12357002594288645	0.8678867422874065	0.7962159337707222	0.4896379058106015	0.07582993607376284	1.1235441191872275	0.5229292791679981	0.07881278418165523	0.017382504922735513	0.012950336161909472	0.10153718965020993	0.006261367763313949	0.05017315956384824	0.021128202078843174	0.051640685575804986	0.018366119522940438	0.8490994315042102	0.3079649249286769	0.5639791689367284	0.5857037407991551	0.22798900494590854	1.1225174191795055	0.0050365393008203595	0.155916668206419	0.054098455789319794	0.7707968198928853	0	0	0	0.02161343587349695
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.5121963681556684	0.13641636145083408	0.609192818263824	0.005631884512105916	0.43504184447108013	0.6469299512279675	0.10605465362108066	0.4715850132071216	0.01809708631967781	0.10735464441562934	0	0.007217738633884615	0	0.14395937120143024	0.648532150606865	0.08240779254016813	0.3618026940552359	0.0633326465387151	0	0	0.02018726659509504	1.2607117428311925	0.12425867184745205	0.16272999999999999	1.8006678873351774	0.08302584291242245	0.007502089604135117	0	0.0606961998611916	0	0.016079095339363202	0.6776629638925432	0.027223149921279173	0	0.010348459314708928	0	0.02496587406278459	0	0.3764765702749754	0	0.003884954483316693	0.3187628248537581	0.2354005986210093	0.008716802472203402	0	0.006489252555357215	0.002513345818813941	0.016295198942988236	0	0	1.3184378076341532	0.021917672618059568	0.192670641606054	0	0.008809060055059463	0.010072090488640936	0.011651951517390634	0	0.9196942096450996	0.5805375499283224	7.154947694362381	0.2923297045697611	0.020291062182215533	0.919352699196282	0.18307941376757866	0.05860752683550001	0.07566688255089328	0.18304859074857044	0.05065738728102311	0.5467440788261988	0.07647724895459132	0.5197252534987933	0.529431285959035	0.3072904558661577	0.02778413699238988	0.8887135611860342	0.3849522207615959	0.07044527650744123	0.017382504922735513	0.012950336161909472	0.09887504000712058	0.006261367763313949	0.05017315956384824	0.0020304261050698874	0.051640685575804986	0.018366119522940438	0.8269035066000903	0.13498536338419645	0.3302364037054297	0.11023048945453558	0.15877197214071426	1.0350508217907912	0.0050365393008203595	0.155916668206419	0.054098455789319794	0.5301977544539921	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0.5121963681556684	0.13641636145083408	0.609192818263824	0.005631884512105916	0.43504184447108013	0.6469299512279675	0.10605465362108066	0.4715850132071216	0.01809708631967781	0.10735464441562934	0	0.007217738633884615	0	0.14395937120143024	0.648532150606865	0.08240779254016813	0.3618026940552359	0.0633326465387151	0	0	0.02018726659509504	1.2607117428311925	0.12425867184745205	0.15907000000000002	1.8006678873351774	0.08302584291242245	0.007502089604135117	0	0.0606961998611916	0	0.016079095339363202	0.6776629638925432	0.027223149921279173	0	0.010348459314708928	0	0.02496587406278459	0	0.3764765702749754	0	0.003884954483316693	0.3187628248537581	0.2354005986210093	0.008716802472203402	0	0.006489252555357215	0.002513345818813941	0.016295198942988236	0	0	1.3184378076341532	0.021917672618059568	0.192670641606054	0	0.008809060055059463	0.010072090488640936	0.011651951517390634	0	0.9196942096450996	0.5805375499283224	7.154947694362381	0.2923297045697611	0.008830593054329233	0.919352699196282	0.18307941376757866	0.04221480793370271	0.030922200796839824	0.18304859074857044	0.05065738728102311	0.5467440788261988	0.07647724895459132	0.5197252534987933	0.529431285959035	0.3072904558661577	0.02778413699238988	0.8887135611860342	0.3849522207615959	0.07044527650744123	0.017382504922735513	0	0.08291335119971327	0	0.05017315956384824	0.0020304261050698874	0.051640685575804986	0.003600839064784915	0.8269035066000903	0.1309815923031625	0.3302364037054297	0.10342403291863302	0.10697120431339724	1.0350508217907912	0	0.13937384599595976	0.054098455789319794	0.5185900766359395	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0.5121963681556684	0.13641636145083408	0.609192818263824	0.005631884512105916	0.43504184447108013	0.6469299512279675	0.10605465362108066	0.4715850132071216	0.01809708631967781	0.10735464441562934	0	0.007217738633884615	0	0.14395937120143024	0.648532150606865	0.08240779254016813	0.3618026940552359	0.0633326465387151	0	0	0.02018726659509504	1.2607117428311925	0.12425867184745205	0.15907000000000002	1.8006678873351774	0.08302584291242245	0.007502089604135117	0	0.0606961998611916	0	0.016079095339363202	0.6776629638925432	0.027223149921279173	0	0.010348459314708928	0	0.02496587406278459	0	0.3764765702749754	0	0.003884954483316693	0.3187628248537581	0.2354005986210093	0.008716802472203402	0	0.006489252555357215	0.002513345818813941	0.016295198942988236	0	0	1.3184378076341532	0.021917672618059568	0.192670641606054	0	0.008809060055059463	0.010072090488640936	0.011651951517390634	0	0.9196942096450996	0.5805375499283224	7.154947694362381	0.2923297045697611	0.008830593054329233	0.919352699196282	0.18307941376757866	0.04221480793370271	0.030922200796839824	0.18304859074857044	0.05065738728102311	0.5467440788261988	0.07647724895459132	0.5197252534987933	0.529431285959035	0.3072904558661577	0.02778413699238988	0.8887135611860342	0.3849522207615959	0.07044527650744123	0.017382504922735513	0	0.08291335119971327	0	0.05017315956384824	0.0020304261050698874	0.051640685575804986	0.003600839064784915	0.8269035066000903	0.1309815923031625	0.3302364037054297	0.10342403291863302	0.10697120431339724	1.0350508217907912	0	0.13937384599595976	0.054098455789319794	0.5185900766359395	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia	2|201174|1760|85004|31953|240233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015393686302035234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila	2|201174|1760|85004|31953|240233|218139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015393686302035234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
