#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reSRR16235409_taxonomic_profile	reSRR16235408_taxonomic_profile	reSRR16235407_taxonomic_profile	reSRR16235406_taxonomic_profile	reSRR16235405_taxonomic_profile	reSRR16235404_taxonomic_profile	reSRR16235403_taxonomic_profile	reSRR16235402_taxonomic_profile	reSRR16235401_taxonomic_profile	reSRR16235400_taxonomic_profile	reSRR16235399_taxonomic_profile	reSRR16235398_taxonomic_profile	reSRR16235397_taxonomic_profile	reSRR16235396_taxonomic_profile	reSRR16235395_taxonomic_profile	reSRR16235394_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia	2|201174|1760|85004|31953|240233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039242433817028013	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila	2|201174|1760|85004|31953|240233|218139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039242433817028013	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	0.009362503952519844	0.14040238041060096	10.029962800332092	10.67885120764694	7.628113327817798	1.6802830456061766	0.4365090847800245	1.1813799653257866	4.37967970942551	0	0.3526627112088709	1.1283861630194838	0.1419091721465825	0.5088977347165505	8.499163437313104	12.844309851930252
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	8.239316825265549	0	4.45700516340771	1.0006086645994314	0.10782139736802017	0.21041317624419614	0	0	0	0	0	0	6.009040102485187	10.417036126471144
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	2|201174|1760|85004|31953|1678|28025	0.001947903506900102	0.0005253975087328188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	2|201174|1760|85004|31953|1678|78344	0.00011893880860104309	0.01642540801339716	0.12059023224657085	0.6733136363630093	0.12620320222556505	0.035916238878389316	0.01854391157010895	0.1032736586815346	0.09132534497424964	0	0.0044481096754689885	0.023349830567391438	0.013552730713793443	0.050618206500510944	0.18895231882898986	0.201117989543324
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	2|201174|1760|85004|31953|1678|216816	0	0	0.8014114993244341	0.003327195427771637	0.5373686340390705	0.3468515217311171	0.014986097328571087	0	0	0	0	0	0	0	1.0927320847931292	0.9451739329375128
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	2|201174|1760|85004|31953|1678|28026	0	0	0	0	1.3924121763501252	0	0	0	2.404254748484909	0	0.2996675073681654	0.9469186135345092	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	2|201174|1760|85004|31953|1678|1694	0.0034492254494302497	0.0007678886666095043	0	1.1321389698525228	0	0	0	0	0	0	0	0.0007361117527609206	0.00012739073745530528	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	2|201174|1760|85004|31953|1678|78448	0.00384419205912428	0.11259672764074102	0.6559371699483049	7.941179450567452	0.8027764547386271	0.2591222790183994	0.2325914770069025	0.6355781269283218	1.742911858013107	0	0.04687064387617594	0.1481047702309596	0.12072943469998107	0.4253395690379551	0.9085577974329424	0.9946195881518112
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_saeculare	2|201174|1760|85004|31953|1678|78257	0	0.010083590648372177	0.21270707354723584	0.9288919554361842	0.3123476970566991	0.037784341378839605	0.06256116923733906	0.23211500347173405	0.1411834126449229	0	0.0016764502890606046	0.009276836933862779	0.007499615995352649	0.03294582455543105	0.29987583074125673	0.28636221482645685
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0	0.00020207596489723798	0.020978543858064257	0.011427701783331108	0	0	0.0043881386401994574	0	0	0	0	0.003177625268129439	0.001134188501214976	0	0.001309848804433232	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	2|201174|1760|85007|1653	0	0.00020207596489723798	0.02074762425589365	0.011427701783331108	0	0	0.0043881386401994574	0	0	0	0	0.003177625268129439	0.001134188501214976	0	0.00039772736976717576	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	2|201174|1760|85007|1653|1716	0	0.00020207596489723798	0.02074762425589365	0.011427701783331108	0	0	0.0043881386401994574	0	0	0	0	0.003177625268129439	0.001134188501214976	0	0.00039772736976717576	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_frankenforstense	2|201174|1760|85007|1653|1716|1230998	0	0	0	0	0	0	0.0043881386401994574	0	0	0	0	0	0	0	0.00039772736976717576	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mustelae	2|201174|1760|85007|1653|1716|571915	0	0.00020207596489723798	0	0	0	0	0	0	0	0	0	0.003177625268129439	0.001134188501214976	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pyruviciproducens	2|201174|1760|85007|1653|1716|598660	0	0	0.02074762425589365	0.011427701783331108	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales_unclassified	2|201174|1760|85007|	0	0	0.0002309196021706044	0	0	0	0	0	0	0	0	0	0	0	0.0009121214346660564	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales_unclassified|g__Lawsonella	2|201174|1760|85007||1847725	0	0	0.0002309196021706044	0	0	0	0	0	0	0	0	0	0	0	0.0009121214346660564	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales_unclassified|g__Lawsonella|s__Lawsonella_clevelandensis	2|201174|1760|85007||1847725|1528099	0	0	0.0002309196021706044	0	0	0	0	0	0	0	0	0	0	0	0.0009121214346660564	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	0	0	0	0	0	0	0	0	0	0	0	0.01176407167611086	0.0008711882690491844	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	0	0	0	0	0	0	0	0	0	0	0	0.01176407167611086	0.0008711882690491844	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria	2|201174|1760|85006|1268|57493	0	0	0	0	0	0	0	0	0	0	0	0.01176407167611086	0.0008711882690491844	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rhizophila	2|201174|1760|85006|1268|57493|72000	0	0	0	0	0	0	0	0	0	0	0	0.01176407167611086	0.0008711882690491844	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	2|201174|1760|85009	0	0	0	0	0	0	0	0	0	0	0	0	0.00015204700922084822	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	2|201174|1760|85009|31957	0	0	0	0	0	0	0	0	0	0	0	0	0.00015204700922084822	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	2|201174|1760|85009|31957|1912216	0	0	0	0	0	0	0	0	0	0	0	0	0.00015204700922084822	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	2|201174|1760|85009|31957|1912216|1747	0	0	0	0	0	0	0	0	0	0	0	0	0.00015204700922084822	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	5.427283310503412	2.6118891011535217	14.96651185562176	18.484993974511703	4.692535288054695	12.145121268856665	4.139378482629526	23.670256297941197	21.930936215832272	3.085380037245941	7.667868347647756	22.19835975692046	5.788014593796304	24.969275017552505	15.290437821561587	11.000330460680738
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	5.427065630042387	2.6118722614897805	14.96651185562176	18.48351961456833	4.692535288054695	12.145121268856665	4.139378482629526	23.670256297941197	21.930936215832272	3.085380037245941	7.667868347647756	22.198099145927248	5.787558452768643	24.969275017552505	15.290167366950142	11.000330460680738
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2|201174|84998|84999|1643824	0.0010906464335869233	0.0002930101491009952	0.009894402953875244	0.1643713625760596	0.020449055046675983	0.00012883465520346902	0.00608401332110223	0.007767062757738516	0.012579667588164471	0	0.0018917248045097997	0.00420178075023159	0.0014506106555394439	0	0.004247728309113436	0.00016861263500186986
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium	2|201174|84998|84999|1643824|1380	0.0002737836726288162	0.0001212455789383428	0	0	0	0	0	0	0	0	0	0.00021031764364597732	0.00046435978491772556	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_deltae	2|201174|84998|84999|1643824|1380|1393034	0.0002737836726288162	0.0001212455789383428	0	0	0	0	0	0	0	0	0	0.00021031764364597732	0.00046435978491772556	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella	2|201174|84998|84999|1643824|133925	0.0008191068894222778	0.0001717645701626523	0.009894402953875244	0.1643713625760596	0.020449055046675983	0.00012883465520346902	0.00608401332110223	0.007767062757738516	0.012579667588164471	0	0.0018917248045097997	0.003986890983897657	0.0009862508706217179	0	0.004247728309113436	0.00016861263500186986
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa	2|201174|84998|84999|1643824|133925|138595	0	0	0	0.0010167999609488874	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes	2|201174|84998|84999|1643824|133925|1299998	0.0008191068894222778	0.0001717645701626523	0.009894402953875244	0.1633545626151107	0.020449055046675983	0.00012883465520346902	0.00608401332110223	0.007767062757738516	0.012579667588164471	0	0.0018917248045097997	0.003986890983897657	0.0009862508706217179	0	0.004247728309113436	0.00016861263500186986
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	5.425972739480335	2.6115758834079315	14.956617452667885	18.319148251992267	4.672086233008018	12.144992434201464	4.133294469308424	23.662489235183454	21.91835654824411	3.085380037245941	7.665976622843247	22.193897365177016	5.786107842113102	24.969275017552505	15.285919638641028	11.000161848045735
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	2|201174|84998|84999|84107|102106	5.402537305929004	2.60070419649646	14.358882062449277	18.202476105362056	4.388895867564748	12.111488266367715	3.948559871278927	23.27641584950529	21.886275136913053	3.0817897037267183	7.653113970545156	22.172239220004172	5.766222558934192	24.962629545018892	15.07059004064908	10.83451047244609
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	2|201174|84998|84999|84107|102106|74426	1.8632011221484461	1.194531651297043	1.015694850156052	0.004615142044973561	1.24326769049407	11.170694669186917	0.8106331297406079	1.3359392124554603	10.149971059462393	1.1891319253174557	4.4696694181912235	13.770534001352296	2.5623085275256168	21.763828701544536	0.9336305308230652	1.5367566319864168
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	2|201174|84998|84999|84107|102106|147207	0.6878904539937574	0.435322147379875	1.0982887678628552	1.3248451580070248	0.19015878376217185	0.04888559416887185	0.2895919889077503	1.8429764270552016	4.934940587866273	0.7516273464156008	1.0304303047176728	0.5814688470861837	1.360709779303647	0.24229287280760214	1.5499647721090717	0.8304541113981156
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	2|201174|84998|84999|84107|102106|147206	2.8514457297867994	0.970850397819542	12.244898444430365	16.87301580531006	2.955475202699143	0.8919080030119266	2.848339784899652	20.097500209994624	6.801359144276062	1.1410304319936615	2.1530142476362597	7.820236371565684	1.8432042521049288	2.9565079706667494	12.586994737716944	8.467304998206398
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	2|201174|84998|84999|84107|1472762	0.023435433551333828	0.010875054844219693	0.5977353902186094	0.1166721466302129	0.2831903654432711	0.03350416783374658	0.18473459802949785	0.3860733856781698	0.032081411331059864	0.003585845602324276	0.01286265229808939	0.0216581451728477	0.019885283178910397	0.00664547253361285	0.21533490102354585	0.1656513755996495
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis	2|201174|84998|84999|84107|1472762|1232426	0.01998171984497524	0.009894986414468088	0.18436420237646992	0.114649844485659	0.10489435736442657	0.024908033339337343	0.08574483290178735	0.15504082269315134	0.027175558237091745	0.0032716914193922364	0.011105474065735338	0.01731920074197743	0.017189530799211032	0.0040177834823696395	0.12079245371408973	0.10040355499876967
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	2|201174|84998|84999|84107|1472762|1472761	0.003453713706358591	0.000976700497003317	0.41336616785078795	0.0020166532558819603	0.1782960080788445	0.008596134494409238	0.09898976512771047	0.2310325629850185	0.004910198402288722	0.00031415418293203923	0.0017571782323540527	0.004338944430870271	0.0026957523796993627	0.0026276890512432092	0.09454244730945613	0.06524782060087983
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.0002199245894887212	1.68396637414365e-05	0	0.0014743599433758867	0	0	0	0	0	0	0	0.0002606109932134936	0.0004520316490349542	0	0.0002704546114416795	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.0002199245894887212	1.68396637414365e-05	0	0.0014743599433758867	0	0	0	0	0	0	0	0.0002606109932134936	0.0004520316490349542	0	0.0002704546114416795	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	2|201174|84998|1643822|1643826|447020	0	1.68396637414365e-05	0	0	0	0	0	0	0	0	0	0	0.0002136876886347056	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	2|201174|84998|1643822|1643826|447020|446660	0	1.68396637414365e-05	0	0	0	0	0	0	0	0	0	0	0.0002136876886347056	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter	2|201174|84998|1643822|1643826|553372	0.0002199245894887212	0	0	0	0	0	0	0	0	0	0	0	0.00023834396040024858	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	2|201174|84998|1643822|1643826|553372|394340	0.0002199245894887212	0	0	0	0	0	0	0	0	0	0	0	0.00023834396040024858	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia	2|201174|84998|1643822|1643826|84108	0	0	0	0.0014743599433758867	0	0	0	0	0	0	0	0.0002606109932134936	0	0	0.0002704546114416795	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	2|201174|84998|1643822|1643826|84108|572010	0	0	0	0.0014743599433758867	0	0	0	0	0	0	0	0.0002606109932134936	0	0	0.0002704546114416795	0
k__Bacteria|p__Bacteroidetes	2|976	7.364156926002115	23.60826554432445	18.957199160446574	12.830213511688614	39.3480078175169	49.62632186148336	39.30561457677394	7.203296825386009	6.926986353133205	35.424232111594094	11.095754421362805	9.108655972909009	23.912379718240643	9.177204011466909	22.81693511246687	20.34433685457936
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	7.364156926002115	23.60826554432445	18.957199160446574	12.830213511688614	39.3480078175169	49.62632186148336	39.30561457677394	7.203296825386009	6.926986353133205	35.424232111594094	11.095754421362805	9.108655972909009	23.912379718240643	9.177204011466909	22.81693511246687	20.34433685457936
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	7.364156926002115	23.60826554432445	18.957199160446574	12.830213511688614	39.3480078175169	49.62632186148336	39.30561457677394	7.203296825386009	6.926986353133205	35.424232111594094	11.095754421362805	9.108655972909009	23.912379718240643	9.177204011466909	22.81693511246687	20.34433685457936
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	2.9428266408478274	2.169494295002244	4.562524559660857	12.830213511688614	2.125313280491758	1.4245104676230675	2.3475988175467988	6.844107726898304	1.6722484541033555	2.617833342621985	1.8220485166532243	0.6922056585884787	1.6069026528825932	0.15623605637938706	7.7149776399221555	2.8314171349792114
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	2|976|200643|171549|815|816	2.9428266408478274	2.169494295002244	4.562524559660857	12.830213511688614	2.125313280491758	1.4245104676230675	2.3475988175467988	6.844107726898304	1.6722484541033555	2.617833342621985	1.8220485166532243	0.6922056585884787	1.6069026528825932	0.15623605637938706	7.7149776399221555	2.8314171349792114
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	2|976|200643|171549|815|816|310298	0.28876771838408344	0.3806471271441789	0.4696653708582517	0	0.21605123783689767	0.2736376501713235	0.5172669390207595	0.10202774759070282	0.15809100732041442	0.6158723481368686	0.33113525966395146	0.039576293986947376	0.15593448140254884	0.02477535391172169	0.6715388002096901	0.3368195458507664
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	2|976|200643|171549|815|816|387090	0.012870076742018531	0	0.2520638057432693	0	0.05613033234687027	0.4440572690821345	0.07592184365216655	0.25630865288093546	0	0.02092266858327381	0.0019670708849170173	0.001906575160877664	0.020049658324014008	0	0.4079250995280061	0.3419306163492606
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	2|976|200643|171549|815|816|338188	0.18844619952179986	0	0.007309107407834783	0	0.047369771264373854	0	0.01594222845430262	0	0	0.05225281645539618	0.044039783998019034	0	0.09262950364451727	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	2|976|200643|171549|815|816|817	0	0	0.021661262681873003	0.005880493107487733	0.00015104415659476577	0.0006155433526387964	0	0.4282753102867695	0	0	0	0.0001783127848302851	0	0.01454027044203553	0.007853789795002498	0.016176274670491892
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	2|976|200643|171549|815|816|28116	0	0	0	0.3655621815158128	0.014645473799054018	0	0.01242970463450993	0.16941298148207248	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	2|976|200643|171549|815|816|310297	0.6910344779720603	1.174017572927225	3.4923477433665964	0	1.4085216165900205	0.6872899406254394	1.4881577099721381	0.7100677049120939	0.5986357460970869	1.4387229357400615	0.8124002754707282	0.35615464102371075	0.6309416663443614	0.10780563562912993	5.260808859321193	1.9246921519669689
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	2|976|200643|171549|815|816|46506	1.284058889399933	0.2482301152797672	0.28077815627404884	7.150600534263675	0.07319251265144054	0.018630922638590543	0.16030796390159854	4.0157835157237205	0.8848307880173897	0.32093991328337124	0.4810685778114294	0.23722915778728645	0.5369067552092083	0.00912066177384641	1.2881275870123474	0.2055282637775917
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	2|976|200643|171549|815|816|820	0.054052078188013664	0.008699370288826095	0	1.5849256413517343	0.016521906975212074	0	0.003593040125117446	0.04785270576169845	0.02681489764648116	0.005627847791382532	0.011719006434765542	0.01205211540545209	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	2|976|200643|171549|815|816|821	0.4235972006399187	0.3344491936359221	0.038699113328982376	3.7232503103385737	0.2927293848712943	0.0002862992337854867	0.07397938778620669	1.1143746901358762	0.003876015021983665	0.16029492788262348	0.13972123332085676	0.045103990316686216	0.17044058795794328	0	0.07871820102431941	0.006270282364132036
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	2|976|200643|171549|815|816|371601	0	0.023454283659072758	0	0	0	0	0	0	0	0.0032043726659068	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012196972672860057	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	2|976|200643|171549|1853231|574697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012196972672860057	0
