Taxonomy	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	7.80580922163791	4.55887229655104	6.87987097985022	14.2057863251522	11.7364476886248	24.8503260980795	62.790690104524	66.3135151971586	11.0985319899463	27.8167586261601	44.2550667339792	21.9151938287343	44.835425742362	20.4122304898787	37.6316010956774	44.8364308093725	22.8242932618445	34.81518972822	0	0	20.3573580645305	79.2528891033511	0	12.210487057494	6.20750201904004	57.0976954690148	31.4185495167311	23.472464587231	17.9847624635999	18.4838774923629	16.9139274334619	17.3667870462512	63.4154336191846	43.515186024426	27.5113384315062	23.0783433913766	9.81753153527354	51.3761455465578	33.5171731817219	9.83526075190713	18.4434825881054	29.5104484109336	45.4454404401186	34.9525531217057	22.5499028867074	51.8560332843053	24.0095996977809	23.3720565836657	20.3332411648349	4.68513233384773	11.1184889221579	2.8511662642574	38.5743060953882	25.9825492639979	10.1127754686479	18.948229312471	47.5614145779714	8.30099357019946	8.0648235334494	18.1524366932291	32.5519572637412	0	26.7897408660788	4.23093920552329	7.56908486754597	39.8624107273475	10.6076937483304	30.0151500563722	14.6664223258807	22.010448212014	16.1816822444485	0	65.0645139549377	23.1349562820264	0	1.92301033591639	60.5310558815483	61.2953412362748	3.93038317261976	9.46197439712427	10.3570471836685	14.0521748176715	2.65267626330938	0	16.0455421279202	9.7247071270931	10.557553689792	40.5290276202554	3.49073035735008	49.476930881209	0	19.2723049974342	34.4903385910717	17.7604944527495	0	0	52.2411910003153	16.3884248539873	11.7930822065962	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	3.05422724898895	3.01309774990834	14.2057863251522	3.25351156297169	11.8894731648413	44.8193316735788	42.3233322106575	0	12.5250935042608	0	21.9151938287343	29.715723157046	20.4122304898787	37.6316010956774	0	9.55067319595714	8.61822110569087	0	0	20.3573580645305	54.4125345916177	0	0	6.20750201904004	0	31.4185495167311	11.3752793775499	17.9847624635999	0	6.58385496438218	0	26.5946599859549	31.717031887728	13.5002036858567	8.68922139736649	3.7347174934057	23.1363193593364	3.66920954126752	2.31608622401027	6.44409144016103	29.5104484109336	0	0.988308737653865	3.05017237937255	39.7770351003228	24.0095996977809	10.0652562109658	3.02430514646782	4.68513233384773	0	0	19.7531317739608	25.9825492639979	1.0685596139898	2.97131140324964	6.40753715919349	0	8.0648235334494	0	4.68294410106164	0	4.9845349121381	0	0	9.00215459536183	0	6.74834073544886	10.6268780700741	6.97878780477873	5.99325695177376	0	7.38169015121317	8.02853506767928	0	1.92301033591639	10.521431062166	21.4372648324697	3.93038317261976	9.46197439712427	0	0	2.65267626330938	0	5.85422188997211	3.64724800608776	0	13.4712276036831	3.49073035735008	13.5293128467251	0	6.89308793081378	17.6193105186033	3.73642564030171	0	0	1.93989585179821	0	11.7930822065962	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae	0	0	0	3.37796483465763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11877326235222	0	0	0	0	0	0	0	0	0	0	7.67535590301245	0	0	0	0	0	0	0	0	22.9947249405837	0	0	0	0	0	0	1.8214964677822	0	0	0	0	0	0	0	0	0	2.1901008927782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38896792692771	0	0	0	0	0	0	3.64177459314096	0	0	0	0	0	0	0	0	0	9.59697144690639	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii	0	0	0	0	3.25351156297169	0	0	0	0	6.57490058546665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43192883328727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99272222428547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus	0	0	0	0	0	0	9.01893005648394	0	0	0	0	0	0	0	12.9966942228016	0	0	0	0	0	0	11.8044569765962	0	0	0	0	0	0	0	0	0	0	0	7.4038022874345	3.45162454675478	0	3.7347174934057	3.8850761497363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85547429348148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris	0	0	0	0	0	7.06482140740906	35.8004016170948	34.4377025614385	0	2.28079590783402	0	18.3071008425099	22.9695904503693	16.131776377166	24.6349068728758	0	4.84475275304563	2.67969684878154	0	0	20.3573580645305	31.9733679300087	0	0	0	0	25.4544461577702	9.56451635213334	10.4403219026523	0	6.58385496438218	0	15.8821784860224	24.3132296002935	10.0485791391019	0	0	19.2512432096001	3.66920954126752	0	0	0	0	0	0	19.5826468097997	8.78284295119416	7.69183844330327	0	0	0	0	8.39680296231373	9.26764122347691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97087991287098	0	0	0	0	10.3966312438916	0	0	0	0	0	11.7930822065962	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40753715919349	0	0	0	0	0	4.9845349121381	0	0	2.36085563870242	0	2.39607639209229	0	0	0	0	0	0	0	0	10.521431062166	15.8638934783021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis	0	3.05422724898895	3.01309774990834	10.8278214904946	0	4.82465175743224	0	7.88562964921908	0	3.66939701096015	0	3.60809298622437	6.74613270667669	4.28045411271269	0	0	4.70592044291151	5.93852425690933	0	0	0	6.51593642266065	0	0	6.20750201904004	0	5.96410335896097	1.81076302541655	7.54444056094755	0	0	0	3.03712559692007	0	0	8.68922139736649	0	0	0	2.31608622401027	6.44409144016103	6.51572347034995	0	0.988308737653865	3.05017237937255	15.6411411137957	9.39359096876416	2.3734177676625	1.20280867868561	4.68513233384773	0	0	11.3563288116471	16.714908040521	1.0685596139898	2.97131140324964	0	0	5.8747226406712	0	4.68294410106164	0	0	0	0	0	0	0	2.1949492367868	6.97878780477873	5.99325695177376	0	0	8.02853506767928	0	1.92301033591639	0	0	3.93038317261976	5.82019980398331	0	0	2.65267626330938	0	5.85422188997211	3.64724800608776	0	10.5003476908121	3.49073035735008	3.93234139981868	0	6.89308793081378	7.22267927471177	3.73642564030171	0	0	1.93989585179821	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55324717672745	3.9776914843411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64129895665941	0	4.35226434335657	0	0	0	0	0	0	0	0	0	5.57337135416764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85474830303933	11.057785835183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13372366857552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Paraprevotella|s__Paraprevotella clara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85474830303933	11.057785835183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13372366857552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola	7.80580922163791	1.50464504756209	3.86677322994189	0	8.48293612565316	12.9608529332382	17.9713584309453	23.9901829865011	11.0985319899463	15.2916651218992	0	0	15.119702585316	0	0	0	11.418871762848	15.1391827873461	0	0	0	24.8403545117333	0	12.210487057494	0	0	0	12.0971852096811	0	0	10.3300724690797	17.3667870462512	36.8207736332297	11.798154136698	14.0111347456495	14.3891219940101	6.08281404186784	28.2398261872214	16.4530938227019	0	9.21394735616677	0	0	2.96296598224994	4.05839617887416	12.0789981839825	0	4.11740985597522	0	0	0	0	18.8211743214274	0	0	0	41.153877418778	8.30099357019946	0	0	22.8376112061596	0	21.8052059539407	0	0	30.8602561319856	10.6076937483304	23.2668093209233	4.03954425580664	15.0316604072353	10.1884252926747	0	57.6828238037246	15.1064212143471	0	0	50.0096248193824	39.8580764038051	0	0	10.3570471836685	14.0521748176715	0	0	10.1913202379481	6.07745912100534	10.557553689792	27.0578000165723	0	35.9476180344839	0	12.3792170666204	16.8710280724684	14.0240688124478	0	0	0	5.33605541500839	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.153877418778	8.30099357019946	0	0	0	0	21.8052059539407	0	0	30.8602561319856	10.6076937483304	23.2668093209233	4.03954425580664	0	10.1884252926747	0	0	15.1064212143471	0	0	50.0096248193824	39.8580764038051	0	0	10.3570471836685	14.0521748176715	0	0	0	0	0	0	0	0	0	12.3792170666204	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis	0	1.50464504756209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.2398261872214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola mediterraneensis	0	0	0	0	0	12.9608529332382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.557553689792	8.3000111791824	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6800860772796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
