Taxa	reSRR9320187	reSRR9320188	reSRR9320191	reSRR9320192	reSRR9320193	reSRR9320194	reSRR9320195	reSRR9320196	reSRR9320197	reSRR9320198	reSRR9320199
k__archaea|p__candidatus_thermoplasmatota	0.00212662666789842	0.00143045136414059	0.000628588708346738	0.00156945946519509	0.000891815676388419	0.00054976802538169	0.00337531705225345	0.00422265545135124	0.00510834476082071	0.00476476299486595	0.00546655227114715
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata	0.00169882130321914	0.00115884667474681	0.000482666329623388	0.00121462515132489	0.000708206566543745	0.000412326019036268	0.00292443200282633	0.00369841421334335	0.00446824803288332	0.00423170000920969	0.00492759641342842
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales	0.00135781702702552	0.00102002650016776	0.000336743950900038	0.00121462515132489	0.000577057202368977	0.000412326019036268	0.00146221600141317	0.00216877882025183	0.00203836627925693	0.00195183062440292	0.00236755608926444
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__candidatus_methanomethylophilaceae	0.000527006608662873	0.000319889967508233	0.000213271168903357	0.000279773209013037	0.000148635946064737	0	0.000383462985961378	0.00066786897444841	0.000540664226510221	0.000541263954666355	0.000725023951454963
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__candidatus_methanomethylophilaceae|g__candidatus_methanomethylophilus	0.000527006608662873	0.000319889967508233	0.000213271168903357	0.000279773209013037	0.000148635946064737	0	0.000383462985961378	0.00066786897444841	0.000540664226510221	0.000541263954666355	0.000725023951454963
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__candidatus_methanomethylophilaceae|g__candidatus_methanomethylophilus|s__candidatus_methanomethylophilus_alvus	0.000527006608662873	0.000319889967508233	0.000213271168903357	0.000279773209013037	0.000148635946064737	0	0.000383462985961378	0.00066786897444841	0.000540664226510221	0.000541263954666355	0.000725023951454963
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae	0.000824610340613671	0.000694100872895222	0.000123472781996681	0.00092802820550666	0.000419677965359256	0.000412326019036268	0.00107453913648518	0.00149372845898139	0.00149148752140751	0.00140236570072647	0.00163611599664615
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__candidatus_methanoplasma	0.000396804975934398	0.000337996946801152	0	0.000313891893039017	0.000183609109844675	0	0.000471954444260157	0.000574510945762073	0.000652525790615784	0.000606871706747126	0.000680110963311735
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__candidatus_methanoplasma|s__candidatus_methanoplasma_termitum	0.000396804975934398	0.000337996946801152	0	0.000313891893039017	0.000183609109844675	0	0.000471954444260157	0.000574510945762073	0.000652525790615784	0.000606871706747126	0.000680110963311735
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__methanomassiliicoccus	0.000427805364679273	0.00035610392609407	0.000123472781996681	0.000614136312467643	0.000236068855514582	0.000412326019036268	0.000602584692225023	0.000919217513219317	0.000838961730791723	0.000795493993979341	0.00095600503333442
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__methanomassiliicoccus|s__candidatus_methanomassiliicoccus_intestinalis	0.000427805364679273	0.00035610392609407	0.000123472781996681	0.000614136312467643	0.000236068855514582	0.000412326019036268	0.000602584692225023	0.000919217513219317	0.000838961730791723	0.000795493993979341	0.00095600503333442
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales	0.000341004276193623	0.000138820174579044	0.00014592237872335	0	0.000131149364174768	0	0.00146221600141317	0.00152963539309152	0.0024298817536264	0.00227986938480677	0.00256004032416398
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae	0.000124001554979499	0.000138820174579044	0.00014592237872335	0	0.000131149364174768	0	0.000653151239824325	0.000588873719406125	0.00103782673364606	0.000852900777050015	0.000859762915884646
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae|g__cuniculiplasma	0.000124001554979499	0.000138820174579044	0.00014592237872335	0	0.000131149364174768	0	0.000653151239824325	0.000588873719406125	0.00103782673364606	0.000852900777050015	0.000859762915884646
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae|g__cuniculiplasma|s__cuniculiplasma_divulgatum	0.000124001554979499	0.000138820174579044	0.00014592237872335	0	0.000131149364174768	0	0.000653151239824325	0.000588873719406125	0.00103782673364606	0.000852900777050015	0.000859762915884646
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae	0	0	0	0	0	0	0.000379249106994769	0.000438064596143581	0.000472304381779044	0.000631474613777415	0.000641614116331825
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma	0	0	0	0	0	0	0.000379249106994769	0.000438064596143581	0.000472304381779044	0.000631474613777415	0.000641614116331825
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma|s__ferroplasma_acidarmanus	0	0	0	0	0	0	0.000164341279697733	0.000229804378304829	0.000254795784907116	0.000303435853373563	0.000372136187472459
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma|s__ferroplasma_acidiphilum	0	0	0	0	0	0	0.000210693948330427	0.000208260217838752	0.00021129406553273	0.000328038760403852	0.000269477928859367
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae	0	0	0	0	0	0	4.6352668632694e-05	9.33580286863369e-05	0.000149148752140751	0	0.000153987387919638
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus	0	0	0	0	0	0	4.6352668632694e-05	9.33580286863369e-05	0.000149148752140751	0	0.000153987387919638
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus|s__picrophilus_torridus	0	0	0	0	0	0	4.6352668632694e-05	9.33580286863369e-05	0.000149148752140751	0	0.000153987387919638
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae	0.000210802643465149	0	0	0	0	0	0.000379249106994769	0.000402157662033451	0.000764387354721347	0.000787293024969244	0.000898259762864556
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma	0.000210802643465149	0	0	0	0	0	0.000379249106994769	0.000402157662033451	0.000764387354721347	0.000787293024969244	0.000898259762864556
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_acidophilum	0.000124001554979499	0	0	0	0	0	0.000265474374896339	0.000244167151948881	0.000441231725083054	0.0004428523265452	0.000494042869575506
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_volcanium	8.06010107366746e-05	0	0	0	0	0	0.000109560853131822	0.000150809123262544	0.000316941098299095	0.000336239729413948	0.00040421689328905
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum	0.000427805364679273	0.000271604689393783	0.00014592237872335	0.000354834313870194	0.000183609109844675	0.000137442006345423	0.000450885049427115	0.000524241238007892	0.000640096727937388	0.000533062985656259	0.000538955857718733
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum|s__aciduliprofundum_boonei	0.000427805364679273	0.000271604689393783	0.00014592237872335	0.000354834313870194	0.000183609109844675	0.000137442006345423	0.000450885049427115	0.000524241238007892	0.000640096727937388	0.000533062985656259	0.000538955857718733
k__archaea|p__crenarchaeota	0.00249243125508794	0.00206419563939275	0.000651038305073407	0.00232007051376665	0.000533340747644055	0.000206163009518134	0.00320676189358911	0.00324598684355571	0.00383436583628513	0.00352641667434141	0.00508158380134806
k__archaea|p__crenarchaeota|c__thermoprotei	0.00249243125508794	0.00206419563939275	0.000651038305073407	0.00232007051376665	0.000533340747644055	0.000206163009518134	0.00320676189358911	0.00324598684355571	0.00383436583628513	0.00352641667434141	0.00508158380134806
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales	0.000334804198444648	0.000156927153871963	0	0.000245654524987057	0	0	0.000311827043529033	7.89952550422851e-05	0.000279653910263908	0.000131215504161541	0.000352887763982504
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae	0.000248003109958999	0.000156927153871963	0	0.000245654524987057	0	0	0.00017276903763095	7.89952550422851e-05	0.000111861564105563	0	0.000173235811409593
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus	0.000248003109958999	0.000156927153871963	0	0.000245654524987057	0	0	0.00017276903763095	7.89952550422851e-05	0.000111861564105563	0	0.000173235811409593
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus|s__acidilobus_saccharovorans	0.000248003109958999	0.000156927153871963	0	0.000245654524987057	0	0	0.000105346974165214	7.89952550422851e-05	0.000111861564105563	0	7.69936939598191e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus|s__acidilobus_sp._7a	0	0	0	0	0	0	6.74220634657368e-05	0	0	0	8.98259762864556e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae	8.06010107366746e-05	0	0	0	0	0	0.000134844126931474	0	0.000167792346158344	0.000131215504161541	0.000173235811409593
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae|g__caldisphaera	8.06010107366746e-05	0	0	0	0	0	0.000134844126931474	0	0.000167792346158344	0.000131215504161541	0.000173235811409593
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae|g__caldisphaera|s__caldisphaera_lagunensis	8.06010107366746e-05	0	0	0	0	0	0.000134844126931474	0	0.000167792346158344	0.000131215504161541	0.000173235811409593
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales	0.000725409096630072	0.000543209378787565	0	0.000586841365246859	0	0	0.000889128461954404	0.00108438941012591	0.00128640798721397	0.00124654728953464	0.00164253213780947
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae	0.000458805753424148	0.000325925627272539	0	0.000204712104155881	0	0	0.000606798571191631	0.000660687587626384	0.0009073215755229	0.000836498839029822	0.00121265067986715
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__aeropyrum	0.000142601788226424	7.84635769359816e-05	0	9.55323152727444e-05	0	0	0.000206480069363819	0.000107720802330389	0.000236152190889522	8.2009690100963e-05	0.000218148799552821
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__aeropyrum|s__aeropyrum_camini	6.82008552387247e-05	0	0	0	0	0	6.32081844991282e-05	0	8.07889074095733e-05	8.2009690100963e-05	7.05775527965008e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__aeropyrum|s__aeropyrum_pernix	7.44009329876997e-05	7.84635769359816e-05	0	9.55323152727444e-05	0	0	0.000143271884864691	0.000107720802330389	0.000149148752140751	0	0.000141155105593002
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__desulfurococcus	0	0	0	0	0	0	0	0	6.21453133919794e-05	9.84116281211555e-05	0.000205316517226184
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__desulfurococcus|s__desulfurococcus_amylolyticus	0	0	0	0	0	0	0	0	6.21453133919794e-05	9.84116281211555e-05	9.62421174497738e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__desulfurococcus|s__desulfurococcus_mucosus	0	0	0	0	0	0	0	0	0	0	0.00010907439977641
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__ignicoccus	0.000173602176971299	0.000126748855050432	0	0.000109179788883136	0	0	0.000143271884864691	0.000165171896906596	0.000149148752140751	0.000196823256242311	0.000186068093736229
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__ignicoccus|s__ignicoccus_hospitalis	0.000173602176971299	0.000126748855050432	0	0.000109179788883136	0	0	0.000143271884864691	0.000165171896906596	0.000149148752140751	0.000196823256242311	0.000186068093736229
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus	0	0	0	0	0	0	0	0	0.000149148752140751	0	0.000198900376062866
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus|s__staphylothermus_hellenicus	0	0	0	0	0	0	0	0	0.000149148752140751	0	0.000198900376062866
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermogladius	0	0	0	0	0	0	0.000185410674530776	0.000244167151948881	0.000174006877497542	0.000303435853373563	0.00029514249351264
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermogladius|s__thermogladius_calderae	0	0	0	0	0	0	0.000185410674530776	0.000244167151948881	0.000174006877497542	0.000303435853373563	0.00029514249351264
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermosphaera	0.000136401710477449	0.000114677535521819	0	0	0	0	6.74220634657368e-05	0.000129264962796466	0.000124290626783959	0.000139416473171637	8.34098351231373e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermosphaera|s__thermosphaera_aggregans	0.000136401710477449	0.000114677535521819	0	0	0	0	6.74220634657368e-05	0.000129264962796466	0.000124290626783959	0.000139416473171637	8.34098351231373e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae	0.000260403265456949	0.00021124809175072	0	0.000382129261090978	0	0	0.000282329890762773	0.000423701822499529	0.000379086411691075	0.000401847481494718	0.000429881457942323
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__hyperthermus	8.06010107366746e-05	0.000126748855050432	0	0.000116003525688333	0	0	6.74220634657368e-05	0.000100539415508363	0.000130505158123157	0.000172220349212022	0.000128322823266365
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__hyperthermus|s__hyperthermus_butylicus	8.06010107366746e-05	0.000126748855050432	0	0.000116003525688333	0	0	6.74220634657368e-05	0.000100539415508363	0.000130505158123157	0.000172220349212022	0.000128322823266365
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__pyrodictium	8.06010107366746e-05	8.44992367002879e-05	0	0.000122827262493529	0	0	7.16359424323453e-05	0.000114902189152415	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__pyrodictium|s__pyrodictium_delaneyi	8.06010107366746e-05	8.44992367002879e-05	0	0.000122827262493529	0	0	7.16359424323453e-05	0.000114902189152415	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__pyrolobus	9.30011662346246e-05	0	0	0.000136474736103921	0	0	0.000139058005898082	0.000201078831016726	0.00024236672222872	0.0002214261632726	0.000301558634675958
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__pyrolobus|s__pyrolobus_fumarii	9.30011662346246e-05	0	0	0.000136474736103921	0	0	0.000139058005898082	0.000201078831016726	0.00024236672222872	0.0002214261632726	0.000301558634675958
k__archaea|p__crenarchaeota|c__thermoprotei|o__fervidicoccales	0.000136401710477449	0.000150891494107657	0	0.000197888367350685	0	0	0	0	0	0	0.000128322823266365
k__archaea|p__crenarchaeota|c__thermoprotei|o__fervidicoccales|f__fervidicoccaceae	0.000136401710477449	0.000150891494107657	0	0.000197888367350685	0	0	0	0	0	0	0.000128322823266365
k__archaea|p__crenarchaeota|c__thermoprotei|o__fervidicoccales|f__fervidicoccaceae|g__fervidicoccus	0.000136401710477449	0.000150891494107657	0	0.000197888367350685	0	0	0	0	0	0	0.000128322823266365
k__archaea|p__crenarchaeota|c__thermoprotei|o__fervidicoccales|f__fervidicoccaceae|g__fervidicoccus|s__fervidicoccus_fontis	0.000136401710477449	0.000150891494107657	0	0.000197888367350685	0	0	0	0	0	0	0.000128322823266365
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales	0	0	0	0	0	0	0.000792209245722407	0.000646324813982332	0.000584165945884607	0.000713484303878378	0.00101375030380428
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae	0	0	0	0	0	0	0.000792209245722407	0.000646324813982332	0.000584165945884607	0.000713484303878378	0.00101375030380428
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus	0	0	0	0	0	0	0.000223335585230253	0.000287255472881037	0.000348013754995085	0.000352641667434141	0.000500459010738824
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_brierleyi	0	0	0	0	0	0	8.84914582987795e-05	0.000201078831016726	0.000348013754995085	0.000229627132282696	0.000397800752125732
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_manzaensis	0	0	0	0	0	0	6.74220634657368e-05	7.89952550422851e-05	0	0.000123014535151444	9.62421174497738e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_sp._hs-5	0	0	0	0	0	0	6.32081844991282e-05	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__metallosphaera	0	0	0	0	0	0	0.000130630247964865	0	0.000105647032766365	0	0.000288726352349321
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__metallosphaera|s__metallosphaera_cuprina	0	0	0	0	0	0	6.74220634657368e-05	0	0	0	0.000166819670246275
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__metallosphaera|s__metallosphaera_hakonensis	0	0	0	0	0	0	5.89943055325197e-05	0	0.000105647032766365	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__metallosphaera|s__metallosphaera_tengchongensis	0	0	0	0	0	0	0	0	0	0	0.000115490540939729
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus	0	0	0	0	0	0	0.000122202490031648	8.6176641864311e-05	0	9.84116281211555e-05	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus|s__saccharolobus_caldissimus	0	0	0	0	0	0	5.89943055325197e-05	8.6176641864311e-05	0	9.84116281211555e-05	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus|s__saccharolobus_solfataricus	0	0	0	0	0	0	6.32081844991282e-05	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__stygiolobus	0	0	0	0	0	0	0	8.6176641864311e-05	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__stygiolobus|s__stygiolobus_azoricus	0	0	0	0	0	0	0	8.6176641864311e-05	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfodiicoccus	0	0	0	0	0	0	4.6352668632694e-05	0	0.000124290626783959	0.000106612597131252	0.000128322823266365
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfodiicoccus|s__sulfodiicoccus_acidiphilus	0	0	0	0	0	0	4.6352668632694e-05	0	0.000124290626783959	0.000106612597131252	0.000128322823266365
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfolobus	0	0	0	0	0	0	9.27053372653881e-05	9.33580286863369e-05	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfolobus|s__sulfolobus_islandicus	0	0	0	0	0	0	9.27053372653881e-05	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfolobus|s__sulfolobus_sp._a20	0	0	0	0	0	0	0	9.33580286863369e-05	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfuracidifex	0	0	0	0	0	0	6.74220634657368e-05	8.6176641864311e-05	0	0.000147617442181733	8.98259762864556e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfuracidifex|s__sulfuracidifex_tepidarius	0	0	0	0	0	0	6.74220634657368e-05	8.6176641864311e-05	0	0.000147617442181733	8.98259762864556e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfurisphaera	0	0	0	0	0	0	0.000101133095198605	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfurisphaera|s__sulfurisphaera_tokodaii	0	0	0	0	0	0	0.000101133095198605	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermofilales	0.000272803420954899	0.000350068266329764	0	0.00036165805067539	0	0	0.000379249106994769	0.000682231748092462	0.000944608763558088	0.000697082365858185	0.00108432785660078
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermofilales|f__thermofilaceae	0.000272803420954899	0.000350068266329764	0	0.00036165805067539	0	0	0.000379249106994769	0.000682231748092462	0.000944608763558088	0.000697082365858185	0.00108432785660078
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermofilales|f__thermofilaceae|g__infirmifilum	0	0.000120713195286126	0	0	0	0	0.000113774732098431	0.000172353283728622	0.000577951414545409	0.000303435853373563	0.000667278680985098
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermofilales|f__thermofilaceae|g__infirmifilum|s__infirmifilum_lucidum	0	0.000120713195286126	0	0	0	0	0.000113774732098431	0	0.000149148752140751	0	0.000166819670246275
k__archaea|p__crenarchaeota|c__thermoprotei|o__thermofilales|f__thermofilaceae|g__infirmifilum|s__infirmifilum_uzonense	0	0	0	0	0	0	0	0.000172353283728622	0.00042258813106546	0.000303435853373563	0.000500459010738824
