Taxonomy	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	8.36192471543779	4.46733035316493	3.36756312344071	12.5654892798329	10.2320176540168	54.660426688091	51.8741117202121	13.0379459061658	22.2821202055662	47.2956214023487	47.919434638403	53.4189497493732	20.3853842232229	17.5607694995125	51.4759763939437	40.099529262954	52.9755889702477	0	6.66564902969309	43.9884520955555	81.1065768881053	3.97137756989537	16.1262207181406	5.67050436915171	58.7051198833109	28.4214204731351	12.0551261772029	9.14637816398703	19.0441864609905	17.0879330298132	0	56.3492131495442	42.6469855002036	2.79541023471373	25.1283611985499	36.1761032230268	29.8925847222604	27.3632272730653	16.0252505817136	22.6909067039579	35.6943513828454	45.733566904201	54.4432752188574	22.9221974429631	33.1673417731397	30.7880103216849	47.6896492212146	22.0360284426561	4.22573944105777	13.9313985125431	3.85700097213871	41.6950883835001	13.235498038565	12.5540205409465	20.7235995626012	58.555529875551	8.55641923340372	7.79078694962927	23.6330700253546	0	44.2802211757859	7.24017407448904	15.8602709230917	31.1418102892112	13.4211814850526	27.2199595759026	18.842989031915	36.7268112169954	15.5055379727041	0	25.8916235410222	9.92919296050263	2.13486697569278	35.3378143576415	64.3166982904206	3.00476417784248	16.3224411137966	15.5000193097827	17.7801101663373	8.70260735399927	6.7438511026082	12.9566233780741	13.2852791495232	12.6153353866886	23.5075264301369	52.2697978218127	2.91685723692402	19.3308839868804	23.5282458404232	9.47795595563757	0	0	54.8150091185139	16.9657081206306	16.2883052348719	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	3.03921692414117	3.36756312344071	3.41090739641925	2.78550606455081	39.1263739645498	33.0570783839524	0	10.0719746632007	0	32.3443256092068	34.8712249415047	20.3853842232229	17.5607694995125	0	16.6696763406503	19.944962457484	0	0	43.9884520955555	55.4848325362151	3.97137756989537	1.16286275391804	5.67050436915171	0	28.4214204731351	12.0551261772029	9.14637816398703	0	17.0879330298132	0	23.2753596735694	31.6990690666493	2.79541023471373	9.6719778768436	23.9606212309137	13.4988561544383	3.00695053672571	1.57510267830142	7.90837111698157	23.6277236961037	0	1.60401726700821	3.1338918165624	22.6442821339414	10.5841512541816	12.3289685646876	2.11434059992871	4.22573944105777	1.79640765488781	1.16224767413168	21.4260545493232	13.235498038565	1.30230996001947	0	7.8652865236992	0	7.79078694962927	1.6520030366592	0	8.13456295475666	0	0	7.37823203216373	2.68670460054918	6.09003574548417	13.5876133962332	11.4435863502475	5.79799520569643	0	7.07275755596144	9.92919296050263	2.13486697569278	6.40967178752536	22.0245131369601	3.00476417784248	9.02974225648904	4.7782292366039	5.05889861587558	3.12030908586259	0	4.7844029685143	6.32261050104117	0	14.7433147685487	14.2122377785379	2.91685723692402	7.02648760470383	7.16710115833727	9.47795595563757	0	0	2.03288506077824	5.1298693718231	16.2883052348719	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae	0	0	0	3.41090739641925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15828036942304	0	0	0	0	0	0	0	0	0	0	6.81871803555058	0	0	0	0	0	0	0	0	23.6277236961037	0	0	0	0	0	0	2.11434059992871	0	0	0	0	0	0	0	0	0	2.03439272765171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40642762729493	0	0	0	0	0	2.02739257002417	0	0	10.134306005083	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii	0	0	0	0	2.78550606455081	0	0	0	5.30982689323124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.734974778916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.45800267320281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36345684545644	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97137756989537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus	0	0	0	0	0	7.89519397331045	0	0	0	0	0	0	0	17.5607694995125	0	0	9.1750094488844	0	0	0	11.9875736239393	0	0	0	0	0	0	0	0	0	0	0	7.54850832091712	2.79541023471373	0	0	2.27328791239176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30405936197739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris	0	0	0	0	0	31.2311799912393	27.0779282961708	0	1.83635275248367	0	27.1308541101129	26.7440408018952	16.0789224086752	0	0	8.31551802899384	3.37698095831248	0	0	33.1297975845195	32.75354899056	0	0	0	0	23.2851847040452	10.1390708977741	0	0	7.43698831516561	0	13.8277001441153	24.1505607457322	0	0	0	11.2255682420466	3.00695053672571	1.57510267830142	0	0	0	0	0	18.4068509159708	0	9.40475498553432	0	0	0	0	9.13369921283593	13.235498038565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20150932760641	0	0	0	0	0	0	0	0	0	9.74358291366406	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8652865236992	0	0	0	0	8.13456295475666	0	0	1.9312096608325	0	2.18250976931476	0	0	0	0	0	0	0	6.40967178752536	16.2192403772753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis	0	3.03921692414117	3.36756312344071	0	0	0	5.97915008778164	0	2.92579501748583	0	5.2134714990939	8.1271841396095	4.30646181454767	0	0	8.35415831165648	7.39297205028714	0	0	10.858654511036	6.58542955229273	0	0	5.67050436915171	0	5.13623576908992	1.91605527942875	9.14637816398703	0	9.65094471464758	0	2.6289414939035	0	0	9.6719778768436	19.5026185577109	0	0	0	7.90837111698157	0	0	1.60401726700821	3.1338918165624	0	0	2.9242135791533	0	4.22573944105777	1.79640765488781	1.16224767413168	12.2923553364873	0	1.30230996001947	0	0	0	5.75639422197755	1.6520030366592	0	0	0	0	0	0	0	2.85263861731726	11.4435863502475	5.79799520569643	0	7.07275755596144	9.92919296050263	2.13486697569278	0	0	3.00476417784248	5.6233146291941	4.7782292366039	5.05889861587558	3.12030908586259	0	4.7844029685143	4.295217931017	0	11.5418054409423	4.0779317734549	2.91685723692402	7.02648760470383	7.16710115833727	5.11449911018112	0	0	2.03288506077824	5.1298693718231	6.54472232120784	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23743121797065	7.2800918922042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44702237133123	2.68670460054918	3.90752597616941	0	0	0	0	0	0	0	0	5.80527275968481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23683874910941	13.8445443672908	0	0	0	0	0	1.40070710968246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Paraprevotella|s__Paraprevotella clara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23683874910941	13.8445443672908	0	0	0	0	0	1.40070710968246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
