Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005163	reERR5005164	reERR5005165	reERR5005166	reERR5005167	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005286	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005324	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005331	reERR5005334	reERR5005335
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB13690|s__GGB13690_SGB21046	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04555762981385e-05	0	0	0.000183732157760932	0	0	1.84165034766089e-05	0	0	0	0	0	0	0	0	0	0	0	5.10262615175979e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180595768311886	2.66272961412226e-05	0	0.278580698909834	0	0	0	0	0	0	0	0	0	0	0	1.62101817284738e-05	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB13690|s__GGB13690_SGB21046|t__SGB21046	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04555762981385e-05	0	0	0.000183732157760932	0	0	1.84165034766089e-05	0	0	0	0	0	0	0	0	0	0	0	5.10262615175979e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180595768311886	2.66272961412226e-05	0	0.278580698909834	0	0	0	0	0	0	0	0	0	0	0	1.62101817284738e-05	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0	0	0	0	0	0	0	0	0	0	0	1.64439046396141e-05	0	0	0	0	0	0	0	0	0.000119151243600094	4.2253503694321e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710324374243884	0.331976053396264
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	1.64439046396141e-05	0	0	0	0	0	0	0	0	0.000119151243600094	4.2253503694321e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710324374243884	0.331976053396264
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__SGB714	0	0	0	0	0	0	0	0	0	0	0	1.64439046396141e-05	0	0	0	0	0	0	0	0	0.000119151243600094	4.2253503694321e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710324374243884	0.331976053396264
k__Archaea|p__Euryarchaeota|c__Methanomicrobia	0	0	0	0	0	0	0	0	0.00409899498676202	0	0.010865149552283	0	0.00056898596973046	0.000423506612452137	0	0	0.66417014184329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	0	0	0	0	0	0	0	0	0.00409899498676202	0	0.010865149552283	0	0.00056898596973046	0.000423506612452137	0	0	0.66417014184329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae	0	0	0	0	0	0	0	0	0.00409899498676202	0	0.010865149552283	0	0.00056898596973046	0.000423506612452137	0	0	0.66417014184329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae|g__Methanocorpusculum	0	0	0	0	0	0	0	0	0.00409899498676202	0	0.010865149552283	0	0.00056898596973046	0.000423506612452137	0	0	0.66417014184329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae|g__Methanocorpusculum|s__Methanocorpusculum_bavaricum	0	0	0	0	0	0	0	0	0.00409899498676202	0	0.010865149552283	0	0.00056898596973046	0.000423506612452137	0	0	0.66417014184329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae|g__Methanocorpusculum|s__Methanocorpusculum_bavaricum|t__SGB27541	0	0	0	0	0	0	0	0	0.00409899498676202	0	0.010865149552283	0	0.00056898596973046	0.000423506612452137	0	0	0.66417014184329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06101216541335e-05	0	0	0	0	0	0	0	0	0	0	1.02491111276438	0	0.000508408977943885	0	0.00328181107142887	3.24605246240023e-05	0.000304474704042892	0	1.23245666888869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33773278609605e-05	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06101216541335e-05	0	0	0	0	0	0	0	0	0	0	1.02491111276438	0	0.000508408977943885	0	0.00328181107142887	3.24605246240023e-05	0.000304474704042892	0	1.23245666888869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33773278609605e-05	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06101216541335e-05	0	0	0	0	0	0	0	0	0	0	1.02491111276438	0	0.000508408977943885	0	0.00328181107142887	3.24605246240023e-05	0.000304474704042892	0	1.23245666888869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33773278609605e-05	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06101216541335e-05	0	0	0	0	0	0	0	0	0	0	1.02491111276438	0	0.000508408977943885	0	0.00328181107142887	3.24605246240023e-05	0.000304474704042892	0	1.23245666888869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33773278609605e-05	0	0	0	0	0	0	0
k__Bacteria	22.8077396987653	24.2139003046012	40.0251303063017	19.5018158859037	7.79404937599555	17.2491196217718	20.5286301629562	29.4063424319076	22.3758589210998	10.3651578045921	16.7626606986101	15.4627013009145	35.8676635352759	27.3455373646198	51.9319112600482	8.21960738656469	38.6157841068582	38.0399444493758	44.6117848806092	40.5033611737494	30.6071014409281	49.9071491221256	31.7590529699425	40.2092053108592	25.019489283669	65.7407326970793	45.047645136727	33.3364314966106	55.8360302883547	45.8636075888684	36.9052201828221	23.4930708255529	29.2210123863408	9.53076098589117	55.2285998045843	53.9647612326775	35.9245624010288	3.49770219798766	45.0210279625948	40.7759464635389	44.1897551057794	58.4056817736282	44.6688987301064	32.7831987860966	37.2093956811807	36.8589016068373	39.7424034606219	10.3753197645171	35.8487394173351	5.28935311541286	8.17479518042279	3.57811679418647	32.8257730987872	18.6164181747672	55.6304870111293	35.1490333197582	49.7659322236474	19.9770286606391	13.042442065571	20.2692996833203	47.6487782289925	54.6086979660996
k__Bacteria|p__Actinobacteria	0.000152100729695573	0.000156992813793279	0.00062297776253579	0.000402706799302915	2.01221860541224e-05	16.9667071753149	0	0.0001538172833426	3.89831633439446	1.18265033365794	0.0977075675237701	3.30787213711578e-05	3.09656407560066	10.0746844125885	19.3922224087956	1.36167684162309	1.2666204188349	6.89048684925705	0.0049838114073376	6.43473098392088e-05	9.90664017503437e-05	0.0379698134695799	0.393682254235428	0.00203736041231273	6.82602468264065e-06	5.63933517639746	3.80443091049051	29.7751532614128	3.13954340886808	3.13332106967199	0.00101304038691118	2.54273038690797	0.0024604520836473	0.0177220215798168	0.00418723076908232	0.00314147297412393	2.14431329940575	0.101265949239397	0.00104138684944198	0.000114426072250459	0.000616549134440917	7.89562453052374e-05	0.000226813266688622	9.88428775662477e-06	0.000280784057471923	0.000249991744437311	0.000110402671989843	0.000246113457644475	0.00129792366858069	0.000821689397019251	0.000431928407460621	0.00438860789323554	8.31542977787639e-05	0.00112350297451408	0.000618963773925872	0.00023952279450039	1.89250923605022e-05	0.0206845670227807	0.00139838191397926	0.00371872751146684	0.000831771392643885	0.00202547635190762
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27451750304608	0	0	2.17876917159115e-05	0	0	0	0	0	0	0	0	0	0	1.34172715277595e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27451750304608	0	0	2.17876917159115e-05	0	0	0	0	0	0	0	0	0	0	1.34172715277595e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27451750304608	0	0	2.17876917159115e-05	0	0	0	0	0	0	0	0	0	0	1.34172715277595e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2.8816606090081e-05	0.000112448355981342	2.82348157347064e-05	0.000402706799302915	2.01221860541224e-05	0	0	9.2664606973708e-05	0.0017741565163584	0	0.00503065031362989	8.78074195812036e-06	2.83545375206831	0.00311152852677301	18.0693090005322	1.30660417477006	0.423344334548081	6.61527102715078	0.000346001095269866	5.64085024924322e-05	1.24022186587453e-05	0.000342657703205204	0.000365331870508076	0.00203736041231273	0	0.00103886650462	2.47116664590532e-05	29.5086096063363	0.00843431447605679	0.000163733405809525	2.61379158494223e-05	0	2.19845335016764e-06	0.000100965152537665	0.000559514054387371	5.47424442908408e-06	0	5.59905110302719e-06	3.53337092490998e-05	9.6594897641321e-05	0.000599459368301371	9.17395987501602e-06	6.06108852288273e-05	0	0.000257897049874953	0.000213842277302998	0.000110402671989843	0.000187236115479883	0.000672949864350635	0.000401343417707765	0.00041036184566799	0.00391237158313438	4.04924696255828e-05	0.000141042662408751	0.000189982889010952	0.00023952279450039	4.63778960303945e-06	0.00267109508945221	0.00139553382934523	0.00364115516468968	0.00012183835275219	1.56974680753384e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	0	0	0	6.83821345446459e-05	0	0	0	0	0.00169815652997884	0	0.00477529834470138	0	0.387236837878858	0.00167556231955942	6.56077719602532	0.425940321479475	0.380785486162523	1.61335512312513	8.40897084769777e-05	2.13593817168069e-05	0	5.38664866916481e-05	0.00028438706865199	0.000945952302942409	0	0	4.8087453470743e-06	0.000569842235560379	0.0060914562368204	0	7.22521972817439e-06	0	0	6.98133936479309e-05	0	0	0	0	0	6.64451374425886e-06	0.000133080174682125	9.17395987501602e-06	2.90496443221407e-05	0	0	0.000159860713480424	1.51377376722422e-05	8.47378248216852e-05	0.00013923985704193	3.46619613041404e-05	3.04345236991003e-05	0.000563142157914751	0	0	0.000189982889010952	1.17758058255026e-05	0	0	0.000627427917971561	0.000261417173101144	1.21635565233898e-05	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	0	0	0	6.83821345446459e-05	0	0	0	0	0.00169815652997884	0	0.00477529834470138	0	0.387236837878858	0.00167556231955942	6.56077719602532	0.425940321479475	0.380785486162523	1.61335512312513	8.40897084769777e-05	2.13593817168069e-05	0	5.38664866916481e-05	0.00028438706865199	0.000945952302942409	0	0	4.8087453470743e-06	0.000569842235560379	0.0060914562368204	0	7.22521972817439e-06	0	0	6.98133936479309e-05	0	0	0	0	0	6.64451374425886e-06	0.000133080174682125	9.17395987501602e-06	2.90496443221407e-05	0	0	0.000159860713480424	1.51377376722422e-05	8.47378248216852e-05	0.00013923985704193	3.46619613041404e-05	3.04345236991003e-05	0.000563142157914751	0	0	0.000189982889010952	1.17758058255026e-05	0	0	0.000627427917971561	0.000261417173101144	1.21635565233898e-05	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	0	0	0	6.83821345446459e-05	0	0	0	0	0.00169815652997884	0	0.00477529834470138	0	0.387236837878858	0.00167556231955942	6.56077719602532	0.425940321479475	0.380785486162523	1.61335512312513	8.40897084769777e-05	2.13593817168069e-05	0	5.38664866916481e-05	0.00028438706865199	0.000945952302942409	0	0	4.8087453470743e-06	0.000569842235560379	0.0060914562368204	0	7.22521972817439e-06	0	0	6.98133936479309e-05	0	0	0	0	0	6.64451374425886e-06	0.000133080174682125	9.17395987501602e-06	2.90496443221407e-05	0	0	0.000159860713480424	1.51377376722422e-05	8.47378248216852e-05	0.00013923985704193	3.46619613041404e-05	3.04345236991003e-05	0.000563142157914751	0	0	0.000189982889010952	1.17758058255026e-05	0	0	0.000627427917971561	0.000261417173101144	1.21635565233898e-05	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei	0	0	0	0	0	0	0	0	3.73942919820043e-05	0	0	0	0.0149042961510494	0.000806519008187653	0.997258259345512	0.218048755387494	0.00740076210150845	0.412572138553082	0	0	0	0	8.8957687400675e-06	0	0	0	0	2.06456575246429e-05	1.12220559653715e-05	0	0	0	0	0	0	0	0	0	0	0	0.000118779324538775	0	0	0	0	0	0	0	0	1.20762156162462e-05	0	0	0	0	0	3.75129280861984e-06	0	0	0	4.46076249463368e-05	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei|t__SGB17127	0	0	0	0	0	0	0	0	3.73942919820043e-05	0	0	0	0.0149042961510494	0.000806519008187653	0.997258259345512	0.218048755387494	0.00740076210150845	0.412572138553082	0	0	0	0	8.8957687400675e-06	0	0	0	0	2.06456575246429e-05	1.12220559653715e-05	0	0	0	0	0	0	0	0	0	0	0	0.000118779324538775	0	0	0	0	0	0	0	0	1.20762156162462e-05	0	0	0	0	0	3.75129280861984e-06	0	0	0	4.46076249463368e-05	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glutamicum	0	0	0	0	0	0	0	0	0.000161355524035604	0	0.00024517063546753	0	0.0354162894026145	8.47331441283536e-05	2.00918367841348	0.136722528606654	0.0267121398684285	0.146850124711948	8.40897084769777e-05	2.13593817168069e-05	0	5.38664866916481e-05	0.000267026371403357	0.000388125591746395	0	0	4.8087453470743e-06	0.000139438244676086	0.00608023418085502	0	7.22521972817439e-06	0	0	0	0	0	0	0	0	0	7.42797244306563e-06	0	0	0	0	0.000102623486173183	1.51377376722422e-05	0	0.000111071487198011	1.35935471002348e-05	7.65307185478665e-06	0.000563142157914751	0	0	5.372731614068e-05	2.81508584594136e-06	0	0	0.000216451249560086	0.000117162282458012	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glutamicum|t__SGB17021	0	0	0	0	0	0	0	0	0.000161355524035604	0	0.00024517063546753	0	0.0354162894026145	8.47331441283536e-05	2.00918367841348	0.136722528606654	0.0267121398684285	0.146850124711948	8.40897084769777e-05	2.13593817168069e-05	0	5.38664866916481e-05	0.000267026371403357	0.000388125591746395	0	0	4.8087453470743e-06	0.000139438244676086	0.00608023418085502	0	7.22521972817439e-06	0	0	0	0	0	0	0	0	0	7.42797244306563e-06	0	0	0	0	0.000102623486173183	1.51377376722422e-05	0	0.000111071487198011	1.35935471002348e-05	7.65307185478665e-06	0.000563142157914751	0	0	5.372731614068e-05	2.81508584594136e-06	0	0	0.000216451249560086	0.000117162282458012	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_stationis	0	0	0	0	0	0	0	0	9.35096054301489e-06	0	0	0	0.221647739094352	8.06724986410615e-06	0.268807574418086	0.0639468710385365	0.00115568978887587	0.746831415192004	0	0	0	0	8.46492850856509e-06	0.000557826711196013	0	0	0	3.07463626576258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17395987501602e-06	0	0	0	0	0	0	2.81683698439187e-05	8.99219858765944e-06	2.27814518443137e-05	0	0	0	0.000136255572870272	0	0	0	0.000205158602082234	9.96472656967956e-05	1.21635565233898e-05	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_stationis|t__SGB17128	0	0	0	0	0	0	0	0	9.35096054301489e-06	0	0	0	0.221647739094352	8.06724986410615e-06	0.268807574418086	0.0639468710385365	0.00115568978887587	0.746831415192004	0	0	0	0	8.46492850856509e-06	0.000557826711196013	0	0	0	3.07463626576258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17395987501602e-06	0	0	0	0	0	0	2.81683698439187e-05	8.99219858765944e-06	2.27814518443137e-05	0	0	0	0.000136255572870272	0	0	0	0.000205158602082234	9.96472656967956e-05	1.21635565233898e-05	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile	0	0	0	6.83821345446459e-05	0	0	0	0	0.00127876446779843	0	0.00383122681099613	0	0.00151931427858988	3.36004325667074e-05	0.0904148940539925	0.00587765452950543	0.293367127542581	0.00587350252055621	0	0	0	0	0	0	0	0	0	0.000258035960619553	0	0	0	0	0	0	0	0	0	0	0	6.64451374425886e-06	6.87287770028391e-06	0	2.90496443221407e-05	0	0	0	0	2.48414545605504e-05	0	0	0	0	0	0	0	5.20942717094145e-06	0	0	0.000173315577849656	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile|t__SGB17034	0	0	0	6.83821345446459e-05	0	0	0	0	0.00127876446779843	0	0.00383122681099613	0	0.00151931427858988	3.36004325667074e-05	0.0904148940539925	0.00587765452950543	0.293367127542581	0.00587350252055621	0	0	0	0	0	0	0	0	0	0.000258035960619553	0	0	0	0	0	0	0	0	0	0	0	6.64451374425886e-06	6.87287770028391e-06	0	2.90496443221407e-05	0	0	0	0	2.48414545605504e-05	0	0	0	0	0	0	0	5.20942717094145e-06	0	0	0.000173315577849656	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_xerosis	0	0	0	0	0	0	0	0	0.000211291285619779	0	0.000698900898237718	0	0.113749198952252	0.0007426424848126	3.19511278979425	0.0013445119172855	0.0521497668611291	0.301227942147537	0	0	0	0	0	0	0	0	0	0.000120976010082471	0	0	0	0	0	6.98133936479309e-05	0	0	0	0	0	0	0	0	0	0	0	5.72372273072403e-05	0	5.98963702611348e-05	0	0	0	0	0	0	0	0	0	0	3.25024884795852e-05	0	0	0
