clade_name	NCBI_tax_id	PSMA265L_taxonomic_profile	PSM7J1DL_taxonomic_profile	PSM7J19R_taxonomic_profile	PSM7J19P_taxonomic_profile	PSM7J17V_taxonomic_profile	PSM7J15M_taxonomic_profile	PSM7J154_taxonomic_profile	PSM6XBTR_taxonomic_profile	MSMB4LZZ_taxonomic_profile	MSMB4LZX_taxonomic_profile	MSMAPC7T_taxonomic_profile	MSMAPC6M_taxonomic_profile	MSMAPC5H_taxonomic_profile	MSMA26DI_taxonomic_profile	MSMA26BV_taxonomic_profile	MSMA26BR_taxonomic_profile	MSMA26BN_taxonomic_profile	MSMA26BJ_taxonomic_profile	MSMA26BH_taxonomic_profile	MSMA26BF_taxonomic_profile	MSMA26BB_taxonomic_profile	MSM9VZPT_taxonomic_profile	MSM9VZOO_taxonomic_profile	MSM9VZOI_taxonomic_profile	MSM9VZNL_taxonomic_profile	MSM9VZMW_taxonomic_profile	MSM9VZMS_taxonomic_profile	MSM9VZMI_taxonomic_profile	MSM9VZLJ_taxonomic_profile	MSM9VZL7_taxonomic_profile	MSM9VZKE_taxonomic_profile	MSM9VZJZ_taxonomic_profile	MSM9VZHR_taxonomic_profile	MSM9VZHP_taxonomic_profile	MSM9VZHN_taxonomic_profile	MSM9VZHB_taxonomic_profile	MSM9VZGO_taxonomic_profile	MSM79HCP_taxonomic_profile	MSM79HC8_taxonomic_profile	MSM79HBL_taxonomic_profile	MSM79HA7_taxonomic_profile	MSM79H9A_taxonomic_profile	MSM79H8H_taxonomic_profile	MSM79H83_taxonomic_profile	MSM79H6L_taxonomic_profile	MSM79H6D_taxonomic_profile	MSM79H5U_taxonomic_profile	MSM79H5S_taxonomic_profile	MSM79H5M_taxonomic_profile	MSM79H5E_taxonomic_profile	MSM79H58_taxonomic_profile	MSM6J2RU_taxonomic_profile	MSM6J2RM_taxonomic_profile	MSM6J2QH_taxonomic_profile	MSM6J2QF_taxonomic_profile	MSM6J2KA_taxonomic_profile	MSM6J2K6_taxonomic_profile	MSM6J2JZ_taxonomic_profile	MSM6J2JR_taxonomic_profile	HSMA33SG_taxonomic_profile	HSMA33SE_taxonomic_profile	HSMA33NY_taxonomic_profile	HSM7J4R2_taxonomic_profile	HSM7J4O5_taxonomic_profile	HSM7J4NY_taxonomic_profile	HSM7J4LN_taxonomic_profile	HSM7J4LD_taxonomic_profile	HSM7J4KO_taxonomic_profile	HSM7J4HY_taxonomic_profile	HSM7J4HW_taxonomic_profile	HSM7J4HC_taxonomic_profile	HSM7CZ2A_taxonomic_profile	HSM7CZ28_taxonomic_profile	HSM7CZ24_taxonomic_profile	HSM7CZ1E_taxonomic_profile	HSM7CZ1C_taxonomic_profile	HSM7CZ1A_taxonomic_profile	HSM7CYZJ_taxonomic_profile	HSM7CYXO_taxonomic_profile	HSM7CYXI_taxonomic_profile	HSM6XRVK_taxonomic_profile	HSM6XRVC_taxonomic_profile	HSM6XRUN_taxonomic_profile	HSM6XRUL_taxonomic_profile	HSM6XRTG_taxonomic_profile	HSM6XRRJ_taxonomic_profile	HSM67VIB_taxonomic_profile	HSM67VI9_taxonomic_profile	HSM67VI7_taxonomic_profile	HSM67VGK_taxonomic_profile	HSM67VFZ_taxonomic_profile	HSM67VFX_taxonomic_profile	HSM67VF3_taxonomic_profile	HSM5MD6W_taxonomic_profile	HSM5MD6Q_taxonomic_profile	HSM5MD5D_taxonomic_profile	CSMAHYLR_taxonomic_profile	CSM7KOOP_taxonomic_profile	CSM7KOON_taxonomic_profile	CSM67UH7_taxonomic_profile
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis	2157|2283796|183967|1235850|1577788|1080709|1406512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023415815539369854	0.08300886940361912	0	0	0.15731389910258653	0.004395700885185167	0	0	0	0	0	0	0	0	0	0.010255452556052863	0.020908479151441343	0	0	0	0	0	0	0.2574172728257333	0.30508057419727064	0	0	0	0.00860691678048005	0.2319281052258836	0	0.2681768090415656	0.1061554798380276	0.1353147880846964	0	0	0	0	0	0	0	0	0	0	0	0	0.12756939997801106	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis|t__SGB363	2157|2283796|183967|1235850|1577788|1080709|1406512|SGB363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023415815539369854	0.08300886940361912	0	0	0.15731389910258653	0.004395700885185167	0	0	0	0	0	0	0	0	0	0.010255452556052863	0.020908479151441343	0	0	0	0	0	0	0.2574172728257333	0.30508057419727064	0	0	0	0.00860691678048005	0.2319281052258836	0	0.2681768090415656	0.1061554798380276	0.1353147880846964	0	0	0	0	0	0	0	0	0	0	0	0	0.12756939997801106	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota	2157|28890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050212303756615166	0	0	0	0	0	0	0.5063178621392215	0	0	0	0	0	0	0	0.02813245474172709	0	0	0	0	0.02613525896575357	0	0	0	0	0	0	0.012728736753469536	0	0.026543241968814864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001508719638755131	0	0	0.0017536617062157678	0	0	0.0032975445779406852	0	0	0	0	0	0	0	0	0	0	0.004573448423264117	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050212303756615166	0	0	0	0	0	0	0.5063178621392215	0	0	0	0	0	0	0	0.02813245474172709	0	0	0	0	0.02613525896575357	0	0	0	0	0	0	0.012728736753469536	0	0.026543241968814864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001508719638755131	0	0	0.0017536617062157678	0	0	0.0032975445779406852	0	0	0	0	0	0	0	0	0	0	0.004573448423264117	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050212303756615166	0	0	0	0	0	0	0.5063178621392215	0	0	0	0	0	0	0	0.02813245474172709	0	0	0	0	0.02613525896575357	0	0	0	0	0	0	0.012728736753469536	0	0.026543241968814864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001508719638755131	0	0	0.0017536617062157678	0	0	0.0032975445779406852	0	0	0	0	0	0	0	0	0	0	0.004573448423264117	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050212303756615166	0	0	0	0	0	0	0.5063178621392215	0	0	0	0	0	0	0	0.02813245474172709	0	0	0	0	0.02613525896575357	0	0	0	0	0	0	0.012728736753469536	0	0.026543241968814864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001508719638755131	0	0	0.0017536617062157678	0	0	0.0032975445779406852	0	0	0	0	0	0	0	0	0	0	0.004573448423264117	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	2157|28890|183925|2158|2159|2172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050212303756615166	0	0	0	0	0	0	0.5063178621392215	0	0	0	0	0	0	0	0.02813245474172709	0	0	0	0	0.02613525896575357	0	0	0	0	0	0	0.012728736753469536	0	0.026543241968814864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001508719638755131	0	0	0.0017536617062157678	0	0	0.0032975445779406852	0	0	0	0	0	0	0	0	0	0	0.004573448423264117	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	2157|28890|183925|2158|2159|2172|2173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050212303756615166	0	0	0	0	0	0	0.5063178621392215	0	0	0	0	0	0	0	0.02813245474172709	0	0	0	0	0.02613525896575357	0	0	0	0	0	0	0.012728736753469536	0	0.026543241968814864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001508719638755131	0	0	0.0017536617062157678	0	0	0.0032975445779406852	0	0	0	0	0	0	0	0	0	0	0.004573448423264117	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__SGB714_group	2157|28890|183925|2158|2159|2172|2173|SGB714_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050212303756615166	0	0	0	0	0	0	0.5063178621392215	0	0	0	0	0	0	0	0.02813245474172709	0	0	0	0	0.02613525896575357	0	0	0	0	0	0	0.012728736753469536	0	0.026543241968814864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001508719638755131	0	0	0.0017536617062157678	0	0	0.0032975445779406852	0	0	0	0	0	0	0	0	0	0	0.004573448423264117	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	2	64.92679482382225	72.09329377913073	62.51727530747185	64.66499246202912	74.45165430587652	59.8335495448111	67.10750775733727	67.98304229295941	72.2620475751423	68.87533649080731	75.89786860862533	70.85104741621271	74.47589855829476	70.19752024774596	71.62869363911334	71.23704545114356	67.46683979918775	70.96886370551898	71.3187033406593	69.04173397564047	69.2503796589515	66.2979691928279	85.32705082562399	84.29000515582175	63.93351903169445	73.54120536940535	72.21314032912593	83.23950507732442	58.2296701291379	73.13797803173709	70.45392827325091	66.36843597616482	73.41423256582254	73.0963158281134	79.42366880969482	57.13603333648289	51.40861908508888	82.0319267910748	63.73616109044924	69.71598556124853	68.66480811925045	69.52916912970035	72.06448187382223	84.79708747309482	72.07128991292063	69.87956113830666	66.15025145351568	72.63127464089871	65.14849091264658	66.01239184794693	68.05050720382465	67.40514603527312	66.99882277960792	69.89965970505216	64.90261858826398	68.35942825446304	66.75800928335686	67.16231407127681	78.79726020795981	68.03251732496359	65.76778704998895	67.81982352027754	68.3404179969051	72.21570213530325	70.03212009838784	70.76019085929974	77.2455764661254	81.31967135279056	73.99755628597146	71.26986359007049	68.1955711100296	71.89802136688631	73.57535582550483	71.68782113797495	57.78462234836944	65.16556763211543	66.41803258701268	72.97105778239806	82.36835350527372	78.69103476794544	61.919472783108425	70.23765867818676	71.69708708836217	69.25973399632545	58.35689763587738	73.70014292868078	72.57769627097805	71.66315469868819	71.20813457181289	59.227617614699405	72.2020601174045	70.86604497327762	80.76539418235895	79.18860732585358	74.6782228399196	66.08500930539665	67.71407160437964	68.98825802424686	67.22908427428833	71.70837933985375
k__Bacteria|p__Actinobacteria	2|201174	0.3451703193218863	0.11571694584488275	0.5517274580435004	0.0025413342037577447	0.2651223409832263	0.391155846794248	0.07695217914533864	0.3392217844334089	0.014871529390964285	0.1430540738914068	0	0.02595982377330033	0.0014746227914542364	0.10906588720892292	0.4796328954768669	0.08908192533665503	0.2825578717629782	0.044256183406761636	0	0.03220796889963628	0.01389855119755157	0.9318336698469312	0.1011381533436121	0.17511248571121968	1.3707218613357228	0.049963894927973984	0.0019786400450180503	0	0.0898343814849896	0	0.005389725512903694	0.5098954199176791	0.05047962631225959	0	0.01104783233142855	0.07760787408094469	0.0420237546324848	0	0.2963476546061528	0	0.0064910371618376395	0.39514868092026506	0.2488386559103081	0.0048164745684717855	0	0.0324191675777011	0	0.018448343758788267	0.02493887102961876	0.01058264726003083	1.084331259500598	0.05830545132051125	0.13453363614145272	0	0.0037448810925428313	0.0791173979857625	0.013809880193286715	0.00037610895879915015	0.8661788828359983	0.42882936645444303	5.442777636789462	0.22107227872904867	0.0069297183848861755	0.7233904413722393	0.2848445615637679	0.09483988380871948	0.10327733573520964	0.16461541071945396	0.08361216318646912	0.8194492737452811	0.06546092870851743	0.6315624833366329	0.6153878923518005	0.2916953019365061	0.03203001616770118	0.7031068863913448	0.3286098580275039	0.050576240148980094	0.01563351349530095	0.01945242379463611	0.07806187933766477	0.0063213892810368095	0.021609502048432358	0.0026803517056577953	0.035912834805118934	0.011644622582731565	0.6704428175076912	0.17007099873092682	0.3926274124020619	0.3667018716996499	0.13176875971426322	0.6229550549420944	0.004272489352246789	0.12424692489426427	0.047853805195820484	0.5066605493426151	0	0	0	0.09780305858162654
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.3451703193218863	0.11384252020662533	0.4368769715761439	0.0025413342037577447	0.2651223409832263	0.391155846794248	0.0766434846096549	0.3392217844334089	0.013390157415673868	0.03945179274193443	0	0.00015587230431566798	0.0014746227914542364	0.09879598999667767	0.4265918478371034	0.05310009367928241	0.2160490610889389	0.038521899219355706	0	0	0.010816909302728224	0.7973127318626059	0.1011381533436121	0.17511248571121968	1.036963318582665	0.04135221977921663	0.0019786400450180503	0	0.038220766625256385	0	0.0042201903035677295	0.4346269766771105	0.02771387279359801	0	0.01104783233142855	0	0.011781880277716723	0	0.2413943365139675	0	0.0064910371618376395	0.2946118480695898	0.1481573682843911	0.0048164745684717855	0	0.00693947691413175	0	0.00944206570331683	0	0	0.907283274406223	0.00689554643940844	0.12143536628803935	0	0.0037448810925428313	0.003992789528489915	0.005435803905868175	0	0.7345007813024766	0.40004480837425105	5.2894531948398225	0.22107227872904867	0.0069297183848861755	0.7138819681058928	0.1221475826880113	0.04215184569488487	0.07383132198632264	0.16461541071945396	0.04442589977061198	0.4561410043369956	0.05268789823960887	0.4677452134772766	0.4447963973000884	0.2233699527300456	0.01773410059871458	0.588891933282672	0.27335669671836804	0.044183975487242025	0.01563351349530095	0.01945242379463611	0.07217333747599118	0.0063213892810368095	0.021609502048432358	0	0.035912834805118934	0.011644622582731565	0.6606778870904515	0.09366374319118548	0.2610561421537232	0.08174595783180813	0.1075810695749327	0.5765094490666082	0.004272489352246789	0.12424692489426427	0.047853805195820484	0.3675582132556856	0	0	0	0
