#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reERR4183499_taxonomic_profile	reERR4183498_taxonomic_profile	reERR4183497_taxonomic_profile	reERR4183496_taxonomic_profile	reERR4183495_taxonomic_profile	reERR4183494_taxonomic_profile	reERR4183493_taxonomic_profile	reERR4183492_taxonomic_profile	reERR4183491_taxonomic_profile	reERR4183490_taxonomic_profile	reERR4183489_taxonomic_profile	reERR4183488_taxonomic_profile	reERR4183487_taxonomic_profile	reERR4183486_taxonomic_profile	reERR4183485_taxonomic_profile	reERR4183484_taxonomic_profile	reERR4183483_taxonomic_profile	reERR4183482_taxonomic_profile	reERR4183481_taxonomic_profile	reERR4183480_taxonomic_profile	reERR4183479_taxonomic_profile	reERR4183478_taxonomic_profile	reERR4183477_taxonomic_profile	reERR4183476_taxonomic_profile	reERR4183475_taxonomic_profile	reERR4183474_taxonomic_profile	reERR4183473_taxonomic_profile	reERR4183472_taxonomic_profile	reERR4183471_taxonomic_profile	reERR4183470_taxonomic_profile	reERR4183469_taxonomic_profile	reERR4183468_taxonomic_profile	reERR4183467_taxonomic_profile	reERR4183466_taxonomic_profile	reERR4183465_taxonomic_profile	reERR4183464_taxonomic_profile	reERR4183463_taxonomic_profile	reERR4183462_taxonomic_profile	reERR4183461_taxonomic_profile	reERR4183460_taxonomic_profile	reERR4183459_taxonomic_profile	reERR4183458_taxonomic_profile	reERR4183457_taxonomic_profile	reERR4183456_taxonomic_profile	reERR4183455_taxonomic_profile	reERR4183454_taxonomic_profile	reERR4183453_taxonomic_profile	reERR4183452_taxonomic_profile	reERR4183451_taxonomic_profile	reERR4183450_taxonomic_profile	reERR4183449_taxonomic_profile	reERR4183448_taxonomic_profile	reERR4183447_taxonomic_profile	reERR4183446_taxonomic_profile	reERR4183445_taxonomic_profile	reERR4183444_taxonomic_profile	reERR4183443_taxonomic_profile	reERR4183442_taxonomic_profile	reERR4183441_taxonomic_profile	reERR4183440_taxonomic_profile	reERR4183439_taxonomic_profile	reERR4183438_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0	0	0.002095858986583229	0.06407853395959323	0.07688833403320462	0.040919159178606564	0.03914288656083745	0	0	0	0	0	0	0	0	0.0034506628292613824	0	0	0	0	0.011959715090082722	0.01453226552332173	0	0	0	0	1.4407905097700613	0	0	0	0.5349646951390771	0.6374966038259202	0.2293004895191273	0	0	1.1156645405666727	1.1186951192065182	0.0028026266476819336	0	0.7595603526289235	0.9113897113793132	0	0	0	0.4447083766047015	2.1496086851957066	0.001541030255827807	0	0.00201230897533296	0.2800915582646804	2.1083869980228873	0.0067923018579674616	0	0.7486449159305867	0.3109085743891209	0	0	0.21521841917617604	2.07986192635683	0	0	0.3942960404517943
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001926569461441641	0.0031113075833480164	0	0	0	0	1.4407905097700613	0	0	0	0.5319235850008677	0.626651257649564	0.22100452390700265	0	0	1.1156645405666727	1.1186951192065182	0	0	0.7595603526289235	0.9113897113793132	0	0	0	0.4447083766047015	2.1496086851957066	0	0	0.00201230897533296	0.2800915582646804	2.1083869980228873	0.0057865417238740675	0	0.7486449159305867	0.3109085743891209	0	0	0.21521841917617604	2.07986192635683	0	0	0.3942960404517943
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001926569461441641	0.0031113075833480164	0	0	0	0	1.4407905097700613	0	0	0	0.5319235850008677	0.626651257649564	0.22100452390700265	0	0	1.1156645405666727	1.1186951192065182	0	0	0.7595603526289235	0.9113897113793132	0	0	0	0.4447083766047015	2.1496086851957066	0	0	0.00201230897533296	0.2800915582646804	2.1083869980228873	0.0057865417238740675	0	0.7486449159305867	0.3109085743891209	0	0	0.21521841917617604	2.07986192635683	0	0	0.3942960404517943
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001926569461441641	0.0031113075833480164	0	0	0	0	1.4407905097700613	0	0	0	0.5319235850008677	0.626651257649564	0.22100452390700265	0	0	1.1156645405666727	1.1186951192065182	0	0	0.7595603526289235	0.9113897113793132	0	0	0	0.4447083766047015	2.1496086851957066	0	0	0.00201230897533296	0.2800915582646804	2.1083869980228873	0.0057865417238740675	0	0.7486449159305867	0.3109085743891209	0	0	0.21521841917617604	2.07986192635683	0	0	0.3942960404517943
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25041256451975313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	2|201174|1760|85004|31953|1678|28025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6750315828694038	0	0	0	0.109151270964234	0.1284399244476663	0	0	0	0.020630479757729785	0.02550809696606295	0	0	0.10045667545337464	0.2775417764435645	0	0	0	0.09460368199812348	1.9252040152167267	0	0	0	0.07101824271999166	0.5351182414872192	0	0	0.0879493049846642	0	0	0	0.02291567251891532	0.6646439724290497	0	0	0.09458530813176498
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_criceti	2|201174|1760|85004|31953|1678|1960969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.920298139368723e-05	0	0	0	0	0.001401335690785938	0	0	0.00020747346425264236	0.014443145361743487	0	0	0	0.0204598948015368	0	0	0	0	0.0024453737976603425	0	0	0	0	0	0	0	0.00030584214549288355	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	2|201174|1760|85004|31953|1678|78344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002626730044858919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_minimum	2|201174|1760|85004|31953|1678|1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001926569461441641	0.002313700897032682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	2|201174|1760|85004|31953|1678|28026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007527012160402075	0	0	0	0	0.018595228744944955	0	0	0	0	0	0.22018156411827985	0	0	0	0.6178186069174489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3109085743891209	0	0	0	0.0006605211294774344	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	2|201174|1760|85004|31953|1678|1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7465029134116595	0	0	0	0.4227723140366337	0.498132130220504	0.00034511216946438844	0	0	0.8350161834494758	0.4739670796322203	0	0	0.6588962037112962	0.6194047895740052	0	0	0	0.3296447998050412	0.2244046699789801	0	0	0.00201230897533296	0.20662998979878527	1.5732687565356678	0.00468841586318026	0	0.6606956109459224	0	0	0	0.19199240683315766	1.4145005846683072	0	0	0.2997107323200293
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	2|201174|1760|85004|31953|1678|78448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024246536979366542	0	0	0	0	0	0.000477847619258384	0	0	0.006140868888656662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005216953076504849	0	0	0	0	0	0	5.6848129996008704e-05	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_saeculare	2|201174|1760|85004|31953|1678|78257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004156549196462835	0	0	0	0	0	0	0	0	0.003201770946571277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005764305530433228	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_subtile	2|201174|1760|85004|31953|1678|77635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.490547027512601e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005089286631180948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028026266476819336	0	0	0	0	0	0	0	0	0.001541030255827807	0	0	0	0	0.001005760134093394	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	2|201174|1760|85007|1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005089286631180948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028026266476819336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001005760134093394	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	2|201174|1760|85007|1653|1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005089286631180948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028026266476819336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001005760134093394	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_vitaeruminis	2|201174|1760|85007|1653|1716|38305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005089286631180948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028026266476819336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001005760134093394	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae	2|201174|1760|85007|1762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001541030255827807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium	2|201174|1760|85007|1762|1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001541030255827807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_canettii	2|201174|1760|85007|1762|1763|78331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001541030255827807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	2|201174|1760|85009	0	0	0.002095858986583229	0.06407853395959323	0.07688833403320462	0.040919159178606564	0.03914288656083745	0	0	0	0	0	0	0	0	0.0034506628292613824	0	0	0	0	0.01003314562864108	0.01091202927685562	0	0	0	0	0	0	0	0	0.00304111013820942	0.010845346176356277	0.008295965612124723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	2|201174|1760|85009|31957	0	0	0.002095858986583229	0.06407853395959323	0.07688833403320462	0.040919159178606564	0.03914288656083745	0	0	0	0	0	0	0	0	0.0034506628292613824	0	0	0	0	0.01003314562864108	0.01091202927685562	0	0	0	0	0	0	0	0	0.00304111013820942	0.010845346176356277	0.008295965612124723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	2|201174|1760|85009|31957|1912216	0	0	0.002095858986583229	0.06407853395959323	0.07688833403320462	0.040919159178606564	0.03914288656083745	0	0	0	0	0	0	0	0	0.0034506628292613824	0	0	0	0	0.01003314562864108	0.01019140339672622	0	0	0	0	0	0	0	0	0.00304111013820942	0.010845346176356277	0.008295965612124723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	2|201174|1760|85009|31957|1912216|1747	0	0	0.002095858986583229	0.062188281249133885	0.07406027690247538	0.033323913529678874	0.033310688616747484	0	0	0	0	0	0	0	0	0.0034506628292613824	0	0	0	0	0.009812660456942759	0.01005668698590084	0	0	0	0	0	0	0	0	0.00304111013820942	0.010845346176356277	0.008295965612124723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Propionibacterium_namnetense	2|201174|1760|85009|31957|1912216|1574624	0	0	0	0.0018902527104593398	0.0028280571307292357	0.007595245648927687	0.005833594208859915	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002204851716983212	0.00013257805509799106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium	2|201174|1760|85009|31957|1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072276423585679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii	2|201174|1760|85009|31957|1743|1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072276423585679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.374571658627308	1.082944683294898	0.6378231263871892	1.975225250881868	1.945548314822688	1.8362005217263668	1.8521158957813049	2.82237836923277	2.942884055049958	0.33178202375285515	3.5890132371782038	3.5251907452354403	0.5452622004246294	0.5791251381879212	8.695427757166675	8.694196663207089	3.265285678122433	3.3327641284384417	4.6401597117927595	7.461165383723597	3.621824290178924	3.6392184302581247	6.893948434304693	2.8217711629645086	2.1209438016809847	9.165261767816805	0.08200924853713436	1.6610464796833118	1.7376212384984226	2.258580853537804	0.16150753133640433	0.16670042673539612	0.3448267882473314	5.3150300681588885	10.335329470756609	0.1804776518929823	0.4329559175464716	4.447207599140565	2.3172346166714908	0.1258277162248406	0.13722841638703295	1.8046464412006105	1.7619571232354114	0.940399693043055	0.0988177024361944	0.1577357951481712	5.115678035435428	4.837371925205539	1.5118752949842518	0.07039153888240031	0.6930686441809573	5.354292359577572	5.898724925039827	0.3760076233263334	0.3641903597297388	4.956401508200313	7.222818077725937	0.07597478708332041	0.4126795250176925	1.3885566904117304	4.908958910004667	0.12401320014086332
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.374571658627308	1.082944683294898	0.6378231263871892	1.975225250881868	1.945548314822688	1.8362005217263668	1.8521158957813049	2.82237836923277	2.942884055049958	0.3305158541598844	3.5890132371782038	3.5251907452354403	0.5452622004246294	0.5791251381879212	8.695427757166675	8.694196663207089	3.265285678122433	3.3327641284384417	4.6401597117927595	7.461165383723597	3.621824290178924	3.6392184302581247	6.893948434304693	2.8217711629645086	2.1209438016809847	9.165261767816805	0.0072286653653869685	1.6610464796833118	1.735668991171281	2.2585328558148032	0.04504765235609212	0.04319293623245392	0.3448267882473314	5.3150300681588885	10.335329470756609	0.17937726498229814	0.3754127817032076	4.447207599140565	2.3172346166714908	0.04717057405115432	0.01842746132360376	1.8046464412006105	1.7619571232354114	0.940399693043055	0.011715981865301072	0.023747264712716883	5.115678035435428	4.837371925205539	1.5071334770747782	0.015507847902750513	0.07706794216516867	5.351771117336665	5.898535815125188	0.025545707428085526	0.3641903597297388	4.956401508200313	7.222818077725937	0.05975615801497721	0.0731879067891472	1.3885566904117304	4.908958910004667	0.08464016480086879
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2|201174|84998|84999|1643824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014702072204873058	0	0	0	0	0	0	0	0	0	0	0.0001785184590788525	0	0	0	0	0.001291827937903933	0	0	0	0	0	0	0	0.0014127954946727551	0.0007188531225686415	0	0	0	0.0005025237319675705	0.003765053519130879	0	0	0	0.00023347790027912818	0	0	0	0	0	0	0	0	0	0	0	0
