name	length	genome_ID
sgb_297	1437148	BIN_UNKNOWN_482
sgb_494	1208683	BIN_UNKNOWN_411_Flavobacteriales
sgb_076	1771753	BIN_UNKNOWN_26_Phycisphaerales
sgb_318	1235997	BIN_UNKNOWN_323_Thalassarchaeaceae
sgb_133	2009148	BIN_UNKNOWN_452
sgb_032	1199092	BIN_UNKNOWN_165_Gammaproteobacteria
sgb_354	2126700	BIN_UNKNOWN_304
sgb_369	1818130	BIN_UNKNOWN_72_Schleiferiaceae
sgb_027	947314	BIN_UNKNOWN_384_Gammaproteobacteria
sgb_378	4560495	BIN_UNKNOWN_42_Opitutaceae
sgb_135	2464559	BIN_UNKNOWN_57_Pseudomonadales
sgb_486	1330027	BIN_UNKNOWN_487
sgb_305	2054476	BIN_UNKNOWN_419_Longimicrobiales
sgb_481	3356499	BIN_UNKNOWN_29_Rhodobacteraceae
sgb_461	1239843	BIN_UNKNOWN_331_Poseidoniia
sgb_340	1739467	BIN_UNKNOWN_427_Arenicellales
sgb_150	1137006	BIN_UNKNOWN_313_Gammaproteobacteria
sgb_177	903278	BIN_UNKNOWN_222_Nitrosomonadaceae
sgb_073	1735951	BIN_UNKNOWN_259_Phycisphaerales
sgb_141	1088676	BIN_UNKNOWN_428_Dehalococcoidia
sgb_280	1177942	BIN_UNKNOWN_447_Gammaproteobacteria
sgb_029	2257139	BIN_UNKNOWN_201_Gammaproteobacteria
sgb_498	3903164	BIN_UNKNOWN_279_Alphaproteobacteria
sgb_367	1586689	BIN_UNKNOWN_250_Opitutales
sgb_101	1869158	BIN_UNKNOWN_43_Alphaproteobacteria
sgb_208	1844024	BIN_UNKNOWN_293_Planktomarina
sgb_258	1609261	BIN_UNKNOWN_310_Flavobacteriaceae
sgb_368	2891441	BIN_UNKNOWN_9_Cyclobacteriaceae
sgb_301	3061844	BIN_UNKNOWN_243_Pseudomonadales
sgb_431	2035342	BIN_UNKNOWN_352_Nitrospinaceae
sgb_282	1789091	BIN_UNKNOWN_91_Opitutales
sgb_342	1807661	BIN_UNKNOWN_112
sgb_242	1410469	BIN_UNKNOWN_239_Flavobacteriaceae
sgb_061	2726255	BIN_UNKNOWN_403_Gammaproteobacteria
sgb_233	3823392	BIN_UNKNOWN_209
sgb_173	1256774	BIN_UNKNOWN_211_Thalassarchaeaceae
sgb_393	3081376	BIN_UNKNOWN_262_Ascidiaceihabitans
sgb_122	2237825	BIN_UNKNOWN_46_Amylibacter
sgb_343	4397867	BIN_UNKNOWN_58_Bdellovibrionaceae
sgb_019	922970	BIN_UNKNOWN_245_Thalassarchaeaceae
sgb_201	1891604	BIN_UNKNOWN_127_Poseidoniaceae
sgb_302	2797868	BIN_UNKNOWN_292_Verrucomicrobiae
sgb_272	1296426	BIN_UNKNOWN_326_Patiriisocius
sgb_175	2223176	BIN_UNKNOWN_22_Gammaproteobacteria
sgb_163	2672743	BIN_UNKNOWN_492_Paraglaciecola
sgb_391	1680392	BIN_UNKNOWN_335_Amylibacter
sgb_075	1688007	BIN_UNKNOWN_296_Dehalococcoidia
sgb_322	3638469	BIN_UNKNOWN_180_Lentisphaeria
sgb_333	904600	BIN_UNKNOWN_477
sgb_241	1703664	BIN_UNKNOWN_99_Chthoniobacterales
sgb_346	3787093	BIN_UNKNOWN_25_Sinobacterium
sgb_246	1196229	BIN_UNKNOWN_456_Gammaproteobacteria
sgb_488	1831248	BIN_UNKNOWN_140_Planctomycetota
sgb_095	3206140	BIN_UNKNOWN_107_Reinekea
sgb_033	840408	BIN_UNKNOWN_271_Opitutales
sgb_299	1188528	BIN_UNKNOWN_385_Gammaproteobacteria
sgb_463	1891432	BIN_UNKNOWN_71
sgb_097	2152683	BIN_UNKNOWN_325_Flavobacteriaceae
sgb_438	3851127	BIN_UNKNOWN_285_Pseudomonadales
sgb_447	1785220	BIN_UNKNOWN_380_Poseidoniaceae
sgb_401	1782661	BIN_UNKNOWN_307_Pseudomonadales
sgb_190	1590766	BIN_UNKNOWN_344_Opitutales
sgb_120	2195309	BIN_UNKNOWN_10_Bacteroidia
sgb_289	1863181	BIN_UNKNOWN_153_Rhodobacteraceae
sgb_059	3220269	BIN_UNKNOWN_413_Colwellia
sgb_235	2108773	BIN_UNKNOWN_431_Crocinitomicaceae
sgb_295	2657512	BIN_UNKNOWN_82_Acidimicrobiales
sgb_123	2380465	BIN_UNKNOWN_200_Rhodospirillales
sgb_446	3167789	BIN_UNKNOWN_75_Akkermansiaceae
sgb_159	2404037	BIN_UNKNOWN_404_Pseudomonadales
sgb_262	2190021	BIN_UNKNOWN_38_Flavobacteriales
sgb_443	2115512	BIN_UNKNOWN_340_Pirellulales
sgb_310	1859956	BIN_UNKNOWN_53_Thalassarchaeaceae
sgb_176	2287663	BIN_UNKNOWN_155_Rubritalea
sgb_500	3135853	BIN_UNKNOWN_15_Pseudomonadales
sgb_070	1859941	BIN_UNKNOWN_469_Dehalococcoidia
sgb_051	1612174	BIN_UNKNOWN_362_Urechidicola
sgb_136	4241131	BIN_UNKNOWN_85_Pirellulaceae
sgb_452	2470177	BIN_UNKNOWN_258_Sulfitobacter
sgb_050	812317	BIN_UNKNOWN_372_Pelagibacterales
sgb_339	3728452	BIN_UNKNOWN_476_Pseudomonadales
sgb_263	2057039	BIN_UNKNOWN_418_Pseudomonadales
sgb_068	1260310	BIN_UNKNOWN_392_Flavobacteriaceae
sgb_291	1436871	BIN_UNKNOWN_350_Flavobacteriaceae
sgb_259	2064021	BIN_UNKNOWN_328_Crocinitomicaceae
sgb_028	1452047	BIN_UNKNOWN_493
sgb_181	2560510	BIN_UNKNOWN_332_Alteromonadaceae
sgb_082	3933268	BIN_UNKNOWN_24_Halioglobus
sgb_183	1524013	BIN_UNKNOWN_233_Poseidoniaceae
sgb_341	3444954	BIN_Aquabacterium commune
sgb_160	2091112	BIN_UNKNOWN_163_Flavobacteriales
sgb_053	3258576	BIN_UNKNOWN_446
sgb_250	2867451	BIN_UNKNOWN_276_Flavobacteriales
sgb_007	2160544	BIN_UNKNOWN_68_Acidimicrobiales
sgb_109	2086890	BIN_UNKNOWN_479_Polaribacter
sgb_161	2471224	BIN_UNKNOWN_125_Yoonia
sgb_146	1784694	BIN_UNKNOWN_437_Opitutales
sgb_436	1358108	BIN_UNKNOWN_169_Thalassarchaeaceae
sgb_234	1185803	BIN_UNKNOWN_298_Poseidoniaceae
sgb_093	4182487	BIN_UNKNOWN_146_Pseudomonadales
sgb_149	2706181	BIN_UNKNOWN_470_Longimicrobiales
sgb_433	901142	BIN_UNKNOWN_257_Longimicrobiales
sgb_478	1267917	BIN_UNKNOWN_212_Methylophilaceae
sgb_086	2489285	BIN_UNKNOWN_230_Porticoccus
sgb_139	2448834	BIN_UNKNOWN_256_Dehalococcoidia
sgb_104	2276113	BIN_UNKNOWN_103_Bacteroidia
sgb_450	3310199	BIN_UNKNOWN_177_Ascidiaceihabitans
sgb_040	2388177	BIN_UNKNOWN_436_Porticoccaceae
sgb_328	2102787	BIN_UNKNOWN_240_Acidimicrobiales
sgb_349	1923403	BIN_UNKNOWN_312
sgb_046	2018714	BIN_UNKNOWN_390_Alphaproteobacteria
sgb_197	1247844	BIN_UNKNOWN_23_Porticoccus
sgb_372	938004	BIN_UNKNOWN_451_Gammaproteobacteria
sgb_462	3762588	BIN_UNKNOWN_345_Pirellulaceae
sgb_174	2468658	BIN_UNKNOWN_199_Verrucomicrobiae
sgb_398	1128208	BIN_UNKNOWN_40_Aquiluna
sgb_442	1145149	BIN_UNKNOWN_316
sgb_394	2744033	BIN_UNKNOWN_278_Planktomarina
sgb_098	1905056	BIN_UNKNOWN_54_Flavobacteriaceae
sgb_296	3386749	BIN_UNKNOWN_286_Planctomycetota
sgb_080	1198617	BIN_UNKNOWN_175_Rickettsiaceae
sgb_156	2817162	BIN_UNKNOWN_51_Ascidiaceihabitans
sgb_313	1985453	BIN_UNKNOWN_357_Dehalococcoidia
sgb_293	1162990	BIN_UNKNOWN_333_Poseidoniaceae
sgb_036	2432389	BIN_UNKNOWN_450_Psychrobium
sgb_290	1810619	BIN_UNKNOWN_342_Burkholderiales
sgb_471	1180985	BIN_UNKNOWN_104_Porticoccus
sgb_012	1149426	BIN_UNKNOWN_192_Woeseiaceae
sgb_407	1771264	BIN_UNKNOWN_78_Flavobacteriales
sgb_273	1385649	BIN_UNKNOWN_198_Schleiferiaceae
sgb_412	2091767	BIN_UNKNOWN_213_Bacteroidia
sgb_034	1820747	BIN_UNKNOWN_97_Poseidoniaceae
sgb_390	1659736	BIN_UNKNOWN_453_Flavobacteriaceae
sgb_420	1201274	BIN_UNKNOWN_228_Flavobacteriaceae
sgb_248	2220645	BIN_UNKNOWN_87_Pseudomonadales
sgb_292	1360168	BIN_UNKNOWN_440_Thalassarchaeaceae
sgb_397	2637404	BIN_UNKNOWN_119_Pseudomonadales
sgb_329	1044432	BIN_UNKNOWN_475_Gammaproteobacteria
sgb_252	1523979	BIN_UNKNOWN_208_Alphaproteobacteria
sgb_307	2295178	BIN_UNKNOWN_151_Dehalococcoidia
sgb_484	912451	BIN_UNKNOWN_416_Aquiluna
sgb_025	1272915	BIN_UNKNOWN_318_Verrucomicrobiae
sgb_100	942623	BIN_UNKNOWN_217_Gammaproteobacteria
sgb_444	2368131	BIN_UNKNOWN_263_Woeseiaceae
sgb_005	1907824	BIN_UNKNOWN_2_Opitutales
sgb_124	2748369	BIN_UNKNOWN_274_Rhodospirillales
sgb_129	745597	BIN_UNKNOWN_236_Nitrososphaerales
sgb_071	2764937	BIN_UNKNOWN_234_Alphaproteobacteria
sgb_490	1415981	BIN_UNKNOWN_457_Flavobacteriaceae
sgb_180	1749106	BIN_UNKNOWN_375_Poseidoniaceae
sgb_489	3700968	BIN_UNKNOWN_196_Pirellulaceae
sgb_187	1421720	BIN_UNKNOWN_311
sgb_038	1787423	BIN_UNKNOWN_398_Polaribacter
sgb_199	1171703	BIN_UNKNOWN_315_Poseidoniaceae
sgb_377	4791515	BIN_UNKNOWN_50_Akkermansiaceae
sgb_405	1207511	BIN_UNKNOWN_423_Cyanobiaceae
sgb_240	1356364	BIN_UNKNOWN_301_Pelagibacterales
sgb_020	3412680	BIN_UNKNOWN_60_Rhodospirillaceae
sgb_006	1841255	BIN_UNKNOWN_93_Thalassarchaeaceae
sgb_140	862725	BIN_UNKNOWN_409_Halobacteriales
sgb_382	1527753	BIN_UNKNOWN_399_Chitinophagales
sgb_347	1859884	BIN_UNKNOWN_420_Dehalococcoidia
sgb_274	1473063	BIN_UNKNOWN_67_Thalassarchaeaceae
sgb_326	1660639	BIN_UNKNOWN_289_Anaerolineales
sgb_435	1344544	BIN_UNKNOWN_348_Poseidoniaceae
sgb_411	2804352	BIN_UNKNOWN_206_Rhodobacteraceae
sgb_448	2231345	BIN_UNKNOWN_226_Pseudomonadales
sgb_153	1798991	BIN_UNKNOWN_17_Flavicella
sgb_147	2321778	BIN_UNKNOWN_370_Pseudomonadales
sgb_247	3338886	BIN_UNKNOWN_190_Saprospiraceae
sgb_157	1792958	BIN_UNKNOWN_7_Litoricolaceae
sgb_057	1073525	BIN_UNKNOWN_421_Porticoccaceae
sgb_249	2497398	BIN_UNKNOWN_194_Octadecabacter
sgb_026	881365	BIN_UNKNOWN_455_Flavobacteriaceae
sgb_088	1113919	BIN_UNKNOWN_232_Methylophilaceae
sgb_426	1606381	BIN_UNKNOWN_120_Schleiferiaceae
sgb_386	1356312	BIN_UNKNOWN_265_Polaribacter
sgb_320	1986617	BIN_UNKNOWN_309_Alphaproteobacteria
sgb_116	1242983	BIN_UNKNOWN_47_Nanopelagicaceae
sgb_099	2441240	BIN_UNKNOWN_283_Pseudomonadales
sgb_294	1961853	BIN_UNKNOWN_329_Oleispira
sgb_253	1112216	BIN_UNKNOWN_397_Gammaproteobacteria
sgb_362	967817	BIN_UNKNOWN_358_Flavobacteriaceae
sgb_353	1340430	BIN_UNKNOWN_435_Flavobacteriaceae
sgb_191	936243	BIN_UNKNOWN_472_Gammaproteobacteria
sgb_106	3534304	BIN_UNKNOWN_13_Pseudomonadales
sgb_495	1541215	BIN_UNKNOWN_414_Acidimicrobiales
sgb_198	3354336	BIN_UNKNOWN_123_Opitutaceae
sgb_185	2687048	BIN_UNKNOWN_100_Acidimicrobiales
sgb_441	2820482	BIN_UNKNOWN_462_Alphaproteobacteria
sgb_483	4219166	BIN_UNKNOWN_207_Mariniblastus
sgb_121	1624880	BIN_UNKNOWN_439_Polaribacter
sgb_031	2703694	BIN_UNKNOWN_387_Arenicellales
sgb_230	4339870	BIN_Alteromonas naphthalenivorans
sgb_239	1601768	BIN_UNKNOWN_489_Alphaproteobacteria
sgb_399	1393951	BIN_UNKNOWN_128_Thalassarchaeaceae
sgb_373	2044452	BIN_UNKNOWN_96_Planktomarina
sgb_271	1165984	BIN_UNKNOWN_467_Thalassarchaeaceae
sgb_205	1599560	BIN_UNKNOWN_430_Flavobacteriaceae
sgb_266	1926015	BIN_UNKNOWN_41_Poseidonia
sgb_285	1945131	BIN_UNKNOWN_79_Poseidoniaceae
sgb_400	875219	BIN_UNKNOWN_377_Patiriisocius
sgb_479	1950822	BIN_UNKNOWN_101_Flavobacteriaceae
sgb_015	1557257	BIN_UNKNOWN_488_Gammaproteobacteria
sgb_142	2039309	BIN_UNKNOWN_220_Alphaproteobacteria
sgb_151	1366891	BIN_UNKNOWN_486_Poseidoniaceae
sgb_277	1873327	BIN_UNKNOWN_191_Poseidoniaceae
sgb_222	4204332	BIN_Cognaticolwellia aestuarii
sgb_117	1319399	BIN_UNKNOWN_69_Planktophila
sgb_356	1749691	BIN_UNKNOWN_417_Woeseiaceae
sgb_217	1447724	BIN_UNKNOWN_280_Rhodobacteraceae
sgb_130	2249685	BIN_UNKNOWN_405_Rhodospirillales
sgb_017	1893008	BIN_UNKNOWN_444_Cytophagales
sgb_047	1401400	BIN_UNKNOWN_367_Salibacteraceae
sgb_337	3290326	BIN_UNKNOWN_3_Pseudomonadales
sgb_453	3251580	BIN_UNKNOWN_188_Salibacteraceae
sgb_096	3058123	BIN_UNKNOWN_148_Rhodobacteraceae
sgb_370	1926857	BIN_UNKNOWN_81_Flavobacteriales
sgb_366	2293688	BIN_UNKNOWN_242_Flavobacteriaceae
sgb_359	1754282	BIN_UNKNOWN_90_Acidimicrobiales
sgb_460	1932863	BIN_UNKNOWN_130
sgb_178	1667552	BIN_UNKNOWN_136_Poseidoniaceae
sgb_496	4024507	BIN_UNKNOWN_324
sgb_112	3501473	BIN_UNKNOWN_37_Halioglobus
sgb_062	2468274	BIN_UNKNOWN_49_Longimicrobiales
sgb_350	1998979	BIN_UNKNOWN_170_Dehalococcoidia
sgb_128	3457385	BIN_UNKNOWN_158
sgb_287	1598986	BIN_UNKNOWN_160_Poseidoniaceae
sgb_355	2261066	BIN_UNKNOWN_246_Alphaproteobacteria
sgb_345	1107157	BIN_UNKNOWN_143_Thalassarchaeaceae
sgb_327	1599022	BIN_UNKNOWN_400_Acidimicrobiales
sgb_037	2124364	BIN_UNKNOWN_434_Flavobacteriaceae
sgb_427	1755740	BIN_UNKNOWN_422_Rhodobacteraceae
sgb_221	2205516	BIN_UNKNOWN_63_Porticoccaceae
sgb_212	4549276	BIN_UNKNOWN_124_Verrucomicrobiales
sgb_477	1818917	BIN_UNKNOWN_95_Poseidoniaceae
sgb_058	4136983	BIN_UNKNOWN_139_Vicinamibacterales
sgb_306	3457652	BIN_UNKNOWN_415_Pirellulaceae
sgb_303	5774472	BIN_UNKNOWN_183_Planctomycetaceae
sgb_169	1402211	BIN_UNKNOWN_269_Porticoccaceae
sgb_003	2603385	BIN_UNKNOWN_252_Acidimicrobiales
sgb_388	2100251	BIN_UNKNOWN_174_Flavobacteriaceae
sgb_267	2381595	BIN_UNKNOWN_203_Porticoccaceae
sgb_214	3075329	BIN_UNKNOWN_197_Oleibacter
sgb_219	3185332	BIN_UNKNOWN_249_Ascidiaceihabitans
sgb_384	3184085	BIN_UNKNOWN_16_Luteolibacter
sgb_409	2023519	BIN_UNKNOWN_114_Porticoccaceae
sgb_131	1871622	BIN_UNKNOWN_464_Verrucomicrobiae
sgb_001	2342782	BIN_UNKNOWN_84_Porticoccaceae
sgb_132	1612028	BIN_UNKNOWN_424_Flavobacteriaceae
sgb_008	1293993	BIN_UNKNOWN_353_Woeseiaceae
sgb_325	1324696	BIN_UNKNOWN_164_Thalassarchaeaceae
sgb_323	1750328	BIN_UNKNOWN_322_Flavobacteriales
sgb_164	1360842	BIN_UNKNOWN_31_Porticoccus
sgb_493	1630711	BIN_UNKNOWN_253
sgb_458	676413	BIN_UNKNOWN_445_Gammaproteobacteria
sgb_403	1495584	BIN_UNKNOWN_204_Patiriisocius
sgb_237	1882171	BIN_UNKNOWN_219_Dehalococcoidia
sgb_167	1196336	BIN_UNKNOWN_182_Gammaproteobacteria
sgb_202	965887	BIN_UNKNOWN_138_Gammaproteobacteria
sgb_245	2594409	BIN_UNKNOWN_407_Pseudomonadales
sgb_137	4348213	BIN_UNKNOWN_408_Pseudomonadales
sgb_466	1712106	BIN_UNKNOWN_361_Opitutales
sgb_265	1085131	BIN_UNKNOWN_343_Poseidoniaceae
sgb_056	3496396	BIN_UNKNOWN_110_Verrucomicrobiales
sgb_079	1533671	BIN_UNKNOWN_368_Porticoccaceae
sgb_039	1506955	BIN_UNKNOWN_149_Flavobacteriaceae
sgb_171	1493004	BIN_UNKNOWN_5_Thalassarchaeaceae
sgb_119	2145913	BIN_UNKNOWN_115_Flavobacteriaceae
sgb_223	1487384	BIN_UNKNOWN_14_Schleiferiaceae
sgb_268	1613451	BIN_UNKNOWN_88_Alphaproteobacteria
sgb_319	1602644	BIN_UNKNOWN_80_Acidimicrobiales
sgb_200	2320712	BIN_UNKNOWN_458_Crocinitomicaceae
sgb_474	2740303	BIN_UNKNOWN_45_Saprospiraceae
sgb_224	2311714	BIN_UNKNOWN_327_Ulvibacter
sgb_182	1479666	BIN_UNKNOWN_268_Woeseiaceae
sgb_476	2716685	BIN_UNKNOWN_264_Fibrobacterales
sgb_188	1951620	BIN_UNKNOWN_186_Pseudomonadales
sgb_499	1896314	BIN_UNKNOWN_147_Longimicrobiales
sgb_418	2547044	BIN_UNKNOWN_152_Opitutales
sgb_091	1107184	BIN_UNKNOWN_167_Pontimonas
sgb_278	4273704	BIN_UNKNOWN_89_Pseudomonadales
sgb_179	2645032	BIN_UNKNOWN_181_Gammaproteobacteria
sgb_125	1453613	BIN_UNKNOWN_282_Gammaproteobacteria
sgb_072	4356943	BIN_UNKNOWN_223_Akkermansiaceae
sgb_052	2304033	BIN_UNKNOWN_485_Flavobacteriaceae
sgb_257	2497791	BIN_UNKNOWN_142_Crocinitomicaceae
sgb_152	1559003	BIN_UNKNOWN_251_Porticoccaceae
sgb_002	1455079	BIN_UNKNOWN_260_Flavobacteriaceae
sgb_429	1261832	BIN_UNKNOWN_365_Thalassarchaeaceae
sgb_317	1231432	BIN_UNKNOWN_388_Gammaproteobacteria
sgb_312	1902445	BIN_UNKNOWN_70_Poseidoniaceae
sgb_138	1133006	BIN_UNKNOWN_484_Gammaproteobacteria
sgb_358	1510069	BIN_UNKNOWN_261_Thalassarchaeaceae
sgb_288	1787015	BIN_UNKNOWN_137_Porticoccaceae
sgb_454	2171605	BIN_UNKNOWN_129_Flavobacteriales
sgb_491	700762	BIN_UNKNOWN_299_Actinomarina
sgb_016	2045209	BIN_UNKNOWN_176_Dehalococcoidia
sgb_469	1936973	BIN_UNKNOWN_39_Pseudomonadales
sgb_092	2425307	BIN_UNKNOWN_109_Flavobacteriales
sgb_330	3235630	BIN_UNKNOWN_478_Alphaproteobacteria
sgb_126	1686809	BIN_UNKNOWN_290_Anaerolineales
sgb_111	2866165	BIN_UNKNOWN_77_Cyclobacteriaceae
sgb_261	1978733	BIN_UNKNOWN_111_Flavobacteriaceae
sgb_105	1525496	BIN_UNKNOWN_270_Gammaproteobacteria
sgb_107	580861	BIN_UNKNOWN_355_Rickettsiales
sgb_067	1406581	BIN_UNKNOWN_389_Tepidiformaceae
sgb_244	2153317	BIN_UNKNOWN_56_Akkermansiaceae
sgb_211	609131	BIN_UNKNOWN_386_Nitrosopumilus
sgb_023	2605871	BIN_UNKNOWN_218_Arenicellales
sgb_455	2155751	BIN_UNKNOWN_55_Emcibacteraceae
sgb_087	1233432	BIN_UNKNOWN_113_Methylophilaceae
sgb_089	908948	BIN_UNKNOWN_461_Pelagibacter
sgb_334	3869616	BIN_Pseudoalteromonas distincta
sgb_389	1818991	BIN_UNKNOWN_306_Flavobacteriaceae
sgb_243	2084655	BIN_UNKNOWN_244_Opitutales
sgb_298	790867	BIN_UNKNOWN_248_Halobacteriales
sgb_473	1723816	BIN_UNKNOWN_364_Cyclobacteriaceae
sgb_024	2505561	BIN_UNKNOWN_144_Cyclobacteriaceae
sgb_143	1144900	BIN_UNKNOWN_171_Thalassarchaeaceae
sgb_049	2655327	BIN_UNKNOWN_193_Salibacteraceae
sgb_381	2967135	BIN_UNKNOWN_195
sgb_204	2903541	BIN_UNKNOWN_157_Alphaproteobacteria
sgb_361	2732309	BIN_UNKNOWN_98_Acidimicrobiales
sgb_030	1843631	BIN_UNKNOWN_491_Rhodobacteraceae
sgb_209	3171828	BIN_UNKNOWN_59_Gammaproteobacteria
sgb_385	1900155	BIN_UNKNOWN_225_Flavobacteriaceae
sgb_165	1528465	BIN_UNKNOWN_150_Gammaproteobacteria
sgb_283	2599844	BIN_Pseudoalteromonas marina
sgb_424	1415428	BIN_UNKNOWN_210_Porticoccaceae
sgb_103	936784	BIN_UNKNOWN_396_Gammaproteobacteria
sgb_054	1708125	BIN_UNKNOWN_166_Flavobacteriales
sgb_170	2394967	BIN_UNKNOWN_394
sgb_043	2619306	BIN_UNKNOWN_346_Vicingaceae
sgb_134	1923578	BIN_UNKNOWN_483_Dehalococcoidia
sgb_207	2391284	BIN_UNKNOWN_267_Akkermansiaceae
sgb_168	3200030	BIN_UNKNOWN_376_Acidimicrobiales
sgb_487	4160575	BIN_UNKNOWN_35_Cognaticolwellia
sgb_309	2726519	BIN_UNKNOWN_132_Pseudomonadales
sgb_387	1219898	BIN_UNKNOWN_448_Flavobacteriaceae
sgb_090	1756950	BIN_UNKNOWN_8_Alphaproteobacteria
sgb_286	3701433	BIN_UNKNOWN_74_Akkermansiaceae
sgb_060	3196480	BIN_UNKNOWN_438
sgb_395	2690009	BIN_UNKNOWN_108_Flavobacteriales
sgb_437	1427662	BIN_UNKNOWN_76_Thalassarchaeaceae
sgb_434	2331841	BIN_UNKNOWN_351_Planktomarina
sgb_228	4045802	BIN_UNKNOWN_237_Gammaproteobacteria
sgb_041	2020020	BIN_UNKNOWN_473_Flavobacteriaceae
sgb_210	1979894	BIN_UNKNOWN_374_Pseudomonadales
sgb_013	2193982	BIN_UNKNOWN_135_Porticoccaceae
sgb_360	2304894	BIN_UNKNOWN_30_Acidimicrobiales
sgb_300	3713235	BIN_UNKNOWN_291_Verrucomicrobiales
sgb_363	3316007	BIN_UNKNOWN_21_Sphingobium
sgb_357	2344181	BIN_UNKNOWN_65_Pseudomonadales
