Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__MGIII|f__CG-Epi1|g__CG-Epi1	0	0	0	0	0	0	0	0.199486690665354	0	0	0.848894007598626	0	0	0	0.592372216994394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4250314186946	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales	0.106726185950182	0	0	0	1.35220533661145	0.533173191303522	0.384824425379049	3.10741253709978	0.399155454579954	1.50177604753511	0.846632712447123	10.5727692050391	0.255174594491736	0	3.67775718537804	0	0	3.45376535422406	0.335436565185602	0.394983415419122	1.430989856883	2.04078186309095	0.169606726914729	2.71132107090337	0	0.172217579551549	1.05837781115399	0	0	4.93078986459091	5.29907676700061	4.49599804993333	3.48992612100679	0	0	0	0.223520739201232	0	4.33246088911655	0.276459176554266	4.37968043950725
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae	0	0	0	0	1.35220533661145	0.442453540956412	0.384824425379049	0	0.399155454579954	1.29441537794305	0.328625675586248	9.01838127353015	0.255174594491736	0	0	0	0	0	0	0.394983415419122	0.155941314816637	0.879704723177089	0.169606726914729	2.71132107090337	0	0	0.13549817537418	0	0	1.57751144463197	2.1862559230311	0	0	0	0	0	0	0	1.87212900216455	0.165668262536987	0.21214602213259
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-K1	0	0	0	0	0	0	0	0	0	0.17980036526049	0	0	0	0	0	0	0	0	0	0	0	0.560492115663539	0	0	0	0	0	0	0	0.392631186505697	0.105788346536905	0	0	0	0	0	0	0	0.131326962162634	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-K1|s__MGIIa-K1 sp002701145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105788346536905	0	0	0	0	0	0	0	0.131326962162634	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155941314816637	0.176475535834455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-K2|s__MGIIa-K2 sp905181715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155941314816637	0.176475535834455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1	0	0	0	0	1.35220533661145	0.442453540956412	0.384824425379049	0	0.399155454579954	0.843819168274536	0.328625675586248	8.04423265516418	0.255174594491736	0	0	0	0	0	0	0.394983415419122	0	0	0.169606726914729	2.41573264121568	0	0	0.13549817537418	0	0	0.484184849648782	0.435109546956043	0	0	0	0	0	0	0	0.526027578923246	0.165668262536987	0.118015303065415
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp002172355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109914574745784	0	0	0	0	0	0	0	0.129485139712186	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp002495535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170864020252842	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp002502605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325194972210258	0	0	0	0	0	0	0	0.225678418958219	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp009937205	0	0	0	0	0	0	0	0	0	0	0.328625675586248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp905181785	0	0	0	0	0	0	0	0	0	0.508432604196927	0	3.69038081714597	0.095161124888468	0	0	0	0	0	0	0	0	0	0	1.44917490450969	0	0	0	0	0	0.233726344298212	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp905182125	0	0	0	0	0.128929445193927	0.090823808472414	0	0	0	0.128797618580781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443714751864825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp905182185	0	0	0	0	0.283793729687819	0.351629732483998	0.148296374945985	0	0.399155454579954	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169606726914729	0.200231813560939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp905182715	0	0	0	0	0	0	0	0	0	0	0	4.11011539827318	0.160013469603268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165668262536987	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1|s__MGIIa-L1 sp905182725	0	0	0	0	0	0	0.236528050433063	0	0	0	0	0	0	0	0	0	0	0	0	0.394983415419122	0	0	0	0	0	0	0.13549817537418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L2	0	0	0	0	0	0	0	0	0	0.270795844408027	0	0.418727463434937	0	0	0	0	0	0	0	0	0	0	0	0.295588429687692	0	0	0	0	0	0.3192435906655	1.64535802953816	0	0	0	0	0	0	0	1.21477446107867	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L2|s__MGIIa-L2 sp009887135	0	0	0	0	0	0	0	0	0	0.270795844408027	0	0.418727463434937	0	0	0	0	0	0	0	0	0	0	0	0.295588429687692	0	0	0	0	0	0.3192435906655	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L2|s__MGIIa-L2 sp016777125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64535802953816	0	0	0	0	0	0	0	1.21477446107867	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__Poseidonia	0	0	0	0	0	0	0	0	0	0	0	0.555421154931031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38145181781199	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__UBA226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142737071679095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0941307190671746
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__UBA226|s__UBA226 sp012959275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0941307190671746
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae	0.106726185950182	0	0	0	0	0.0907196503471097	0	3.10741253709978	0	0.207360669592057	0.518007036860875	1.55438793150898	0	0	3.67775718537804	0	0	3.45376535422406	0.335436565185602	0	1.27504854206636	1.16107713991386	0	0	0	0.172217579551549	0.922879635779806	0	0	3.35327841995894	3.11282084396951	4.49599804993333	3.48992612100679	0	0	0	0.223520739201232	0	2.46033188695201	0.110790914017279	4.16753441737466
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847913882748079	0	0	0.541940504326159	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0267470976096	0.798037641882081	0	0	0	0	0	0	0	0.59634555739571
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O1|s__MGIIb-O1 sp002497895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0267470976096	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O1|s__MGIIb-O1 sp002498525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153165428856299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659070976197979	0	0	0	0	0	0	0	0.476604436283554
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O1|s__MGIIb-O1 sp8684u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847913882748079	0	0	0.38877507546986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138966665684102	0	0	0	0	0	0	0	0.119741121112157
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O2	0.106726185950182	0	0	0	0	0	0	2.73569129139377	0	0	0.303636091980209	0	0	0	1.36246107153928	0	0	0.681683822237002	0	0	0.54971638809986	0.288738998897487	0	0	0	0	0.561245741850352	0	0	1.00873536233665	3.11282084396951	0	0	0	0	0	0.223520739201232	0	2.46033188695201	0	3.25965736038979
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O2|s__MGIIb-O2 sp002494975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854966065454376	0	0	0	0	0	0	0	0.54840561736943	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O2|s__MGIIb-O2 sp002498985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25785477851513	0	0	0	0	0	0	0	1.91192626958257	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O2|s__MGIIb-O2 sp004195525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779771186010908
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3	0	0	0	0	0	0.0907196503471097	0	0.371721245706011	0	0.207360669592057	0	1.55438793150898	0	0	0.464381794523789	0	0	0.283770606663546	0.335436565185602	0	0.725332153966504	0.727228507881639	0	0	0	0.172217579551549	0.361633893929454	0	0	2.34454305762229	0	0.216515658848456	0.185270916335365	0	0	0	0	0	0	0.110790914017279	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp002503285	0	0	0	0	0	0	0	0	0	0.207360669592057	0	1.55438793150898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34454305762229	0	0	0	0	0	0	0	0	0	0.110790914017279	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp004195615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15982640240312	0	0	0.283770606663546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185270916335365	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp905182515	0	0	0	0	0	0.0907196503471097	0	0	0	0	0	0	0	0	0.304555392120669	0	0	0	0.0894543868351741	0	0	0.605181367516512	0	0	0	0.172217579551549	0.361633893929454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165729170016211	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O5|s__MGIIb-O5 sp002496725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165729170016211	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-P	0	0	0	0	0	0	0	0	0	0	0.214370944880667	0	0	0	0	0	0	0.147419787416112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182190010234051	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312165084708518	0	0	0	0	0	0	0.145109633134733	0	0	0	0	0	0	0	0	0	0.411963990704115	0.148521789578476	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-Q1|s__MGIIb-Q1 sp012959435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145109633134733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__Thalassarchaeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690835351858374	0	0	1.79895063358124	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67504213275495	2.17590576297681	0	0	0	0	0	0	0	0.311531499589161
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__Thalassarchaeum|s__Thalassarchaeum sp002457605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32706533314443	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__Thalassarchaeum|s__Thalassarchaeum sp002495735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690835351858374	0	0	1.79895063358124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17590576297681	0	0	0	0	0	0	0	0.311531499589161
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__Thalassarchaeum|s__Thalassarchaeum sp002698225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179223505974535	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241119156246726	0	0	0	0	0	0	0	0.203783550234309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota|c__Nitrososphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241119156246726	0	0	0	0	0	0	0	0.203783550234309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241119156246726	0	0	0	0	0	0	0	0.203783550234309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203783550234309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203783550234309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp001437625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203783550234309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241119156246726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA57|g__UBA57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241119156246726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	14.1263974500448	26.2077287389688	23.7103920570949	22.9261340413497	20.3004034697944	29.6868566915724	31.9765755130764	14.3181687248841	17.927817966716	15.13202906642	15.3003099290112	7.12703989626996	29.3564721081137	11.3339748672564	12.5099306434576	34.2132874898484	25.5836885673154	16.9369715574258	19.178608665462	32.51826390823	17.4016074889995	15.8370699304276	20.1452641640415	14.3218287159493	11.4462917878614	28.8519328552919	28.3745428436012	18.6515321777433	31.5754421543716	18.4540457712203	12.0377508490751	11.7973251931047	17.382869359257	22.5551463537733	23.1040725796281	29.0033548501666	32.090857883761	28.3493402275319	20.8700281743225	9.46815956715386	17.7694239398985
k__Bacteria|p__Acidobacteriota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242566660335868	0	0	0.176097867215732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415371540718076	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__UBA890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__UBA890|o__UBA890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__UBA890|o__UBA890|f__UBA890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__UBA890|o__UBA890|f__UBA890|g__UBA890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242566660335868	0	0	0.176097867215732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272070543062145	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242566660335868	0	0	0.176097867215732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272070543062145	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA8438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242566660335868	0	0	0.176097867215732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272070543062145	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA8438|g__DTWD01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272070543062145	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales|f__UBA8438|g__UBA8438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242566660335868	0	0	0.176097867215732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota	0	0.200573519010203	0	0	0.386228424608589	0.165272287721404	1.45946621710846	1.6457100995108	3.03863167233562	0.28641792923512	0.927655247506695	0	0.0873933314201733	0.0526692546999813	2.83977684938809	6.72076641143294	0	4.48321583748669	0.124016198304768	0.868825285605171	1.74160617628319	1.30016462454619	0.420003799983094	0.435673814259182	0.875076367909573	0.389759027688313	0.541114893264049	0.351775997292903	0.595365100502977	2.58374526632947	0.446371500360839	4.73599498038526	4.72049079082892	0	0.443096298368976	0	0.886040158354041	0.163716801850713	0.434032170431407	0	3.78470466146552
