Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005164	reERR5005165	reERR5005166	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005335
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2.03771565311134e-06	2.02616404450476e-05	4.09843542323534e-06	0.000224854985856783	1.7066097833988e-05	0	0	4.19566024078792e-06	0.000134085514259725	5.68361306826936e-05	6.20794560804843e-05	9.18890507463276e-05	2.8256863934659e-05	0	0.000236347381271378	8.22943371198803e-06	0.00020376926343182	0.000663133448102643	0.000237083176915458	4.67805896089787e-05	6.81787003005564e-05	2.58436255683978e-05	6.48335759745985e-05	0	2.43377716792486e-05	1.80126764910065e-05	0.00119340721727047	0.00103003993694734	2.02402131409404	0.000241697204818658	0.0593541153402847	0.00028347461212864	0.00620392621709926	0.000297817339427001	2.96388840005924e-05	2.90678940585114e-05	1.59383271428049e-05	3.11955414156108e-05	5.41812507465423e-05	0.000125729701202164	6.66553128968963e-05	6.2043549109083e-05	0.273643221776438	4.6333130225298e-05	0.000373669502956471	0.363635024790847	0	9.63989991523934e-05	0.000753890290838658	0.000215467915962616	0.00182692333852732	6.8770042148642e-05	1.91054326795214e-05	1.41874791279657e-05	2.23788162759073e-05	0.609772410678871
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	2.03771565311134e-06	2.02616404450476e-05	4.09843542323534e-06	0.000224854985856783	1.7066097833988e-05	0	0	4.19566024078792e-06	0.000134085514259725	5.68361306826936e-05	6.20794560804843e-05	9.18890507463276e-05	2.8256863934659e-05	0	0.000236347381271378	8.22943371198803e-06	0.00020376926343182	0.000663133448102643	0.000237083176915458	4.67805896089787e-05	6.81787003005564e-05	2.58436255683978e-05	6.48335759745985e-05	0	2.43377716792486e-05	1.80126764910065e-05	0.00119340721727047	0.00103003993694734	2.02402131409404	0.000241697204818658	0.0593541153402847	0.00028347461212864	0.00620392621709926	0.000297817339427001	2.96388840005924e-05	2.90678940585114e-05	1.59383271428049e-05	3.11955414156108e-05	5.41812507465423e-05	0.000125729701202164	6.66553128968963e-05	6.2043549109083e-05	0.273643221776438	4.6333130225298e-05	0.000373669502956471	0.363635024790847	0	9.63989991523934e-05	0.000753890290838658	0.000215467915962616	0.00182692333852732	6.8770042148642e-05	1.91054326795214e-05	1.41874791279657e-05	2.23788162759073e-05	0.609772410678871
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2.03771565311134e-06	2.02616404450476e-05	4.09843542323534e-06	0.000224854985856783	1.7066097833988e-05	0	0	4.19566024078792e-06	0.000134085514259725	5.68361306826936e-05	6.20794560804843e-05	9.18890507463276e-05	2.8256863934659e-05	0	0.000236347381271378	8.22943371198803e-06	0.00020376926343182	0.000663133448102643	0.000237083176915458	4.67805896089787e-05	6.81787003005564e-05	2.58436255683978e-05	6.48335759745985e-05	0	2.43377716792486e-05	1.80126764910065e-05	0.00119340721727047	0.00103003993694734	2.02402131409404	0.000241697204818658	0.0593541153402847	0.00028347461212864	0.00620392621709926	0.000297817339427001	2.96388840005924e-05	2.90678940585114e-05	1.59383271428049e-05	3.11955414156108e-05	5.41812507465423e-05	0.000125729701202164	6.66553128968963e-05	6.2043549109083e-05	0.273643221776438	4.6333130225298e-05	0.000373669502956471	0.363635024790847	0	9.63989991523934e-05	0.000753890290838658	0.000215467915962616	0.00182692333852732	6.8770042148642e-05	1.91054326795214e-05	1.41874791279657e-05	2.23788162759073e-05	0.609772410678871
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter_A	2.03771565311134e-06	2.02616404450476e-05	4.09843542323534e-06	0.000224854985856783	1.7066097833988e-05	0	0	4.19566024078792e-06	0.000131828588043813	5.68361306826936e-05	6.20794560804843e-05	9.18890507463276e-05	2.8256863934659e-05	0	0.000236347381271378	8.22943371198803e-06	0.000134160617804401	0.000663133448102643	0.000237083176915458	4.67805896089787e-05	6.81787003005564e-05	2.58436255683978e-05	5.54374986550558e-05	0	1.55516375817629e-05	1.80126764910065e-05	5.13668074489306e-05	0.00103003993694734	0.000480097224483312	0.000241697204818658	0.00043977135589856	7.17589330583017e-05	0.000313134646704484	0.000297817339427001	2.96388840005924e-05	2.57152301550992e-05	0	2.38468335115622e-05	5.41812507465423e-05	4.66547574812058e-05	6.66553128968963e-05	6.2043549109083e-05	0.273621510171	4.6333130225298e-05	0.000373669502956471	0.363616965363919	0	2.63140265042362e-05	0.000753890290838658	0.000215467915962616	0.00181194258953368	6.8770042148642e-05	1.91054326795214e-05	1.41874791279657e-05	2.23788162759073e-05	0.609724759245199
k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter_A|s__Methanobrevibacter_A sp900769095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211890316357389	0	0	6.74991296150654e-05	0	0	0	2.0057705294622e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273413347741448	4.22077851865578e-05	0	0.357650061556081	0	0	0	0	0	0	1.91054326795214e-05	0	0	0
k__Archaea|p__Thermoplasmatota	0.00381952656848659	0	0	0	0.0113997037842261	0	0.000866696484606878	0.000343174348823153	3.6305101660916e-05	0.0306528942604409	0.6432531049668	0	0	0	0	8.50913853221139e-05	0	9.90214121630981e-06	0	0	0	0	0	0	0	2.06943305864824e-05	0	0.919100809874171	3.92422872637436e-05	0.00192323653755816	0.000296555514669262	0.00281677214207595	0.00736731176225463	0.000111752295051242	0	5.11331696770632e-05	0	0	0	0	0	0	4.36568349634813e-05	0	0	3.63131792880469e-05	0	0	0	0	0.000137087379275068	4.35351563064026e-05	0	0	0	4.8450404683071e-05
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata	0.00381952656848659	0	0	0	0.0113997037842261	0	0.000866696484606878	0.000343174348823153	3.6305101660916e-05	0.0306528942604409	0.6432531049668	0	0	0	0	8.50913853221139e-05	0	9.90214121630981e-06	0	0	0	0	0	0	0	2.06943305864824e-05	0	0.919100809874171	3.92422872637436e-05	0.00192323653755816	0.000296555514669262	0.00281677214207595	0.00736731176225463	0.000111752295051242	0	5.11331696770632e-05	0	0	0	0	0	0	4.36568349634813e-05	0	0	3.63131792880469e-05	0	0	0	0	0.000137087379275068	4.35351563064026e-05	0	0	0	4.8450404683071e-05
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales	0.00381952656848659	0	0	0	0.0113997037842261	0	0.000866696484606878	0.000343174348823153	3.6305101660916e-05	0.0306528942604409	0.6432531049668	0	0	0	0	8.50913853221139e-05	0	9.90214121630981e-06	0	0	0	0	0	0	0	2.06943305864824e-05	0	0.919100809874171	3.92422872637436e-05	0.00192323653755816	0.000296555514669262	0.00281677214207595	0.00736731176225463	0.000111752295051242	0	5.11331696770632e-05	0	0	0	0	0	0	4.36568349634813e-05	0	0	3.63131792880469e-05	0	0	0	0	0.000137087379275068	4.35351563064026e-05	0	0	0	4.8450404683071e-05
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.50913853221139e-05	0	0	0	0	0	0	0	0	0	2.06943305864824e-05	0	0.919100809874171	3.92422872637436e-05	0.00192323653755816	0.000296555514669262	0.00281677214207595	0.00736731176225463	0.000111752295051242	0	5.11331696770632e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137087379275068	4.35351563064026e-05	0	0	0	4.8450404683071e-05
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.50913853221139e-05	0	0	0	0	0	0	0	0	0	2.06943305864824e-05	0	0.919100809874171	3.92422872637436e-05	0.00192323653755816	0.000296555514669262	0.00281677214207595	0.00736731176225463	0.000111752295051242	0	5.11331696770632e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137087379275068	4.35351563064026e-05	0	0	0	4.8450404683071e-05
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae	0.00381952656848659	0	0	0	0.0113997037842261	0	0.000866696484606878	0.000343174348823153	3.6305101660916e-05	0.0306528942604409	0.6432531049668	0	0	0	0	0	0	9.90214121630981e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36568349634813e-05	0	0	3.63131792880469e-05	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota	0	0	0	0	0	7.52807725896121e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21991790695968e-05	0	4.50089337324907e-05	0	0	5.16632076748598e-06	1.44338805520556	0.000253890689703559	0.00338122312945818	3.66152521278225e-05	8.44112403734702e-06	1.88361981810191e-05	6.81223233638573e-05	5.89853746869661e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoproteota|c__Korarchaeia	0	0	0	0	0	7.52807725896121e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21991790695968e-05	0	4.50089337324907e-05	0	0	5.16632076748598e-06	1.44338805520556	0.000253890689703559	0.00338122312945818	3.66152521278225e-05	8.44112403734702e-06	1.88361981810191e-05	6.81223233638573e-05	5.89853746869661e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	50.2038090370173	53.4321086878902	38.3590783476519	29.8673579584688	47.4342323292571	19.1352059187679	43.6425511860044	52.4054070602305	40.8439332622889	22.7141668353598	35.5166301849898	74.4942231770214	56.9608840756693	19.8437179045359	44.1852591417563	47.0202473373319	59.5178838116026	44.4355285185337	57.6670212583533	54.0599488798828	84.1365688109876	31.7998471103595	61.7069927558792	80.9898860753222	40.5631814537136	66.3409894256956	66.2315364902862	53.2190886261647	43.5340891326267	42.7329937853801	9.55773239064445	62.7803245593988	58.682420944332	64.9142901300659	32.876680500865	56.7320563259459	44.1905988136249	46.1075876142641	56.9135418125845	51.3221052074174	57.4724375139077	47.5957976664214	52.6731436847987	56.8168570599068	13.6958805627631	53.9002547208633	52.4540995471139	50.2157185763979	3.80523790852661	20.7381969060843	74.4373862576795	93.081427701967	52.7665502099484	4.57897926253726	13.084540272371	70.5729213550004
k__Bacteria|p__Acidobacteriota	0	0	0.000384019883300771	0	0	8.41287240036362	0	2.24645580171895e-05	0	0	9.49680290559134e-06	0	1.08067098385036e-05	0	0	0	5.86389961429398e-05	0	0	0	1.46017959562026e-05	0	0	0	0	0	0	0	0	1.12530786339189e-05	0	1.42301597225923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021393894186211	0	0	6.72751176421936e-05	0	0	0	9.99820779037577e-06	0.000271296861941736	0	0
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia	0	0	0.000384019883300771	0	0	8.41287240036362	0	2.24645580171895e-05	0	0	9.49680290559134e-06	0	1.08067098385036e-05	0	0	0	5.86389961429398e-05	0	0	0	1.46017959562026e-05	0	0	0	0	0	0	0	0	1.12530786339189e-05	0	1.42301597225923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021393894186211	0	0	6.72751176421936e-05	0	0	0	9.99820779037577e-06	0.000271296861941736	0	0
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704	0	0	0.000384019883300771	0	0	8.41287240036362	0	2.24645580171895e-05	0	0	9.49680290559134e-06	0	1.08067098385036e-05	0	0	0	5.86389961429398e-05	0	0	0	1.46017959562026e-05	0	0	0	0	0	0	0	0	1.12530786339189e-05	0	1.42301597225923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021393894186211	0	0	6.72751176421936e-05	0	0	0	9.99820779037577e-06	0.000271296861941736	0	0
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704|f__QQVD01	0	0	0.000384019883300771	0	0	8.41287240036362	0	2.24645580171895e-05	0	0	9.49680290559134e-06	0	1.08067098385036e-05	0	0	0	5.86389961429398e-05	0	0	0	1.46017959562026e-05	0	0	0	0	0	0	0	0	1.12530786339189e-05	0	1.42301597225923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021393894186211	0	0	6.72751176421936e-05	0	0	0	9.99820779037577e-06	0.000271296861941736	0	0
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704|f__QQVD01|g__WTGL01	0	0	0.000384019883300771	0	0	8.41287240036362	0	2.24645580171895e-05	0	0	9.49680290559134e-06	0	1.08067098385036e-05	0	0	0	5.86389961429398e-05	0	0	0	1.46017959562026e-05	0	0	0	0	0	0	0	0	1.12530786339189e-05	0	1.42301597225923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021393894186211	0	0	6.72751176421936e-05	0	0	0	9.99820779037577e-06	0.000271296861941736	0	0
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704|f__QQVD01|g__WTGL01|s__WTGL01 sp009837085	0	0	0.000384019883300771	0	0	8.41287240036362	0	2.24645580171895e-05	0	0	9.49680290559134e-06	0	1.08067098385036e-05	0	0	0	5.86389961429398e-05	0	0	0	1.46017959562026e-05	0	0	0	0	0	0	0	0	1.12530786339189e-05	0	1.42301597225923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021393894186211	0	0	6.72751176421936e-05	0	0	0	9.99820779037577e-06	0.000271296861941736	0	0
k__Bacteria|p__Actinobacteriota	0.000171462606882155	3.46968576869626e-05	0.000516046670139793	0.000325705352804053	0.000173450586794169	9.36580384619518	0	0.000272564602143623	0.512485507246203	0.206585320819863	8.88585709035446e-06	4.26943198538746	20.4709814019207	3.31919403090938	1.07479168374342	5.74236803239607	0.0135094830651932	9.11608148130117e-05	0.000332913476151594	0.000510144339524717	0.00183749971377407	2.67300446243711e-05	4.23508793664902	8.85181028914476	34.742433065292	7.69875103900756	7.03942537416699	0.000661589536285203	0	0.00227460101578193	8.8406662333044e-05	0.676056623745549	0.00204805541860901	1.95289355264429	0.0975620054603828	0.00107614983127954	0.000460421539678214	0.473092786855499	0.000122951871404723	0.0130273964303426	1.68813451621392	0.0757480258424024	0.000840002894070314	0.000126031087040859	0.000769852137573478	0.00145302553324876	0.00138234465052827	7.87198742646289e-05	0.00394687536615598	0.00206965517828098	0.000681345790595619	0.000534237724941577	5.48030196123126e-05	2.3620484259771	0.000545633494235801	0.00333240884016349
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia	0	0	0.000294379574879781	0	1.53226478717463e-05	9.36580384619518	0	0	0	0	0	0	0	0.000141555243499283	0	0	0.000127829739349056	0	0	0	0	6.92645109084853e-06	0	0	0	0	0	0	0	0	0	0	0	1.72511428573118e-05	0	0	0	0	6.94945227094516e-06	0	0	0	0	0	0	5.73999944351714e-05	0	0	0.000180499695131535	0	0	0	0	0.000189251846337574	0	0
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales	0	0	0.000294379574879781	0	1.53226478717463e-05	9.36580384619518	0	0	0	0	0	0	0	0.000141555243499283	0	0	0.000127829739349056	0	0	0	0	6.92645109084853e-06	0	0	0	0	0	0	0	0	0	0	0	1.72511428573118e-05	0	0	0	0	6.94945227094516e-06	0	0	0	0	0	0	5.73999944351714e-05	0	0	0.000180499695131535	0	0	0	0	0.000189251846337574	0	0
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__TK06	0	0	0.000294379574879781	0	1.53226478717463e-05	9.36580384619518	0	0	0	0	0	0	0	0.000141555243499283	0	0	0.000127829739349056	0	0	0	0	6.92645109084853e-06	0	0	0	0	0	0	0	0	0	0	0	1.72511428573118e-05	0	0	0	0	6.94945227094516e-06	0	0	0	0	0	0	5.73999944351714e-05	0	0	0.000180499695131535	0	0	0	0	0.000189251846337574	0	0
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__TK06|g__WTFX01	0	0	0.000294379574879781	0	1.53226478717463e-05	9.36580384619518	0	0	0	0	0	0	0	0.000141555243499283	0	0	0.000127829739349056	0	0	0	0	6.92645109084853e-06	0	0	0	0	0	0	0	0	0	0	0	1.72511428573118e-05	0	0	0	0	6.94945227094516e-06	0	0	0	0	0	0	5.73999944351714e-05	0	0	0.000180499695131535	0	0	0	0	0.000189251846337574	0	0
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__TK06|g__WTFX01|s__WTFX01 sp009843525	0	0	0.000294379574879781	0	1.53226478717463e-05	9.36580384619518	0	0	0	0	0	0	0	0.000141555243499283	0	0	0.000127829739349056	0	0	0	0	6.92645109084853e-06	0	0	0	0	0	0	0	0	0	0	0	1.72511428573118e-05	0	0	0	0	6.94945227094516e-06	0	0	0	0	0	0	5.73999944351714e-05	0	0	0.000180499695131535	0	0	0	0	0.000189251846337574	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia	0	0	0	0.000156733935659548	0	0	0	8.10967750676448e-06	0.0023310682041265	0.00592681491088698	0	4.26917181459711	20.4705433822437	3.31866986512493	1.07472628541422	5.74013076758467	0.000461201410026024	5.77543815546393e-05	1.11757678228582e-05	0.000463767667701577	0.00183749971377407	0	0.00234844406630166	0.00110858982573529	34.3850203503964	0.0103009206908885	0.00031926162019308	5.28890814595412e-05	0	6.10168775696548e-06	8.8406662333044e-05	0.000955191306004474	0	1.32925540582806e-05	0	0	0.000427466911004919	0.473092786855499	4.7197908709079e-05	0.0129642421864121	1.68808721535862	0.0756244981088271	0.000237710201646757	0.000126031087040859	0.000749052076487308	0.000818016206835822	0.000420491011811482	5.83655887075786e-05	0.00376637567102444	7.24443907114116e-05	0.000298479479043787	0.000523282277544194	0	0.00368390689697545	0.000544011826097968	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales	0	0	0	0	0	0	0	0	0.000846411603068714	0.00163811002066581	0	0.821984758140983	4.77505348612742	2.25800803167348	0.515905886073967	4.06345765095693	0.000370270592340097	3.73167210372191e-06	0	3.0172164010288e-05	0.000554498139603235	0	0.00231015733906496	0.000475968224617477	7.31090355764853	0.00555252605903222	0.000186170239063961	6.58559620162131e-06	0	0	0	0.000844463317143288	0	1.32925540582806e-05	0	0	0.000209822164022231	0.472822660744717	4.7197908709079e-05	0.0127213023099636	1.68808721535862	0.0756244981088271	0.00011063964593243	0	0.000310142128016466	0.000700272585374341	0.000352673523800983	5.07992208715068e-05	0.00320186106435481	2.5207476986811e-05	0.000158445539620404	0.000497516276792824	0	0.0035917023316028	9.01258018173464e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	0	0	0	0	0	0	0	0	0.000779313789452909	0.00134331448208645	0	0.0132547385375599	0.607826041112873	0.00630908790675252	0.465304650446334	0.00444738604179518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64595024228718e-05	3.0973564947028e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__KH17	0	0	0	0	0	0	0	0	0.000779313789452909	0.00134331448208645	0	0.0132547385375599	0.607826041112873	0.00630908790675252	0.465304650446334	0.00444738604179518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64595024228718e-05	3.0973564947028e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__KH17|s__KH17 sp900199505	0	0	0	0	0	0	0	0	0.000779313789452909	0.00134331448208645	0	0.0132547385375599	0.607826041112873	0.00630908790675252	0.465304650446334	0.00444738604179518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64595024228718e-05	3.0973564947028e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
