Taxonomy	reSRR16235394	reSRR16235395	reSRR16235396	reSRR16235397	reSRR16235398	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407	reSRR16235408	reSRR16235409
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	1.16078629532927	1.04135136851789	0	0	0	0	0	0	0	0	0.302397923558809	0.575689258464303	0	0.84749035987049	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	1.16078629532927	1.04135136851789	0	0	0	0	0	0	0	0	0.302397923558809	0.575689258464303	0	0.84749035987049	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0.603241586487327	0	0	1.73153124535707	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__SGB17237	0	0	0	0	0.603241586487327	0	0	1.73153124535707	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	0	0	0	0	0	0	0	0	0	0	0	0	0.944449073336803	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB21507	0	0	0	0	0	0	0	0	0	0	0	0	0.944449073336803	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17245	0	3.59384477521576	0	0	0	0	0	0	0	0	0.795516635852222	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17245|t__SGB17245	0	3.59384477521576	0	0	0	0	0	0	0	0	0.795516635852222	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17246	0	0	0	0	0.937808568805141	0.265310590576338	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17246|t__SGB17246	0	0	0	0	0.937808568805141	0.265310590576338	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB60366	0	5.56574594826591	0	0	0	0	0	0	0	0	0	0	0	7.41374117105435	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB60366|t__SGB60366	0	5.56574594826591	0	0	0	0	0	0	0	0	0	0	0	7.41374117105435	0	0
k__Bacteria|p__Actinobacteria|c__CFGB11868	0	0	0	0	0.928827116215617	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB11868|o__OFGB11868	0	0	0	0	0.928827116215617	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB11868|o__OFGB11868|f__FGB11868	0	0	0	0	0.928827116215617	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12306	0	0	0	0.0979211946294959	0	0	0	0	0.36563787188037	0	0	0	0	0.511472416800328	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12306|o__OFGB12306	0	0	0	0.0979211946294959	0	0	0	0	0.36563787188037	0	0	0	0	0.511472416800328	0	0
k__Bacteria|p__Actinobacteria|c__CFGB12306|o__OFGB12306|f__FGB12306	0	0	0	0.0979211946294959	0	0	0	0	0.36563787188037	0	0	0	0	0.511472416800328	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13356	0	0	0	0	0	0.376916093279696	0	3.62340546910175	0	0	0	0	0	0	0	0.0779866939872983
k__Bacteria|p__Actinobacteria|c__CFGB13356|o__OFGB13356	0	0	0	0	0	0.376916093279696	0	3.62340546910175	0	0	0	0	0	0	0	0.0779866939872983
k__Bacteria|p__Actinobacteria|c__CFGB13356|o__OFGB13356|f__FGB13356	0	0	0	0	0	0.376916093279696	0	3.62340546910175	0	0	0	0	0	0	0	0.0779866939872983
k__Bacteria|p__Actinobacteria|c__CFGB13655	0	0	0	0.0772956360774618	0	0	0	0.246187346303454	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13655|o__OFGB13655	0	0	0	0.0772956360774618	0	0	0	0.246187346303454	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB13655|o__OFGB13655|f__FGB13655	0	0	0	0.0772956360774618	0	0	0	0.246187346303454	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB14679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550871197052676
k__Bacteria|p__Actinobacteria|c__CFGB14679|o__OFGB14679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550871197052676
k__Bacteria|p__Actinobacteria|c__CFGB14679|o__OFGB14679|f__FGB14679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550871197052676
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	8.78781255860921	11.4946948921715	17.6662256260475	7.40376956080566	12.0464330534474	6.33843252374384	1.34288552900262	6.71650362409733	14.0577747749038	2.45920823430019	8.76422752611276	3.37070582046702	26.4665762363489	13.3967295556223	2.34053032663256	5.29807632391628
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	8.78781255860921	10.745905887017	17.6662256260475	6.54695475035269	11.3556739997339	5.95193363473148	1.04573899202328	6.43746898576539	12.778238754983	2.27524887435649	8.76422752611276	3.37070582046702	25.9775613317415	12.6539972850002	2.14578512967466	4.86520112143237
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0	0	0	0	0	0	0	0	0	0	0	1.85204678931816	15.4765213598832	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella	0	0	0	0	0	0	0	0	0	0	0	1.85204678931816	15.4765213598832	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_provencensis	0	0	0	0	0	0	0	0	0	0	0	1.85204678931816	15.4765213598832	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_provencensis|t__SGB14367	0	0	0	0	0	0	0	0	0	0	0	1.85204678931816	15.4765213598832	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	8.78781255860921	10.745905887017	17.6662256260475	6.54695475035269	11.3556739997339	5.95193363473148	1.04573899202328	6.43746898576539	12.778238754983	2.27524887435649	8.76422752611276	1.51865903114886	10.5010399718583	12.6539972850002	2.14578512967466	4.86520112143237
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	8.78781255860921	10.745905887017	17.4160048720052	6.07061598030469	10.795273663153	5.74097628167071	1.04573899202328	6.0406930148539	12.778238754983	2.27524887435649	8.76422752611276	1.51865903114886	10.5010399718583	12.2386612778794	1.9384855636062	4.86520112143237
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_bouchesdurhonensis	0	0	0	0.110729941723108	0	0	0	0	0	0	0	0	0	0	0	0.0799614857043568
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_bouchesdurhonensis|t__SGB14397	0	0	0	0.110729941723108	0	0	0	0	0	0	0	0	0	0	0	0.0799614857043568
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_phocaeensis	0	0	0	0.433034258534393	0	0	0	0	0	0	0	0	0	0	0.216473774719281	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_phocaeensis|t__SGB14745	0	0	0	0.433034258534393	0	0	0	0	0	0	0	0	0	0	0.216473774719281	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14542	0	0.512158486949038	13.9821313010306	1.46094446298122	8.41467758714202	2.96968229421521	0.643902235869068	0	1.02918648048396	0.400231008782995	7.54547452836515	0	0	0.570772117452446	0.486544609261523	0.955074232022363
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14542|t__SGB14542	0	0.512158486949038	13.9821313010306	1.46094446298122	8.41467758714202	2.96968229421521	0.643902235869068	0	1.02918648048396	0.400231008782995	7.54547452836515	0	0	0.570772117452446	0.486544609261523	0.955074232022363
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB62963	0	0	0	1.42440475444632	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB62963|t__SGB62963	0	0	0	1.42440475444632	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB63083	0	0	0	0.146857026940384	0.517880173533276	0.564572483819738	0	0.675294906732221	5.11730707079862	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB63083|t__SGB63083	0	0	0	0.146857026940384	0.517880173533276	0.564572483819738	0	0.675294906732221	5.11730707079862	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB65924	0	0	0	0	0.253759819675821	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB65924|t__SGB65924	0	0	0	0	0.253759819675821	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An268	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625254801872619	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An268|t__SGB14757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625254801872619	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	7.32682662246695	8.2572628186491	2.03744242994749	0.905799328089386	0	0	0	0	0	0	0.539892779569733	0	10.5010399718583	7.96261778411849	0	1.30305509216796
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris|t__SGB14740	7.32682662246695	8.2572628186491	2.03744242994749	0.905799328089386	0	0	0	0	0	0	0.539892779569733	0	10.5010399718583	7.96261778411849	0	1.30305509216796
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	1.46098593614226	1.97648458141882	1.3964311410271	1.58884620758988	1.60895608280185	2.20672150363576	0.401836756154211	5.36539810812168	6.63174520370044	1.87501786557349	0.678860218177877	1.51865903114886	0	1.94133074944772	1.23546717962539	2.52711031153768
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei|t__SGB14737	1.46098593614226	1.97648458141882	1.3964311410271	1.58884620758988	1.60895608280185	2.20672150363576	0.401836756154211	5.36539810812168	6.63174520370044	1.87501786557349	0.678860218177877	1.51865903114886	0	1.94133074944772	1.23546717962539	2.52711031153768
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415336007120775	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9370	0	0	0	0.135521700030562	0.118118186141479	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9370|s__GGB9370_SGB14351	0	0	0	0.135521700030562	0.118118186141479	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9370|s__GGB9370_SGB14351|t__SGB14351	0	0	0	0.135521700030562	0.118118186141479	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9380	0	0	0.250220754042268	0.245397476198165	0.315703374361003	0.210957353060766	0	0.396775970911483	0	0	0	0	0	0	0.0429741991324778	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9380|s__GGB9380_SGB14375	0	0	0.250220754042268	0.245397476198165	0.315703374361003	0.210957353060766	0	0.396775970911483	0	0	0	0	0	0	0.0429741991324778	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9380|s__GGB9380_SGB14375|t__SGB14375	0	0	0.250220754042268	0.245397476198165	0.315703374361003	0.210957353060766	0	0.396775970911483	0	0	0	0	0	0	0.0429741991324778	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9383	0	0	0	0.0954195938192715	0.126578776078456	0	0	0	0	0	0	0	0	0	0.164325366935988	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9383|s__GGB9383_SGB14382	0	0	0	0.0954195938192715	0.126578776078456	0	0	0	0	0	0	0	0	0	0.164325366935988	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9383|s__GGB9383_SGB14382|t__SGB14382	0	0	0	0.0954195938192715	0.126578776078456	0	0	0	0	0	0	0	0	0	0.164325366935988	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0	0.748789005154527	0	0.856814810452974	0.690759053713481	0.386498889012366	0.297146536979342	0.279034638331941	1.27953601992081	0.183959359943703	0	0	0.489014904607412	0.742732270622094	0.194745196957894	0.432875202483914
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0	0.748789005154527	0	0.856814810452974	0.690759053713481	0.386498889012366	0.297146536979342	0.279034638331941	1.27953601992081	0.183959359943703	0	0	0.489014904607412	0.742732270622094	0.194745196957894	0.432875202483914
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9423	0	0.397058798090938	0	0.623027060780448	0.415618050404808	0.386498889012366	0.297146536979342	0.279034638331941	0.514834393388079	0	0	0	0	0.391996035362981	0.131083507623152	0.15637878332538
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9423|s__GGB9423_SGB14792	0	0.397058798090938	0	0.623027060780448	0.415618050404808	0.386498889012366	0.297146536979342	0.279034638331941	0.514834393388079	0	0	0	0	0.391996035362981	0.131083507623152	0.15637878332538
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9423|s__GGB9423_SGB14792|t__SGB14792	0	0.397058798090938	0	0.623027060780448	0.415618050404808	0.386498889012366	0.297146536979342	0.279034638331941	0.514834393388079	0	0	0	0	0.391996035362981	0.131083507623152	0.15637878332538
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia	0	0.351730207063589	0	0.233787749672525	0.275141003308674	0	0	0	0.764701626532734	0.183959359943703	0	0	0.489014904607412	0.350736235259113	0.0636616893347425	0.276496419158534
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	0	0.351730207063589	0	0.233787749672525	0.275141003308674	0	0	0	0.764701626532734	0.183959359943703	0	0	0.316918750378383	0.350736235259113	0.0636616893347425	0.276496419158534
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis|t__SGB14779	0	0.351730207063589	0	0.233787749672525	0.275141003308674	0	0	0	0.764701626532734	0.183959359943703	0	0	0.316918750378383	0.350736235259113	0.0636616893347425	0.276496419158534
k__Bacteria|p__Bacteroidetes	16.9318159667675	15.0236875220604	8.46772084382333	3.88157951435877	2.56675358385759	13.7609377150074	18.2412373925951	5.4133956761592	5.17140889718878	23.4024253942394	38.7857327612736	24.1553266256575	9.4409276482973	9.34750723400201	2.38438956394416	3.95754205125225
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	15.3936172422341	11.7991003963045	6.84078891160774	2.35204136627173	2.36393511199067	9.20245494519658	16.1959465987525	4.85354166335146	5.17140889718878	23.4024253942394	38.2179339955892	24.1553266256575	9.4409276482973	9.16319182017049	1.12218540017292	1.71732721357046
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	15.3936172422341	11.7991003963045	6.84078891160774	2.35204136627173	2.36393511199067	9.20245494519658	16.1959465987525	4.85354166335146	5.17140889718878	23.4024253942394	38.2179339955892	24.1553266256575	9.4409276482973	9.16319182017049	1.12218540017292	1.71732721357046
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.99901014114353	0.969552753343055	0	1.71600261640264	0.905381125285476	0.429361740440347	0.66284914321989	0.881912846103766	5.17140889718878	0.55840301656334	1.73894342912677	0.153071945775347	9.4409276482973	1.83167071296543	0.717117344809955	1.27365272523402
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.99901014114353	0.969552753343055	0	0.949222425155418	0.340066865416424	0.429361740440347	0.242641389201701	0.881912846103766	5.17140889718878	0.198162032014573	1.73894342912677	0.153071945775347	9.4409276482973	1.59782701322687	0.717117344809955	1.27365272523402
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0	0	0	0.254678810496227	0.078152884133078	0	0	0	0	0	0.390414433676154	0	0	0.59765256229825	0.375992164192391	0.353407580991796
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola|t__SGB1891	0	0	0	0.254678810496227	0.078152884133078	0	0	0	0	0	0.390414433676154	0	0	0.59765256229825	0.375992164192391	0.353407580991796
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0.99901014114353	0.969552753343055	0	0	0	0	0	0	0	0.198162032014573	1.34852899545062	0.153071945775347	0	0.671186669101737	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus|t__SGB1888	0.99901014114353	0.969552753343055	0	0	0	0	0	0	0	0.198162032014573	1.34852899545062	0.153071945775347	0	0.671186669101737	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0	0	0	0.086489909825243	0	0	0	0	0	0	0	0	0	0	0	0.132014883914317
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__SGB1862	0	0	0	0.086489909825243	0	0	0	0	0	0	0	0	0	0	0	0.132014883914317
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0.312364200274802	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__SGB1872	0	0	0	0	0	0	0	0	0	0	0	0	0.312364200274802	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB58500	0	0	0	0	0	0	0	0	0	0	0	0	1.27368598138326	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB58500|t__SGB58500	0	0	0	0	0	0	0	0	0	0	0	0	1.27368598138326	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0	0	0	0.44304850556	0.261913981283346	0.429361740440347	0.242641389201701	0.881912846103766	3.95277027209385	0	0	0	4.52432194531124	0.328987781826886	0.137355289822139	0.788230260327911
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris|t__SGB1830	0	0	0	0.44304850556	0.261913981283346	0.429361740440347	0.242641389201701	0.881912846103766	3.95277027209385	0	0	0	4.52432194531124	0.328987781826886	0.137355289822139	0.788230260327911
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0	0	0	0.165005199273948	0	0	0	0	1.21863862509493	0	0	0	3.330555521328	0	0.203769890795425	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__SGB1814	0	0	0	0.165005199273948	0	0	0	0	1.21863862509493	0	0	0	3.330555521328	0	0.203769890795425	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1350	0	0	0	0.766780191247224	0.565314259869051	0	0.420207754018189	0	0	0.360240984548768	0	0	0	0.233843699738554	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1350|s__GGB1350_SGB1808	0	0	0	0.766780191247224	0.565314259869051	0	0.420207754018189	0	0	0.360240984548768	0	0	0	0.233843699738554	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1350|s__GGB1350_SGB1808|t__SGB1808	0	0	0	0.766780191247224	0.565314259869051	0	0.420207754018189	0	0	0.360240984548768	0	0	0	0.233843699738554	0	0
