study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp
PRJEB41174	SAMEA7573927	ERX4706870	ERR4837092	410658	soil metagenome	3130253289;2672301927	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837092/ERR4837092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837092/ERR4837092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837092/G11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837092/G11_R2.fastq.gz		
PRJEB41174	SAMEA7573928	ERX4706871	ERR4837093	410658	soil metagenome	2854492905;2480376468	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837093/ERR4837093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837093/ERR4837093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837093/G12_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837093/G12_R2.fastq.gz		
PRJEB41174	SAMEA7573929	ERX4706872	ERR4837094	410658	soil metagenome	3611951611;3098629558	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837094/ERR4837094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837094/ERR4837094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837094/G13_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837094/G13_R2.fastq.gz		
PRJEB41174	SAMEA7573930	ERX4706873	ERR4837095	410658	soil metagenome	2169771304;1859609204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837095/ERR4837095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837095/ERR4837095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837095/G14_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837095/G14_R2.fastq.gz		
PRJEB41174	SAMEA7573931	ERX4706874	ERR4837096	410658	soil metagenome	2462605294;2101864994	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837096/ERR4837096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837096/ERR4837096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837096/G15_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837096/G15_R2.fastq.gz		
PRJEB41174	SAMEA7573932	ERX4706875	ERR4837097	410658	soil metagenome	2894618106;2542851638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837097/ERR4837097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837097/ERR4837097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837097/G16_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837097/G16_R2.fastq.gz		
PRJEB41174	SAMEA7573933	ERX4706876	ERR4837098	410658	soil metagenome	3672732099;3135919416	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837098/ERR4837098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837098/ERR4837098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837098/G17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837098/G17_R2.fastq.gz		
PRJEB41174	SAMEA7573934	ERX4706877	ERR4837099	410658	soil metagenome	2696124439;2320339791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837099/ERR4837099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837099/ERR4837099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837099/G18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837099/G18_R2.fastq.gz		
PRJEB41174	SAMEA7573935	ERX4706878	ERR4837100	410658	soil metagenome	2588066944;2230712921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837100/ERR4837100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837100/ERR4837100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837100/G19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837100/G19_R2.fastq.gz		
PRJEB41174	SAMEA7573936	ERX4706879	ERR4837101	410658	soil metagenome	2253481680;1938610272	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837101/ERR4837101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837101/ERR4837101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837101/G20_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837101/G20_R2.fastq.gz		
PRJEB41174	SAMEA7573937	ERX4706880	ERR4837102	410658	soil metagenome	3084338906;2613930099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837102/ERR4837102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837102/ERR4837102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837102/G21_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837102/G21_R2.fastq.gz		
PRJEB41174	SAMEA7573938	ERX4706881	ERR4837103	410658	soil metagenome	3312748442;2847417154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837103/ERR4837103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837103/ERR4837103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837103/G22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837103/G22_R2.fastq.gz		
PRJEB41174	SAMEA7573939	ERX4706882	ERR4837104	410658	soil metagenome	2761622393;2360187256	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837104/ERR4837104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837104/ERR4837104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837104/G23_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837104/G23_R2.fastq.gz		
PRJEB41174	SAMEA7573940	ERX4706883	ERR4837105	452919	ice metagenome	592198179;620623716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837105/ERR4837105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837105/ERR4837105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837105/SV1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837105/SV1_R2.fastq.gz		
PRJEB41174	SAMEA7573941	ERX4706884	ERR4837106	452919	ice metagenome	784020898;814538848	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837106/ERR4837106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837106/ERR4837106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837106/SV2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837106/SV2_R2.fastq.gz		
PRJEB41174	SAMEA7573942	ERX4706885	ERR4837107	410658	soil metagenome	478927555;494030805	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837107/ERR4837107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837107/ERR4837107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837107/SV3_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837107/SV3_R2.fastq.gz		
PRJEB41174	SAMEA7573943	ERX4706886	ERR4837108	410658	soil metagenome	753676646;795835003	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837108/ERR4837108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837108/ERR4837108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837108/SV4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837108/SV4_R2.fastq.gz		
PRJEB41174	SAMEA7573944	ERX4706887	ERR4837109	410658	soil metagenome	465426872;488596579	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837109/ERR4837109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837109/ERR4837109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837109/SV5_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837109/SV5_R2.fastq.gz		
PRJEB41174	SAMEA7573945	ERX4706888	ERR4837110	410658	soil metagenome	685579468;716012408	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837110/ERR4837110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837110/ERR4837110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837110/SV6_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837110/SV6_R2.fastq.gz		
PRJEB41174	SAMEA7573946	ERX4706889	ERR4837111	410658	soil metagenome	554791211;585154147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837111/ERR4837111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837111/ERR4837111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837111/SV7_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837111/SV7_R2.fastq.gz		
PRJEB41174	SAMEA7573947	ERX4706890	ERR4837112	410658	soil metagenome	583269427;614355209	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837112/ERR4837112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837112/ERR4837112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837112/SV8_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837112/SV8_R2.fastq.gz		
PRJEB41174	SAMEA7573948	ERX4706891	ERR4837113	410658	soil metagenome	611438315;645398077	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837113/ERR4837113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837113/ERR4837113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837113/SV9_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837113/SV9_R2.fastq.gz		
PRJEB41174	SAMEA7573949	ERX4706892	ERR4837114	410658	soil metagenome	536942448;565426105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837114/ERR4837114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837114/ERR4837114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837114/SV10_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837114/SV10_R2.fastq.gz		
PRJEB41174	SAMEA7573950	ERX4706893	ERR4837115	410658	soil metagenome	612056876;648654252	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837115/ERR4837115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837115/ERR4837115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837115/SV11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837115/SV11_R2.fastq.gz		
PRJEB41174	SAMEA7573951	ERX4706894	ERR4837116	410658	soil metagenome	1569449608;1654904718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837116/ERR4837116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837116/ERR4837116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837116/SV12_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837116/SV12_R2.fastq.gz		
PRJEB41174	SAMEA7573952	ERX4706895	ERR4837117	410658	soil metagenome	1512753735;1616075026	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837117/ERR4837117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837117/ERR4837117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837117/SV13_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837117/SV13_R2.fastq.gz		
PRJEB41174	SAMEA7573953	ERX4706896	ERR4837118	410658	soil metagenome	994605187;1037265838	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837118/ERR4837118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837118/ERR4837118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837118/SV14_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837118/SV14_R2.fastq.gz		
PRJEB41174	SAMEA7573954	ERX4706897	ERR4837119	410658	soil metagenome	106325286;110381994	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837119/ERR4837119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837119/ERR4837119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837119/SV15_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837119/SV15_R2.fastq.gz		
PRJEB41174	SAMEA7573955	ERX4706898	ERR4837120	410658	soil metagenome	610076081;643072617	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837120/ERR4837120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837120/ERR4837120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837120/SV16_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837120/SV16_R2.fastq.gz		
PRJEB41174	SAMEA7573956	ERX4706899	ERR4837121	410658	soil metagenome	185785233;196185224	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837121/ERR4837121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837121/ERR4837121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837121/SV17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837121/SV17_R2.fastq.gz		
PRJEB41174	SAMEA7573957	ERX4706900	ERR4837122	410658	soil metagenome	606224930;639311562	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837122/ERR4837122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837122/ERR4837122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837122/SV18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837122/SV18_R2.fastq.gz		
PRJEB41174	SAMEA7573958	ERX4706901	ERR4837123	410658	soil metagenome	1038144976;1091979677	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837123/ERR4837123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837123/ERR4837123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837123/SV19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837123/SV19_R2.fastq.gz		
PRJEB41174	SAMEA7573959	ERX4706902	ERR4837124	410658	soil metagenome	1858563375;1957507521	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837124/ERR4837124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837124/ERR4837124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837124/SV20_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837124/SV20_R2.fastq.gz		
PRJEB41174	SAMEA7573960	ERX4706903	ERR4837125	410658	soil metagenome	630159046;662858488	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837125/ERR4837125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4837125/ERR4837125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837125/SV21_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837125/SV21_R2.fastq.gz		
PRJEB41174	SAMEA7573961	ERX4706904	ERR4837126	410658	soil metagenome	547901278;577936221	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837126/ERR4837126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4837126/ERR4837126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837126/SV22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837126/SV22_R2.fastq.gz		
PRJEB41174	SAMEA7573962	ERX4706905	ERR4837127	410658	soil metagenome	754947929;792003496	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837127/ERR4837127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4837127/ERR4837127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837127/SV23_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837127/SV23_R2.fastq.gz		
PRJEB41174	SAMEA7573963	ERX4706906	ERR4837128	452919	ice metagenome	2607475634;2579487145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837128/ERR4837128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4837128/ERR4837128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837128/SW1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837128/SW1_R2.fastq.gz		
PRJEB41174	SAMEA7573964	ERX4706907	ERR4837129	410658	soil metagenome	3241077568;3212253559	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837129/ERR4837129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4837129/ERR4837129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837129/SW2_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837129/SW2_R2.fastq.gz		
PRJEB41174	SAMEA7573965	ERX4706908	ERR4837130	410658	soil metagenome	2779913851;2754126010	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837130/ERR4837130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4837130/ERR4837130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837130/SW3_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837130/SW3_R2.fastq.gz		
PRJEB41174	SAMEA7573966	ERX4706909	ERR4837131	410658	soil metagenome	3020813526;2991140332	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837131/ERR4837131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4837131/ERR4837131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837131/SW4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837131/SW4_R2.fastq.gz		
PRJEB41174	SAMEA7573967	ERX4706910	ERR4837132	410658	soil metagenome	2530716855;2487037953	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837132/ERR4837132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4837132/ERR4837132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837132/SW5_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837132/SW5_R2.fastq.gz		
PRJEB41174	SAMEA7573968	ERX4706911	ERR4837133	410658	soil metagenome	1536425716;1519157518	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837133/ERR4837133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4837133/ERR4837133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837133/SW6_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837133/SW6_R2.fastq.gz		
PRJEB41174	SAMEA7573969	ERX4706912	ERR4837134	410658	soil metagenome	2666359285;2641780075	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837134/ERR4837134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4837134/ERR4837134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837134/SW7_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4837134/SW7_R2.fastq.gz		
