Taxonomy	reERR4183438	reERR4183439	reERR4183440	reERR4183441	reERR4183442	reERR4183443	reERR4183444	reERR4183445	reERR4183446	reERR4183447	reERR4183448	reERR4183449	reERR4183450	reERR4183451	reERR4183452	reERR4183453	reERR4183454	reERR4183455	reERR4183456	reERR4183457	reERR4183458	reERR4183459	reERR4183460	reERR4183461	reERR4183462	reERR4183463	reERR4183464	reERR4183465	reERR4183466	reERR4183467	reERR4183468	reERR4183469	reERR4183470	reERR4183471	reERR4183472	reERR4183473	reERR4183474	reERR4183475	reERR4183476	reERR4183477	reERR4183478	reERR4183479	reERR4183480	reERR4183481	reERR4183482	reERR4183483	reERR4183484	reERR4183485	reERR4183486	reERR4183487	reERR4183488	reERR4183489	reERR4183490	reERR4183491	reERR4183492	reERR4183493	reERR4183494	reERR4183495	reERR4183496	reERR4183497	reERR4183498	reERR4183499
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudolongum	0	0	0	0	0	0	0	0	0.356615428883001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia	0	2.5572461608914	0.443540975817949	0	0	0.069973133443473	0	0.105821187725816	0.554318138426923	0.441265639235083	0.0624070293754503	0.93467091380799	0.42553505653757	1.65568242637444	4.43194982664192	4.45843133492907	1.9410651878013	0.814788577014747	0	0	1.14841068819926	1.15556716513844	0.229459739961328	1.07609939484979	0.16578744701157	0.195684582591783	0.08783197294605	0.621749204312084	1.08262065504985	0	0.465172386819747	0	2.17610637146325	0.214942960544985	0	0.980095722078133	3.08790793503383	0.133398491802348	0	1.58606346693638	2.52799675905975	2.88119330143935	3.35758998662545	3.28972821441893	1.5718002924733	1.86760776543868	5.69863791121373	8.53924333735304	0	0	0.899392612098191	0	0.0990499029674809	3.26662474139302	3.45795985474325	0.982537215601178	0.958426967269665	0.677177656794592	0.781466913176516	0.269660663030183	0.750084185063875	0.818553374587172
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales	0	2.5572461608914	0.443540975817949	0	0	0.069973133443473	0	0.105821187725816	0.554318138426923	0.441265639235083	0.0624070293754503	0.93467091380799	0.42553505653757	1.65568242637444	4.43194982664192	4.45843133492907	1.9410651878013	0.814788577014747	0	0	1.14841068819926	1.15556716513844	0.229459739961328	1.07609939484979	0.16578744701157	0.195684582591783	0.08783197294605	0.621749204312084	1.08262065504985	0	0.465172386819747	0	2.17610637146325	0.214942960544985	0	0.980095722078133	3.08790793503383	0.133398491802348	0	1.58606346693638	2.52799675905975	2.88119330143935	3.35758998662545	3.28972821441893	1.5718002924733	1.86760776543868	5.69863791121373	8.53924333735304	0	0	0.899392612098191	0	0.0990499029674809	3.26662474139302	3.45795985474325	0.982537215601178	0.958426967269665	0.677177656794592	0.781466913176516	0.269660663030183	0.750084185063875	0.818553374587172
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0	0	0	0	0	0	0	0	0	0	0	0.554433720842567	0.42553505653757	0	0	0	1.9410651878013	0.74486813191468	0	0	0	1.15556716513844	0.229459739961328	0	0	0.0678140921201849	0	0	0	0	0.366635549149601	0	0	0	0	0.980095722078133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__NM07-P-09	0	0	0	0	0	0	0	0	0	0	0	0.42696690989745	0.156368795123141	0	0	0	1.83114080469437	0.74486813191468	0	0	0	0.371272680233321	0.229459739961328	0	0	0.0678140921201849	0	0	0	0	0.208535161174082	0	0	0	0	0.870603823444101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__NM07-P-09|s__NM07-P-09 sp004793925	0	0	0	0	0	0	0	0	0	0	0	0.315077987049445	0.156368795123141	0	0	0	1.38331676787718	0.249504724345946	0	0	0	0.371272680233321	0.229459739961328	0	0	0.0678140921201849	0	0	0	0	0.208535161174082	0	0	0	0	0.206225248943418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0	2.49991244837925	0.443540975817949	0	0	0	0	0.105821187725816	0	0.441265639235083	0	0	0	1.51516480295928	4.43194982664192	4.45843133492907	0	0	0	0	1.14841068819926	0	0	1.07609939484979	0.0965886343966838	0.127870490471598	0.08783197294605	0.621749204312084	1.08262065504985	0	0	0	2.17610637146325	0.214942960544985	0	0	3.08790793503383	0.133398491802348	0	1.58606346693638	2.42284362058105	2.88119330143935	3.35758998662545	3.28972821441893	1.5718002924733	1.86760776543868	5.69863791121373	8.53924333735304	0	0	0.899392612098191	0	0.0990499029674809	3.26662474139302	3.45795985474325	0.982537215601178	0.958426967269665	0.677177656794592	0.781466913176516	0.269660663030183	0.750084185063875	0.818553374587172
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0	2.49991244837925	0.443540975817949	0	0	0	0	0.105821187725816	0	0.441265639235083	0	0	0	1.51516480295928	4.43194982664192	4.45843133492907	0	0	0	0	1.14841068819926	0	0	1.07609939484979	0.0965886343966838	0.127870490471598	0.08783197294605	0.621749204312084	1.08262065504985	0	0	0	2.17610637146325	0.214942960544985	0	0	3.08790793503383	0.133398491802348	0	1.58606346693638	2.42284362058105	2.88119330143935	3.35758998662545	3.28972821441893	1.5718002924733	1.86760776543868	5.69863791121373	8.53924333735304	0	0	0.899392612098191	0	0.0990499029674809	3.26662474139302	3.45795985474325	0.982537215601178	0.958426967269665	0.677177656794592	0.781466913176516	0.269660663030183	0.750084185063875	0.818553374587172
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella intestinalis	0	0.706453879999791	0.320502031611669	0	0	0	0	0.105821187725816	0	0	0	0	0	0.782372400486519	0.741376070680398	0.860304508148259	0	0	0	0	0.330241074473889	0	0	0.968040202338652	0	0.127870490471598	0.08783197294605	0	0	0	0	0	1.73777083772891	0	0	0	2.99296155476753	0	0	1.58606346693638	2.14038327275565	2.54737764453237	3.35758998662545	3.28972821441893	1.32608532786705	1.86760776543868	0	2.02514724698008	0	0	0	0	0.0990499029674809	0.921108375970187	0.948968828087334	0	0	0.592707356415746	0.781466913176516	0.167110809257548	0.311774859960462	0.631455685164475
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp008014645	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233048451764507	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621749204312084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei	0	0	0	0	0	0	0	0	0	0.441265639235083	0	0	0	0	0.141834717099438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0881903892392227	0.214942960544985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0844703003788463	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae	0	0.0573337125121559	0	0	0	0.069973133443473	0	0	0.554318138426923	0	0.0624070293754503	0.380237192965423	0	0.140517623415158	0	0	0	0.0699204451000669	0	0	0	0	0	0	0.0691988126148862	0	0	0	0	0	0.0985368376701467	0	0	0	0	0	0	0	0	0	0.105153138478698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Adlercreutzia	0	0	0	0	0	0	0	0	0.262071925603005	0	0	0.380237192965423	0	0	0	0	0	0.0699204451000669	0	0	0	0	0	0	0	0	0	0	0	0	0.0985368376701467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia celatus_A	0	0	0	0	0	0	0	0	0.262071925603005	0	0	0.380237192965423	0	0	0	0	0	0.0699204451000669	0	0	0	0	0	0	0	0	0	0	0	0	0.0985368376701467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAAEEV01	0	0	0	0	0	0	0	0	0.292246212823919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A	0	0.0573337125121559	0	0	0	0.069973133443473	0	0	0	0	0.0624070293754503	0	0	0.140517623415158	0	0	0	0	0	0	0	0	0	0	0.0691988126148862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105153138478698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A sp900555495	0	0.0573337125121559	0	0	0	0.069973133443473	0	0	0	0	0.0624070293754503	0	0	0.140517623415158	0	0	0	0	0	0	0	0	0	0	0.0691988126148862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105153138478698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota	14.1226431563735	13.6389146711813	5.9396042504863	0	0	9.67622997164871	10.1243410139409	13.3039856216375	11.8883981433196	7.73084754085683	12.4012442144347	17.3804983912571	34.6695394275817	21.9341591478311	11.7105084250601	11.9885503773253	21.4143639354865	14.406570221374	11.4553026823721	24.8765604466381	15.3830642566084	28.2129539357752	7.98119531815604	12.24994548771	3.89107820907716	7.31388844952496	9.03133367024391	8.65737734155675	13.8835885746048	4.8437623521817	37.5898366421865	40.7258818955569	6.16631653162627	16.3738946938013	26.955706579598	16.5321743888202	6.53468781977181	3.36130149627517	2.32100382529641	10.2168947282569	12.9431031138929	16.0010830425887	22.0510692716671	16.1771071253285	6.62147530804611	6.64669912095314	5.48906184098002	9.6020796272213	21.4068310638184	11.8135770010274	9.47599151987679	15.8219076602787	4.49732098710999	13.8935340048671	19.7625208343445	4.04367991914833	13.5856288669272	10.982124507712	15.0448594976031	9.67560277813882	13.5942135531527	4.38731279536691
k__Bacteria|p__Bacteroidota|c__Bacteroidia	14.1226431563735	13.6389146711813	5.9396042504863	0	0	9.67622997164871	10.1243410139409	13.3039856216375	11.8883981433196	7.73084754085683	12.4012442144347	17.3804983912571	34.6695394275817	21.9341591478311	11.7105084250601	11.9885503773253	21.4143639354865	14.406570221374	11.4553026823721	24.8765604466381	15.3830642566084	28.2129539357752	7.98119531815604	12.24994548771	3.89107820907716	7.31388844952496	9.03133367024391	8.65737734155675	13.8835885746048	4.8437623521817	37.5898366421865	40.7258818955569	6.16631653162627	16.3738946938013	26.955706579598	16.5321743888202	6.53468781977181	3.36130149627517	2.32100382529641	10.2168947282569	12.9431031138929	16.0010830425887	22.0510692716671	16.1771071253285	6.62147530804611	6.64669912095314	5.48906184098002	9.6020796272213	21.4068310638184	11.8135770010274	9.47599151987679	15.8219076602787	4.49732098710999	13.8935340048671	19.7625208343445	4.04367991914833	13.5856288669272	10.982124507712	15.0448594976031	9.67560277813882	13.5942135531527	4.38731279536691
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	14.1226431563735	13.6389146711813	5.9396042504863	0	0	9.67622997164871	10.1243410139409	13.3039856216375	11.8883981433196	7.73084754085683	12.4012442144347	17.3804983912571	34.6695394275817	21.9341591478311	11.7105084250601	11.9885503773253	21.4143639354865	14.406570221374	11.4553026823721	24.8765604466381	15.3830642566084	28.2129539357752	7.98119531815604	12.24994548771	3.89107820907716	7.31388844952496	9.03133367024391	8.65737734155675	13.8835885746048	4.8437623521817	37.5898366421865	40.7258818955569	6.16631653162627	16.3738946938013	26.955706579598	16.5321743888202	6.53468781977181	3.36130149627517	2.32100382529641	10.2168947282569	12.9431031138929	16.0010830425887	22.0510692716671	16.1771071253285	6.62147530804611	6.64669912095314	5.48906184098002	9.6020796272213	21.4068310638184	11.8135770010274	9.47599151987679	15.8219076602787	4.49732098710999	13.8935340048671	19.7625208343445	4.04367991914833	13.5856288669272	10.982124507712	15.0448594976031	9.67560277813882	13.5942135531527	4.38731279536691
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	13.7897629154595	11.3058031423586	3.54113143846189	0	0	8.69042502972605	6.69949455108432	12.8289894356164	0.877113941670167	5.04531566430486	7.77759295523252	9.7385018715355	1.34891625665764	11.4283552562972	5.37076950783117	6.39610426163202	2.37680346946474	3.5365531156422	8.93538694427686	18.1843284684708	10.6699293749025	8.03903215416773	3.38805705052825	10.7283127897902	0.465482561874303	4.77665612834487	4.41477147485838	7.94168899275921	9.94721669203444	4.60807464347608	8.3197882941504	7.63449294855324	2.31968014549244	6.22673404013938	14.2881523445626	4.88884986603583	4.17952001740074	1.13204569683922	0	6.55536470737104	8.50183625256618	13.0539579559374	20.8529643508045	14.9801147089242	4.937341571196	4.72056148340132	2.22436074455373	5.17560113979015	13.0376994701262	5.6404404403674	4.98430425930261	12.3750884362105	1.94709100328587	9.81311175353501	17.7173299309304	1.01387073173695	10.7014285684254	7.70635037137301	10.8666363424957	5.4168901480876	7.85920831784589	1.28384224575407
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella	2.82357548090948	0	0	0	0	4.30298383613312	0	0	0	2.27724024119627	0.0991156981186433	0.142000318464193	0	0.456645214042069	0	0	0.535692232411621	0.0837753148415389	0.476413178145802	0.103809179598853	0	0	0	1.13688656365909	0	0.490596808404556	0	0	0.135348203718694	3.6113777817487	1.17999654519883	1.06215927425561	0	0	7.40256304771875	0	0	0	0	0.36450764584417	0	0.770538742459024	0.362511511464563	0.404121005629629	0	1.77714102629116	0.481697462230473	0.58956192664144	0.344508405406582	0.27498699489731	0.564561787171245	0	0	0	0	0	0	0.706651198640957	1.05578112639607	0.328814047985057	0.200819429936356	0.130934224866714
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella|s__Alloprevotella sp000437675	2.40962180757934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415008169865237	0	0	0	0	0	0	0	0	0	0	0	0	3.6113777817487	0.196124202156073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564561787171245	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella|s__Alloprevotella sp900541335	0.413953673330143	0	0	0	0	0.168570110942671	0	0	0	2.27724024119627	0.0991156981186433	0.142000318464193	0	0.456645214042069	0	0	0.120684062546384	0.0837753148415389	0.476413178145802	0.103809179598853	0	0	0	1.13688656365909	0	0.104342631996457	0	0	0.135348203718694	0	0	0	0	0	0	0	0	0	0	0.36450764584417	0	0.770538742459024	0.362511511464563	0.404121005629629	0	1.77714102629116	0.481697462230473	0.58956192664144	0.344508405406582	0.27498699489731	0	0	0	0	0	0	0	0.706651198640957	1.05578112639607	0.328814047985057	0.200819429936356	0.130934224866714
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.934458840093194	4.223055477055	0	0	0	2.3263739915023	3.51745215382336	2.51272624095665	0	1.44908190909359	5.35775280890661	0	0	7.51703672522386	0.263510006406575	0	0	0	0.179307964486121	2.64329107265858	0.444810691556653	1.95275779506155	0	2.14829540805559	0.278167878105655	0.313942855277129	0.236796901138158	2.58451383947352	2.68397894991864	0	1.23000093113023	0	0.912012735542016	1.36274826022494	3.18261234046962	0	0.665084805696456	0	0	3.02817291267471	2.93943919178066	3.57947049066163	0.868938362122265	2.97615927996765	2.09122553834213	0	0	2.95410773677538	1.11301309163308	0.861937274649525	2.1892056584556	1.0050225491822	0.893348107505026	3.50976742097197	3.85805381645849	0.199187596325086	2.08362914458058	3.36947391251674	2.00236256340497	0.149263918970731	2.36880035955163	0.226079755900894
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides luhongzhouii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186766331602166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp900766005	0.934458840093194	2.5073715568219	0	0	0	2.3263739915023	3.51745215382336	0	0	0	1.06872828144353	0	0	1.59911074477637	0	0	0	0	0	0	0	0	0	2.14829540805559	0	0	0.236796901138158	1.83999400011138	2.19490840111646	0	0.521147595570158	0	0	0	1.49509824080912	0	0	0	0	2.81146833900127	1.34052674416136	1.67222716117469	0	2.09796277309197	1.8400480713328	0	0	2.95410773677538	0	0	2.1892056584556	0	0	2.32178819344135	2.41870365844884	0	1.88201169029208	1.86785899885535	0	0	2.36880035955163	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris	0	0	0	0	0	0	0	0	0	0.146710482854034	0.102175347394381	0	0	1.25144269978173	0	0	0	0	0	0.164617565987454	0	0	0	0	0	0	0	0	0.3713268485944	0	0	0	0	0	0	0	0	0	0	0	0.280204676698479	0.331263638544322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181977154581741	0.236377378702946	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis	0	0	0	0	0	0	0	0	0	0	0.285979978735421	0	0	2.07093010581409	0.14458314739645	0	0	0	0.179307964486121	0.47528460676908	0.444810691556653	0	0	0	0.16430855801498	0	0	0	0.117743700207785	0	0	0	0	0	0	0	0	0	0	0.216704573673443	0.517439544116194	0.608060488571742	0	0	0.251177467009323	0	0	0	0	0	0	0	0	0	0	0.199187596325086	0.201617454288504	0.406782745324736	0.511940818441197	0	0	0.0806748593159479
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__OM05-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29710178224735	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44077770882064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74442949852181
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Paraprevotella	1.50243442317916	6.20994564034934	0	0	0	1.58724031565054	0	2.45904630925253	0.226331051653376	1.11359632134238	0.349084701670815	0.246090116164905	0.0855720080434051	0	0	0	0.101225668993819	0.218269881713667	5.863774475595	8.07335797280465	6.23946644774672	1.75414913920581	0.113540133847045	5.46968215395129	0.0909438185967799	0.574460487930995	0.714076733670341	0.172736842384362	0.103940674660741	0.136235649600579	0.436475606538241	0.550533220043049	0	0	0	0.2208604268802	0.0588334929257207	0.0667563151688741	0	0.167029825575575	0.109589293980873	2.26708479145579	0.39893241683637	0.397481454296896	0.420683386874255	0	0.120197534927182	0	0	2.77536986011663	0.103238639933467	9.18156026067575	0	0.283001493998429	0.304015595545083	0	2.85975830328487	1.70670719814369	2.13681788727928	0	0.0828090555500136	0
