Taxonomy	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569	reSRR9697540.1	reSRR9697548.1	reSRR9697553.1	reSRR9697554.1	reSRR9697560.1	reSRR9697563.1	reSRR9697566
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_SGB36182	0.0249492521153949	0.00194268204368103	0.00925113101484413	0.00118794517760805	0.000457611946340293	0	3.60564551376926e-06	3.07156878099793e-05	0.0166259600431281	0.000997702544408884	0.003302969871267	0.00860446004156076	0.00379126429677075	0	0.0714540221027262	0.0164299764507502	0.00181610382197188	0.00682890947261104	0	0	0.00411903777357999	0.0432080233571325	0.093918606362881	0.0350206115376567	0.000194283531927209	0	0.00291845267895964	2.20430713394674	0	0.0113599961235521	0	1.68258724513204e-05	0.00180642343505205	0.0038108573340354	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_SGB36182|t__SGB36182	0.0249492521153949	0.00194268204368103	0.00925113101484413	0.00118794517760805	0.000457611946340293	0	3.60564551376926e-06	3.07156878099793e-05	0.0166259600431281	0.000997702544408884	0.003302969871267	0.00860446004156076	0.00379126429677075	0	0.0714540221027262	0.0164299764507502	0.00181610382197188	0.00682890947261104	0	0	0.00411903777357999	0.0432080233571325	0.093918606362881	0.0350206115376567	0.000194283531927209	0	0.00291845267895964	2.20430713394674	0	0.0113599961235521	0	1.68258724513204e-05	0.00180642343505205	0.0038108573340354	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Chroococcales	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Chroococcales|f__Chroococcaceae	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Chroococcales|f__Chroococcaceae|g__GGB43090	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Chroococcales|f__Chroococcaceae|g__GGB43090|s__GGB43090_SGB60334	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Chroococcales|f__Chroococcaceae|g__GGB43090|s__GGB43090_SGB60334|t__SGB60334	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria	0.0531511415746046	1.16128143256894	0.0420812976365499	0.0129961912644633	0.00222479692853321	0	8.79342282574812e-05	0.025186128385864	0.0510882952655932	7.3329661893675	0.0805064135721908	1.00897774731092	0.00293750927202479	0	4.98273060313574	0.0113646239003034	0.00491169702708945	0.0349314410264085	0	0	0.0329445561549059	0.888364359848816	0.606303443543568	2.59678472864766	1.33982295353362	0	0.0178616869268685	9.04483053766029	0	0.215197450380376	0	0.00583642311393997	0.0127858801021844	0.107621773851455	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3.18976122929878e-05	0	0	1.90457057841941e-05	3.58975271293546e-05	0	0	0.00523884560828027	3.83102824124878e-05	0.109729077965322	4.584616420865e-06	0.002462789808541	0	0	0.000204479580607125	0	3.86830015078081e-06	1.0339624503441e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	2.8469380672064e-05	0	1.2688935357879	0	2.04728706836751e-05	2.85171621214766e-05	0	9.05755710941681e-06	0	0.00110377257558978	0.000334515635680538	0.00303124810564799	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	3.18976122929878e-05	0	0	1.90457057841941e-05	3.58975271293546e-05	0	0	0.00523884560828027	3.83102824124878e-05	0.109729077965322	4.584616420865e-06	0.002462789808541	0	0	0.000204479580607125	0	3.86830015078081e-06	1.0339624503441e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	2.8469380672064e-05	0	1.2688935357879	0	2.04728706836751e-05	2.85171621214766e-05	0	9.05755710941681e-06	0	0.00110377257558978	0.000334515635680538	0.00303124810564799	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	3.18976122929878e-05	0	0	1.90457057841941e-05	3.58975271293546e-05	0	0	0.00523884560828027	3.83102824124878e-05	0.109729077965322	4.584616420865e-06	0.002462789808541	0	0	0.000204479580607125	0	3.86830015078081e-06	1.0339624503441e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	2.8469380672064e-05	0	1.2688935357879	0	2.04728706836751e-05	2.85171621214766e-05	0	9.05755710941681e-06	0	0.00110377257558978	0.000334515635680538	0.00303124810564799	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes	3.18976122929878e-05	0	0	1.90457057841941e-05	3.58975271293546e-05	0	0	0.00523884560828027	3.83102824124878e-05	0.109729077965322	4.584616420865e-06	0.002462789808541	0	0	0.000204479580607125	0	3.86830015078081e-06	1.0339624503441e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	2.8469380672064e-05	0	1.2688935357879	0	2.04728706836751e-05	2.85171621214766e-05	0	9.05755710941681e-06	0	0.00110377257558978	0.000334515635680538	0.00303124810564799	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes_faecalis	3.18976122929878e-05	0	0	1.90457057841941e-05	3.58975271293546e-05	0	0	0.00523884560828027	3.83102824124878e-05	0.109729077965322	4.584616420865e-06	0.002462789808541	0	0	0.000204479580607125	0	3.86830015078081e-06	1.0339624503441e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	2.8469380672064e-05	0	1.2688935357879	0	2.04728706836751e-05	2.85171621214766e-05	0	9.05755710941681e-06	0	0.00110377257558978	0.000334515635680538	0.00303124810564799	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes_faecalis|t__SGB11985	3.18976122929878e-05	0	0	1.90457057841941e-05	3.58975271293546e-05	0	0	0.00523884560828027	3.83102824124878e-05	0.109729077965322	4.584616420865e-06	0.002462789808541	0	0	0.000204479580607125	0	3.86830015078081e-06	1.0339624503441e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	2.8469380672064e-05	0	1.2688935357879	0	2.04728706836751e-05	2.85171621214766e-05	0	9.05755710941681e-06	0	0.00110377257558978	0.000334515635680538	0.00303124810564799	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0531192439623116	1.16128143256894	0.0420812976365499	0.0129771455586791	0.00218889940140386	0	8.79342282574812e-05	0.0199472827775837	0.0510499849831807	7.22323711140218	0.0805018289557699	1.00651495750238	0.00293750927202479	0	4.98252612355513	0.0113646239003034	0.00490782872693867	0.0349211014019051	0	0	0.0329182697819417	0.888345953235577	0.606274974162896	2.59678472864766	0.070929417745715	0	0.0178412140561849	9.04480202049817	0	0.215188392823266	0	0.00473265053835019	0.0124513644665039	0.104590525745807	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_eucrina	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_eucrina|t__SGB10168	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	0.000173562935414187	0.0143129231085023	0.00950742262380818	0.000172228207806659	0.000466599199163844	0	1.24949477184494e-05	5.52310156289769e-05	0.00697787406732812	0.000767362461051698	0.00634092695395544	0.00838509593514708	0.00153310838479633	0	0.00728262197474124	0.00363666023040191	0.000188532004604623	0.00685266118376697	0	0	0.00347602080746642	0.718870219304316	0.136710106800947	0.334200152092954	3.00565678966373e-06	0	0.0132415811471267	7.86910791445642	0	0.0100297314281683	0	1.48634250522331e-05	0.00113941467219053	0.00563292480590619	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	0.000173562935414187	0.0143129231085023	0.00950742262380818	0.000172228207806659	0.000466599199163844	0	1.24949477184494e-05	5.52310156289769e-05	0.00697787406732812	0.000767362461051698	0.00634092695395544	0.00838509593514708	0.00153310838479633	0	0.00728262197474124	0.00363666023040191	0.000188532004604623	0.00685266118376697	0	0	0.00347602080746642	0.718870219304316	0.136710106800947	0.334200152092954	3.00565678966373e-06	0	0.0132415811471267	7.86910791445642	0	0.0100297314281683	0	1.48634250522331e-05	0.00113941467219053	0.00563292480590619	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria	9.32161782349061e-05	0.0140411830804422	0.00859382718655262	0.000141928747397724	2.28055115873653e-06	0	0	7.33226619969239e-06	0.00229510380451677	0.000233495699904893	0.00596652311340025	0.0071754703818753	0.00138257794662062	0	0.00662298023509782	0.00337761860382598	0.000163915976488567	0.00605076672875384	0	0	0.00347602080746642	0.718562750535136	0.095053332302352	0.316877360910727	0	0	0.00419800263672455	2.6896119757102	0	0.007702597215978	0	3.08967087533661e-06	0.000586544262276614	0.00463733179375394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria_marisflavi	9.32161782349061e-05	0.0140411830804422	0.00859382718655262	0.000141928747397724	2.28055115873653e-06	0	0	7.33226619969239e-06	0.00229510380451677	0.000233495699904893	0.00596652311340025	0.0071754703818753	0.00138257794662062	0	0.00662298023509782	0.00337761860382598	0.000163915976488567	0.00605076672875384	0	0	0.00347602080746642	0.718562750535136	0.095053332302352	0.316877360910727	0	0	0.00419800263672455	2.6896119757102	0	0.007702597215978	0	3.08967087533661e-06	0.000586544262276614	0.00463733179375394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria_marisflavi|t__SGB11848	9.32161782349061e-05	0.0140411830804422	0.00859382718655262	0.000141928747397724	2.28055115873653e-06	0	0	7.33226619969239e-06	0.00229510380451677	0.000233495699904893	0.00596652311340025	0.0071754703818753	0.00138257794662062	0	0.00662298023509782	0.00337761860382598	0.000163915976488567	0.00605076672875384	0	0	0.00347602080746642	0.718562750535136	0.095053332302352	0.316877360910727	0	0	0.00419800263672455	2.6896119757102	0	0.007702597215978	0	3.08967087533661e-06	0.000586544262276614	0.00463733179375394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	5.38511034450331e-05	0.00039867017355689	1.01652480202374e-05	1.10241903781487e-05	0	0	1.42068002773513e-06	0	6.46772856304623e-05	7.00306575606902	1.10571040717979e-05	0.0276626208759286	7.40123878828058e-06	0	1.64386853466503e-05	0	1.11954048291085e-05	0	0	0	1.90191153318131e-05	0	0	0	0	0	0	9.52300142030898e-06	0	0	0	0	1.0757058992707e-05	6.04645632791111e-05	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	5.38511034450331e-05	0.00039867017355689	1.01652480202374e-05	1.10241903781487e-05	0	0	1.42068002773513e-06	0	6.46772856304623e-05	7.00306575606902	1.10571040717979e-05	0.0276626208759286	7.40123878828058e-06	0	1.64386853466503e-05	0	1.11954048291085e-05	0	0	0	1.90191153318131e-05	0	0	0	0	0	0	9.52300142030898e-06	0	0	0	0	1.0757058992707e-05	6.04645632791111e-05	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Oblitimonas	5.38511034450331e-05	0.00039867017355689	1.01652480202374e-05	1.10241903781487e-05	0	0	1.42068002773513e-06	0	6.46772856304623e-05	7.00306575606902	1.10571040717979e-05	0.0276626208759286	7.40123878828058e-06	0	1.64386853466503e-05	0	1.11954048291085e-05	0	0	0	1.90191153318131e-05	0	0	0	0	0	0	9.52300142030898e-06	0	0	0	0	1.0757058992707e-05	6.04645632791111e-05	0	0	0	0	0	0	0
