clade_name	NCBI_tax_id	reERR4183499_taxonomic_profile	reERR4183498_taxonomic_profile	reERR4183497_taxonomic_profile	reERR4183496_taxonomic_profile	reERR4183495_taxonomic_profile	reERR4183494_taxonomic_profile	reERR4183493_taxonomic_profile	reERR4183492_taxonomic_profile	reERR4183491_taxonomic_profile	reERR4183490_taxonomic_profile	reERR4183489_taxonomic_profile	reERR4183488_taxonomic_profile	reERR4183487_taxonomic_profile	reERR4183486_taxonomic_profile	reERR4183485_taxonomic_profile	reERR4183484_taxonomic_profile	reERR4183483_taxonomic_profile	reERR4183482_taxonomic_profile	reERR4183481_taxonomic_profile	reERR4183480_taxonomic_profile	reERR4183479_taxonomic_profile	reERR4183478_taxonomic_profile	reERR4183477_taxonomic_profile	reERR4183476_taxonomic_profile	reERR4183475_taxonomic_profile	reERR4183474_taxonomic_profile	reERR4183473_taxonomic_profile	reERR4183472_taxonomic_profile	reERR4183471_taxonomic_profile	reERR4183470_taxonomic_profile	reERR4183469_taxonomic_profile	reERR4183468_taxonomic_profile	reERR4183467_taxonomic_profile	reERR4183466_taxonomic_profile	reERR4183465_taxonomic_profile	reERR4183464_taxonomic_profile	reERR4183463_taxonomic_profile	reERR4183462_taxonomic_profile	reERR4183461_taxonomic_profile	reERR4183460_taxonomic_profile	reERR4183459_taxonomic_profile	reERR4183458_taxonomic_profile	reERR4183457_taxonomic_profile	reERR4183456_taxonomic_profile	reERR4183455_taxonomic_profile	reERR4183454_taxonomic_profile	reERR4183453_taxonomic_profile	reERR4183452_taxonomic_profile	reERR4183451_taxonomic_profile	reERR4183450_taxonomic_profile	reERR4183449_taxonomic_profile	reERR4183448_taxonomic_profile	reERR4183447_taxonomic_profile	reERR4183446_taxonomic_profile	reERR4183445_taxonomic_profile	reERR4183444_taxonomic_profile	reERR4183443_taxonomic_profile	reERR4183442_taxonomic_profile	reERR4183441_taxonomic_profile	reERR4183440_taxonomic_profile	reERR4183439_taxonomic_profile	reERR4183438_taxonomic_profile
k__Bacteria|p__Actinobacteria	2|201174	1.38050967536131	0.5837337509851837	0.3958386666058796	1.623356518329455	1.5934401952529416	0.8967944704587917	0.8900345781964188	1.4011013401290937	1.3876984841616773	0.2508846725275049	2.5383087559342594	2.5318382406739963	1.0091488085625286	1.0007915747243596	3.143198617113925	3.2383357505033463	2.5567029596627084	2.642161895669168	5.011107630551169	5.190894272907299	5.293777277394921	5.493422568081153	3.5292231040492594	1.4206570234627176	1.5069094129467469	7.936076722716402	2.006502598305756	1.2286905136134103	1.3206096340269788	4.126555797875214	0.9362145238129124	1.1071201179801622	0.5009342714669514	3.593458615799926	8.823254226917857	1.1031212345447614	1.3153444733254531	2.3505771255173777	1.577582856311193	1.053394817968304	1.3793083789720268	0.8167068785545366	0.8720088677647481	0.5695890936285566	1.0988170034398232	3.052683558059608	2.180007738650312	2.134275279230486	2.0881529693415914	0.7247922131292357	2.7287260973222356	3.219397442957548	4.128069730292536	1.7328374239424766	0.4273327023440992	2.1852623416310397	3.3082256084774637	0.3094874943233534	1.8048483432423383	0.9682141377946508	1.5871572954478754	0.4261989666925384
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.00011310929152378792	0	0.0015335624182855145	0.04352229201065081	0.04648356533681499	0.025618571566561627	0.03078439635825605	0	0	0	0	0	0	0	0	0.0015649541500436356	0	0	0	0	0.02398072777910299	0.028629386584603168	0	0	0.00021118887414050646	0	1.027352586949042	0	0	6.280476676445623e-05	0.38541460527558336	0.4692688191540154	0.2411090721539589	0.00025875052303412114	0	0.8438960873544312	0.8862500037894472	0.00222524611499122	0	0.54595997693555	0.6522621000789194	0	0.0011955517350988258	1.4188471487465447e-05	0.3857245522680901	1.4486849037456109	0.006712918438035028	0	0.0023673773121684434	0.207281693417894	1.3631395880432389	0.012311426598778718	0.0018313866763460386	0.507451605418776	0.20547458472686456	0	0.0014592329068420912	0.1572318212595376	1.395410536189745	0	0.0006687363046601032	0.27482700976485736
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.00011310929152378792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.280476676445623e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4188471487465447e-05	0	0	0	0	0	0	0	0.0002842883616117612	0.0007822193939647485	0	0	0	0.00011174306043385381	0	0	0	0.0006687363046601032	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0.00011310929152378792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.280476676445623e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4188471487465447e-05	0	0	0	0	0	0	0	0.0002842883616117612	0.0007822193939647485	0	0	0	0.00011174306043385381	0	0	0	0.0006687363046601032	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia	2|201174|1760|2037|2049|2529408	0.00011310929152378792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.280476676445623e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4188471487465447e-05	0	0	0	0	0	0	0	0.0002842883616117612	0.0007822193939647485	0	0	0	0.00011174306043385381	0	0	0	0.0006687363046601032	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_canis	2|201174|1760|2037|2049|2529408|100469	0.00011310929152378792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.280476676445623e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4188471487465447e-05	0	0	0	0	0	0	0	0.0002842883616117612	0.0007822193939647485	0	0	0	0.00011174306043385381	0	0	0	0.0006687363046601032	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_canis|t__SGB33774	2|201174|1760|2037|2049|2529408|100469|SGB33774	0.00011310929152378792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.280476676445623e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4188471487465447e-05	0	0	0	0	0	0	0	0.0002842883616117612	0.0007822193939647485	0	0	0	0.00011174306043385381	0	0	0	0.0006687363046601032	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006146958702871335	0.007374617617811332	0	0	0.00018239039130316472	0	1.027352586949042	0	0	0	0.3846879167728479	0.460314022371858	0.23451478900984346	0.00025875052303412114	0	0.8438960873544312	0.8862500037894472	0	0	0.54595997693555	0.6522621000789194	0	0	0	0.3857245522680901	1.4486849037456109	0	0	0.0023673773121684434	0.207281693417894	1.3631395880432389	0.011029228069876692	0.0010491672823812897	0.507451605418776	0.20547458472686456	0	0	0.1572318212595376	1.395410536189745	0	0	0.27482700976485736
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006146958702871335	0.007374617617811332	0	0	0.00018239039130316472	0	1.027352586949042	0	0	0	0.3846879167728479	0.460314022371858	0.23451478900984346	0.00025875052303412114	0	0.8438960873544312	0.8862500037894472	0	0	0.54595997693555	0.6522621000789194	0	0	0	0.3857245522680901	1.4486849037456109	0	0	0.0023673773121684434	0.207281693417894	1.3631395880432389	0.011029228069876692	0.0010491672823812897	0.507451605418776	0.20547458472686456	0	0	0.1572318212595376	1.395410536189745	0	0	0.27482700976485736
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006146958702871335	0.007374617617811332	0	0	0.00018239039130316472	0	1.027352586949042	0	0	0	0.3846879167728479	0.460314022371858	0.23451478900984346	0.00025875052303412114	0	0.8438960873544312	0.8862500037894472	0	0	0.54595997693555	0.6522621000789194	0	0	0	0.3857245522680901	1.4486849037456109	0	0	0.0023673773121684434	0.207281693417894	1.3631395880432389	0.011029228069876692	0.0010491672823812897	0.507451605418776	0.20547458472686456	0	0	0.1572318212595376	1.395410536189745	0	0	0.27482700976485736
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1625331217368842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	2|201174|1760|85004|31953|1678|1680|SGB17244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1625331217368842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	2|201174|1760|85004|31953|1678|28025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4509488909641486	0	0	0	0.0720470446475	0.08843892186027003	0	0	0	0.011665776141583732	0.016329667561400182	0	0	0.06077796729411605	0.17657122681980433	0	0	0	0.06508779494958065	1.2808695554060894	0	0	0	0.0521672802711701	0.3242467433755973	0	0	0.057031349840886314	0	0	0	0.013396816410675095	0.4175614231279985	0	0	0.060263353127128064
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__SGB17278	2|201174|1760|85004|31953|1678|28025|SGB17278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4509488909641486	0	0	0	0.0720470446475	0.08843892186027003	0	0	0	0.011665776141583732	0.016329667561400182	0	0	0.06077796729411605	0.17657122681980433	0	0	0	0.06508779494958065	1.2808695554060894	0	0	0	0.0521672802711701	0.3242467433755973	0	0	0.057031349840886314	0	0	0	0.013396816410675095	0.4175614231279985	0	0	0.060263353127128064
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_criceti	2|201174|1760|85004|31953|1678|1960969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018509077867723007	0	0	0	0	0.0032932634998304963	0	0	0.002610597252901628	0.052617474564334285	0	0	0	0.07662115396410812	0	0	0	0	0.010793475746230909	0	0	0	0	0	0	0	0.0019654799346378086	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_criceti|t__SGB17283	2|201174|1760|85004|31953|1678|1960969|SGB17283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018509077867723007	0	0	0	0	0.0032932634998304963	0	0	0.002610597252901628	0.052617474564334285	0	0	0	0.07662115396410812	0	0	0	0	0.010793475746230909	0	0	0	0	0	0	0	0.0019654799346378086	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_minimum	2|201174|1760|85004|31953|1678|1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006146958702871335	0.0058253811242318385	0	0	0.00018239039130316472	0	0	0	0	0	0	0	0	0.00025875052303412114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_minimum|t__SGB17229	2|201174|1760|85004|31953|1678|1693|SGB17229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006146958702871335	0.0058253811242318385	0	0	0.00018239039130316472	0	0	0	0	0	0	0	0	0.00025875052303412114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	2|201174|1760|85004|31953|1678|28026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010706105849939594	0	0	0	0	0.015380056610577768	0	0	0	0	0	0.22795780384731235	0	0	0	0.5435387924035595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20547458472686456	0	0	0	0.0006196618773797575	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__SGB17237	2|201174|1760|85004|31953|1678|28026|SGB17237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010706105849939594	0	0	0	0	0.015380056610577768	0	0	0	0	0	0.22795780384731235	0	0	0	0.5435387924035595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20547458472686456	0	0	0	0.0006196618773797575	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	2|201174|1760|85004|31953|1678|1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5544352032244296	0	0	0	0.31264087212534786	0.3679634654318505	0.00017157071528807173	0	0	0.6168825184850609	0.32308144782776943	0	0	0.475473851107206	0.4230733986947808	0	0	0	0.2440156033544013	0.16781534833952094	0	0	0.0021450601534115077	0.14431382238681714	1.038892844667641	0.004310739850562011	0	0.4504202555778897	0	0	0	0.1418695249142247	0.9740177890150208	0	0	0.2145636566377293
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	2|201174|1760|85004|31953|1678|1694|SGB17279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5544352032244296	0	0	0	0.31264087212534786	0.3679634654318505	0.00017157071528807173	0	0	0.6168825184850609	0.32308144782776943	0	0	0.475473851107206	0.4230733986947808	0	0	0	0.2440156033544013	0.16781534833952094	0	0	0.0021450601534115077	0.14431382238681714	1.038892844667641	0.004310739850562011	0	0.4504202555778897	0	0	0	0.1418695249142247	0.9740177890150208	0	0	0.2145636566377293
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	2|201174|1760|85004|31953|1678|78448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065884361498859435	0	0	0	0	0	0.00639287404355989	0	0	0.041807735490832304	0	0	0	0.0013304005231133296	0	0	0	0	0	0	0	0	0	0	0	0.006718488219314682	0.0010491672823812897	0	0	0	0	0	0.0032192190215094714	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum|t__SGB17264	2|201174|1760|85004|31953|1678|78448|SGB17264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065884361498859435	0	0	0	0	0	0.00639287404355989	0	0	0.041807735490832304	0	0	0	0.0013304005231133296	0	0	0	0	0	0	0	0	0	0	0	0.006718488219314682	0.0010491672823812897	0	0	0	0	0	0.0032192190215094714	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp_GSD1FS	2|201174|1760|85004|31953|1678|2610880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002053233739172512	0	0	0	0.011014096811390902	0	0	0	0.005773436232378602	0	0	0	0	0	0	0	0	0.00022231715875693507	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp_GSD1FS|t__SGB53847	2|201174|1760|85004|31953|1678|2610880|SGB53847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002053233739172512	0	0	0	0.011014096811390902	0	0	0	0.005773436232378602	0	0	0	0	0	0	0	0	0.00022231715875693507	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_subtile	2|201174|1760|85004|31953|1678|77635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048492361790902864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_subtile|t__SGB15864	2|201174|1760|85004|31953|1678|77635|SGB15864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048492361790902864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0	0	0	0.0038255118433983635	0.003993626741183282	0.0009751429966595355	0.003427157403112538	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001827645128734379	0.0035015263838625967	0	0	2.8798482837341802e-05	0	0	0	0	0	0	0.00091421356269725	0.00011935354106996297	0	0	0	0	0.00222524611499122	0	0	0	0	0.0011955517350988258	0	0	0	0.006712918438035028	0	0	0	0	0.0008760722980280804	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	2|201174|1760|85007|1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008158000747637884	0.0017318700639608164	0	0	2.8798482837341802e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00222524611499122	0	0	0	0	0.0011955517350988258	0	0	0	0	0	0	0	0	0.0008760722980280804	0	0	0	0	0	0	0	0	0	0
