Taxonomy	reERR4183438	reERR4183439	reERR4183440	reERR4183441	reERR4183442	reERR4183443	reERR4183444	reERR4183445	reERR4183446	reERR4183447	reERR4183448	reERR4183449	reERR4183450	reERR4183451	reERR4183452	reERR4183453	reERR4183454	reERR4183455	reERR4183456	reERR4183457	reERR4183458	reERR4183459	reERR4183460	reERR4183461	reERR4183462	reERR4183463	reERR4183464	reERR4183465	reERR4183466	reERR4183467	reERR4183468	reERR4183469	reERR4183470	reERR4183471	reERR4183472	reERR4183473	reERR4183474	reERR4183475	reERR4183476	reERR4183477	reERR4183478	reERR4183479	reERR4183480	reERR4183481	reERR4183482	reERR4183483	reERR4183484	reERR4183485	reERR4183486	reERR4183487	reERR4183488	reERR4183489	reERR4183490	reERR4183491	reERR4183492	reERR4183493	reERR4183494	reERR4183495	reERR4183496	reERR4183497	reERR4183498	reERR4183499
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	0.140391683045968	0.000151096453312671	6.48725091431781e-05	0.915606937877949	0.0775170374162833	0	0.000139605744800976	0.000183878978783502	0.260445024996373	3.78263237438574e-05	0.00363593302119848	0.772443917188377	0.122151705305514	0.00199027213478312	7.53806808051936e-05	0.00027959728685639	0.159103860455833	0.139408423430123	0	0	0	0.426816659553525	0.186623498516186	0.000673986650412066	0	0.143157652553098	0.22388528399851	0.000310333848354702	0	0.0013471737365397	0.225465801471583	0.21551515564078	0.000164529099152357	0	0	0.333010132385732	6.22566855029166e-05	0	0	3.81440035028383e-05	0.000390510911321783	0.000328123457744409	0	0.000195687213971428	0.000180604593263157	0.000843139445556402	0	0.00025278067277861	0	0	0.000135072624421558	0	0	0	0	0.000139770415040165	0	0.000104532875724488	0.00036190179942382	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	0.0988938183260152	8.05421066979412e-05	6.48725091431781e-05	0.674393387503765	0.0573910656946293	0	0.000139605744800976	9.98183754167516e-05	0.138066095521523	3.78263237438574e-05	0.0021708386694344	0.558541072639668	0.058226927264455	0.00158921698125653	7.53806808051936e-05	0.00027959728685639	0.0989280664804882	0.108369474444339	0	0	0	0.231320671841846	0.151007605924953	0.000542645202825979	0	0.0751641139758714	0.168183299701755	0.000310333848354702	0	0.00106919068986716	0.147030886877905	0.147001168239931	0.000164529099152357	0	0	0.215684871406481	6.22566855029166e-05	0	0	3.81440035028383e-05	0.000390510911321783	0.000328123457744409	0	0.000195687213971428	9.47941073474177e-05	0.000843139445556402	0	0.00025278067277861	0	0	0.000135072624421558	0	0	0	0	0.000139770415040165	0	0.000104532875724488	0.00036190179942382	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB21507	0.0414978647199524	7.05543466147294e-05	0	0.241213550374184	0.020125971721654	0	0	8.406060336675e-05	0.122378929474851	0	0.00146509435176408	0.21390284454871	0.0639247780410584	0.000401055153526593	0	0	0.0601757939753443	0.0310389489857841	0	0	0	0.195495987711679	0.0356158925912337	0.000131341447586087	0	0.0679935385772267	0.0557019842967543	0	0	0.000277983046672536	0.0784349145936778	0.0685139874008495	0	0	0	0.117325260979251	0	0	0	0	0	0	0	0	8.58104859157388e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17245	0.00180930634067336	0	0.000157171955438045	0.00168292549661647	5.17258047323539e-05	0	5.34140443045645e-05	0.0013301099653862	0.00433276702070673	0.000962271879999236	0.00297475343792744	0.00218195734217838	0.00148869805562969	5.03559432008213e-05	9.74352252218875e-05	0.0135480661657164	0.000225814338613645	0.0020860223964143	8.43653375159662e-05	0	0	0.00296084504121725	0.00896111349020279	0.00349523102073013	0.000586829568363636	0.00186759270972159	3.05511799597237	0.00106515100835035	0.000648561229064529	0.0174413678390324	0.00351677041990552	0.00250553963389244	0	0	0	0.00221131269862594	0	0	0	4.62073048966318e-05	0.000836500880233037	0.000794971647619781	0	0	0	0.0030641147640653	0	0	0.000338764905576305	0	0	0	0	0	0.000239522458963289	0	0	0	0.00635686677243755	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17245|t__SGB17245	0.00180930634067336	0	0.000157171955438045	0.00168292549661647	5.17258047323539e-05	0	5.34140443045645e-05	0.0013301099653862	0.00433276702070673	0.000962271879999236	0.00297475343792744	0.00218195734217838	0.00148869805562969	5.03559432008213e-05	9.74352252218875e-05	0.0135480661657164	0.000225814338613645	0.0020860223964143	8.43653375159662e-05	0	0	0.00296084504121725	0.00896111349020279	0.00349523102073013	0.000586829568363636	0.00186759270972159	3.05511799597237	0.00106515100835035	0.000648561229064529	0.0174413678390324	0.00351677041990552	0.00250553963389244	0	0	0	0.00221131269862594	0	0	0	4.62073048966318e-05	0.000836500880233037	0.000794971647619781	0	0	0	0.0030641147640653	0	0	0.000338764905576305	0	0	0	0	0	0.000239522458963289	0	0	0	0.00635686677243755	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.229364589897432	0.0347152728813803	0.00399835854089756	0.0526331104811242	0.448252286145024	0.00935991681916364	0.00771659230915575	0.0139363547063135	0.417826380892919	0.634644489134847	0.390001577270494	0.380947260954727	0.187457674758751	0.0625301999814404	0.215547604191408	0.221800829817208	0.236873292575578	0.152030426819735	0.0949994990526662	0.332421910626638	0.26431480330838	0.0590490664673263	1.97793125476982	0.0115562742596573	0.0214245544812451	0.681844670391299	0.462054831258109	0.197738751411869	0.707462485145063	0.743458367884559	0.1983786374892	0.1863741296169	0.0120561803548595	0.13433464507292	0.134539953401028	0.178418082737249	0.00240602937942373	0.00492336122514555	0.00357025497448227	0.00618149216956378	0.0424241890328842	0.0414680102208937	0.00862802929263826	0.00875332099363566	0.0547821549350277	0.0650597489318177	0.0313948078317726	0.0351224132168424	0.0969968771564306	0.0738929516775111	0.665034785724392	0.503027599628629	0.0204231347357511	0.0315844778456046	0.0298834296587784	0.0570997931625168	0.054210062087696	0.20149968964708	0.182251552088748	0.0926860459276822	0.0441379243695919	0.0857388205108234
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	0.229364589897432	0.0347152728813803	0.00399835854089756	0.0526331104811242	0.448252286145024	0.00935991681916364	0.00771659230915575	0.0139363547063135	0.417826380892919	0.634644489134847	0.390001577270494	0.380947260954727	0.187457674758751	0.0625301999814404	0.215547604191408	0.221800829817208	0.236873292575578	0.152030426819735	0.0949994990526662	0.332421910626638	0.26431480330838	0.0590490664673263	1.97793125476982	0.0115562742596573	0.0214245544812451	0.681844670391299	0.462054831258109	0.197738751411869	0.707462485145063	0.743458367884559	0.1983786374892	0.1863741296169	0.0120561803548595	0.13433464507292	0.134539953401028	0.178418082737249	0.00240602937942373	0.00492336122514555	0.00357025497448227	0.00618149216956378	0.0424241890328842	0.0414680102208937	0.00862802929263826	0.00875332099363566	0.0547821549350277	0.0650597489318177	0.0313948078317726	0.0351224132168424	0.0969968771564306	0.0738929516775111	0.665034785724392	0.503027599628629	0.0204231347357511	0.0315844778456046	0.0298834296587784	0.0570997931625168	0.054210062087696	0.20149968964708	0.182251552088748	0.0926860459276822	0.0441379243695919	0.0857388205108234
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	0.229364589897432	0.0347152728813803	0.00399835854089756	0.0526331104811242	0.448252286145024	0.00935991681916364	0.00771659230915575	0.0139363547063135	0.417826380892919	0.634644489134847	0.390001577270494	0.380947260954727	0.187457674758751	0.0625301999814404	0.215547604191408	0.221800829817208	0.236873292575578	0.152030426819735	0.0949994990526662	0.332421910626638	0.26431480330838	0.0590490664673263	1.97793125476982	0.0115562742596573	0.0214245544812451	0.681844670391299	0.462054831258109	0.197738751411869	0.707462485145063	0.743458367884559	0.1983786374892	0.1863741296169	0.0120561803548595	0.13433464507292	0.134539953401028	0.178418082737249	0.00240602937942373	0.00492336122514555	0.00357025497448227	0.00618149216956378	0.0424241890328842	0.0414680102208937	0.00862802929263826	0.00875332099363566	0.0547821549350277	0.0650597489318177	0.0313948078317726	0.0351224132168424	0.0969968771564306	0.0738929516775111	0.665034785724392	0.503027599628629	0.0204231347357511	0.0315844778456046	0.0298834296587784	0.0570997931625168	0.054210062087696	0.20149968964708	0.182251552088748	0.0926860459276822	0.0441379243695919	0.0857388205108234
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB47238	0.14274500439525	0.0241183655015372	0.00358255835821059	0.0513689059964228	0.0398725303042972	0.00474502055513881	0.00620931276475348	0.0114305276795122	0.0616905794449653	0.138946456349186	0.380648912487592	0.298617861692515	0.178073663273449	0.0385624537101299	0.0385528072554749	0.0331923544760057	0.227912376839637	0.131346909219281	0.0748485314661963	0.152819101099437	0.128511097365798	0.0365134051262492	0.135700970105832	0.00780762299121751	0.0170546551142496	0.0335101031117457	0.0299510054542832	0.00463184511993827	0.0122907355890503	0.00378929743789712	0.1071498931143	0.10382237086638	0.0101701971666281	0.0722439943051134	0.0727062424525085	0.128661980392598	0.00127543285426106	0.0029114392869572	0.000454750255120824	0.00491832538580713	0.0263011035059386	0.0260452294443015	0.00775694448899518	0.00791714985947833	0.0499214942116125	0.060556332151694	0.0260693848243486	0.0284803179600703	0.0934120516261002	0.0722663999535471	0.0705982441295486	0.0685506801202755	0.0156969360875374	0.0238168260628634	0.0242685400887376	0.0470871822005093	0.04152812853363	0.193800310938383	0.172777737242799	0.0924483041492528	0.0334607725845687	0.0816690234933576
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB47238|t__SGB47238	0.14274500439525	0.0241183655015372	0.00358255835821059	0.0513689059964228	0.0398725303042972	0.00474502055513881	0.00620931276475348	0.0114305276795122	0.0616905794449653	0.138946456349186	0.380648912487592	0.298617861692515	0.178073663273449	0.0385624537101299	0.0385528072554749	0.0331923544760057	0.227912376839637	0.131346909219281	0.0748485314661963	0.152819101099437	0.128511097365798	0.0365134051262492	0.135700970105832	0.00780762299121751	0.0170546551142496	0.0335101031117457	0.0299510054542832	0.00463184511993827	0.0122907355890503	0.00378929743789712	0.1071498931143	0.10382237086638	0.0101701971666281	0.0722439943051134	0.0727062424525085	0.128661980392598	0.00127543285426106	0.0029114392869572	0.000454750255120824	0.00491832538580713	0.0263011035059386	0.0260452294443015	0.00775694448899518	0.00791714985947833	0.0499214942116125	0.060556332151694	0.0260693848243486	0.0284803179600703	0.0934120516261002	0.0722663999535471	0.0705982441295486	0.0685506801202755	0.0156969360875374	0.0238168260628634	0.0242685400887376	0.0470871822005093	0.04152812853363	0.193800310938383	0.172777737242799	0.0924483041492528	0.0334607725845687	0.0816690234933576
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB53811	0.086619585502182	0.00239711218555611	0.000415800182686971	0.00126420448470137	0.408379755840726	0.00461489626402483	0.00150727954440227	0.00250582702680132	0.356135801447954	0.461984141933967	0.0091813677748058	0.0820664214475472	0.009384011485302	0.00279756154208518	0.136186363888674	0.152027958850836	0.00896091573594081	0.0206835176004545	0.0171111913919981	0.121513875439775	0.0908487391545122	0.0223697732315579	1.84202156023858	0.00374865126843974	0.00436989936699554	0.648334567279554	0.432064113186487	0.19310690629193	0.666507506378706	0.739669070446662	0.0910630557687089	0.0821189247843715	0.00174893732516584	0.0119019220866159	0.0128984690120056	0.0494688667876446	0.00113059652516268	0.00186041793753266	0.00311550471936145	0.00126316678375665	0.0161230855269456	0.0154227807765922	0.000871084803643075	0.000836171134157326	0.00486066072341517	0.00450341678012375	0.00462215134641289	0.00513062408837666	0.00358482553033036	0.00162655172396396	0.591197183458432	0.427541206580842	0.00399192044240015	0.00672243289859631	0.00485805516658686	0.00343412279494319	0.00559445315302202	0.00435502081052845	0.00347941299718462	0.000237741778429399	0.00544998503046498	0.00214220774745847
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB53811|t__SGB53811	0.086619585502182	0.00239711218555611	0.000415800182686971	0.00126420448470137	0.408379755840726	0.00461489626402483	0.00150727954440227	0.00250582702680132	0.356135801447954	0.461984141933967	0.0091813677748058	0.0820664214475472	0.009384011485302	0.00279756154208518	0.136186363888674	0.152027958850836	0.00896091573594081	0.0206835176004545	0.0171111913919981	0.121513875439775	0.0908487391545122	0.0223697732315579	1.84202156023858	0.00374865126843974	0.00436989936699554	0.648334567279554	0.432064113186487	0.19310690629193	0.666507506378706	0.739669070446662	0.0910630557687089	0.0821189247843715	0.00174893732516584	0.0119019220866159	0.0128984690120056	0.0494688667876446	0.00113059652516268	0.00186041793753266	0.00311550471936145	0.00126316678375665	0.0161230855269456	0.0154227807765922	0.000871084803643075	0.000836171134157326	0.00486066072341517	0.00450341678012375	0.00462215134641289	0.00513062408837666	0.00358482553033036	0.00162655172396396	0.591197183458432	0.427541206580842	0.00399192044240015	0.00672243289859631	0.00485805516658686	0.00343412279494319	0.00559445315302202	0.00435502081052845	0.00347941299718462	0.000237741778429399	0.00544998503046498	0.00214220774745847
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB57323	0	0.00819979519428706	0	0	0	0	0	0	0	0.0337138908516943	0.000171297008095695	0.000262977814664446	0	0.0211701847292253	0.040808433047259	0.0365805164903669	0	0	0.00303977619447179	0.0580889340874259	0.0449549667880699	0.000165888109519266	0.00020872442540532	0	0	0	3.97126173384943e-05	0	0.028664243177307	0	0.000165688606190707	0.000432833966148789	0.000137045863065578	0.050188728681191	0.0489352419365137	0.000287235557005933	0	0.000151504000655691	0	0	0	0	0	0	0	0	0.0007032716610112	0.00151147116839543	0	0	0.00323935813641161	0.00693571292751115	0.000734278205813518	0.00104521888414492	0.000756834403453956	0.00657848816706429	0.007087480401044	0.00334435789816773	0.00599440184876454	0	0.00522716675455822	0.00192758927000735
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB57323|t__SGB57323	0	0.00819979519428706	0	0	0	0	0	0	0	0.0337138908516943	0.000171297008095695	0.000262977814664446	0	0.0211701847292253	0.040808433047259	0.0365805164903669	0	0	0.00303977619447179	0.0580889340874259	0.0449549667880699	0.000165888109519266	0.00020872442540532	0	0	0	3.97126173384943e-05	0	0.028664243177307	0	0.000165688606190707	0.000432833966148789	0.000137045863065578	0.050188728681191	0.0489352419365137	0.000287235557005933	0	0.000151504000655691	0	0	0	0	0	0	0	0	0.0007032716610112	0.00151147116839543	0	0	0.00323935813641161	0.00693571292751115	0.000734278205813518	0.00104521888414492	0.000756834403453956	0.00657848816706429	0.007087480401044	0.00334435789816773	0.00599440184876454	0	0.00522716675455822	0.00192758927000735
k__Bacteria|p__Actinobacteria|c__CFGB14679	0.0167433366242108	0.150027254895788	0.00931315259440916	0.0281100124414052	0.00741981724922643	0.144739674941681	0.033298964842194	0.0951637439680454	0.00628170951417196	1.05491397419243	0.0713385085414342	0.0248652768765842	0.00239959139134839	0.920655056768615	0.0976296886484782	0.112474331092254	0.00365536551991488	0.00171044707354118	0.0656098187108886	0.159406306171576	0.111901452066252	0.00202279105090306	0.00618863801160488	0.0259091693177264	0.00412286728230831	0.0295478275307534	0.0409004396977875	3.22951058743398	0.169708036833224	0.011854329842682	0.00707437287453534	0.00513586738648858	0.134920126568581	0.0500538944748116	0.0388717732415957	0.00999333840923076	0.0164484250626895	0.0238857059211354	0.0175609792100506	0.0106666569054909	0.0359624260957766	0.0284432860879651	0.0133297945036756	0.00894353429554173	0.00646089855201534	0.00409779296895167	0.0165302165739489	0.0126773278687864	0.0429235362525564	0.0401613662302175	0.0663148618316891	0.0513331498430061	0.09271458182424	0.0182082819026223	0.0144987123965544	0.0471695585202042	0.0338288814343044	0.134640691240186	0.123773756327506	0.00182592801010846	0.184483007985522	0.0292819358314518
k__Bacteria|p__Actinobacteria|c__CFGB14679|o__OFGB14679	0.0167433366242108	0.150027254895788	0.00931315259440916	0.0281100124414052	0.00741981724922643	0.144739674941681	0.033298964842194	0.0951637439680454	0.00628170951417196	1.05491397419243	0.0713385085414342	0.0248652768765842	0.00239959139134839	0.920655056768615	0.0976296886484782	0.112474331092254	0.00365536551991488	0.00171044707354118	0.0656098187108886	0.159406306171576	0.111901452066252	0.00202279105090306	0.00618863801160488	0.0259091693177264	0.00412286728230831	0.0295478275307534	0.0409004396977875	3.22951058743398	0.169708036833224	0.011854329842682	0.00707437287453534	0.00513586738648858	0.134920126568581	0.0500538944748116	0.0388717732415957	0.00999333840923076	0.0164484250626895	0.0238857059211354	0.0175609792100506	0.0106666569054909	0.0359624260957766	0.0284432860879651	0.0133297945036756	0.00894353429554173	0.00646089855201534	0.00409779296895167	0.0165302165739489	0.0126773278687864	0.0429235362525564	0.0401613662302175	0.0663148618316891	0.0513331498430061	0.09271458182424	0.0182082819026223	0.0144987123965544	0.0471695585202042	0.0338288814343044	0.134640691240186	0.123773756327506	0.00182592801010846	0.184483007985522	0.0292819358314518
