Taxonomy	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569	reSRR9697540.1	reSRR9697548.1	reSRR9697553.1	reSRR9697554.1	reSRR9697560.1	reSRR9697563.1	reSRR9697566
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium sp002500745	0.0249492521153949	0.00194268204368103	0.00925113101484413	0.00118794517760805	0.000457611946340293	0	3.60564551376926e-06	3.07156878099793e-05	0.0166259600431281	0.000997702544408884	0.003302969871267	0.00860446004156076	0.00379126429677075	0	0.0714540221027262	0.0164299764507502	0.00181610382197188	0.00682890947261104	0	0	0.00411903777357999	0.0432080233571325	0.093918606362881	0.0350206115376567	0.000194283531927209	0	0.00291845267895964	2.20430713394674	0	0.0113599961235521	0	1.68258724513204e-05	0.00180642343505205	0.0038108573340354	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria	0.0531700913315173	1.16154330486376	0.0421042504800226	0.0129961912644633	0.00222850580318596	0	8.79342282574812e-05	0.0252129585345058	0.0510958817324872	17.3832490192541	0.0805318341402011	1.02432262739959	0.0029435862860408	0	4.98283858302841	0.0113693715600436	0.00491169702708945	0.0349375835981192	0	0	0.0329445561549059	0.888364359848816	0.606320356654124	2.59680516727855	1.33996213093324	0	0.0178779036442495	9.04487745257394	0	0.215197450380376	0	0.00584144786506251	0.0128167935479587	0.107723323067535	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0531700913315173	1.16154330486376	0.0421042504800226	0.0129961912644633	0.00222850580318596	0	8.79342282574812e-05	0.0252129585345058	0.0510958817324872	17.3832490192541	0.0805318341402011	1.02432262739959	0.0029435862860408	0	4.98283858302841	0.0113693715600436	0.00491169702708945	0.0349375835981192	0	0	0.0329445561549059	0.888364359848816	0.606320356654124	2.59680516727855	1.33996213093324	0	0.0178779036442495	9.04487745257394	0	0.215197450380376	0	0.00584144786506251	0.0128167935479587	0.107723323067535	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales	5.08473692057558e-05	0.000261872294816998	2.29528434727355e-05	1.90457057841941e-05	3.96064017821029e-05	0	0	0.00526567575692215	4.58967493064977e-05	10.160011907852	3.00051844311933e-05	0.0178076698972098	6.07701401600787e-06	0	0.000312459473286194	4.74765974014649e-06	3.86830015078081e-06	1.64821962141323e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	4.53824912283445e-05	2.04386308978826e-05	1.26903271318752	0	3.66895880646379e-05	7.54320757686216e-05	0	9.05755710941681e-06	0	0.00110879732671232	0.000365429081454812	0.00313279732172797	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	5.08473692057558e-05	0.000261872294816998	2.29528434727355e-05	1.90457057841941e-05	3.96064017821029e-05	0	0	0.00526567575692215	4.58967493064977e-05	10.160011907852	3.00051844311933e-05	0.0178076698972098	6.07701401600787e-06	0	0.000312459473286194	4.74765974014649e-06	3.86830015078081e-06	1.64821962141323e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	4.53824912283445e-05	2.04386308978826e-05	1.26903271318752	0	3.66895880646379e-05	7.54320757686216e-05	0	9.05755710941681e-06	0	0.00110879732671232	0.000365429081454812	0.00313279732172797	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Alcaligenes	3.18976122929878e-05	0	0	1.90457057841941e-05	3.58975271293546e-05	0	0	0.00523884560828027	3.83102824124878e-05	0.109729077965322	4.584616420865e-06	0.002462789808541	0	0	0.000204479580607125	0	3.86830015078081e-06	1.0339624503441e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	2.8469380672064e-05	0	1.2688935357879	0	2.04728706836751e-05	2.85171621214766e-05	0	9.05755710941681e-06	0	0.00110377257558978	0.000334515635680538	0.00303124810564799	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Alcaligenes|s__Alcaligenes faecalis_C	3.18976122929878e-05	0	0	1.90457057841941e-05	3.58975271293546e-05	0	0	0.00523884560828027	3.83102824124878e-05	0.109729077965322	4.584616420865e-06	0.002462789808541	0	0	0.000204479580607125	0	3.86830015078081e-06	1.0339624503441e-05	0	0	2.62863729641937e-05	1.8406613239309e-05	2.8469380672064e-05	0	1.2688935357879	0	2.04728706836751e-05	2.85171621214766e-05	0	9.05755710941681e-06	0	0.00110377257558978	0.000334515635680538	0.00303124810564799	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paenalcaligenes	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paenalcaligenes|s__Paenalcaligenes sp012518715	1.89497569127681e-05	0.000261872294816998	2.29528434727355e-05	0	3.7088746527483e-06	0	0	2.68301486418721e-05	7.58646689400983e-06	10.0502828298866	2.54205680103283e-05	0.0153448800886688	6.07701401600787e-06	0	0.000107979892679069	4.74765974014649e-06	0	6.14257171069133e-06	0	0	0	0	1.69131105562804e-05	2.04386308978826e-05	0.000139177399616958	0	1.62167173809628e-05	4.6914913647145e-05	0	0	0	5.02475112253969e-06	3.09134457742738e-05	0.000101549216079974	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pantoea	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea eucrina	0.00144986034686467	1.14622315675557	0.0324746991699064	0.000101625102463679	0.00165819697151425	0	4.65648315194739e-05	0.000321307063091965	0.0430867860606459	0.000480020199848415	0.073830672728341	0.00252442558072383	0.000230456935382593	0	0.00637132843338181	0.00757607032613773	0.00287593533717569	0.0275669723461547	0	0	0.0263221725109499	0.167845794074803	0.155014138316005	2.26223883662719	0.000286749682539338	0	0.0028105762001157	1.16750692083656	0	0.204778736561374	0	0.00452561613575716	0.0105508991107143	0.0980141670976394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.00022741403885922	0.0147115932820592	0.00951758787182842	0.000183252398184808	0.000466599199163844	0	1.39156277461845e-05	5.52310156289769e-05	0.00704255135295859	7.00383311853007	0.00635198405802724	0.0360477168110756	0.00154050962358461	0	0.00729906066008789	0.00363666023040191	0.000199727409433731	0.00685266118376697	0	0	0.00349503992279823	0.718870219304316	0.136710106800947	0.334200152092954	3.00565678966373e-06	0	0.0132415811471267	7.86911743745784	0	0.0100297314281683	0	1.48634250522331e-05	0.00115017173118324	0.0056933893691853	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae	0.000173562935414187	0.0143129231085023	0.00950742262380818	0.000172228207806659	0.000466599199163844	0	1.24949477184494e-05	5.52310156289769e-05	0.00697787406732812	0.000767362461051698	0.00634092695395544	0.00838509593514708	0.00153310838479633	0	0.00728262197474124	0.00363666023040191	0.000188532004604623	0.00685266118376697	0	0	0.00347602080746642	0.718870219304316	0.136710106800947	0.334200152092954	3.00565678966373e-06	0	0.0132415811471267	7.86910791445642	0	0.0100297314281683	0	1.48634250522331e-05	0.00113941467219053	0.00563292480590619	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae|g__Halomonas	8.03467571792806e-05	0.000271740028060075	0.000913595437255565	3.02994604089351e-05	0.000464318648005108	0	1.24949477184494e-05	4.78987494292845e-05	0.00468277026281135	0.000533866761146804	0.000374403840555192	0.00120962555327178	0.000150530438175704	0	0.000659641739643419	0.00025904162657593	2.46160281160555e-05	0.000801894455013127	0	0	0	0.000307468769179643	0.0416567744985952	0.0173227911822268	3.00565678966373e-06	0	0.00904357851040218	5.17949593874622	0	0.00232713421219029	0	1.17737541768965e-05	0.000552870409913917	0.00099559301215225	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae|g__Kushneria	9.32161782349061e-05	0.0140411830804422	0.00859382718655262	0.000141928747397724	2.28055115873653e-06	0	0	7.33226619969239e-06	0.00229510380451677	0.000233495699904893	0.00596652311340025	0.0071754703818753	0.00138257794662062	0	0.00662298023509782	0.00337761860382598	0.000163915976488567	0.00605076672875384	0	0	0.00347602080746642	0.718562750535136	0.095053332302352	0.316877360910727	0	0	0.00419800263672455	2.6896119757102	0	0.007702597215978	0	3.08967087533661e-06	0.000586544262276614	0.00463733179375394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae|g__Kushneria|s__Kushneria marisflavi	9.32161782349061e-05	0.0140411830804422	0.00859382718655262	0.000141928747397724	2.28055115873653e-06	0	0	7.33226619969239e-06	0.00229510380451677	0.000233495699904893	0.00596652311340025	0.0071754703818753	0.00138257794662062	0	0.00662298023509782	0.00337761860382598	0.000163915976488567	0.00605076672875384	0	0	0.00347602080746642	0.718562750535136	0.095053332302352	0.316877360910727	0	0	0.00419800263672455	2.6896119757102	0	0.007702597215978	0	3.08967087533661e-06	0.000586544262276614	0.00463733179375394	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	5.38511034450331e-05	0.00039867017355689	1.01652480202374e-05	1.10241903781487e-05	0	0	1.42068002773513e-06	0	6.46772856304623e-05	7.00306575606902	1.10571040717979e-05	0.0276626208759286	7.40123878828058e-06	0	1.64386853466503e-05	0	1.11954048291085e-05	0	0	0	1.90191153318131e-05	0	0	0	0	0	0	9.52300142030898e-06	0	0	0	0	1.0757058992707e-05	6.04645632791111e-05	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Oblitimonas	5.38511034450331e-05	0.00039867017355689	1.01652480202374e-05	1.10241903781487e-05	0	0	1.42068002773513e-06	0	6.46772856304623e-05	7.00306575606902	1.10571040717979e-05	0.0276626208759286	7.40123878828058e-06	0	1.64386853466503e-05	0	1.11954048291085e-05	0	0	0	1.90191153318131e-05	0	0	0	0	0	0	9.52300142030898e-06	0	0	0	0	1.0757058992707e-05	6.04645632791111e-05	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Oblitimonas|s__Oblitimonas alkaliphila	5.38511034450331e-05	0.00039867017355689	1.01652480202374e-05	1.10241903781487e-05	0	0	1.42068002773513e-06	0	6.46772856304623e-05	7.00306575606902	1.10571040717979e-05	0.0276626208759286	7.40123878828058e-06	0	1.64386853466503e-05	0	1.11954048291085e-05	0	0	0	1.90191153318131e-05	0	0	0	0	0	0	9.52300142030898e-06	0	0	0	0	1.0757058992707e-05	6.04645632791111e-05	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	0.0514419695765877	0.000346682531308211	8.90105948150179e-05	0.0126922680580306	6.41032307257659e-05	0	2.74537689918228e-05	0.0195707446988627	0.00092064756957622	0.21892397267226	0.000319172169401683	0.967942815110581	0.00116654271305759	0	4.96885573446166	0.000151893343763781	0.00183216598032924	0.000501467871983397	0	0	0.00310105734819358	0.00162993985645757	0.314550729045944	0.000345739927516509	0.070639662406386	0	0.00178905670894244	0.00817766220377563	0	0.00037992483372414	0	0.000192170977540801	0.000750293624606295	0.000882969278982276	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	0.0514419695765877	0.000346682531308211	8.90105948150179e-05	0.0126922680580306	6.41032307257659e-05	0	2.74537689918228e-05	0.0195707446988627	0.00092064756957622	0.21892397267226	0.000319172169401683	0.967942815110581	0.00116654271305759	0	4.96885573446166	0.000151893343763781	0.00183216598032924	0.000501467871983397	0	0	0.00310105734819358	0.00162993985645757	0.314550729045944	0.000345739927516509	0.070639662406386	0	0.00178905670894244	0.00817766220377563	0	0.00037992483372414	0	0.000192170977540801	0.000750293624606295	0.000882969278982276	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	0.0514419695765877	0.000346682531308211	8.90105948150179e-05	0.0126922680580306	6.41032307257659e-05	0	2.74537689918228e-05	0.0195707446988627	0.00092064756957622	0.21892397267226	0.000319172169401683	0.967942815110581	0.00116654271305759	0	4.96885573446166	0.000151893343763781	0.00183216598032924	0.000501467871983397	0	0	0.00310105734819358	0.00162993985645757	0.314550729045944	0.000345739927516509	0.070639662406386	0	0.00178905670894244	0.00817766220377563	0	0.00037992483372414	0	0.000192170977540801	0.000750293624606295	0.000882969278982276	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas acidaminiphila	0.0514419695765877	0.000346682531308211	8.90105948150179e-05	0.0126922680580306	6.41032307257659e-05	0	2.74537689918228e-05	0.0195707446988627	0.00092064756957622	0.21892397267226	0.000319172169401683	0.967942815110581	0.00116654271305759	0	4.96885573446166	0.000151893343763781	0.00183216598032924	0.000501467871983397	0	0	0.00310105734819358	0.00162993985645757	0.314550729045944	0.000345739927516509	0.070639662406386	0	0.00178905670894244	0.00817766220377563	0	0.00037992483372414	0	0.000192170977540801	0.000750293624606295	0.000882969278982276	0	0	0	0	0	0	0
UNKNOWN	99.9202323780644	98.8111561511605	99.9374381598013	99.9858064306324	99.9947876802357	100	99.9999006801916	99.9747463844492	99.8953605866942	82.6155527767897	99.845446209876	98.9659119300425	99.9908637055235	100	94.9437944357428	99.9703166107556	99.9929235080324	99.9564974906307	100	100	99.9627411200051	99.066033043235	99.2966730783961	97.3614777158992	98.659828613843	100	99.9774843894515	84.9271582950122	100	99.7682836398982	100	99.9940202430078	99.9826891120415	99.8711894490458	0	0	0	0	0	0	0
