Taxa	reSRR16235394	reSRR16235395	reSRR16235396	reSRR16235397	reSRR16235398	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407	reSRR16235408	reSRR16235409
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__candidatus_methanomethylophilaceae|g__candidatus_methanomethylophilus	0.000295331352753776	0.000280852300315365	5.95695859139374e-05	0.000268359567146573	0.00029766289974267	0.000302782643139738	0.000127636538954065	0.000337468867579931	0.000611393576731261	0.000120561002233723	0	0.000218234938118416	6.54356361115215e-05	0.000300342255185628	0.000279996412161581	0.000346690037560141
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__candidatus_methanomethylophilaceae|g__candidatus_methanomethylophilus|s__candidatus_methanomethylophilus_alvus	0.000295331352753776	0.000280852300315365	5.95695859139374e-05	0.000268359567146573	0.00029766289974267	0.000302782643139738	0.000127636538954065	0.000337468867579931	0.000611393576731261	0.000120561002233723	0	0.000218234938118416	6.54356361115215e-05	0.000300342255185628	0.000279996412161581	0.000346690037560141
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae	0	6.91328739237821e-05	3.44876550028059e-05	0.000206603181401546	0.000237886333810741	0.000225404856559582	0.000395361962126005	0.000176070713519964	0.000294970585265082	4.66687750582154e-05	0	9.72568745962505e-05	0	9.78643303413845e-05	0.000285661079459648	0.000738440583980884
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__candidatus_methanoplasma	0	3.24060346517729e-05	0	4.15452049557456e-05	2.07388085886287e-05	3.70067674948568e-05	0.000140088884217876	4.03495385149917e-05	6.97203201535649e-05	0	0	4.50702589592381e-05	0	4.72448491303236e-05	3.96526710864667e-05	4.04624977523772e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__candidatus_methanoplasma|s__candidatus_methanoplasma_termitum	0	3.24060346517729e-05	0	4.15452049557456e-05	2.07388085886287e-05	3.70067674948568e-05	0.000140088884217876	4.03495385149917e-05	6.97203201535649e-05	0	0	4.50702589592381e-05	0	4.72448491303236e-05	3.96526710864667e-05	4.04624977523772e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__methanomassiliicoccus	0	3.67268392720092e-05	3.44876550028059e-05	0.0001650579764458	0.000217147525222112	0.000188398089064726	0.000255273077908129	0.000135721175004972	0.000225250265111517	4.66687750582154e-05	0	5.21866156370125e-05	0	5.0619481211061e-05	0.000246008408373181	0.000697978086228507
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__methanomassiliicoccus|s__candidatus_methanomassiliicoccus_intestinalis	0	3.67268392720092e-05	3.44876550028059e-05	0.0001650579764458	0.000217147525222112	0.000188398089064726	0.000255273077908129	0.000135721175004972	0.000225250265111517	4.66687750582154e-05	0	5.21866156370125e-05	0	5.0619481211061e-05	0.000246008408373181	0.000697978086228507
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales	0	7.9934885474373e-05	0.00021633165410851	0.000117898554604143	0.000161030749041117	0.000386888932900776	0.000183672092641215	0.000154061874329968	0	0	0	0	8.30529227569312e-05	4.72448491303236e-05	0.000192598688134267	0.000184840046550632
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae	0	0	5.32991031861545e-05	3.5930988069834e-05	5.36769163470389e-05	0.000104291799303687	0.000140088884217876	5.8690237839988e-05	0	0	0	0	0	0	7.93053421729334e-05	7.54073821748848e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae|g__cuniculiplasma	0	0	5.32991031861545e-05	3.5930988069834e-05	5.36769163470389e-05	0.000104291799303687	0.000140088884217876	5.8690237839988e-05	0	0	0	0	0	0	7.93053421729334e-05	7.54073821748848e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__cuniculiplasmataceae|g__cuniculiplasma|s__cuniculiplasma_divulgatum	0	0	5.32991031861545e-05	3.5930988069834e-05	5.36769163470389e-05	0.000104291799303687	0.000140088884217876	5.8690237839988e-05	0	0	0	0	0	0	7.93053421729334e-05	7.54073821748848e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae	0	3.88872415821274e-05	0	0	0	0	0	0	0	0	0	0	0	4.72448491303236e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma	0	3.88872415821274e-05	0	0	0	0	0	0	0	0	0	0	0	4.72448491303236e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__ferroplasmaceae|g__ferroplasma|s__ferroplasma_acidarmanus	0	3.88872415821274e-05	0	0	0	0	0	0	0	0	0	0	0	4.72448491303236e-05	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae	0	3.88872415821274e-05	0	2.58253976751932e-05	1.21992991697816e-05	8.41062897610382e-05	0	0	0	0	0	0	8.30529227569312e-05	0	9.71085822525715e-06	3.12664755359279e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus	0	3.88872415821274e-05	0	2.58253976751932e-05	1.21992991697816e-05	8.41062897610382e-05	0	0	0	0	0	0	8.30529227569312e-05	0	9.71085822525715e-06	3.12664755359279e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus|s__picrophilus_torridus	0	3.88872415821274e-05	0	2.58253976751932e-05	1.21992991697816e-05	8.41062897610382e-05	0	0	0	0	0	0	8.30529227569312e-05	0	9.71085822525715e-06	3.12664755359279e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae	0	0	0.000163032550922355	5.61421688591157e-05	9.51545335242963e-05	0.00019849084383605	4.35832084233391e-05	9.53716364899804e-05	0	0	0	0	0	0	0.000103582487736076	7.81661888398196e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma	0	0	0.000163032550922355	5.61421688591157e-05	9.51545335242963e-05	0.00019849084383605	4.35832084233391e-05	9.53716364899804e-05	0	0	0	0	0	0	0.000103582487736076	7.81661888398196e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_acidophilum	0	0	9.71924822806348e-05	1.23512771490054e-05	2.3178668422585e-05	0.000104291799303687	0	4.03495385149917e-05	0	0	0	0	0	0	1.61847637087619e-05	1.37940333246741e-05
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_volcanium	0	0	6.58400686417203e-05	4.37908917101102e-05	7.19758651017113e-05	9.41990445323628e-05	4.35832084233391e-05	5.50220979749887e-05	0	0	0	0	0	0	8.73977240273143e-05	6.43721555151456e-05
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum	0	0	0	3.14396145611048e-05	0	0	0	0	0.000332512296117002	0	0	0	0	0	9.71085822525715e-06	5.05781221904715e-05
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum|s__aciduliprofundum_boonei	0	0	0	3.14396145611048e-05	0	0	0	0	0.000332512296117002	0	0	0	0	0	9.71085822525715e-06	5.05781221904715e-05
k__archaea|p__crenarchaeota	0	0.000583308623731911	0.000413851860033671	0.00130923537779458	0.00101864148067676	0.00151727746728913	0.00102109231163252	0.000414499804744915	0.000632845982932358	0.000661140979991385	0.000320404064376147	0.000320236050499849	0.000380030040493837	0.000728920529439278	0.00170101866579088	0.00183460643218165
k__archaea|p__crenarchaeota|c__thermoprotei	0	0.000583308623731911	0.000413851860033671	0.00130923537779458	0.00101864148067676	0.00151727746728913	0.00102109231163252	0.000414499804744915	0.000632845982932358	0.000661140979991385	0.000320404064376147	0.000320236050499849	0.000380030040493837	0.000728920529439278	0.00170101866579088	0.00183460643218165
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales	0	3.02456323416547e-05	0	4.60365784644749e-05	1.34192290867597e-05	6.05565286279475e-05	4.04701221073864e-05	0	9.11727263546618e-05	7.77812917636924e-05	3.93478675549654e-05	0	0	4.04955849688488e-05	3.72249565301524e-05	1.37940333246741e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae	0	3.02456323416547e-05	0	1.34741205261878e-05	1.34192290867597e-05	0	0	0	9.11727263546618e-05	7.77812917636924e-05	0	0	0	4.04955849688488e-05	8.90162003981905e-06	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus	0	3.02456323416547e-05	0	1.34741205261878e-05	1.34192290867597e-05	0	0	0	9.11727263546618e-05	7.77812917636924e-05	0	0	0	4.04955849688488e-05	8.90162003981905e-06	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus|s__acidilobus_saccharovorans	0	3.02456323416547e-05	0	0	1.34192290867597e-05	0	0	0	9.11727263546618e-05	7.77812917636924e-05	0	0	0	4.04955849688488e-05	8.90162003981905e-06	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus|s__acidilobus_sp._7a	0	0	0	1.34741205261878e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae	0	0	0	3.25624579382871e-05	0	6.05565286279475e-05	4.04701221073864e-05	0	0	0	3.93478675549654e-05	0	0	0	2.83233364903333e-05	1.37940333246741e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae|g__caldisphaera	0	0	0	3.25624579382871e-05	0	6.05565286279475e-05	4.04701221073864e-05	0	0	0	3.93478675549654e-05	0	0	0	2.83233364903333e-05	1.37940333246741e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae|g__caldisphaera|s__caldisphaera_lagunensis	0	0	0	3.25624579382871e-05	0	6.05565286279475e-05	4.04701221073864e-05	0	0	0	3.93478675549654e-05	0	0	0	2.83233364903333e-05	1.37940333246741e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales	0	4.32080462023638e-05	0	0.000214463085041822	0.000117113272029903	0.000259047372463998	0.000227255301064554	0.000135721175004972	0.000123351335656307	6.22250334109539e-05	0	5.69308534221954e-05	4.02680837609363e-05	0.000111362858664334	0.000228205168293543	0.00022346333985972
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae	0	4.32080462023638e-05	0	0.000169549349954529	6.46562855998423e-05	0.000185033837474284	0.000227255301064554	4.03495385149917e-05	5.36310155027422e-05	6.22250334109539e-05	0	2.60933078185062e-05	0	6.07433774532731e-05	0.000173176971683752	0.000174724422112538
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__aeropyrum	0	0	0	0	0	0	0	0	0	0	0	2.60933078185062e-05	0	6.07433774532731e-05	0	1.01156244380943e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__aeropyrum|s__aeropyrum_camini	0	0	0	0	0	0	0	0	0	0	0	2.60933078185062e-05	0	6.07433774532731e-05	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__aeropyrum|s__aeropyrum_pernix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01156244380943e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__desulfurococcus	0	0	0	4.26680483329279e-05	2.3178668422585e-05	0.000100927547713246	3.42439494754808e-05	4.03495385149917e-05	5.36310155027422e-05	0	0	0	0	0	5.58374347952286e-05	5.8854542185276e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__desulfurococcus|s__desulfurococcus_amylolyticus	0	0	0	2.80710844295578e-05	2.3178668422585e-05	0.000100927547713246	3.42439494754808e-05	4.03495385149917e-05	5.36310155027422e-05	0	0	0	0	0	5.58374347952286e-05	5.8854542185276e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__desulfurococcus|s__desulfurococcus_mucosus	0	0	0	1.45969639033701e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__ignicoccus	0	0	0	0	0	3.36425159044153e-05	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__ignicoccus|s__ignicoccus_hospitalis	0	0	0	0	0	3.36425159044153e-05	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus	0	4.32080462023638e-05	0	5.3896482104751e-05	0	0	0.000149428143165734	0	0	6.22250334109539e-05	0	0	0	0	3.39880037884e-05	3.86232933090873e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus|s__staphylothermus_hellenicus	0	0	0	1.7965494034917e-05	0	0	0	0	0	0	0	0	0	0	2.02309546359524e-05	1.10352266597392e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus|s__staphylothermus_marinus	0	4.32080462023638e-05	0	3.48081446926517e-05	0	0	0.000149428143165734	0	0	6.22250334109539e-05	0	0	0	0	1.37570491524476e-05	2.75880666493481e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermogladius	0	0	0	7.29848195168504e-05	4.14776171772574e-05	5.04637738566229e-05	4.35832084233391e-05	0	0	0	0	0	0	0	7.28314366894286e-05	6.52917577367905e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermogladius|s__thermogladius_calderae	0	0	0	7.29848195168504e-05	4.14776171772574e-05	5.04637738566229e-05	4.35832084233391e-05	0	0	0	0	0	0	0	7.28314366894286e-05	6.52917577367905e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.71085822525715e-06	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermosphaera|s__thermosphaera_aggregans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.71085822525715e-06	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae	0	0	0	4.49137350872925e-05	5.24569864300608e-05	7.06492833992721e-05	0	9.53716364899804e-05	6.97203201535649e-05	0	0	3.08375456036892e-05	4.02680837609363e-05	5.0619481211061e-05	5.50281966097905e-05	4.87389177471816e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__hyperthermus	0	0	0	4.49137350872925e-05	5.24569864300608e-05	7.06492833992721e-05	0	9.53716364899804e-05	6.97203201535649e-05	0	0	3.08375456036892e-05	0	5.0619481211061e-05	4.45081001990953e-05	4.87389177471816e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__hyperthermus|s__hyperthermus_butylicus	0	0	0	4.49137350872925e-05	5.24569864300608e-05	7.06492833992721e-05	0	9.53716364899804e-05	6.97203201535649e-05	0	0	3.08375456036892e-05	0	5.0619481211061e-05	4.45081001990953e-05	4.87389177471816e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__pyrodictium	0	0	0	0	0	0	0	0	0	0	0	0	4.02680837609363e-05	0	9.71085822525715e-06	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__pyrodictium|s__pyrodictium_delaneyi	0	0	0	0	0	0	0	0	0	0	0	0	4.02680837609363e-05	0	9.71085822525715e-06	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales	0	0.000278691898005247	0.00026022503320299	0.000841009689509553	0.000567267411394843	0.000780506368982435	0.000507433069500306	0.000223756531764954	0.00027888128061426	0.000237232939879262	0	0.000109117469059208	0.000158555579808687	0.000313840783508578	0.000916866864101362	0.00121939254590119
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae	0	0.000278691898005247	0.00026022503320299	0.000841009689509553	0.000567267411394843	0.000780506368982435	0.000507433069500306	0.000223756531764954	0.00027888128061426	0.000237232939879262	0	0.000109117469059208	0.000158555579808687	0.000313840783508578	0.000916866864101362	0.00121939254590119
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus	0	2.37644254113001e-05	9.09219995528519e-05	0.000267236723769391	0.000173230048210898	0.000336425159044153	0.000217916042116696	6.60265175699865e-05	6.43572186032907e-05	6.22250334109539e-05	0	2.60933078185062e-05	0	5.39941132917984e-05	0.00026785783938001	0.000623490306275267
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_ambivalens	0	0	0	2.91939278067402e-05	0	0	0	0	0	0	0	0	0	0	2.58956219340191e-05	5.24173266337614e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_brierleyi	0	0	4.70286204583717e-05	5.95106989906626e-05	3.78178274263229e-05	7.40135349897136e-05	5.60355536871503e-05	0	0	0	0	0	0	0	6.39298166496095e-05	0.000130583515473581
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_hospitalis	0	0	4.07581377305888e-05	1.34741205261878e-05	2.19587385056068e-05	0	0	0	0	0	0	0	0	0	9.71085822525715e-06	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_manzaensis	0	0	0	4.15452049557456e-05	3.17181778414321e-05	5.04637738566229e-05	4.98093810552447e-05	0	0	0	0	0	0	0	1.69940018942e-05	8.09249955047544e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_sp._hs-5	0	0	0	2.47025542980109e-05	3.04982479244539e-05	0.000114384554075012	3.1130863159528e-05	0	0	0	0	0	0	0	3.96526710864667e-05	9.19602221644937e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__acidianus|s__acidianus_sulfidivorans	0	2.37644254113001e-05	0	9.76873738148613e-05	5.00171265961045e-05	9.08347929419213e-05	7.47140715828671e-05	6.60265175699865e-05	6.43572186032907e-05	6.22250334109539e-05	0	2.60933078185062e-05	0	5.39941132917984e-05	0.000110865631405019	0.000266684644277032
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__metallosphaera	0	0	0	5.05279519732041e-05	0	0	0	0	0	0	0	0	0	0	0.000170749257127438	9.56386310510734e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__metallosphaera|s__metallosphaera_cuprina	0	0	0	5.05279519732041e-05	0	0	0	0	0	0	0	0	0	0	8.73977240273143e-05	9.56386310510734e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__metallosphaera|s__metallosphaera_tengchongensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25422949146858e-05	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus	0	0.000149067759398155	3.44876550028059e-05	0.000105547277455137	0.000128092641282707	0.000117748805665453	0.000124523452638112	0	0	0	0	0	0	0.000101238962422122	9.3062391325381e-05	0.000108513062154103
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus|s__saccharolobus_caldissimus	0	0.000149067759398155	0	7.29848195168504e-05	5.12370565130826e-05	8.07420381705967e-05	8.40533305307255e-05	0	0	0	0	0	0	0.000101238962422122	6.06928639078572e-05	5.05781221904715e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus|s__saccharolobus_shibatae	0	0	3.44876550028059e-05	3.25624579382871e-05	7.68555847696239e-05	3.70067674948568e-05	4.04701221073864e-05	0	0	0	0	0	0	0	3.15602892320857e-05	4.78193155255367e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__saccharolobus|s__saccharolobus_solfataricus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01156244380943e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__stygiolobus	0	0.000103699310885673	3.13524136389144e-05	5.05279519732041e-05	4.26975470942355e-05	0	4.04701221073864e-05	5.50220979749887e-05	0.000214524062010969	5.44469042345846e-05	0	0	0.000158555579808687	8.09911699376975e-05	4.12711474573429e-05	5.33369288554063e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__stygiolobus|s__stygiolobus_azoricus	0	0.000103699310885673	3.13524136389144e-05	2.35797109208286e-05	2.56185282565413e-05	0	4.04701221073864e-05	5.50220979749887e-05	0.000214524062010969	5.44469042345846e-05	0	0	0.000158555579808687	8.09911699376975e-05	2.5086383748581e-05	2.75880666493481e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__stygiolobus|s__stygiolobus_sp._kn-1	0	0	0	2.69482410523755e-05	1.70790188376942e-05	0	0	0	0	0	0	0	0	0	1.61847637087619e-05	2.57488622060582e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfodiicoccus	0	0	0	1.12284337718231e-05	2.56185282565413e-05	0	0	0	0	0	0	0	0	0	0	1.01156244380943e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfodiicoccus|s__sulfodiicoccus_acidiphilus	0	0	0	1.12284337718231e-05	2.56185282565413e-05	0	0	0	0	0	0	0	0	0	0	1.01156244380943e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfolobus	0	0	5.95695859139374e-05	0.00020884886815591	9.39346036073181e-05	0.000117748805665453	0.000121410366322159	0	0	0.000116671937645539	0	8.30241612407017e-05	0	7.08672736954854e-05	0.000189361735392514	0.000164608797674444
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfolobus|s__sulfolobus_acidocaldarius	0	0	0	3.5930988069834e-05	1.46391590037379e-05	0	0	0	0	0	0	0	0	0	2.10401928213905e-05	3.12664755359279e-05
k__archaea|p__crenarchaeota|c__thermoprotei|o__sulfolobales|f__sulfolobaceae|g__sulfolobus|s__sulfolobus_islandicus	0	0	5.95695859139374e-05	0.000108915807586684	3.41580376753884e-05	0.000117748805665453	0.000121410366322159	0	0	0.000116671937645539	0	8.30241612407017e-05	0	7.08672736954854e-05	0.000126241156928343	7.90857910614646e-05
