Taxonomy	reERR1346803	reERR1346806	reERR1346807	reERR1346808	reERR1346810	reERR1346811	reERR1346812	reERR1346813	reERR1346814	reERR1346818	reERR1346821	reERR1346823	reERR1346824	reERR1346829	reERR1346834	reERR1346837	reERR1346839	reERR1346841	reERR1346842	reERR1346846	reERR1346847	reERR1346850	reERR1346851	reERR1346854	reERR1346855	reERR1346856	reERR1346857	reERR1346861	reERR1346862	reERR1346864	reERR1346867	reERR1346869	reERR1346871	reERR1346874	reERR1346877	reERR1346878	reERR1346880	reERR1346881	reERR1346882	reERR1346883	reERR1346884	reERR1346889	reERR1346891	reERR1346892
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2	0	1.60946500205121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-756	0	1.60946500205121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia	0	2.93991743767557	1.33138373364028	5.53539829214801	0	0	0	0	6.68154171990589	0	0.55441902788907	3.04785965425672	5.59468620020034	17.4099158195378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68188417823578	11.1332770273297	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales	0	2.93991743767557	1.33138373364028	5.53539829214801	0	0	0	0	0	0	0.55441902788907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae	0	2.93991743767557	1.33138373364028	5.53539829214801	0	0	0	0	0	0	0.55441902788907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Diaminobutyricibacter	0	0	0	3.97696010478321	0	0	0	0	0	0	0.55441902788907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Galbitalea	0	0	1.33138373364028	1.5584381873648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia	0	1.78276803021488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Pseudolysinimonas	0	1.15714940746069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68188417823578	11.1332770273297	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68188417823578	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__Iso899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68188417823578	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1332770273297	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Nocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1332770273297	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0.607126971387818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.607126971387818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides	0	0	0	0	0	0	0	0	0	0	0	0	0.607126971387818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales	0	0	0	0	0	0	0	0	6.68154171990589	0	0	3.04785965425672	4.98755922881252	17.4099158195378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	0	0	0	0	0	0	0	0	6.68154171990589	0	0	3.04785965425672	4.98755922881252	17.4099158195378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Kitasatospora	0	0	0	0	0	0	0	0	6.68154171990589	0	0	0	4.98755922881252	17.4099158195378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptacidiphilus	0	0	0	0	0	0	0	0	0	0	0	3.04785965425672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Thermoleophilia	1.7782618611309	0	0	0	0	0	0	0	0	0	0.428591518133872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales	1.7782618611309	0	0	0	0	0	0	0	0	0	0.428591518133872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae	1.7782618611309	0	0	0	0	0	0	0	0	0	0.428591518133872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__Palsa-744	1.7782618611309	0	0	0	0	0	0	0	0	0	0.428591518133872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadota	0	0.906161137709893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadota|c__Armatimonadia	0	0.906161137709893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadota|c__Armatimonadia|o__Armatimonadales	0	0.906161137709893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadota|c__Armatimonadia|o__Armatimonadales|f__Capsulimonadaceae	0	0.906161137709893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadota|c__Armatimonadia|o__Armatimonadales|f__Capsulimonadaceae|g__Capsulimonas	0	0.906161137709893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bdellovibrionota	0	0	0	0	0	0	1.89504538248066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia_A	0	0	0	0	0	0	1.89504538248066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia_A|o__UBA1018	0	0	0	0	0	0	1.89504538248066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia_A|o__UBA1018|f__CAIMNF01	0	0	0	0	0	0	1.89504538248066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bdellovibrionota|c__Bdellovibrionia_A|o__UBA1018|f__CAIMNF01|g__CAIMNF01	0	0	0	0	0	0	1.89504538248066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44471626724348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiota|c__Chlamydiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44471626724348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44471626724348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Parachlamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44471626724348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota	0	0	0	0	0	1.87643655732181	0	0	0	0	0	0	0	0	0	2.03302629526569	0	0	0	0	0	0	0	0	0	0	2.37293052337328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Myxococcia	0	0	0	0	0	1.87643655732181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales	0	0	0	0	0	1.87643655732181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae	0	0	0	0	0	1.87643655732181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03302629526569	0	0	0	0	0	0	0	0	0	0	2.37293052337328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37293052337328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104|f__Palsa-1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37293052337328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03302629526569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03302629526569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03302629526569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21158861445649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21158861445649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21158861445649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__EFPC-124	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15945905977892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05212955467758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04229766710167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota|c__J058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04229766710167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota|c__J058|o__J058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04229766710167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota|c__J058|o__J058|f__JACQDU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04229766710167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetota|c__J058|o__J058|f__JACQDU01|g__JACQDU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04229766710167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria	1.45150129578574	8.09189602641879	31.0134132264389	19.5472633560603	4.55963564090691	0	1.97494342657378	0	13.3037352945992	0.877039687956816	32.2819567151955	8.55634995980869	20.9966075213091	4.06652961968166	2.61074567417271	10.7359321158714	21.9868173466781	0	0	0	0	1.96577436357265	0	25.9257616064252	0	0	3.92185169372108	2.16868549987935	0	0	4.12009749930672	0	0	0	0	0	0	0	7.77354377185962	0	0	7.34695919873792	26.3543656320465	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0	5.51573298733494	26.2688621770527	16.8013552576501	1.99832552388918	0	0	0	7.71802717530754	0.877039687956816	1.64412429675081	3.24411097228639	3.28907484026379	2.49391855959007	0	8.29717209410094	17.7512777086621	0	0	0	0	0	0	21.1008746322599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77354377185962	0	0	7.34695919873792	26.3543656320465	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	0	5.51573298733494	26.2688621770527	12.6700697232177	1.99832552388918	0	0	0	7.71802717530754	0.877039687956816	1.64412429675081	3.24411097228639	3.28907484026379	2.49391855959007	0	3.82057815534406	17.7512777086621	0	0	0	0	0	0	21.1008746322599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77354377185962	0	0	7.34695919873792	18.6919729014576	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	0	5.51573298733494	26.2688621770527	12.6700697232177	1.99832552388918	0	0	0	7.71802717530754	0.877039687956816	1.64412429675081	3.24411097228639	3.28907484026379	2.49391855959007	0	3.82057815534406	17.7512777086621	0	0	0	0	0	0	21.1008746322599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77354377185962	0	0	7.34695919873792	18.6919729014576	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis	0	0	13.8080716386512	1.73410932386692	1.99832552388918	0	0	0	5.02465754575434	0	0.440082755980668	3.24411097228639	1.97202628839422	0.699115345873698	0	3.82057815534406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935	0	5.51573298733494	12.4607905384015	0	0	0	0	0	0	0	0	0	1.31704855186957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.34695919873792	18.6919729014576	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter	0	0	0	0	0	0	0	0	2.6933696295532	0	0	0	0	1.79480321371637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Palsa-881	0	0	0	7.09302155243106	0	0	0	0	0	0.877039687956816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium	0	0	0	3.84293884691971	0	0	0	0	0	0	1.20404154077014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97636082937293	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97636082937293	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__28-YEA-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97636082937293	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47659393875688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__UBA3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47659393875688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__UBA3002|g__UBA6189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47659393875688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0	0	0	4.13128553443239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68603190121602	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0	0	0	4.13128553443239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68603190121602	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas_I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68603190121602	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas_N	0	0	0	4.13128553443239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
