Taxonomy	reERR1346803	reERR1346806	reERR1346807	reERR1346808	reERR1346810	reERR1346811	reERR1346812	reERR1346813	reERR1346814	reERR1346818	reERR1346821	reERR1346823	reERR1346824	reERR1346829	reERR1346834	reERR1346837	reERR1346839	reERR1346841	reERR1346842	reERR1346846	reERR1346847	reERR1346850	reERR1346851	reERR1346854	reERR1346855	reERR1346856	reERR1346857	reERR1346861	reERR1346862	reERR1346864	reERR1346867	reERR1346869	reERR1346871	reERR1346874	reERR1346877	reERR1346878	reERR1346880	reERR1346881	reERR1346882	reERR1346883	reERR1346884	reERR1346889	reERR1346891	reERR1346892
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales	0.0194610650863464	4.36669082622491	1.23185935089834	5.25600026306885	0.0795409802289808	0.0560251368210413	0.0495614883691875	0.0599078829163324	0.0185583685472442	0.0553049497047772	0.924771928820069	0.631848561820711	0.178772601091492	0.0238792515539882	0.0183158339445172	0.023407493656674	0.0610404394541027	0.013560672881887	0.0146365916666652	0.00279603010566978	0.0191038587190921	0.0191845994260538	0.00674474448220202	0.00318812007820873	0.0437918934441238	0.0214960635584305	0.000488697279656881	0.00149714997718211	0	0.00301801194055497	0.00155836134653528	0	0	0.00456764051770038	0.000267932464400435	0	0	0	0.00132781973055198	0.0368103672689141	0	0.00304359722303871	0.00309007225647781	0.00195434488456732
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae	0.0194610650863464	4.36669082622491	1.23185935089834	5.25600026306885	0.0795409802289808	0.0560251368210413	0.0495614883691875	0.0599078829163324	0.0185583685472442	0.0553049497047772	0.924771928820069	0.631848561820711	0.178772601091492	0.0238792515539882	0.0183158339445172	0.023407493656674	0.0610404394541027	0.013560672881887	0.0146365916666652	0.00279603010566978	0.0191038587190921	0.0191845994260538	0.00674474448220202	0.00318812007820873	0.0437918934441238	0.0214960635584305	0.000488697279656881	0.00149714997718211	0	0.00301801194055497	0.00155836134653528	0	0	0.00456764051770038	0.000267932464400435	0	0	0	0.00132781973055198	0.0368103672689141	0	0.00304359722303871	0.00309007225647781	0.00195434488456732
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Diaminobutyricibacter	0.00315378993978993	0.539300531200617	0.000111650554364954	3.24123820662187	0.0360077729712866	0.00127503604384556	0.000857683421259058	0.00111867753240353	0.00988302872892714	0.000858986518448118	0.915477208214591	0.000127617491638067	0.0182096535200706	0.00205666967501967	0.0125140730545387	0.00183101036916131	0.000511399034743413	0.011268510253556	0.00733091401258504	0.00155187830154626	0.00280665466710229	2.86026414041463e-05	7.00126783917739e-05	0.00124626284667914	0.0212246166251419	0.000652066029349348	6.06292632520491e-05	8.86116978705483e-05	0	0.00106772330878703	6.4308495754332e-05	0	0	0.000226862023762045	4.37044947788223e-05	0	0	0	0.000192385128732555	0.0142592870622902	0	0.000814691979835742	0.000306813626969449	0.000645269166989287
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Galbitalea	0.0022640637269722	0.0739606225771027	1.23099977885038	1.89475868163756	0.0111868183175602	0.0082243642162064	0.0138985508312879	0.0201443597173089	0.002594161738317	0.0178599020276879	0.001408079164394	0.628358289602278	0.00727112852760858	0.00104259360206819	0.000652164227805163	0.00433123830288277	0.000319693473737895	0.00105933097208097	0.000292016720134672	0.000221317541570102	0.00126979522577167	0.00142581213392931	0.00284431051482758	0.000312583865533832	0.00795223511539084	0.00217404128858409	1.33352456650859e-05	0.000611949023168494	0	0.000148887450578901	0.000982886987123126	0	0	0.00296171814302254	0	0	0	0	6.4310672604204e-05	0	0	0.0003909502659901	1.11596929147541e-05	0.000182108514326041
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia	0.000728192497119168	2.30156233804053	0.000703034870563847	0.00518472923213139	0.00851206810579056	0.00629603122160514	0.0028755480471434	0.0297670650776496	0.00361522768522947	0.00160405673105222	0.000831420741576758	0.00336265472679502	0.149866858130082	0.0198386374726988	0.00393476919741772	0.00482682173513084	0.000900900637326033	0.00103760484613184	0.000678680220828738	0.000981978118376843	0.00308322431668366	0.0176665782157577	0.00360612462253133	0.000358651474608557	0.00135835786008739	0.0183937059990857	0.000414732770739746	0.000731150418430891	0	0.0017615228784083	0.000427581404266693	0	0	0.00128691593734482	0.000224227969621612	0	0	0	0.000731801534566222	0.0192881584237526	0	0.00164945503902901	0.00275559303520627	0.00110008632174924
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Pseudolysinimonas	0.0133150189224651	1.45186733440666	4.48866230333108e-05	0.11481864557729	0.0238343208343434	0.0402297053393842	0.0319297060694971	0.00887778058897041	0.00246595039477062	0.0349820044275889	0.00705522069950733	0	0.00342496091373052	0.00094135080420153	0.00121482746475559	0.0124184232494991	0.0593084463082954	0.000195226810118175	0.00633498071311672	4.08561441765679e-05	0.0119441845095345	6.36064349626541e-05	0.000224296666451336	0.0012706218913872	0.0132566838435036	0.000276250241411344	0	6.54388377121724e-05	0	3.98783027807407e-05	8.35844593911278e-05	0	0	9.21444135709818e-05	0	0	0	0	0.000339322394649003	0.00326292178287133	0	0.000188499938183861	1.65059013873388e-05	2.68808815027515e-05
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales	9.06181172742044e-05	7.34693731920891e-05	4.67531006585645e-05	8.00697934266594e-05	0.000278110372856474	0.000103378721378622	0.000475222046247011	0.000172716833359862	8.35292141596786e-05	0.000267026869883417	3.28721118530785e-05	9.53986394293701e-05	3.38519078058647e-05	4.88185424088315e-05	0.00087793502226358	7.55595614312683e-05	4.42109600336986e-05	4.20807236999748e-05	6.49043865536625e-05	3.73464672855147e-05	6.82796441465848e-05	5.47657056318748e-05	0.00026767849226529	1.33577192193426e-05	0.000196622718242276	7.43016960670811e-05	1.75840778174626e-05	0.000101689625485422	0	0.00178788913441105	0.000109434442794673	0	0	0.000191163202950095	0.00142631250775294	0	0	0	4.55078257843311e-05	0.000640719807324952	0	7.73635100537434	10.8746648938091	2.83195887001112
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae	5.0843764843561e-05	5.92074060926901e-05	3.19127781612981e-05	6.85244987979641e-05	0.000129602571814717	9.02204160958514e-05	0.000323234071707945	0.000106778290735971	3.10199609397181e-05	0.000211612072647313	1.19872752478619e-05	4.01761541302829e-05	1.72018985117736e-05	3.94115578730809e-05	0.000115673937289696	4.17339703312899e-05	1.32746464486422e-05	2.43349344976592e-05	1.5159123235359e-05	3.73464672855147e-05	0	2.49181857503477e-05	0.000102514423285679	3.45675982209912e-06	0.000144260609375979	1.40288577172104e-05	4.48925671950192e-06	0.000101689625485422	0	0.00176795234524999	9.550534996455e-05	0	0	8.42289059902345e-05	0	0	0	0	1.86104092293705e-05	0	0	7.7233346300423	0.000211231863908297	0.000159716216060753
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__Iso899	5.0843764843561e-05	5.92074060926901e-05	3.19127781612981e-05	6.85244987979641e-05	0.000129602571814717	9.02204160958514e-05	0.000323234071707945	0.000106778290735971	3.10199609397181e-05	0.000211612072647313	1.19872752478619e-05	4.01761541302829e-05	1.72018985117736e-05	3.94115578730809e-05	0.000115673937289696	4.17339703312899e-05	1.32746464486422e-05	2.43349344976592e-05	1.5159123235359e-05	3.73464672855147e-05	0	2.49181857503477e-05	0.000102514423285679	3.45675982209912e-06	0.000144260609375979	1.40288577172104e-05	4.48925671950192e-06	0.000101689625485422	0	0.00176795234524999	9.550534996455e-05	0	0	8.42289059902345e-05	0	0	0	0	1.86104092293705e-05	0	0	7.7233346300423	0.000211231863908297	0.000159716216060753
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae	3.97743524306434e-05	1.4261967099399e-05	1.48403224972664e-05	1.15452946286952e-05	0.000148507801041757	1.3158305282771e-05	0.000151987974539066	6.5938542623891e-05	5.25092532199605e-05	5.54147972361048e-05	2.08848366052167e-05	5.52224852990872e-05	1.66500092940911e-05	9.40698453575056e-06	0.000762261084973884	3.38255910999784e-05	3.09363135850564e-05	1.77457892023156e-05	4.97452633183034e-05	0	6.82796441465848e-05	2.98475198815271e-05	0.000165164068979611	9.90095939724343e-06	5.23621088662971e-05	6.02728383498707e-05	1.30948210979607e-05	0	0	1.99367891610596e-05	1.39290928301229e-05	0	0	0.000106934296959861	0.00142631250775294	0	0	0	2.68974165549606e-05	0.000640719807324952	0	0.0130163753320384	10.8744536619452	2.83179915379506
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Nocardia	3.97743524306434e-05	1.4261967099399e-05	1.48403224972664e-05	1.15452946286952e-05	0.000148507801041757	1.3158305282771e-05	0.000151987974539066	6.5938542623891e-05	5.25092532199605e-05	5.54147972361048e-05	2.08848366052167e-05	5.52224852990872e-05	1.66500092940911e-05	9.40698453575056e-06	0.000762261084973884	3.38255910999784e-05	3.09363135850564e-05	1.77457892023156e-05	4.97452633183034e-05	0	6.82796441465848e-05	2.98475198815271e-05	0.000165164068979611	9.90095939724343e-06	5.23621088662971e-05	6.02728383498707e-05	1.30948210979607e-05	0	0	1.99367891610596e-05	1.39290928301229e-05	0	0	0.000106934296959861	0.00142631250775294	0	0	0	2.68974165549606e-05	0.000640719807324952	0	0.0130163753320384	10.8744536619452	2.83179915379506
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales	0.00147385946205784	0.00236308956078509	0.000668589191491781	0.00223734945008318	0.000367217782348576	0.000267972664958969	0.00090006542465703	0.000481392736167702	0.000191948922604633	0.000207327651389989	0.00288842341493887	0.000563508474429365	0.907434320552889	0.000103647054450163	0.00156040180517844	0.000203368974001273	2.46427204282364e-05	0.00021081555371976	0.000450256253252568	0.00381309743896299	0.00132760878231488	3.08383296635113e-05	0	0.000115506758830531	3.34752217263654e-05	2.60428192939243e-05	0	8.88348555264822e-05	0	0	8.86468670816468e-06	0	0	0	0.000117148007813559	0	0	0	2.30319310056581e-05	0.000830530830322387	0	9.40784452139836e-06	0.000182058281561557	4.56143344726085e-05
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	0.00147385946205784	0.00236308956078509	0.000668589191491781	0.00223734945008318	0.000367217782348576	0.000267972664958969	0.00090006542465703	0.000481392736167702	0.000191948922604633	0.000207327651389989	0.00288842341493887	0.000563508474429365	0.907434320552889	0.000103647054450163	0.00156040180517844	0.000203368974001273	2.46427204282364e-05	0.00021081555371976	0.000450256253252568	0.00381309743896299	0.00132760878231488	3.08383296635113e-05	0	0.000115506758830531	3.34752217263654e-05	2.60428192939243e-05	0	8.88348555264822e-05	0	0	8.86468670816468e-06	0	0	0	0.000117148007813559	0	0	0	2.30319310056581e-05	0.000830530830322387	0	9.40784452139836e-06	0.000182058281561557	4.56143344726085e-05
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides	0.00147385946205784	0.00236308956078509	0.000668589191491781	0.00223734945008318	0.000367217782348576	0.000267972664958969	0.00090006542465703	0.000481392736167702	0.000191948922604633	0.000207327651389989	0.00288842341493887	0.000563508474429365	0.907434320552889	0.000103647054450163	0.00156040180517844	0.000203368974001273	2.46427204282364e-05	0.00021081555371976	0.000450256253252568	0.00381309743896299	0.00132760878231488	3.08383296635113e-05	0	0.000115506758830531	3.34752217263654e-05	2.60428192939243e-05	0	8.88348555264822e-05	0	0	8.86468670816468e-06	0	0	0	0.000117148007813559	0	0	0	2.30319310056581e-05	0.000830530830322387	0	9.40784452139836e-06	0.000182058281561557	4.56143344726085e-05
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales	0.00746964142754729	0.00188588760212397	0.0609064831495324	0.000744807498426772	0.00165593199902697	0.000384381922287895	0.000776828491927726	0.856954607122884	0.463743278792596	0.0015177083414742	0.00372306274085029	3.02458318202921	7.44827212181095	1.87638802409292	0.00112879768611304	0.000497749628497343	0.000140857773933081	0.000223102659815081	0.000295234990662477	0.00530665546006095	0.000505330225939078	0.000361728794065774	0.00450235539572209	0.000158765258465979	0.00167467571980692	0.00118671847510586	4.93163345132458e-05	0.000295367824375688	0	0.000381051375876776	0.000487805697704089	0	0	0.000470451173259553	0.000544070456531475	0	0	0	0.000131782790657236	0.00974370797069724	0	0.000809955199183776	0.000147158828213559	9.2022117290319e-05
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	0.00746964142754729	0.00188588760212397	0.0609064831495324	0.000744807498426772	0.00165593199902697	0.000384381922287895	0.000776828491927726	0.856954607122884	0.463743278792596	0.0015177083414742	0.00372306274085029	3.02458318202921	7.44827212181095	1.87638802409292	0.00112879768611304	0.000497749628497343	0.000140857773933081	0.000223102659815081	0.000295234990662477	0.00530665546006095	0.000505330225939078	0.000361728794065774	0.00450235539572209	0.000158765258465979	0.00167467571980692	0.00118671847510586	4.93163345132458e-05	0.000295367824375688	0	0.000381051375876776	0.000487805697704089	0	0	0.000470451173259553	0.000544070456531475	0	0	0	0.000131782790657236	0.00974370797069724	0	0.000809955199183776	0.000147158828213559	9.2022117290319e-05
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Kitasatospora	0.00258277539582356	0.000471903964589223	0.00022906648192454	0.000213428515640944	0.00118677213088512	5.34303943546734e-05	0.000351401883912708	0.836355907651388	0.46294912542653	0.000298083949563876	0.00298102870888454	0.00278373865643856	7.44535698905827	1.87592494299535	0.000695636109607347	9.70821387522351e-05	2.672935183164e-05	2.78316338701609e-05	7.8018054856028e-05	0.00123957542755272	9.54244664542927e-05	3.79982570642244e-05	0.00138819890134799	3.19624798569281e-05	0.000248357425707994	0.000157489815434	1.32931528839061e-05	4.16569763250658e-05	0	0.00010943762125929	4.44091473424757e-05	0	0	0.000108373276375929	7.3860128903311e-05	0	0	0	4.64481231222968e-05	0.00341842254695304	0	0.000484626738749322	0.000112567202140906	7.79384665458687e-05
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptacidiphilus	0.00488686603172373	0.00141398363753474	0.0606774166676078	0.000531378982785828	0.000469159868141848	0.000330951527933221	0.000425426608015018	0.0205986994714958	0.000794153366065903	0.00121962439191032	0.000742034031965746	3.02179944337277	0.00291513275268234	0.000463081097566132	0.000433161576505689	0.000400667489745107	0.000114128422101441	0.00019527102594492	0.000217216935806449	0.00406708003250823	0.000409905759484786	0.00032373053700155	0.0031141564943741	0.000126802778609051	0.00142631829409892	0.00102922865967186	3.60231816293397e-05	0.000253710848050622	0	0.000271613754617486	0.000443396550361613	0	0	0.000362077896883623	0.000470210327628164	0	0	0	8.53346675349391e-05	0.0063252854237442	0	0.000325328460434455	3.45916260726527e-05	1.40836507444502e-05
k__Bacteria|p__Actinobacteriota|c__Thermoleophilia	3.0429258201569	0.0882817967283733	0.00113524649137294	0.000974603715607058	0.00219361185043679	0.00166939635769784	0.0107528398565062	0.000690257537696205	0.000589725163844335	0.0107465842968094	0.722334888188154	0.00121081635748234	0.251422693150932	0.000407164658734965	0.0189281491751164	0.00330344554661438	0.00239920476785301	0.00359028360572833	0.00567852308859337	0.0696288301499451	0.015262359738199	0.00367957200088308	0.00677291529684639	0.00389940409000898	0.0144946021422709	0.00217303482214603	0.000961624511150987	0.00058299378405372	0	0.00167160777414854	0.00108426106779525	0	0	0.00299395426791603	0.00662374770895164	0	0	0	0.000825510151507753	0.023638890988298	0	0.00165685675136105	0.000658491889211768	0.00285863170032755
k__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales	3.0429258201569	0.0882817967283733	0.00113524649137294	0.000974603715607058	0.00219361185043679	0.00166939635769784	0.0107528398565062	0.000690257537696205	0.000589725163844335	0.0107465842968094	0.722334888188154	0.00121081635748234	0.251422693150932	0.000407164658734965	0.0189281491751164	0.00330344554661438	0.00239920476785301	0.00359028360572833	0.00567852308859337	0.0696288301499451	0.015262359738199	0.00367957200088308	0.00677291529684639	0.00389940409000898	0.0144946021422709	0.00217303482214603	0.000961624511150987	0.00058299378405372	0	0.00167160777414854	0.00108426106779525	0	0	0.00299395426791603	0.00662374770895164	0	0	0	0.000825510151507753	0.023638890988298	0	0.00165685675136105	0.000658491889211768	0.00285863170032755
