clade_name	NCBI_tax_id	reSRR16235409_taxonomic_profile	reSRR16235408_taxonomic_profile	reSRR16235407_taxonomic_profile	reSRR16235406_taxonomic_profile	reSRR16235405_taxonomic_profile	reSRR16235404_taxonomic_profile	reSRR16235403_taxonomic_profile	reSRR16235402_taxonomic_profile	reSRR16235401_taxonomic_profile	reSRR16235400_taxonomic_profile	reSRR16235399_taxonomic_profile	reSRR16235398_taxonomic_profile	reSRR16235397_taxonomic_profile	reSRR16235396_taxonomic_profile	reSRR16235395_taxonomic_profile	reSRR16235394_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	2|201174|1760|85004|31953|1678|1680	0	0	5.840656717776156	0	2.8850445425005105	0.6761122654475998	0.07680571902141946	0.14454086946247327	0	0	0	0	0	0	3.953028083782675	7.120128283837314
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	2|201174|1760|85004|31953|1678|1680|SGB17244	0	0	5.840656717776156	0	2.8850445425005105	0.6761122654475998	0.07680571902141946	0.14454086946247327	0	0	0	0	0	0	3.953028083782675	7.120128283837314
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	2|201174|1760|85004|31953|1678|28025	0.0008795967928193241	0.00016330060923163943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__SGB17278	2|201174|1760|85004|31953|1678|28025|SGB17278	0.0008795967928193241	0.00016330060923163943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	2|201174|1760|85004|31953|1678|216816	0	0	0.758014898440315	0.0021457084411990604	0.5085602878521545	0.2423518815508579	0.017364220369644544	0	0	0	0	0	0	0	0.9403252344488244	0.9226680898159548
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	2|201174|1760|85004|31953|1678|216816|SGB17248	0	0	0.758014898440315	0.0021457084411990604	0.5085602878521545	0.2423518815508579	0.017364220369644544	0	0	0	0	0	0	0	0.9403252344488244	0.9226680898159548
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	2|201174|1760|85004|31953|1678|28026	0	0	0	0	1.1261588182212825	0	0	0	1.5860048771888382	0	0.19196979732092467	0.6103454453703919	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__SGB17237	2|201174|1760|85004|31953|1678|28026|SGB17237	0	0	0	0	1.1261588182212825	0	0	0	1.5860048771888382	0	0.19196979732092467	0.6103454453703919	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	2|201174|1760|85004|31953|1678|1694	0.0014286068715589025	0.0002842640234772983	0	0.5642670963563334	0	0	0	0	0	0	0	0.0005512177296072849	1.275970131000619e-05	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	2|201174|1760|85004|31953|1678|1694|SGB17279	0.0014286068715589025	0.0002842640234772983	0	0.5642670963563334	0	0	0	0	0	0	0	0.0005512177296072849	1.275970131000619e-05	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	2|201174|1760|85004|31953|1678|78448	0.00928004133095287	0.2597084503854296	2.2470160149938723	20.235618579678427	3.024358525988033	0.6714581196402375	0.7564983211323117	2.270520185904022	6.578337657941932	0.00584875362687884	0.13005906647776566	0.4792004922832448	0.2932434555065622	1.5189333510635494	2.921443553044036	3.2071017076601542
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum|t__SGB17264	2|201174|1760|85004|31953|1678|78448|SGB17264	0.00928004133095287	0.2597084503854296	2.2470160149938723	20.235618579678427	3.024358525988033	0.6714581196402375	0.7564983211323117	2.270520185904022	6.578337657941932	0.00584875362687884	0.13005906647776566	0.4792004922832448	0.2932434555065622	1.5189333510635494	2.921443553044036	3.2071017076601542
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp_GSD1FS	2|201174|1760|85004|31953|1678|2610880	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08835733984458212	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp_GSD1FS|t__SGB53847	2|201174|1760|85004|31953|1678|2610880|SGB53847	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08835733984458212	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	2|201174|1760|85007	0	0.00010886707282109296	0.029560239822496063	0.0063364242054181645	0	0	0.022006197689025474	0	0	0	0.0002532738489445189	0.001967719104528331	0.0009250783449754487	0.0008813839732892427	0.013999399934645064	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	2|201174|1760|85007|1653	0	0.00010886707282109296	0.024401949422047618	0.0063364242054181645	0	0	0.022006197689025474	0	0	0	0.0002532738489445189	0.001967719104528331	0.0009250783449754487	0.0008813839732892427	0.0030917284957997664	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	2|201174|1760|85007|1653|1716	0	0.00010886707282109296	0.024401949422047618	0.0063364242054181645	0	0	0.022006197689025474	0	0	0	0.0002532738489445189	0.001967719104528331	0.0009250783449754487	0.0008813839732892427	0.0030917284957997664	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_frankenforstense	2|201174|1760|85007|1653|1716|1230998	0	0	0.0057483531399831365	0	0	0	0.022006197689025474	0	0	0	0.0002532738489445189	0	0	0	0.0030917284957997664	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_frankenforstense|t__SGB17093	2|201174|1760|85007|1653|1716|1230998|SGB17093	0	0	0.0057483531399831365	0	0	0	0.022006197689025474	0	0	0	0.0002532738489445189	0	0	0	0.0030917284957997664	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mustelae	2|201174|1760|85007|1653|1716|571915	0	0.00010886707282109296	0	0	0	0	0	0	0	0	0	0.001967719104528331	0.0009250783449754487	0.0008813839732892427	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mustelae|t__SGB17028	2|201174|1760|85007|1653|1716|571915|SGB17028	0	0.00010886707282109296	0	0	0	0	0	0	0	0	0	0.001967719104528331	0.0009250783449754487	0.0008813839732892427	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pyruviciproducens	2|201174|1760|85007|1653|1716|598660	0	0	0.01865994104270464	0.0063364242054181645	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pyruviciproducens|t__SGB17029	2|201174|1760|85007|1653|1716|598660|SGB17029	0	0	0.01865994104270464	0.0063364242054181645	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Lawsonellaceae	2|201174|1760|85007|2805586	0	0	0.005151945639808287	0	0	0	0	0	0	0	0	0	0	0	0.010907671438845296	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Lawsonellaceae|g__Lawsonella	2|201174|1760|85007|2805586|1847725	0	0	0.005151945639808287	0	0	0	0	0	0	0	0	0	0	0	0.010907671438845296	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Lawsonellaceae|g__Lawsonella|s__Lawsonella_SGB3665	2|201174|1760|85007|2805586|1847725|48093631	0	0	0.005151945639808287	0	0	0	0	0	0	0	0	0	0	0	0.010907671438845296	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Lawsonellaceae|g__Lawsonella|s__Lawsonella_SGB3665|t__SGB3665	2|201174|1760|85007|2805586|1847725|48093631|SGB3665	0	0	0.005151945639808287	0	0	0	0	0	0	0	0	0	0	0	0.010907671438845296	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	0	0	0	0	0	0	0	0	0	0	0	0.00809520921504652	0.0008230007344953991	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	2|201174|1760|85006|85023	0	0	0	0	0	0	0	0	0	0	0	0	0.0001084574611350526	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter	2|201174|1760|85006|85023|55968	0	0	0	0	0	0	0	0	0	0	0	0	0.0001084574611350526	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp_OH1287	2|201174|1760|85006|85023|55968|2491049	0	0	0	0	0	0	0	0	0	0	0	0	0.0001084574611350526	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp_OH1287|t__SGB33648	2|201174|1760|85006|85023|55968|2491049|SGB33648	0	0	0	0	0	0	0	0	0	0	0	0	0.0001084574611350526	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	2|201174|1760|85006|1268	0	0	0	0	0	0	0	0	0	0	0	0.00809520921504652	0.0007081634227053434	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria	2|201174|1760|85006|1268|57493	0	0	0	0	0	0	0	0	0	0	0	0.00809520921504652	0.0007081634227053434	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rhizophila	2|201174|1760|85006|1268|57493|72000	0	0	0	0	0	0	0	0	0	0	0	0.00809520921504652	0.0007081634227053434	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rhizophila|t__SGB16671	2|201174|1760|85006|1268|57493|72000|SGB16671	0	0	0	0	0	0	0	0	0	0	0	0.00809520921504652	0.0007081634227053434	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	2|201174|1760|85009	0.00017119669121986846	0	0	0.009001130717232159	0	0	0	0.0012628438168278307	0	0.00010702778434546856	0	0.0010062928319574849	0.0007017835720503406	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae	2|201174|1760|85009|85015	0	0	0	0	0	0	0	0	0	0	0	0.00012178066119230713	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Micropruina	2|201174|1760|85009|85015|116071	0	0	0	0	0	0	0	0	0	0	0	0.00012178066119230713	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Micropruina|s__Micropruina_glycogenica	2|201174|1760|85009|85015|116071|75385	0	0	0	0	0	0	0	0	0	0	0	0.00012178066119230713	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Micropruina|s__Micropruina_glycogenica|t__SGB23995	2|201174|1760|85009|85015|116071|75385|SGB23995	0	0	0	0	0	0	0	0	0	0	0	0.00012178066119230713	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	2|201174|1760|85009|31957	0.00017119669121986846	0	0	0.009001130717232159	0	0	0	0.0012628438168278307	0	0.00010702778434546856	0	0.0008845121707651779	0.0007017835720503406	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia	2|201174|1760|85009|31957|2801844	0.00017119669121986846	0	0	0.009001130717232159	0	0	0	0.0012628438168278307	0	0	0	0.0008845121707651779	0.0007017835720503406	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Pseudopropionibacterium_propionicum	2|201174|1760|85009|31957|2801844|1750	0.00017119669121986846	0	0	0.009001130717232159	0	0	0	0.0012628438168278307	0	0	0	0.0008845121707651779	0.0007017835720503406	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Pseudopropionibacterium_propionicum|t__SGB35139	2|201174|1760|85009|31957|2801844|1750|SGB35139	0	0	0	0.008358192808858434	0	0	0	0.0012628438168278307	0	0	0	0.0006281318314129527	0.0007017835720503406	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Pseudopropionibacterium_propionicum|t__SGB35140	2|201174|1760|85009|31957|2801844|1750|SGB35140	0.00017119669121986846	0	0	0.0006429379083737257	0	0	0	0	0	0	0	0.0002627898478360312	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus	2|201174|1760|85009|31957|72763	0	0	0	0	0	0	0	0	0	0.00010702778434546856	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus|s__Tessaracoccus_sp_OH4464_COT_324	2|201174|1760|85009|31957|72763|2491059	0	0	0	0	0	0	0	0	0	0.00010702778434546856	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus|s__Tessaracoccus_sp_OH4464_COT_324|t__SGB35144	2|201174|1760|85009|31957|72763|2491059|SGB35144	0	0	0	0	0	0	0	0	0	0.00010702778434546856	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB25442	2|201174|65811173	0	0	0	0	0.004804367007452862	0.010167056583050909	0.011483998479957286	0.008394626528046274	0	0	0	0	0	0	0	0.01011401215815054
k__Bacteria|p__Actinobacteria|c__CFGB25442|o__OFGB25442	2|201174|65811173|15673437	0	0	0	0	0.004804367007452862	0.010167056583050909	0.011483998479957286	0.008394626528046274	0	0	0	0	0	0	0	0.01011401215815054
k__Bacteria|p__Actinobacteria|c__CFGB25442|o__OFGB25442|f__FGB25442	2|201174|65811173|15673437|11707701	0	0	0	0	0.004804367007452862	0.010167056583050909	0.011483998479957286	0.008394626528046274	0	0	0	0	0	0	0	0.01011401215815054
k__Bacteria|p__Actinobacteria|c__CFGB25442|o__OFGB25442|f__FGB25442|g__GGB51960	2|201174|65811173|15673437|11707701|40939836	0	0	0	0	0.004804367007452862	0.010167056583050909	0.011483998479957286	0.008394626528046274	0	0	0	0	0	0	0	0.01011401215815054
k__Bacteria|p__Actinobacteria|c__CFGB25442|o__OFGB25442|f__FGB25442|g__GGB51960|s__GGB51960_SGB72480	2|201174|65811173|15673437|11707701|40939836|95182288	0	0	0	0	0.004804367007452862	0.010167056583050909	0.011483998479957286	0.008394626528046274	0	0	0	0	0	0	0	0.01011401215815054
k__Bacteria|p__Actinobacteria|c__CFGB25442|o__OFGB25442|f__FGB25442|g__GGB51960|s__GGB51960_SGB72480|t__SGB72480	2|201174|65811173|15673437|11707701|40939836|95182288|SGB72480	0	0	0	0	0.004804367007452862	0.010167056583050909	0.011483998479957286	0.008394626528046274	0	0	0	0	0	0	0	0.01011401215815054
k__Bacteria|p__Actinobacteria|c__CFGB29473|o__OFGB29473|f__FGB29473|g__GGB47954	2|201174|29453559|71180848|50330003|31979507	0	0	0	0	0	0	0	0	0	0	0	0	7.017835720503404e-05	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB29473|o__OFGB29473|f__FGB29473|g__GGB47954|s__GGB47954_SGB65944	2|201174|29453559|71180848|50330003|31979507|72925444	0	0	0	0	0	0	0	0	0	0	0	0	7.017835720503404e-05	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB29473|o__OFGB29473|f__FGB29473|g__GGB47954|s__GGB47954_SGB65944|t__SGB65944	2|201174|29453559|71180848|50330003|31979507|72925444|SGB65944	0	0	0	0	0	0	0	0	0	0	0	0	7.017835720503404e-05	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	7.686932149134214	3.9584853939942	16.97109900026803	28.458228952268605	7.62918922095613	6.037099711284998	6.744729693012707	31.38326747704955	16.131782552429428	2.4339566183124224	7.073426163233013	16.242098296997966	5.899964668584416	14.14271530495248	16.853804952352373	10.851292241864343
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	7.139138157235715	3.665324511399133	16.252523133966935	28.13566777826149	7.361543568550163	5.876018223554827	6.3977966015211605	30.214611369866397	15.760961589997516	2.0001163465920557	6.5643457268545315	15.47588642431839	4.962101102896342	13.965108013468713	16.09423256037243	10.444373596874618
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2|201174|84998|84999|1643824	0.0003601033849797233	0	0.7418738273717531	16.28205394877091	2.0833039296362426	0	0.4912145006790557	0.6617958570949594	0	0	0	0	0	0	0.388111874342347	0.031248564804971263
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified	2|201174|84998|84999|1643824|21665781	4.1323339259968247e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified|s__Atopobiaceae_bacterium_FL090493	2|201174|84998|84999|1643824|21665781|2661918	4.1323339259968247e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified|s__Atopobiaceae_bacterium_FL090493|t__SGB33580	2|201174|84998|84999|1643824|21665781|2661918|SGB33580	4.1323339259968247e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella	2|201174|84998|84999|1643824|133925	0.00032468337989975053	0	0.5422930366749433	16.28205394877091	2.0072063009621997	0	0.3743760467357791	0.6617958570949594	0	0	0	0	0	0	0.19694443782403812	0.031248564804971263
